season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767931,1,3,Arsenal,Home,369,17127,Per Mertesacker,per-mertesacker,D,False,,,1.0,8.0,23.0,31.0,1.0,4.0,7.0,,,,,,,1.0,2.0,7.0,,,,,,,,4.0,,,90.0,1.0,,,,,,,7.1,,,,,2.0,,,,2.0,1.0,11.0,26.0,37.0,1,3.0,51.0,,,
2015-16,6767931,1,3,Arsenal,Home,3579,27334,Mathieu Debuchy,mathieu-debuchy,D,False,,,1.0,17.0,12.0,29.0,1.0,5.0,5.0,,,1.0,,,,1.0,3.0,6.0,,,1.0,,,,,1.0,1.0,,67.0,,,,,,,,6.4,,,,,1.0,,5.0,,4.0,,27.0,14.0,36.0,1,,53.0,,1.0,
2015-16,6767931,1,3,Arsenal,Home,17088,38411,Nacho Monreal,nacho-monreal,D,False,,,,44.0,13.0,57.0,5.0,6.0,6.0,,,,1.0,,,,7.0,11.0,,,1.0,,,,,,,,90.0,,1.0,,,,,,6.5,,,,,4.0,2.0,5.0,,1.0,,52.0,18.0,65.0,0,1.0,92.0,1.0,2.0,2.0
2015-16,6767931,1,3,Arsenal,Home,24814,42427,Kieran Gibbs,kieran-gibbs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767931,1,3,Arsenal,Home,51340,51507,Laurent Koscielny,laurent-koscielny,D,False,,,3.0,14.0,25.0,39.0,1.0,8.0,11.0,,,,3.0,,,,4.0,12.0,,,,,,,,3.0,,,90.0,,,,,,,,7.0,,,1.0,,7.0,,,,5.0,,15.0,28.0,43.0,1,2.0,61.0,1.0,2.0,
2015-16,6767931,1,3,Arsenal,Home,124737,158074,Gabriel Paulista,gabriel-paulista,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767931,1,3,Arsenal,Home,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767945,2,3,Arsenal,Away,369,17127,Per Mertesacker,per-mertesacker,D,False,,,2.0,9.0,35.0,44.0,1.0,3.0,2.0,,,,,,,,1.0,3.0,,,,,,,,,,,90.0,,1.0,,,,,,6.8,,,,,8.0,,,,3.0,,12.0,35.0,47.0,0,,59.0,,1.0,
2015-16,6767945,2,3,Arsenal,Away,3579,27334,Mathieu Debuchy,mathieu-debuchy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767945,2,3,Arsenal,Away,17088,38411,Nacho Monreal,nacho-monreal,D,False,1.0,,1.0,29.0,13.0,41.0,2.0,2.0,10.0,,,,2.0,,,,6.0,9.0,,,2.0,,,,,1.0,1.0,,90.0,,,,,,,,6.8,,,,,5.0,1.0,4.0,,6.0,,36.0,17.0,49.0,0,2.0,71.0,1.0,4.0,1.0
2015-16,6767945,2,3,Arsenal,Away,24814,42427,Kieran Gibbs,kieran-gibbs,D,True,,,,,1.0,1.0,2.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,2.0,1.0,3.0,0,1.0,5.0,,,
2015-16,6767945,2,3,Arsenal,Away,51340,51507,Laurent Koscielny,laurent-koscielny,D,False,,,2.0,19.0,34.0,53.0,2.0,6.0,7.0,,,1.0,,,,,2.0,10.0,,,,,,,,4.0,,,90.0,,,,,,,,7.7,,,,,7.0,1.0,,,3.0,,22.0,37.0,59.0,1,2.0,79.0,,1.0,1.0
2015-16,6767945,2,3,Arsenal,Away,124737,158074,Gabriel Paulista,gabriel-paulista,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767945,2,3,Arsenal,Away,188365,98745,Héctor Bellerín,hector-bellerin,D,False,1.0,,,17.0,8.0,24.0,1.0,1.0,4.0,,,,1.0,,,1.0,4.0,7.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,7.0,,,,,4.0,2.0,3.0,,2.0,,22.0,10.0,29.0,0,5.0,61.0,,,1.0
2015-16,6767950,3,3,Arsenal,Home,3579,27334,Mathieu Debuchy,mathieu-debuchy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767950,3,3,Arsenal,Home,17088,38411,Nacho Monreal,nacho-monreal,D,False,2.0,,,54.0,21.0,73.0,2.0,2.0,10.0,,,,1.0,,,,3.0,6.0,,,,,,,,1.0,2.0,,90.0,,1.0,,,,,,7.4,,,,,3.0,1.0,5.0,,3.0,,64.0,23.0,82.0,0,2.0,104.0,1.0,1.0,1.0
2015-16,6767950,3,3,Arsenal,Home,24814,42427,Kieran Gibbs,kieran-gibbs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767950,3,3,Arsenal,Home,124737,158074,Gabriel Paulista,gabriel-paulista,D,False,,,3.0,5.0,38.0,43.0,4.0,4.0,11.0,,,,,,,,5.0,8.0,,,1.0,,,,,2.0,,1.0,90.0,,1.0,,,,,,7.8,,,1.0,,6.0,,,,6.0,,8.0,41.0,49.0,1,4.0,67.0,1.0,,
2015-16,6767950,3,3,Arsenal,Home,188365,98745,Héctor Bellerín,hector-bellerin,D,False,,,1.0,16.0,17.0,33.0,4.0,,6.0,,,1.0,,,,1.0,5.0,3.0,,1.0,,,,,,6.0,,,90.0,,,,,,,,7.3,,,,,5.0,1.0,2.0,,2.0,,21.0,21.0,40.0,1,1.0,72.0,1.0,1.0,1.0
2015-16,6767950,3,3,Arsenal,Home,227942,101184,Calum Chambers,calum-chambers,D,False,,,1.0,12.0,28.0,40.0,6.0,6.0,6.0,,,,1.0,,,,8.0,9.0,,,,,,,,2.0,,,90.0,,,,,,,,7.2,,,,,10.0,2.0,,,4.0,,17.0,32.0,49.0,0,1.0,67.0,,1.0,1.0
2015-16,6768027,4,3,Arsenal,Away,3579,27334,Mathieu Debuchy,mathieu-debuchy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768027,4,3,Arsenal,Away,17088,38411,Nacho Monreal,nacho-monreal,D,False,,,,49.0,19.0,68.0,,1.0,6.0,,,,,,,,1.0,5.0,,,1.0,,,,,1.0,1.0,,90.0,1.0,,,,,,,7.7,,,,,1.0,,1.0,,1.0,,52.0,21.0,72.0,1,3.0,94.0,,1.0,
2015-16,6768027,4,3,Arsenal,Away,24814,42427,Kieran Gibbs,kieran-gibbs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768027,4,3,Arsenal,Away,51340,51507,Laurent Koscielny,laurent-koscielny,D,False,,,1.0,41.0,44.0,85.0,3.0,,5.0,,,,,,,,3.0,2.0,,,,,,,,3.0,1.0,,90.0,,,,,,,,7.4,,,,,1.0,,,,2.0,,42.0,44.0,86.0,0,1.0,94.0,,1.0,
2015-16,6768027,4,3,Arsenal,Away,124737,158074,Gabriel Paulista,gabriel-paulista,D,False,,,3.0,39.0,39.0,78.0,,4.0,7.0,,,,,,,,,6.0,,,,,,,,3.0,,,90.0,,,,,,,,7.8,,,,,8.0,,,,4.0,,41.0,41.0,82.0,0,2.0,95.0,,,
2015-16,6768027,4,3,Arsenal,Away,188365,98745,Héctor Bellerín,hector-bellerin,D,False,,,,42.0,20.0,62.0,2.0,1.0,,1.0,,,,,,,6.0,3.0,,,1.0,,,,,2.0,2.0,,90.0,,,,,,,,7.2,,,,,1.0,3.0,,,,,46.0,21.0,67.0,0,2.0,92.0,1.0,,
2015-16,6768027,4,3,Arsenal,Away,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768034,5,3,Arsenal,Home,3579,27334,Mathieu Debuchy,mathieu-debuchy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768034,5,3,Arsenal,Home,17088,38411,Nacho Monreal,nacho-monreal,D,False,,,,14.0,23.0,37.0,,1.0,8.0,,,,1.0,,,,2.0,5.0,,,1.0,,,,,1.0,,,90.0,,1.0,,,,,,7.1,,,,,3.0,,1.0,,1.0,,22.0,24.0,45.0,0,2.0,63.0,,2.0,
2015-16,6768034,5,3,Arsenal,Home,24814,42427,Kieran Gibbs,kieran-gibbs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768034,5,3,Arsenal,Home,51340,51507,Laurent Koscielny,laurent-koscielny,D,False,,,7.0,31.0,42.0,73.0,1.0,2.0,9.0,,,,,,,,1.0,5.0,,,,,,,,7.0,2.0,,90.0,2.0,,,,,,,8.2,,,,,1.0,,,,9.0,,36.0,45.0,81.0,2,2.0,99.0,1.0,1.0,
2015-16,6768034,5,3,Arsenal,Home,124737,158074,Gabriel Paulista,gabriel-paulista,D,False,,,2.0,30.0,42.0,72.0,2.0,3.0,6.0,,,,,,,,2.0,4.0,,,,,,,,3.0,,,90.0,,,,,,,,7.3,,,,,4.0,,,,3.0,,37.0,45.0,82.0,0,1.0,92.0,1.0,,
2015-16,6768034,5,3,Arsenal,Home,188365,98745,Héctor Bellerín,hector-bellerin,D,False,2.0,,1.0,29.0,18.0,45.0,,1.0,5.0,4.0,,,,,,1.0,1.0,4.0,,,,,,,,3.0,4.0,,90.0,,2.0,,,,,,8.7,,,,,2.0,2.0,5.0,,1.0,,36.0,22.0,53.0,0,1.0,79.0,,,2.0
2015-16,6768050,6,3,Arsenal,Away,3579,27334,Mathieu Debuchy,mathieu-debuchy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768050,6,3,Arsenal,Away,17088,38411,Nacho Monreal,nacho-monreal,D,False,,,1.0,22.0,6.0,28.0,2.0,1.0,4.0,,,,2.0,,,,5.0,2.0,,1.0,,,,,,3.0,2.0,,90.0,,,,,,,,6.0,,,,,1.0,1.0,1.0,,3.0,,26.0,10.0,35.0,0,1.0,52.0,1.0,,
2015-16,6768050,6,3,Arsenal,Away,24814,42427,Kieran Gibbs,kieran-gibbs,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768050,6,3,Arsenal,Away,51340,51507,Laurent Koscielny,laurent-koscielny,D,False,,,,6.0,21.0,27.0,,,9.0,,,,1.0,,,2.0,4.0,1.0,,,2.0,,,,,4.0,,,90.0,,5.0,,,,,,6.4,,,,,6.0,,,,3.0,,10.0,24.0,34.0,0,1.0,58.0,1.0,,
2015-16,6768050,6,3,Arsenal,Away,124737,158074,Gabriel Paulista,gabriel-paulista,D,False,,,,3.0,13.0,16.0,1.0,,2.0,,,,,,,,2.0,1.0,,,1.0,,,,,1.0,,,45.0,,,,,,,,6.0,,,,,2.0,,,,,,4.0,15.0,19.0,0,1.0,23.0,,,
2015-16,6768050,6,3,Arsenal,Away,188365,98745,Héctor Bellerín,hector-bellerin,D,False,,,1.0,8.0,13.0,21.0,,2.0,7.0,,,,3.0,,,,3.0,7.0,,,,,,,,2.0,,,90.0,,,,,,,,7.0,,,,,7.0,2.0,3.0,,2.0,,15.0,17.0,29.0,0,3.0,58.0,1.0,,2.0
2015-16,6768050,6,3,Arsenal,Away,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,12.0,12.0,1.0,1.0,2.0,,,,,,,,2.0,3.0,,,1.0,,,,,2.0,,,45.0,,3.0,1.0,,,,,6.4,,,,,4.0,,,,1.0,,1.0,13.0,14.0,0,2.0,28.0,1.0,,
2015-16,6768069,7,3,Arsenal,Away,369,17127,Per Mertesacker,per-mertesacker,D,False,,,1.0,12.0,48.0,60.0,,6.0,5.0,,,,,,,,,8.0,,,,,,,,1.0,,,90.0,,,,,,,,7.1,,,,,11.0,,,,3.0,,14.0,50.0,64.0,0,2.0,78.0,,,
