season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2024-25,12436906,3,3,Arsenal,Home,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,True,,,,,,,1.0,,,,,,,,,,1.0,,,,3.7e-06,,,,0.0,,,,,,,,10.0,,,,,,2.0,,,6.5,,,,,,,,,,1.0,,2.0,,2.0,,,0,,3.0,,,,
2024-25,12436906,3,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,1.0,5.0,11.0,16.0,,1.0,,2.0,,,1.0,3.0,,,3.0,4.0,,,0.00264647,0.0384,,,0.0,,,,,2.0,,,90.0,,1.0,,,,9.0,,,7.2,,,,,,6.0,,,,2.0,,8.0,13.0,21.0,,,1,3.0,45.0,1.0,,,2.0
2024-25,12436906,3,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,5.0,10.0,21.0,31.0,3.0,1.0,,1.0,1.0,,,1.0,,,6.0,4.0,,,0.00631262,0.122,,2.0,0.0,,,,,1.0,2.0,,90.0,,2.0,,,,2.0,,,7.5,,,1.0,,,4.0,1.0,,,6.0,,10.0,23.0,33.0,,,1,1.0,47.0,,1.0,1.0,1.0
2024-25,12436906,3,3,Arsenal,Home,941168,462424,William Saliba,william-saliba,D,False,,,1.0,11.0,37.0,48.0,1.0,1.0,,2.0,,,,,,,1.0,6.0,,,0.0104632,,,,0.0,,,,,2.0,,,90.0,,1.0,,,,3.0,,,7.2,,,,,,2.0,,,,1.0,,13.0,38.0,51.0,,,0,5.0,63.0,,,,2.0
2024-25,12436906,3,3,Arsenal,Home,957602,466075,Riccardo Calafiori,riccardo-calafiori,D,True,,,,,3.0,3.0,1.0,,,,,,,,,,2.0,,,,3.723e-05,,,1.0,0.0,,,,,,,,31.0,,,,,,1.0,,,6.5,,,,,,2.0,,,,,,1.0,3.0,4.0,,,0,,8.0,,,,
2024-25,12436906,3,3,Arsenal,Home,958959,445122,Jurriën Timber,jurrien-timber,D,False,,,1.0,5.0,7.0,12.0,2.0,,,4.0,,,,,,1.0,6.0,2.0,,,0.0166727,,,2.0,0.0,,,,,1.0,1.0,,80.0,,1.0,,,,6.0,,,6.6,,,,,,3.0,1.0,,,1.0,,6.0,9.0,15.0,,,0,2.0,33.0,,,,2.0
2024-25,12436906,3,3,Arsenal,Home,976037,440854,Jakub Kiwior,jakub-kiwior,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436906,3,3,Arsenal,Home,1423711,499169,Myles Lewis-Skelly,lewis-skelly-myles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436951,4,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,2.0,13.0,13.0,26.0,1.0,1.0,,,,,,1.0,,,3.0,4.0,,,0.0146529,,,1.0,0.0,,,,,2.0,,,90.0,,,,,,9.0,,,7.1,,,,,,2.0,,1.0,,4.0,1.0,16.0,16.0,31.0,,,0,2.0,48.0,2.0,1.0,,1.0
2024-25,12436951,4,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,2.0,6.0,14.0,20.0,,,,,,,,1.0,,,1.0,2.0,,,0.00391303,0.2254,0.4115,,0.0,1.0,,,,1.0,,,90.0,1.0,2.0,,,,5.0,,,8.0,,,,,,8.0,,,,6.0,,9.0,16.0,25.0,,,1,2.0,40.0,,,,
2024-25,12436951,4,3,Arsenal,Away,941168,462424,William Saliba,william-saliba,D,False,,,2.0,9.0,25.0,34.0,1.0,1.0,,3.0,,,,,,,3.0,5.0,,,0.00640851,,,2.0,0.0,,,,,,,,90.0,,,,,,1.0,,,7.0,,,,,,3.0,,,,3.0,,10.0,25.0,35.0,,,0,2.0,45.0,,2.0,,1.0
2024-25,12436951,4,3,Arsenal,Away,958959,445122,Jurriën Timber,jurrien-timber,D,False,,,,6.0,6.0,12.0,4.0,,,5.0,,,1.0,1.0,,,8.0,4.0,,,0.00565938,0.0508,,2.0,0.0,,,,,1.0,,,90.0,,1.0,,,,17.0,,,6.9,,,,,,3.0,2.0,2.0,,4.0,,14.0,11.0,23.0,,,1,3.0,49.0,,,1.0,2.0
2024-25,12436951,4,3,Arsenal,Away,976037,440854,Jakub Kiwior,jakub-kiwior,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436951,4,3,Arsenal,Away,1409114,,Maldini Kacurri,maldini-kacurri,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436951,4,3,Arsenal,Away,1423711,499169,Myles Lewis-Skelly,lewis-skelly-myles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436951,4,3,Arsenal,Away,1445799,606745,Ayden Heaven,heaven-ayden,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436971,5,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,True,,,1.0,1.0,2.0,3.0,,1.0,,,,,,1.0,,,1.0,2.0,,,0.00171436,,,,0.0,,,,,1.0,,,45.0,,2.0,,,,,,,6.8,,,,,,2.0,,,,1.0,,1.0,2.0,3.0,,,0,1.0,9.0,,,,1.0
2024-25,12436971,5,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,,7.0,10.0,17.0,2.0,2.0,,,,1.0,,1.0,,,4.0,4.0,,,0.00527692,0.4947,0.9669,1.0,0.0,1.0,,,,,,1.0,90.0,1.0,3.0,,,,4.0,,,7.6,,,1.0,,,5.0,,,,4.0,,8.0,13.0,21.0,,,2,2.0,34.0,,,,2.0
2024-25,12436971,5,3,Arsenal,Away,941168,462424,William Saliba,william-saliba,D,False,,,2.0,6.0,16.0,22.0,3.0,3.0,,1.0,,,,,,,3.0,6.0,,,0.00311938,,,,0.0,,,,,,,,90.0,,1.0,,,,3.0,,,6.9,,,,,,8.0,1.0,,,2.0,,7.0,17.0,24.0,,,0,2.0,39.0,,1.0,1.0,2.0
2024-25,12436971,5,3,Arsenal,Away,957602,466075,Riccardo Calafiori,riccardo-calafiori,D,False,,,,2.0,14.0,16.0,1.0,,,3.0,,,,2.0,,,4.0,4.0,,,0.00147978,0.0238,0.2764,1.0,0.0,1.0,,,,,,,74.0,1.0,,,,,3.0,,,7.5,,,,,,4.0,1.0,,,,,3.0,14.0,17.0,,,1,3.0,32.0,2.0,,1.0,3.0
2024-25,12436971,5,3,Arsenal,Away,958959,445122,Jurriën Timber,jurrien-timber,D,False,,,,1.0,,1.0,2.0,,,1.0,,,,1.0,,,5.0,4.0,,,0.00024115,,,2.0,0.0,,,,,1.0,,,89.0,,,,,,8.0,,,6.5,,,,,,4.0,1.0,,,1.0,,5.0,2.0,7.0,,,0,3.0,23.0,,,1.0,1.0
2024-25,12436971,5,3,Arsenal,Away,976037,440854,Jakub Kiwior,jakub-kiwior,D,True,,,,,1.0,1.0,,,,,,,,,,,,,,,0.00020844,,,,0.0,,,,,,,,16.0,,1.0,,,,,,,6.5,,,,,,,,,,,,,1.0,1.0,,,0,,3.0,,,,
2024-25,12436971,5,3,Arsenal,Away,1409114,,Maldini Kacurri,maldini-kacurri,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436971,5,3,Arsenal,Away,1423711,499169,Myles Lewis-Skelly,lewis-skelly-myles,D,True,,,,,1.0,1.0,,,,,,,,,,,,,,,1.3e-07,,,,0.0,,,,,,,,8.0,,,,,,,,,6.3,,,,,,1.0,,,,,,,1.0,1.0,,,0,,2.0,,,,
2024-25,12436985,6,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,1.0,47.0,33.0,80.0,3.0,5.0,21.0,1.0,,1.0,,,,,3.0,6.0,,,0.0516897,0.2739,0.4923,,0.0,,,,,,,,90.0,2.0,,,,,7.0,0.0,,7.2,,,1.0,,146.55511637134,4.0,1.0,,,5.0,,53.0,34.0,87.0,97.948000419721,,3,,96.0,,,1.0,
2024-25,12436985,6,3,Arsenal,Home,941168,462424,William Saliba,william-saliba,D,False,,,1.0,21.0,38.0,59.0,2.0,1.0,21.0,3.0,,,,,,1.0,5.0,3.0,,,0.00999166,,,2.0,0.0,,,,,1.0,,,90.0,,,,,,4.0,0.0,,6.5,,,,,117.67855469397,2.0,,,,2.0,,23.0,38.0,61.0,24.032770541485,,0,2.0,68.0,1.0,,,2.0
2024-25,12436985,6,3,Arsenal,Home,957602,466075,Riccardo Calafiori,riccardo-calafiori,D,False,,,3.0,50.0,12.0,62.0,1.0,7.0,19.0,1.0,,1.0,,,,,5.0,13.0,,,0.281873,0.4776,1.3318,4.0,0.0,,,,,,2.0,,90.0,3.0,1.0,,,,12.0,4.0,,7.9,,,,,199.16979281589,1.0,2.0,1.0,,4.0,,59.0,14.0,72.0,124.89957686219,72.257470362666,3,3.0,92.0,1.0,1.0,2.0,1.0
2024-25,12436985,6,3,Arsenal,Home,958959,445122,Jurriën Timber,jurrien-timber,D,False,1.0,,2.0,49.0,15.0,63.0,1.0,1.0,20.0,8.0,1.0,,1.0,1.0,,,3.0,6.0,,,0.123603,0.2052,,,1.0,,,,,,7.0,,90.0,,,,,,13.0,1.0,,8.3,,,1.0,,169.13975570976,1.0,2.0,5.0,,2.0,,57.0,16.0,68.0,25.632527754586,11.345095856801,2,4.0,97.0,1.0,,1.0,2.0
2024-25,12436985,6,3,Arsenal,Home,976037,440854,Jakub Kiwior,jakub-kiwior,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436985,6,3,Arsenal,Home,1409114,,Maldini Kacurri,maldini-kacurri,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436985,6,3,Arsenal,Home,1411039,499167,Josh Nichols,josh-nichols,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436985,6,3,Arsenal,Home,1423711,499169,Myles Lewis-Skelly,lewis-skelly-myles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437004,7,3,Arsenal,Home,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,True,,,,1.0,2.0,3.0,,,,,,,,,,,,,,,0.00154442,0.1845,,,0.0,,,,1.0,,,,16.0,,,,,,1.0,,,6.7,,,1.0,,,1.0,,,,1.0,,2.0,2.0,4.0,,,1,,8.0,,,,
2024-25,12437004,7,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,4.0,28.0,30.0,58.0,2.0,1.0,,1.0,,,1.0,,,,3.0,1.0,,,0.0370485,0.1955,,1.0,0.0,,,,,,,,90.0,,1.0,,,,4.0,,,6.8,,,2.0,,,,,1.0,,7.0,,32.0,30.0,61.0,,,3,,66.0,,,,
2024-25,12437004,7,3,Arsenal,Home,941168,462424,William Saliba,william-saliba,D,False,,,3.0,38.0,51.0,89.0,1.0,1.0,,1.0,,,,1.0,,,2.0,3.0,,,0.0263553,,,,0.0,,,,,,,,90.0,,,,,,3.0,,,7.0,,,,,,1.0,2.0,,,4.0,,41.0,51.0,92.0,,,0,,95.0,,,2.0,
2024-25,12437004,7,3,Arsenal,Home,957602,466075,Riccardo Calafiori,riccardo-calafiori,D,False,,,1.0,29.0,8.0,37.0,,1.0,,6.0,,,,1.0,,,3.0,9.0,,,0.123705,,,2.0,0.0,,,,,3.0,,,89.0,,1.0,,,,12.0,,,7.4,,,,,,,3.0,2.0,,1.0,,35.0,12.0,45.0,,,0,3.0,67.0,1.0,2.0,3.0,2.0
2024-25,12437004,7,3,Arsenal,Home,976037,440854,Jakub Kiwior,jakub-kiwior,D,True,,,,1.0,1.0,2.0,,1.0,,,,,,,,,,1.0,,,0.00068292,,,,0.0,,,,,,,,10.0,,,,,,3.0,,,6.6,,,,,,1.0,,,,1.0,,2.0,2.0,4.0,,,0,,6.0,,,,
2024-25,12437004,7,3,Arsenal,Home,1423711,499169,Myles Lewis-Skelly,lewis-skelly-myles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437026,8,3,Arsenal,Away,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437026,8,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,1.0,10.0,19.0,29.0,,1.0,,5.0,,,,3.0,,1.0,5.0,4.0,,,0.00526869,,,1.0,0.0,,,,,1.0,,,90.0,,,,,,9.0,,,6.3,,,,,,1.0,,2.0,,1.0,,15.0,19.0,32.0,,,0,2.0,47.0,1.0,1.0,,
2024-25,12437026,8,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,1.0,14.0,28.0,42.0,,1.0,,1.0,,,1.0,,,,,1.0,,,0.00456823,0.0196,,,0.0,,,,,,,,90.0,,2.0,,,,9.0,,,6.8,,,,,,5.0,,2.0,,6.0,,23.0,28.0,49.0,,,1,,60.0,,,,
2024-25,12437026,8,3,Arsenal,Away,941168,462424,William Saliba,william-saliba,D,False,,,1.0,2.0,15.0,17.0,,,,1.0,,,,,,,1.0,1.0,,,0.00081181,,,1.0,0.0,,,,,1.0,,,30.0,,,,,,1.0,,,5.4,,,,,,1.0,,,,2.0,,3.0,15.0,18.0,,,0,1.0,22.0,,,,1.0
2024-25,12437026,8,3,Arsenal,Away,957602,466075,Riccardo Calafiori,riccardo-calafiori,D,False,1.0,,1.0,12.0,24.0,35.0,1.0,2.0,,2.0,,,,2.0,,,4.0,6.0,,,0.0149372,,,,0.0,,,,,,,,90.0,,1.0,,,,14.0,,,6.9,,,,,,6.0,1.0,2.0,,1.0,,17.0,25.0,40.0,,,0,3.0,65.0,2.0,1.0,,3.0
2024-25,12437026,8,3,Arsenal,Away,976037,440854,Jakub Kiwior,jakub-kiwior,D,True,,,2.0,2.0,11.0,13.0,,,,1.0,,,,1.0,,,3.0,2.0,,,0.00073368,,,1.0,0.0,,,,,,,,43.0,,,,,,5.0,,,6.2,,,,,,3.0,2.0,,,3.0,,4.0,13.0,17.0,,,0,,24.0,,1.0,1.0,
2024-25,12437026,8,3,Arsenal,Away,1423711,499169,Myles Lewis-Skelly,lewis-skelly-myles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437040,9,3,Arsenal,Home,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437040,9,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,3.0,15.0,31.0,46.0,,2.0,,4.0,1.0,,,2.0,,,2.0,2.0,,,0.0136461,,,,1.0,,,,,1.0,1.0,,90.0,,,,,,6.0,,,6.9,,,,,,6.0,,,,7.0,,20.0,32.0,52.0,,,0,,60.0,,,,
2024-25,12437040,9,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,,9.0,16.0,25.0,,2.0,,2.0,,,,,,,,5.0,,,0.00368028,,,,0.0,,,,,2.0,,,54.0,,,,,,6.0,,,6.7,,,,,,1.0,,,,3.0,,14.0,17.0,31.0,,,0,,37.0,,3.0,,
2024-25,12437040,9,3,Arsenal,Home,958959,445122,Jurriën Timber,jurrien-timber,D,False,,,,10.0,7.0,17.0,,,,2.0,,,,3.0,,,3.0,2.0,,,0.0187172,,,,0.0,,,,,,1.0,,76.0,,,,,,3.0,,,6.5,,,,,,4.0,,,,,1.0,11.0,8.0,19.0,,,0,2.0,30.0,1.0,,,
2024-25,12437040,9,3,Arsenal,Home,976037,440854,Jakub Kiwior,jakub-kiwior,D,True,,,,3.0,6.0,9.0,,,,,,,,,,,2.0,,,,0.00129802,,,2.0,0.0,,,,,,,,36.0,,,,,,1.0,,,6.4,,,,,,5.0,,,,,,3.0,7.0,10.0,,,0,,16.0,,,,
2024-25,12437040,9,3,Arsenal,Home,1411039,499167,Josh Nichols,josh-nichols,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437040,9,3,Arsenal,Home,1423711,499169,Myles Lewis-Skelly,lewis-skelly-myles,D,True,,,,3.0,4.0,7.0,,,,1.0,,,,,,,,1.0,,,0.001576,,,,0.0,,,,,,,,14.0,,,,,,3.0,,,6.6,,,,,,,,,,,,5.0,4.0,9.0,,,0,1.0,13.0,,,,1.0
2024-25,12437056,10,3,Arsenal,Away,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,True,,,3.0,19.0,6.0,25.0,1.0,,,1.0,,,,1.0,,,2.0,,,,0.0109357,,,,0.0,,,,,,,,29.0,,,,,,9.0,,,6.7,,,,,,1.0,,1.0,,3.0,,26.0,7.0,32.0,,,0,,38.0,1.0,,,
2024-25,12437056,10,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,True,1.0,,,19.0,4.0,22.0,,,,3.0,,,,,,,,,,,0.0276539,,,,0.0,,,,,1.0,1.0,,19.0,,,,,,8.0,,,6.9,,,,,,,,2.0,,2.0,,26.0,4.0,28.0,,,0,,36.0,1.0,,,
2024-25,12437056,10,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,,30.0,32.0,62.0,1.0,3.0,,3.0,,,,,,,2.0,4.0,,,0.102936,,,2.0,0.0,,,,,,1.0,,90.0,,1.0,,,,10.0,,,6.9,,,,,,2.0,,1.0,,4.0,,36.0,36.0,71.0,,,0,1.0,78.0,,,,1.0
2024-25,12437056,10,3,Arsenal,Away,941168,462424,William Saliba,william-saliba,D,False,,,4.0,22.0,41.0,63.0,3.0,3.0,,5.0,,,,,,,3.0,8.0,,,0.243078,,,,0.0,,,,,1.0,,,90.0,,,,,,5.0,,,7.3,,,,,,3.0,,,,6.0,,23.0,44.0,67.0,,,0,3.0,80.0,1.0,2.0,,3.0
2024-25,12437056,10,3,Arsenal,Away,958959,445122,Jurriën Timber,jurrien-timber,D,False,,,,26.0,7.0,33.0,2.0,,,4.0,,,1.0,,,2.0,7.0,3.0,,,0.108656,0.0386,,3.0,0.0,,,,,,1.0,,71.0,,,,,,7.0,,,6.6,,,,,,1.0,1.0,1.0,,,,28.0,8.0,35.0,,,1,,51.0,1.0,2.0,1.0,
2024-25,12437056,10,3,Arsenal,Away,976037,440854,Jakub Kiwior,jakub-kiwior,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12437056,10,3,Arsenal,Away,1423711,499169,Myles Lewis-Skelly,lewis-skelly-myles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436890,11,3,Arsenal,Away,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2024-25,12436890,11,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,2.0,16.0,11.0,27.0,,3.0,,5.0,,,1.0,,,1.0,3.0,5.0,,,0.285406,0.0217,,2.0,0.0,,,,,2.0,1.0,,90.0,,2.0,,,,11.0,,,7.2,,,,,,2.0,,1.0,,4.0,,24.0,11.0,34.0,,,1,1.0,58.0,1.0,1.0,,1.0
2024-25,12436890,11,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,1.0,23.0,36.0,59.0,1.0,1.0,,7.0,,,,,,,2.0,3.0,,,0.22894,,,1.0,0.0,,,,,,1.0,,90.0,,2.0,,,,8.0,,,7.2,,,,,,3.0,,2.0,,4.0,,30.0,37.0,65.0,,,0,,76.0,,2.0,,
