season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437077,1,3,Arsenal,Home,17088,38411,Nacho Monreal,nacho-monreal,D,False,,,2.0,25.0,29.0,54.0,3.0,3.0,7.0,,,,,,,,3.0,5.0,,,,,,,,5.0,,,90.0,,,,,,,,3.0,,7.0,,,,,7.0,,,,4.0,,28.0,29.0,57.0,0,2.0,73.0,,,,2.0
2017-18,7437077,1,3,Arsenal,Home,89894,69140,Shkodran Mustafi,shkodran-mustafi,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437077,1,3,Arsenal,Home,142148,111457,Sead Kolašinac,sead-kolasinac,D,False,,,2.0,41.0,18.0,59.0,,,7.0,1.0,,,,,,,1.0,6.0,,,1.0,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,,14.0,,7.5,,,,,3.0,1.0,2.0,,3.0,,51.0,21.0,70.0,1,4.0,85.0,,1.0,1.0,4.0
2017-18,7437077,1,3,Arsenal,Home,188365,98745,Héctor Bellerín,hector-bellerin,D,False,,,2.0,35.0,18.0,53.0,4.0,3.0,7.0,,1.0,,,,,2.0,9.0,7.0,,,1.0,,,,,,2.0,,90.0,1.0,,,,,,,15.0,,6.4,,,,,1.0,3.0,,,3.0,,39.0,21.0,60.0,1,3.0,85.0,1.0,,1.0,2.0
2017-18,7437077,1,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,False,,,3.0,20.0,29.0,49.0,1.0,2.0,7.0,,,,,,,,3.0,5.0,,,2.0,,,,,1.0,,,67.0,,,,,,,,11.0,,6.7,,,,,10.0,,,,6.0,,24.0,35.0,59.0,0,1.0,77.0,,2.0,,1.0
2017-18,7437725,2,3,Arsenal,Away,369,17127,Per Mertesacker,per-mertesacker,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437725,2,3,Arsenal,Away,17088,38411,Nacho Monreal,nacho-monreal,D,False,1.0,,,30.0,46.0,75.0,2.0,1.0,8.0,,,,,,,,2.0,4.0,,,,,,,,,1.0,,90.0,,,,,,,,7.0,,7.1,,,,,1.0,,2.0,,1.0,,32.0,51.0,81.0,0,3.0,88.0,,,,2.0
2017-18,7437725,2,3,Arsenal,Away,89894,69140,Shkodran Mustafi,shkodran-mustafi,D,False,2.0,,2.0,38.0,38.0,74.0,2.0,2.0,6.0,,,,1.0,,,,3.0,5.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,13.0,,7.1,,,1.0,,1.0,,3.0,,6.0,1.0,47.0,42.0,86.0,1,3.0,96.0,,,,2.0
2017-18,7437725,2,3,Arsenal,Away,142148,111457,Sead Kolašinac,sead-kolasinac,D,False,,,1.0,30.0,21.0,51.0,1.0,2.0,4.0,,,,1.0,,,,5.0,3.0,,,3.0,,,,,,1.0,,66.0,,,,,,,,6.0,,6.4,,,,,2.0,1.0,,,2.0,,31.0,26.0,57.0,0,,61.0,,,1.0,
2017-18,7437725,2,3,Arsenal,Away,188365,98745,Héctor Bellerín,hector-bellerin,D,False,,,2.0,42.0,12.0,54.0,5.0,1.0,2.0,,,,2.0,,,4.0,12.0,4.0,,,1.0,,,,,,,,90.0,1.0,,,,,,,17.0,,6.3,,,1.0,,1.0,,,,2.0,,49.0,15.0,64.0,2,2.0,89.0,1.0,1.0,,2.0
2017-18,7437766,3,3,Arsenal,Away,17088,38411,Nacho Monreal,nacho-monreal,D,False,,,,23.0,22.0,45.0,,1.0,5.0,,,,6.0,,,2.0,9.0,4.0,,1.0,,,,,,3.0,,,90.0,,,,,,,,13.0,,5.0,,,,,5.0,1.0,,,1.0,,26.0,29.0,55.0,0,2.0,76.0,,1.0,,
2017-18,7437766,3,3,Arsenal,Away,51340,51507,Laurent Koscielny,laurent-koscielny,D,False,,,3.0,16.0,45.0,61.0,2.0,5.0,10.0,,,,,,,,3.0,7.0,,,,,,,,4.0,,,90.0,,2.0,,,,,,11.0,,7.0,,,,,6.0,1.0,,,4.0,1.0,18.0,51.0,69.0,0,2.0,90.0,,,,
2017-18,7437766,3,3,Arsenal,Away,89894,69140,Shkodran Mustafi,shkodran-mustafi,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437766,3,3,Arsenal,Away,142148,111457,Sead Kolašinac,sead-kolasinac,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2017-18,7437766,3,3,Arsenal,Away,188365,98745,Héctor Bellerín,hector-bellerin,D,False,,,,18.0,14.0,32.0,2.0,1.0,4.0,,,,1.0,,,1.0,7.0,2.0,1.0,,,,,,,1.0,,,90.0,,,,,,,,16.0,,5.5,,,,,2.0,4.0,2.0,,,1.0,27.0,16.0,41.0,0,,61.0,1.0,,1.0,
2017-18,7437766,3,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,False,,,2.0,10.0,35.0,45.0,,4.0,7.0,,,1.0,1.0,,,1.0,4.0,5.0,,1.0,2.0,,,,,3.0,,,90.0,,,,,,,,22.0,,5.6,,,,,3.0,,,,12.0,,21.0,42.0,63.0,1,1.0,77.0,3.0,,,
