season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576124,7,3,Arsenal,Away,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,False,,,2.0,12.0,11.0,23.0,3.0,1.0,3.0,,,,,,1.0,5.0,1.0,,,1.0,,,,,,2.0,,,90.0,,,,,,,,13.0,,6.6,,,,,2.0,,,,7.0,,18.0,13.0,31.0,0,,53.0,3.0,,,
2021-22,9576124,7,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,,4.0,19.0,23.0,,,5.0,,,,,,,,1.0,,,,,,,,,2.0,1.0,,90.0,,2.0,,,,,,8.0,,7.6,,,,,7.0,1.0,,,3.0,,7.0,24.0,31.0,0,,43.0,,,1.0,
2021-22,9576124,7,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,,10.0,30.0,40.0,1.0,1.0,5.0,,,,,,1.0,3.0,3.0,,,1.0,,,,,,,,,90.0,,2.0,,,,,,6.0,,7.2,,,1.0,,3.0,,,,3.0,,12.0,33.0,45.0,1,1.0,54.0,,1.0,,1.0
2021-22,9576124,7,3,Arsenal,Away,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576126,8,3,Arsenal,Home,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576126,8,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,False,1.0,,,33.0,20.0,52.0,2.0,,3.0,,,,,,1.0,3.0,1.0,,,,,,,,1.0,1.0,1.0,,90.0,,,,,,,,8.0,,6.6,,,1.0,,1.0,,2.0,,3.0,,38.0,20.0,56.0,1,1.0,71.0,1.0,,,1.0
2021-22,9576126,8,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576126,8,3,Arsenal,Home,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,False,,,2.0,32.0,18.0,50.0,6.0,1.0,3.0,,,,3.0,,3.0,12.0,9.0,,1.0,,,,,,,2.0,1.0,,90.0,,,,,,,,19.0,,6.1,,,,,1.0,1.0,1.0,,8.0,,42.0,22.0,63.0,0,6.0,95.0,1.0,1.0,1.0,2.0
2021-22,9576126,8,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,4.0,28.0,28.0,56.0,1.0,,8.0,1.0,,2.0,,,,1.0,1.0,,,,,,,,,,1.0,,90.0,,,,,,,,8.0,,6.7,,,,,,,,,7.0,,35.0,29.0,64.0,2,1.0,68.0,,,,
2021-22,9576126,8,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,7.0,32.0,39.0,71.0,1.0,2.0,2.0,,,,,,,3.0,4.0,,,2.0,,,,,,1.0,,,90.0,,,,,,,,8.0,,6.7,,,1.0,,2.0,1.0,,,11.0,,38.0,41.0,79.0,1,1.0,89.0,,,1.0,1.0
2021-22,9576126,8,3,Arsenal,Home,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576120,9,3,Arsenal,Home,142148,111457,Sead Kolašinac,sead-kolasinac,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576120,9,3,Arsenal,Home,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,True,,,,2.0,2.0,4.0,,1.0,2.0,,,,,,,2.0,1.0,,,2.0,,,,,,,,,17.0,,,,,,,,4.0,,6.3,,,,,,,,,1.0,,3.0,4.0,7.0,0,,8.0,1.0,,,
2021-22,9576120,9,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576120,9,3,Arsenal,Home,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,False,,,2.0,25.0,11.0,36.0,2.0,2.0,8.0,,,,,,1.0,3.0,4.0,,,,,,,,,,,,90.0,,,,,,,,17.0,,6.7,,,1.0,,6.0,,,,7.0,,33.0,14.0,47.0,1,2.0,69.0,3.0,,,2.0
2021-22,9576120,9,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,2.0,6.0,29.0,35.0,,1.0,5.0,,,,,,,,2.0,,,,,,,,,1.0,,,90.0,,2.0,,,,,,3.0,,7.0,,,,,3.0,,,,3.0,,7.0,30.0,37.0,0,,48.0,1.0,1.0,,
2021-22,9576120,9,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,4.0,4.0,33.0,37.0,,,5.0,,,,,,,1.0,4.0,,,1.0,,,,,,2.0,1.0,,90.0,,1.0,,,,,,5.0,,7.2,,,,,2.0,,,,6.0,,7.0,35.0,42.0,0,2.0,54.0,,2.0,,
2021-22,9576120,9,3,Arsenal,Home,944973,437626,Nuno Tavares,nuno-tavares,D,False,2.0,,1.0,20.0,17.0,35.0,2.0,2.0,3.0,1.0,,1.0,,,,8.0,4.0,,,4.0,,,,,,,1.0,,90.0,1.0,,,,,,,14.0,,7.0,,,1.0,,3.0,2.0,4.0,,1.0,,27.0,19.0,42.0,3,2.0,66.0,2.0,,,2.0
2021-22,9576470,10,3,Arsenal,Away,142148,111457,Sead Kolašinac,sead-kolasinac,D,True,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,2.0,0,,4.0,,,,
2021-22,9576470,10,3,Arsenal,Away,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576470,10,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576470,10,3,Arsenal,Away,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,False,,,2.0,9.0,17.0,26.0,2.0,1.0,4.0,,,,,,,5.0,3.0,,,2.0,,,,,,3.0,,,90.0,,1.0,,,,,,11.0,,7.2,,,,,4.0,2.0,1.0,,3.0,,14.0,19.0,32.0,0,1.0,56.0,1.0,,1.0,
2021-22,9576470,10,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,1.0,4.0,14.0,18.0,,1.0,4.0,,,,,,,3.0,4.0,,,2.0,,,,,,,,,90.0,,,,,,,,5.0,,7.0,,,,,4.0,1.0,,,3.0,,6.0,15.0,21.0,0,2.0,33.0,1.0,1.0,,
2021-22,9576470,10,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,2.0,3.0,23.0,26.0,2.0,3.0,1.0,,,,,,,2.0,3.0,,,,,1.0,,,,,,,90.0,1.0,1.0,,,,,,6.0,,7.8,,,,,7.0,,,,5.0,,6.0,26.0,32.0,1,,44.0,,,,
2021-22,9576470,10,3,Arsenal,Away,944973,437626,Nuno Tavares,nuno-tavares,D,False,,,,12.0,12.0,24.0,3.0,2.0,5.0,,,1.0,,,,8.0,5.0,,,3.0,,,,,,2.0,,,90.0,,,,,,,,12.0,,6.8,,,,,3.0,4.0,1.0,,2.0,,14.0,14.0,27.0,1,,53.0,2.0,1.0,2.0,
2021-22,9576180,11,3,Arsenal,Home,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,False,,,1.0,16.0,13.0,29.0,1.0,1.0,8.0,,,,,,1.0,2.0,8.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,,7.0,,7.8,,,1.0,,2.0,2.0,,,2.0,,19.0,16.0,35.0,1,5.0,50.0,,,2.0,3.0
2021-22,9576180,11,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576180,11,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576180,11,3,Arsenal,Home,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,False,2.0,,3.0,26.0,19.0,43.0,,3.0,5.0,,,,1.0,,,2.0,9.0,,,1.0,,,,,,1.0,2.0,,90.0,,,,,,,,12.0,,7.8,,,,,4.0,,5.0,,5.0,,33.0,21.0,49.0,0,6.0,80.0,1.0,,,3.0
2021-22,9576180,11,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,3.0,12.0,58.0,70.0,4.0,6.0,6.0,,,,1.0,,,7.0,10.0,,,,,,,,,3.0,,,90.0,,3.0,,,,,,14.0,,7.6,,,,,6.0,4.0,,,9.0,,21.0,60.0,81.0,0,,101.0,1.0,3.0,2.0,
2021-22,9576180,11,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,1.0,15.0,58.0,73.0,1.0,,3.0,,,,,,,2.0,4.0,,,1.0,,,,,,,,,90.0,1.0,1.0,,,,,,7.0,,7.4,,,,,3.0,,,,4.0,,19.0,58.0,77.0,1,1.0,89.0,2.0,3.0,,1.0
2021-22,9576180,11,3,Arsenal,Home,944973,437626,Nuno Tavares,nuno-tavares,D,False,2.0,,1.0,12.0,17.0,27.0,1.0,2.0,2.0,,,,1.0,,1.0,6.0,7.0,,,1.0,,,,,,,,,90.0,,,,,,,,19.0,,6.9,,,1.0,,1.0,5.0,6.0,,2.0,,22.0,19.0,35.0,1,1.0,65.0,3.0,1.0,3.0,1.0
2021-22,9576276,12,3,Arsenal,Away,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,True,,,1.0,5.0,11.0,16.0,,,4.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,37.0,,,,,,,,6.0,,6.4,,,,,,,,,3.0,,8.0,13.0,21.0,0,1.0,24.0,,1.0,,1.0
2021-22,9576276,12,3,Arsenal,Away,366592,192895,Kieran Tierney,kieran-tierney,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576276,12,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576276,12,3,Arsenal,Away,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,False,1.0,,1.0,16.0,11.0,26.0,1.0,3.0,4.0,,,,1.0,,2.0,6.0,4.0,,1.0,1.0,,,,,,,1.0,,90.0,,,,,,,,16.0,,5.5,,,,,4.0,1.0,2.0,,2.0,,22.0,12.0,32.0,0,,58.0,2.0,1.0,,
2021-22,9576276,12,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,4.0,9.0,23.0,32.0,2.0,4.0,6.0,,,,2.0,,,6.0,8.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,13.0,,6.2,,,,,7.0,1.0,,,9.0,,14.0,27.0,41.0,0,2.0,61.0,2.0,3.0,,1.0
2021-22,9576276,12,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,6.0,6.0,39.0,45.0,,,6.0,,,,1.0,,,1.0,7.0,,,,,,,,,,,,90.0,,2.0,,,,,,7.0,,6.8,,,,,,1.0,,,11.0,,10.0,42.0,52.0,0,5.0,62.0,,1.0,1.0,1.0
2021-22,9576276,12,3,Arsenal,Away,944973,437626,Nuno Tavares,nuno-tavares,D,False,,,2.0,12.0,20.0,32.0,,,9.0,,,,,,,2.0,8.0,1.0,,1.0,,,,,,1.0,1.0,,90.0,,2.0,,,,,,18.0,,6.4,,,,,2.0,3.0,2.0,,6.0,,17.0,29.0,44.0,0,4.0,72.0,3.0,2.0,2.0,2.0
2021-22,9576128,13,3,Arsenal,Home,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576128,13,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576128,13,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576128,13,3,Arsenal,Home,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,False,1.0,,6.0,37.0,27.0,63.0,1.0,2.0,2.0,1.0,,,,,,3.0,7.0,,,1.0,1.0,,,,,1.0,3.0,,90.0,,,,,,,,14.0,,8.6,,,3.0,,1.0,3.0,5.0,,6.0,,48.0,29.0,72.0,3,3.0,98.0,,,2.0,2.0
2021-22,9576128,13,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,3.0,36.0,32.0,68.0,,2.0,11.0,,,,,,1.0,2.0,8.0,,,,,,,,,1.0,,,90.0,,1.0,,,,,,12.0,,7.4,,,,,,3.0,,,9.0,,42.0,35.0,77.0,0,2.0,89.0,1.0,2.0,2.0,1.0
2021-22,9576128,13,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,4.0,27.0,34.0,61.0,1.0,1.0,2.0,,,,1.0,,,2.0,6.0,,,,,,,,,,1.0,,90.0,,1.0,,,,,,4.0,,7.6,,,,,5.0,,,,6.0,,29.0,35.0,64.0,0,3.0,80.0,1.0,2.0,,2.0
2021-22,9576128,13,3,Arsenal,Home,944973,437626,Nuno Tavares,nuno-tavares,D,False,,,1.0,43.0,23.0,66.0,1.0,1.0,10.0,,,1.0,,,2.0,5.0,4.0,,,1.0,1.0,,,,,,1.0,,90.0,,,,,,,,13.0,,7.3,,,5.0,,,3.0,4.0,,2.0,,51.0,25.0,72.0,6,,95.0,,2.0,2.0,
2021-22,9576372,14,3,Arsenal,Away,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576372,14,3,Arsenal,Away,366592,192895,Kieran Tierney,kieran-tierney,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576372,14,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576372,14,3,Arsenal,Away,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,False,1.0,,2.0,23.0,18.0,40.0,4.0,1.0,2.0,,,,1.0,,1.0,8.0,6.0,,,1.0,,,,,,,1.0,,90.0,,1.0,,,,,,17.0,,6.2,,,,,1.0,2.0,2.0,,5.0,,31.0,23.0,52.0,0,1.0,77.0,1.0,3.0,1.0,1.0
2021-22,9576372,14,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,7.0,17.0,21.0,38.0,1.0,4.0,1.0,,,,1.0,,,2.0,7.0,,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,,7.0,,7.0,,,,,3.0,,,,10.0,,19.0,25.0,44.0,1,3.0,53.0,,,,2.0
2021-22,9576372,14,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,5.0,15.0,45.0,60.0,1.0,1.0,9.0,,,,,,,2.0,3.0,,,1.0,,,,,,,,,90.0,1.0,,,,,,,8.0,,6.6,,,,,3.0,1.0,,,7.0,,20.0,47.0,67.0,1,,74.0,,1.0,1.0,
2021-22,9576372,14,3,Arsenal,Away,944973,437626,Nuno Tavares,nuno-tavares,D,False,2.0,,3.0,30.0,25.0,53.0,1.0,2.0,6.0,,,,,,2.0,4.0,6.0,,,,,,,,,,1.0,,90.0,,,,,,,,17.0,,6.7,,,1.0,,4.0,5.0,4.0,,4.0,,35.0,28.0,59.0,1,,90.0,2.0,,4.0,
2021-22,9576078,15,3,Arsenal,Away,366592,192895,Kieran Tierney,kieran-tierney,D,False,,,1.0,11.0,16.0,27.0,1.0,2.0,2.0,,,,,,3.0,4.0,5.0,,,,1.0,,,,,1.0,1.0,,65.0,,,,,,,,12.0,,7.0,,,,,2.0,2.0,4.0,,1.0,1.0,17.0,17.0,30.0,0,1.0,55.0,1.0,,2.0,1.0
2021-22,9576078,15,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576078,15,3,Arsenal,Away,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,False,1.0,,4.0,27.0,30.0,56.0,,5.0,6.0,,,,,,1.0,1.0,7.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,,24.0,,7.1,,,,,1.0,,4.0,,9.0,,45.0,33.0,74.0,0,2.0,97.0,1.0,,,1.0
2021-22,9576078,15,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,1.0,17.0,39.0,56.0,,1.0,4.0,,,,1.0,,,2.0,2.0,,,,,,,,,2.0,,,90.0,,3.0,,,,,,11.0,,6.7,,,,,1.0,2.0,,,6.0,,23.0,43.0,66.0,0,,75.0,,,1.0,
2021-22,9576078,15,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,1.0,21.0,50.0,71.0,1.0,1.0,3.0,,,,,,,3.0,3.0,,,2.0,,,,,,,,,90.0,1.0,,,,,,,8.0,,6.6,,,,,3.0,,,,6.0,,25.0,54.0,79.0,1,1.0,85.0,,1.0,,1.0
2021-22,9576078,15,3,Arsenal,Away,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,1.0,4.0,8.0,12.0,,,4.0,,,,,,,,1.0,,,,,,,,,2.0,,,25.0,,,,,,,,8.0,,6.4,,,,,,1.0,,,2.0,,6.0,14.0,20.0,0,,29.0,,,1.0,
2021-22,9576086,16,3,Arsenal,Home,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576086,16,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,False,,,2.0,26.0,10.0,36.0,1.0,,4.0,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,16.0,,7.3,,,,,1.0,1.0,3.0,,3.0,,29.0,16.0,42.0,0,,64.0,3.0,,1.0,
2021-22,9576086,16,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,True,,,1.0,4.0,15.0,19.0,2.0,1.0,1.0,,,1.0,,,,2.0,1.0,,,,,,,,,1.0,,,20.0,,,,,,,,3.0,,6.6,,,,,,,,,3.0,,6.0,16.0,22.0,1,,24.0,,,,
2021-22,9576086,16,3,Arsenal,Home,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,False,2.0,,3.0,18.0,36.0,52.0,5.0,5.0,7.0,,,1.0,1.0,,1.0,7.0,7.0,,,,,,,,,1.0,1.0,,90.0,1.0,,,,,,,18.0,,7.2,,,,,,,2.0,,6.0,,26.0,40.0,64.0,2,1.0,88.0,4.0,1.0,,
2021-22,9576086,16,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,1.0,3.0,42.0,45.0,1.0,2.0,9.0,,,,,,,1.0,4.0,,,,,,,,,1.0,,,90.0,,1.0,,,,,,11.0,,7.4,,,,,1.0,,,,4.0,,8.0,47.0,55.0,0,2.0,66.0,,,,2.0
2021-22,9576086,16,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,3.0,8.0,27.0,35.0,2.0,3.0,3.0,,,,,,,3.0,4.0,,1.0,1.0,,1.0,,,,,,,70.0,1.0,1.0,,,,,,5.0,,7.4,,,1.0,,5.0,,,,5.0,1.0,10.0,30.0,40.0,2,,49.0,,1.0,,
2021-22,9576086,16,3,Arsenal,Home,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576377,17,3,Arsenal,Home,352768,154043,Ainsley Maitland-Niles,ainsley-maitland-niles,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576377,17,3,Arsenal,Home,366592,192895,Kieran Tierney,kieran-tierney,D,False,,,2.0,19.0,9.0,28.0,1.0,,2.0,,,,,,,1.0,3.0,,,,,,,,1.0,1.0,,,90.0,1.0,,,,,,,10.0,,7.4,,,,,3.0,,2.0,,6.0,,26.0,9.0,33.0,1,2.0,54.0,2.0,1.0,,2.0
2021-22,9576377,17,3,Arsenal,Home,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576377,17,3,Arsenal,Home,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,False,2.0,,2.0,34.0,23.0,55.0,5.0,2.0,4.0,,,,,,,5.0,6.0,,,,,,,,,,1.0,,90.0,,,,,,,,17.0,,7.5,,,,,3.0,2.0,3.0,,2.0,,44.0,26.0,67.0,0,2.0,90.0,1.0,,2.0,1.0
2021-22,9576377,17,3,Arsenal,Home,846036,198869,Ben White,ben-white,D,False,,,5.0,9.0,41.0,50.0,,,7.0,,,,,,,,2.0,,,,,,,,,1.0,,,90.0,,,,,,,,7.0,,7.3,,,,,5.0,,,,8.0,,13.0,44.0,57.0,0,2.0,65.0,,,,2.0
2021-22,9576377,17,3,Arsenal,Home,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,3.0,12.0,32.0,44.0,,3.0,5.0,,,,,,,,5.0,,,,,,,,,2.0,,,90.0,,,,,,,,7.0,,7.3,,,1.0,,4.0,1.0,,,6.0,,17.0,34.0,51.0,1,,61.0,,1.0,1.0,
2021-22,9576377,17,3,Arsenal,Home,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,2.0,,6.6,,,,,,,,,,,7.0,,7.0,0,,8.0,,,,
2021-22,9576378,18,3,Arsenal,Away,227942,101184,Calum Chambers,calum-chambers,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576378,18,3,Arsenal,Away,366592,192895,Kieran Tierney,kieran-tierney,D,False,,,1.0,14.0,11.0,25.0,1.0,1.0,5.0,,,,,,,3.0,3.0,,,,,,,,,1.0,,,90.0,2.0,,,,,,,11.0,,6.7,,,,,2.0,3.0,,,2.0,,19.0,12.0,31.0,2,,53.0,2.0,1.0,1.0,
2021-22,9576378,18,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576378,18,3,Arsenal,Away,804434,223723,Takehiro Tomiyasu,takehiro-tomiyasu,D,False,,,,3.0,6.0,9.0,,3.0,2.0,,,,,,1.0,1.0,5.0,,,,,,,,,2.0,,,63.0,,,,,,,,7.0,,6.7,,,,,1.0,,,,2.0,,7.0,8.0,15.0,0,,28.0,,2.0,,
2021-22,9576378,18,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,1.0,10.0,27.0,37.0,,,4.0,,,,1.0,,,4.0,2.0,,,3.0,,,,,,,1.0,,90.0,,,,1.0,,,,7.0,,6.0,,,,,1.0,,,,3.0,,14.0,30.0,44.0,0,,50.0,,2.0,,
2021-22,9576378,18,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,2.0,4.0,32.0,36.0,,1.0,4.0,,,1.0,,,,1.0,2.0,,,1.0,,,,,,,,,90.0,,,,,,,,9.0,,6.5,,,1.0,,3.0,,,,8.0,,10.0,35.0,45.0,2,,52.0,,1.0,,
2021-22,9576378,18,3,Arsenal,Away,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,2.0,,2.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,9.0,,,,,,,,1.0,,6.4,,,,,,,,,,,2.0,,2.0,0,,3.0,,,,
2021-22,9576286,19,3,Arsenal,Away,208988,92371,Pablo Marí,pablo-mari,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576286,19,3,Arsenal,Away,366592,192895,Kieran Tierney,kieran-tierney,D,False,,,2.0,22.0,21.0,43.0,1.0,4.0,9.0,,,1.0,,,1.0,3.0,8.0,,,,,1.0,,,,1.0,,,90.0,1.0,,,,,,,20.0,,7.7,,,,,,2.0,2.0,,5.0,,35.0,22.0,55.0,2,1.0,81.0,1.0,2.0,1.0,1.0
2021-22,9576286,19,3,Arsenal,Away,793228,156074,Rob Holding,rob-holding,D,False,,,2.0,10.0,41.0,51.0,2.0,3.0,6.0,,,,1.0,,,5.0,5.0,,,1.0,,,,,,1.0,,1.0,90.0,,1.0,,,,,,10.0,,7.1,,,,,2.0,1.0,,,8.0,,15.0,44.0,59.0,0,2.0,70.0,1.0,1.0,,2.0
2021-22,9576286,19,3,Arsenal,Away,846036,198869,Ben White,ben-white,D,False,,,,20.0,24.0,44.0,2.0,4.0,7.0,,,,,,2.0,5.0,8.0,,,,,,,,,2.0,,,90.0,,,,,,,,26.0,,7.0,,,,,1.0,2.0,,,6.0,,31.0,32.0,63.0,0,3.0,84.0,1.0,,1.0,2.0
2021-22,9576286,19,3,Arsenal,Away,869792,226597,Gabriel Magalhães,gabriel-magalhaes,D,False,,,4.0,15.0,49.0,64.0,1.0,1.0,6.0,,,,,,,1.0,5.0,,,,,,,,,1.0,,,90.0,,,,,,,,6.0,,7.4,,,,,4.0,,,,6.0,,19.0,50.0,69.0,0,2.0,81.0,1.0,2.0,,2.0
