playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,foulWonPenalty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,penaltiesTaken,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulLayoffs,unsuccessfulLayoffs,rightFootGoals,handballsConceded,ownGoalScored,headedGoals,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,otherGoals,clearancesOffTheLine,penaltiesConceded,penaltyGoals
178871,Aleix García,Midfielder,Man City,43,Spain,2015-16,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136380,Bersant Celina,Midfielder,Man City,43,Kosovo,2015-16,0.0,0.0,0.0,,1.0,0.0757,,,,,1.0,,,,1.0,1.0,,,,1.0,12.0,,,,1.0,2.0,,,,2.0,,13.0,,,1.0,,,1.0,12.0,1.0,,,,1.0,,,,,,,,1.0,,4.0,,1.0,,,,,,8.0,,2.0,,,1.0,,12.0,,1.0,2.0,1.0,,,,2.0,,,1.0,,6.0,17.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20664,David Silva,Midfielder,Man City,43,Spain,2015-16,0.0,0.0,1.0,143.0,4.0,5.4366,0.1762,11.0,4.0,1.4695,36.0,18.0,11.0,167.0,24.0,11.0,1.0,22.0,188.0,25.0,1386.0,2.0,,8.0,2.0,57.0,23.0,5.0,1.0,33.0,1.0,1800.0,1.0,14.0,110.0,3.0,50.0,101.0,1148.0,24.0,1.0,,18.6381,56.0,2.0,3.0,18.0,3.0,129.0,339.0,34.0,253.0,18.0,477.0,122.0,24.0,,1.0,11.0,1.0,17.0,942.0,15.0,63.0,2.0,3.0,230.0,9.0,1365.0,14.0,16.0,355.0,25.0,31.0,,2.0,361.0,19.0,16.0,31.0,50.0,209.0,1773.0,3.0,12.0,1.0,8.0,5.0,289.0,13.0,2.6438,21.0,31.0,72.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
41823,Fabian Delph,Midfielder,Man City,43,England,2015-16,0.0,0.0,0.0,52.0,1.0,0.6579,,3.0,5.0,0.3454,26.0,10.0,1.0,50.0,17.0,,,8.0,69.0,6.0,483.0,2.0,,2.0,9.0,,15.0,1.0,3.0,1.0,,753.0,,9.0,65.0,1.0,23.0,59.0,404.0,,,,11.0403,2.0,,8.0,14.0,1.0,43.0,172.0,9.0,117.0,14.0,123.0,65.0,17.0,,3.0,13.0,2.0,7.0,286.0,13.0,6.0,,1.0,102.0,6.0,477.0,5.0,2.0,112.0,13.0,24.0,2.0,,114.0,7.0,22.0,,10.0,74.0,657.0,3.0,7.0,1.0,2.0,8.0,129.0,5.0,0.3255,19.0,21.0,16.0,,,1.0,,,,,,,,,,,,,,,,,,,
27789,Fernandinho,Midfielder,Man City,43,Brazil,2015-16,0.0,0.0,8.0,201.0,3.0,2.2167,,8.0,5.0,1.3153,105.0,21.0,5.0,193.0,33.0,2.0,1.0,31.0,236.0,8.0,1872.0,2.0,,7.0,2.0,,88.0,13.0,,3.0,3.0,2732.0,3.0,45.0,210.0,7.0,62.0,167.0,1553.0,,1.0,,28.7539,27.0,2.0,44.0,31.0,1.0,156.0,501.0,34.0,411.0,39.0,681.0,189.0,33.0,,,32.0,,15.0,1152.0,24.0,8.0,,1.0,323.0,43.0,1846.0,16.0,3.0,329.0,73.0,30.0,7.0,,551.0,55.0,56.0,,83.0,139.0,2344.0,5.0,4.0,1.0,7.0,7.0,487.0,36.0,1.3839,43.0,58.0,26.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
52538,Fernando,Midfielder,Man City,43,Brazil,2015-16,0.0,0.0,4.0,106.0,1.0,0.4955,,4.0,5.0,2.9692,60.0,11.0,,81.0,24.0,,,17.0,101.0,,915.0,2.0,1.0,2.0,7.0,,65.0,6.0,,1.0,3.0,1697.0,3.0,27.0,122.0,3.0,35.0,84.0,766.0,,,,19.5195,8.0,3.0,36.0,22.0,2.0,79.0,336.0,9.0,228.0,26.0,231.0,112.0,24.0,,,10.0,,4.0,514.0,19.0,,,2.0,163.0,38.0,895.0,6.0,2.0,132.0,50.0,16.0,5.0,,276.0,27.0,43.0,,48.0,72.0,1168.0,,3.0,1.0,2.0,10.0,301.0,17.0,2.8981,20.0,34.0,12.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
61366,Kevin De Bruyne,Midfielder,Man City,43,Belgium,2015-16,0.0,0.0,2.0,154.0,13.0,6.9325,0.2536,10.0,25.0,7.8791,28.0,39.0,15.0,222.0,25.0,9.0,,22.0,245.0,87.0,1127.0,7.0,8.0,6.0,3.0,89.0,41.0,5.0,12.0,49.0,6.0,2003.0,6.0,29.0,94.0,6.0,76.0,82.0,834.0,35.0,2.0,2.0,21.221,72.0,1.0,13.0,26.0,4.0,125.0,283.0,18.0,248.0,21.0,335.0,131.0,25.0,,12.0,4.0,,26.0,751.0,20.0,132.0,4.0,4.0,207.0,12.0,1090.0,14.0,38.0,497.0,24.0,36.0,,4.0,290.0,16.0,18.0,42.0,48.0,219.0,1643.0,10.0,4.0,1.0,6.0,4.0,180.0,10.0,4.4225,23.0,39.0,54.0,6.0,7.0,,,,,,,,,,,,,,,,,,,,
175352,Manu García,Midfielder,Man City,43,Spain,2015-16,0.0,0.0,0.0,2.0,,0.0182,,,,,,,,,1.0,,,,,,18.0,,,,1.0,,,,,,,10.0,,,,,,,17.0,,,,,,,,,,2.0,4.0,,2.0,,4.0,,1.0,,,,,,12.0,,,,,2.0,,18.0,,,1.0,,,,,7.0,,1.0,,1.0,3.0,20.0,,,,,,6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
28554,Samir Nasri,Midfielder,Man City,43,France,2015-16,0.0,0.0,3.0,35.0,2.0,1.0442,,3.0,7.0,2.976,11.0,11.0,5.0,26.0,12.0,2.0,,4.0,27.0,7.0,416.0,2.0,1.0,2.0,8.0,7.0,7.0,,1.0,7.0,4.0,535.0,4.0,7.0,22.0,,11.0,22.0,377.0,4.0,,1.0,4.7274,8.0,1.0,,6.0,1.0,28.0,139.0,5.0,57.0,6.0,99.0,29.0,12.0,,1.0,1.0,,5.0,295.0,6.0,10.0,,1.0,50.0,,408.0,4.0,4.0,65.0,10.0,6.0,,,86.0,4.0,2.0,2.0,12.0,92.0,516.0,3.0,2.0,,2.0,1.0,101.0,3.0,2.6,1.0,4.0,14.0,,2.0,,,,,,,,,,,,,,,,,,,,
14664,Yaya Touré,Midfielder,Man City,43,Cote d’Ivoire,2015-16,0.0,0.0,3.0,162.0,2.0,3.7916,0.7014,27.0,23.0,6.7726,43.0,50.0,20.0,199.0,32.0,5.0,,28.0,249.0,9.0,1838.0,6.0,2.0,18.0,4.0,,61.0,8.0,13.0,3.0,4.0,2331.0,4.0,33.0,155.0,5.0,42.0,127.0,1481.0,,,,20.9445,39.0,,35.0,23.0,9.0,129.0,508.0,26.0,317.0,17.0,500.0,158.0,32.0,1.0,13.0,16.0,3.0,16.0,1040.0,18.0,9.0,10.0,9.0,256.0,28.0,1779.0,27.0,12.0,366.0,27.0,58.0,2.0,10.0,587.0,27.0,25.0,,108.0,243.0,2263.0,,12.0,1.0,18.0,7.0,552.0,13.0,6.3029,50.0,47.0,70.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,1.0
