playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goals,substituteOn,aerialDuels,cleanSheets,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,headedGoals,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,goalAssists,unsuccessfulCrossesOpenPlay,offsides,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,throwInsToOppositionPlayer,penaltyGoalsConceded,oboxTarget,unsuccessfulCrossesAndCorners,cornersWon,hitWoodwork,shotsBlockedOutsideBox,throughBalls,successfulLayoffs,cornersTakenInclShortCorners,unsuccessfulLayoffs,penaltiesConceded,successfulCornersIntoBox,leftFootGoals,unsuccessfulCornersIntoBox,secondGoalAssists,savesMadeFromOutsideBox,savesMadeCaught,punches,savesMade,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,expectedGoalsFreekick,setPiecesGoals,rightFootGoals,freekickTotal,attemptsFromSetPieces,catches,penaltiesFaced,goalkeeperSmother,ownGoalScored,redCards2ndYellow,clearancesOffTheLine,penaltiesTaken,penaltyGoals,winningGoal,foulWonPenalty
165809,Bernardo Silva,Midfielder,Man City,43,Portugal,2019-20,112.0,6.0924,0.0,23.0,15.0,5.2717,36.0,29.0,113.0,34.0,23.0,134.0,1374.0,6.0,11.0,38.0,8.0,8.0,2029.0,8.0,24.0,110.0,8.0,45.0,96.0,1201.0,153.0,20.7015,44.0,1.0,12.0,24.0,16.0,88.0,347.0,20.0,222.0,24.0,251.0,129.0,34.0,18.0,15.0,919.0,16.0,1.0,16.0,184.0,14.0,0.0,1340.0,14.0,254.0,18.0,40.0,1.0,387.0,23.0,24.0,39.0,389.0,1797.0,27.0,10.0,13.0,338.0,15.0,1.0,5.9803,5.0,21.0,25.0,16.0,7.0,53.0,2.0,7.0,1.0,17.0,,1.0,1.0,55.0,21.0,2.0,7.0,1.0,14.0,22.0,1.0,1.0,1.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
244851,Cole Palmer,Midfielder,Man City,43,England,2019-20,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20664,David Silva,Midfielder,Man City,43,Spain,2019-20,85.0,5.4543,0.0,15.0,18.0,5.0098,26.0,32.0,148.0,27.0,22.0,159.0,1483.0,6.0,5.0,27.0,4.0,9.0,1832.0,9.0,20.0,86.0,2.0,36.0,79.0,1294.0,185.0,19.6923,39.0,1.0,5.0,15.0,13.0,65.0,436.0,20.0,171.0,15.0,367.0,86.0,27.0,12.0,11.0,940.0,13.0,,13.0,144.0,7.0,0.0,1430.0,14.0,259.0,14.0,33.0,3.0,336.0,20.0,13.0,30.0,344.0,1790.0,5.0,12.0,4.0,387.0,14.0,1.0,6.3723,0.0,11.0,17.0,3.0,10.0,26.0,3.0,2.0,3.0,3.0,,3.0,3.0,30.0,19.0,1.0,2.0,12.0,33.0,9.0,1.0,,,5.0,2.0,1.0,,,,,,,,,,0.3984,2.0,1.0,5.0,5.0,,,,,,,,,,
27789,Fernandinho,Midfielder,Man City,43,Brazil,2019-20,96.0,1.0216,2.0,4.0,2.0,0.1434,50.0,13.0,139.0,30.0,26.0,226.0,2222.0,,4.0,123.0,6.0,2.0,2399.0,2.0,49.0,154.0,7.0,22.0,80.0,1863.0,23.0,22.7559,7.0,8.0,80.0,26.0,3.0,47.0,641.0,17.0,250.0,12.0,796.0,148.0,30.0,15.0,,891.0,19.0,,3.0,127.0,74.0,1.0,2182.0,11.0,256.0,35.0,13.0,16.0,703.0,26.0,25.0,133.0,82.0,2543.0,12.0,3.0,41.0,1105.0,15.0,2.0,1.0481,7.0,87.0,87.0,,1.0,4.0,1.0,1.0,,,,1.0,,4.0,5.0,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,
59859,Ilkay Gündogan,Midfielder,Man City,43,Germany,2019-20,80.0,3.3257,0.0,14.0,8.0,3.0604,27.0,19.0,127.0,31.0,21.0,159.0,1953.0,2.0,10.0,26.0,5.0,3.0,2017.0,3.0,15.0,70.0,7.0,27.0,59.0,1688.0,43.0,26.6326,32.0,1.0,13.0,28.0,5.0,65.0,629.0,14.0,150.0,12.0,400.0,138.0,31.0,11.0,6.0,1120.0,21.0,,5.0,124.0,11.0,0.0,1910.0,11.0,215.0,16.0,18.0,5.0,558.0,16.0,32.0,106.0,366.0,2220.0,5.0,5.0,13.0,683.0,13.0,,3.9633,7.0,32.0,42.0,4.0,1.0,9.0,2.0,9.0,3.0,9.0,,2.0,3.0,21.0,10.0,1.0,9.0,7.0,24.0,23.0,,1.0,5.0,,10.0,,,,,,,,,,,0.164,,2.0,2.0,2.0,,,,,,,2.0,1.0,,
61366,Kevin De Bruyne,Midfielder,Man City,43,Belgium,2019-20,153.0,14.579,0.0,29.0,31.0,8.8209,45.0,70.0,306.0,35.0,32.0,353.0,1907.0,13.0,3.0,34.0,9.0,6.0,2798.0,6.0,17.0,138.0,6.0,70.0,121.0,1433.0,159.0,25.2541,116.0,5.0,23.0,22.0,10.0,136.0,475.0,28.0,291.0,22.0,522.0,136.0,35.0,21.0,33.0,1217.0,16.0,,10.0,257.0,17.0,0.0,1820.0,39.0,713.0,24.0,48.0,4.0,597.0,26.0,18.0,121.0,313.0,2722.0,36.0,12.0,5.0,412.0,19.0,1.0,7.3885,3.0,47.0,38.0,26.0,20.0,136.0,3.0,19.0,12.0,75.0,,2.0,12.0,229.0,54.0,6.0,19.0,32.0,20.0,175.0,,,53.0,2.0,76.0,1.0,,,,,,,,,,0.7917,1.0,11.0,11.0,11.0,,,,,,,2.0,2.0,,
124165,Patrick Roberts,Midfielder,Man City,43,England,2019-20,,0.004,0.0,,,,,,1.0,3.0,,3.0,9.0,,3.0,,,,24.0,,,6.0,1.0,,6.0,5.0,,0.8723,,,,2.0,,,3.0,2.0,6.0,,3.0,2.0,3.0,,,4.0,1.0,,,6.0,,0.0,9.0,,3.0,,4.0,,2.0,1.0,,1.0,1.0,15.0,,,,2.0,,1.0,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
209244,Phil Foden,Midfielder,Man City,43,England,2019-20,61.0,1.5111,0.0,8.0,15.0,3.094,14.0,26.0,48.0,23.0,9.0,57.0,494.0,5.0,14.0,28.0,2.0,6.0,892.0,6.0,18.0,62.0,2.0,16.0,52.0,420.0,65.0,9.0002,16.0,,2.0,7.0,6.0,43.0,129.0,13.0,123.0,5.0,77.0,36.0,23.0,4.0,5.0,338.0,5.0,,6.0,95.0,10.0,0.0,486.0,11.0,123.0,10.0,25.0,,131.0,12.0,6.0,17.0,157.0,687.0,2.0,5.0,4.0,106.0,8.0,2.0,3.2687,0.0,9.0,12.0,5.0,2.0,20.0,1.0,2.0,4.0,7.0,2.0,1.0,4.0,22.0,15.0,,2.0,4.0,15.0,8.0,,,2.0,4.0,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,
220566,Rodri,Midfielder,Man City,43,Spain,2019-20,140.0,2.1009,0.0,4.0,9.0,2.14,50.0,20.0,139.0,35.0,29.0,185.0,2580.0,3.0,6.0,87.0,12.0,1.0,2486.0,1.0,30.0,170.0,7.0,31.0,113.0,2224.0,28.0,22.7179,32.0,1.0,32.0,27.0,1.0,110.0,841.0,32.0,310.0,14.0,545.0,228.0,35.0,20.0,3.0,1395.0,20.0,1.0,1.0,223.0,57.0,0.0,2555.0,11.0,246.0,30.0,31.0,5.0,916.0,43.0,26.0,171.0,278.0,2916.0,2.0,8.0,14.0,1002.0,23.0,2.0,0.9448,8.0,46.0,51.0,2.0,2.0,6.0,,3.0,5.0,2.0,,1.0,5.0,6.0,5.0,,3.0,2.0,15.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
220394,Tommy Doyle,Midfielder,Man City,43,England,2019-20,1.0,0.0037,0.0,,1.0,0.0354,,1.0,,1.0,,,20.0,,1.0,,,,15.0,,,1.0,,,1.0,20.0,,,,,,,,1.0,2.0,1.0,2.0,,3.0,1.0,1.0,,,11.0,,,,2.0,,0.0,19.0,,,,,,9.0,,,,6.0,22.0,,,,9.0,,,0.0423,0.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
