playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,groundDuelsLost,winningGoal,duels,recoveries,appearances,totalShots,unsuccessfulShortPasses,gamesPlayed,unsuccessfulDribbles,successfulPassesOppositionHalf,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,timesTackled,groundDuels,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,substituteOn,totalLossesOfPossession,blocks,totalFoulsConceded,interceptions,successfulLongPasses,timePlayed,touches,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,totalTouchesInOppositionBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,totalTackles,throughBalls,goalAssists,successfulLayoffs,foulWonPenalty,starts,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,cornersTakenInclShortCorners,aerialDuels,cleanSheets,successfulCrossesAndCorners,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,totalFoulsWon,homeGoals,tacklesLost,leftFootGoals,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,aerialDuelsWon,cornersWon,tacklesWon,successfulDribbles,attemptsFromSetPieces,unsuccessfulCornersIntoBox,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLayoffs,handballsConceded,setPiecesGoals,penaltiesTaken,rightFootGoals,headedGoals,penaltyGoals,redCards2ndYellow,throwInsToOppositionPlayer,ownGoalScored,clearancesOffTheLine,penaltiesConceded,lastPlayerTackle,punches,catches,savesMade,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeFromInsideBox,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,goalkeeperSmother,forwardPasses,drops,crossesNotClaimed,savesMadeParried,penaltiesSaved,savesFromPenalty
80506,Abdisalam Abdulkadir Ibrahim,Midfielder,Man City,43,Norway,2009-10,5.0,0.0,5.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,2.0,5.0,0.0,6.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,14.0,12.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19959,Adam Johnson,Midfielder,Man City,43,England,2009-10,67.0,0.0,62.0,0.0,129.0,78.0,16.0,11.0,60.0,16.0,31.0,256.0,83.0,424.0,48.0,123.0,0.0,415.0,6.0,2.0,231.0,2.0,10.0,24.0,24.0,1178.0,767.0,12.0,106.0,317.0,40.0,1.0,23.0,16.0,6.0,6.0,5.0,16.0,10.0,5.0,7.0,2.0,14.0,50.0,1.0,4.0,1.0,49.0,6.0,3.0,21.0,5.0,62.0,1.0,61.0,12.0,1.0,28.0,2.0,5.0,8.0,17.0,0.0,5.0,1.0,7.0,92.0,1.0,20.0,11.0,28.0,2.0,33.0,12.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Gareth Barry,Midfielder,Man City,43,England,2009-10,187.0,0.0,127.0,0.0,423.0,247.0,34.0,20.0,316.0,34.0,7.0,835.0,399.0,1772.0,54.0,312.0,0.0,1719.0,12.0,,601.0,8.0,64.0,82.0,140.0,2996.0,2458.0,33.0,565.0,1233.0,67.0,4.0,83.0,88.0,4.0,11.0,8.0,113.0,20.0,7.0,78.0,1.0,34.0,36.0,2.0,4.0,2.0,53.0,111.0,10.0,27.0,60.0,236.0,6.0,185.0,18.0,4.0,45.0,6.0,90.0,40.0,56.0,0.0,22.0,2.0,34.0,80.0,51.0,15.0,91.0,16.0,1.0,32.0,27.0,3.0,1.0,3.0,10.0,,,,,,,6.0,,,2.0,1.0,,,,,,,,,,,,,,,,,
10089,Martin Petrov,Midfielder,Man City,43,Bulgaria,2009-10,21.0,0.0,21.0,4.0,34.0,39.0,16.0,24.0,59.0,16.0,6.0,239.0,75.0,397.0,16.0,34.0,0.0,386.0,14.0,8.0,160.0,1.0,4.0,4.0,37.0,723.0,581.0,8.0,100.0,285.0,16.0,0.0,16.0,12.0,4.0,5.0,10.0,5.0,6.0,3.0,28.0,,8.0,37.0,4.0,1.0,1.0,38.0,,1.0,17.0,,13.0,1.0,13.0,12.0,1.0,17.0,1.0,4.0,10.0,5.0,3.0,,3.0,9.0,62.0,,10.0,5.0,3.0,5.0,22.0,13.0,5.0,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
39888,Michael Johnson,Midfielder,Man City,43,England,2009-10,,0.0,,0.0,,,1.0,,,1.0,,,1.0,3.0,,,0.0,3.0,,1.0,1.0,,,,,1.0,3.0,,2.0,2.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15076,Nigel de Jong,Midfielder,Man City,43,Netherlands,2009-10,109.0,0.0,88.0,0.0,270.0,138.0,34.0,9.0,177.0,34.0,1.0,602.0,207.0,1370.0,25.0,235.0,0.0,1339.0,4.0,4.0,269.0,10.0,44.0,112.0,127.0,2631.0,1796.0,29.0,561.0,1036.0,2.0,7.0,30.0,50.0,,4.0,5.0,96.0,3.0,,53.0,,30.0,2.0,,,,,35.0,7.0,,21.0,161.0,5.0,147.0,,3.0,13.0,2.0,49.0,32.0,44.0,,27.0,,27.0,2.0,14.0,4.0,69.0,7.0,,,1.0,6.0,,4.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
1593,Patrick Vieira,Midfielder,Man City,43,France,2009-10,71.0,0.0,54.0,0.0,141.0,59.0,13.0,4.0,99.0,13.0,4.0,271.0,122.0,540.0,23.0,110.0,0.0,523.0,,5.0,161.0,2.0,20.0,22.0,48.0,814.0,707.0,8.0,147.0,370.0,11.0,2.0,23.0,25.0,,2.0,4.0,29.0,15.0,1.0,11.0,,8.0,2.0,1.0,,1.0,,31.0,2.0,,17.0,70.0,1.0,56.0,,1.0,14.0,,20.0,8.0,25.0,0.0,5.0,,7.0,2.0,14.0,1.0,24.0,2.0,,,2.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
82767,Scott Kay,Midfielder,Man City,43,England,2009-10,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Shaun Wright-Phillips,Midfielder,Man City,43,England,2009-10,177.0,0.0,161.0,0.0,312.0,118.0,30.0,28.0,118.0,30.0,79.0,284.0,143.0,512.0,127.0,290.0,0.0,507.0,17.0,11.0,339.0,1.0,20.0,34.0,24.0,1745.0,1044.0,21.0,100.0,345.0,79.0,2.0,25.0,29.0,9.0,10.0,11.0,30.0,14.0,7.0,26.0,,19.0,50.0,4.0,6.0,1.0,11.0,22.0,4.0,15.0,16.0,135.0,2.0,129.0,6.0,3.0,25.0,5.0,27.0,27.0,43.0,3.0,7.0,,25.0,55.0,6.0,27.0,23.0,56.0,,5.0,10.0,7.0,,3.0,1.0,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
20481,Stephen Ireland,Midfielder,Man City,43,Ireland,2009-10,58.0,0.0,47.0,0.0,114.0,78.0,22.0,13.0,131.0,22.0,6.0,317.0,168.0,699.0,25.0,98.0,0.0,697.0,8.0,6.0,210.0,6.0,7.0,43.0,46.0,1452.0,904.0,19.0,216.0,485.0,16.0,0.0,37.0,36.0,2.0,3.0,5.0,35.0,29.0,2.0,37.0,,16.0,1.0,2.0,2.0,2.0,,16.0,4.0,2.0,11.0,56.0,4.0,51.0,,2.0,19.0,4.0,17.0,23.0,13.0,0.0,7.0,,19.0,1.0,5.0,8.0,28.0,3.0,,,1.0,6.0,,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
