playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,oboxBlocked,substituteOn,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,throughBalls,goalAssists,goals,awayGoals,goalKicks,cleanSheets,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,homeGoals,rightFootGoals,iboxBlocked,gkSuccessfulDistribution,clearancesOffTheLine,savesMadeFromOutsideBox,punches,savesMade,goalkeeperSmother,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,overruns,unsuccessfulLayoffs,penaltiesConceded,ownGoalScored,handballsConceded,leftFootGoals,hitWoodwork,foulWonPenalty,cornersTakenInclShortCorners,penaltiesTaken,headedGoals,penaltyGoals,successfulCornersIntoBox,unsuccessfulCornersIntoBox,catches,savesMadeCaught,penaltiesFaced,drops,redCards2ndYellow,lastPlayerTackle,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,otherGoals
593001,Enso González,Forward,Wolves,39,Paraguay,2023-24,1.0,,0.0021,0.0,,,,,,,1.0,,,,,6.0,,,1.0,,,,1.0,,1.0,,,1.0,6.0,,,,,,,,,1.0,,1.0,0.0,2.0,,,,1.0,,,,4.0,,,,2.0,,0.0,6.0,,,1.0,,,,4.0,,,,2.0,8.0,,,,,2.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602934,Fletcher Holman,Forward,Wolves,39,England,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449988,Fábio Silva,Forward,Wolves,39,Portugal,2023-24,23.0,,0.1014,0.0,1.0,3.0,0.1745,7.0,6.0,13.0,8.0,2.0,3.0,15.0,,75.0,5.0,,5.0,8.0,,,261.0,6.0,15.0,,1.0,13.0,60.0,12.0,,1.0,9.2014,4.0,,,8.0,17.0,17.0,4.0,0.0,38.0,1.0,20.0,15.0,8.0,,3.0,5.0,37.0,8.0,,9.0,30.0,2.0,0.0,72.0,3.0,2.0,38.0,4.0,2.0,,17.0,8.0,2.0,,21.0,131.0,1.0,3.0,,1.0,23.0,3.0,1.0327,2.0,2.0,3.0,1.0,,,,,,3.0,3.0,1.0,,,1.0,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
184754,Hwang Hee-Chan,Forward,Wolves,39,South Korea,2023-24,148.0,2.0,2.8741,0.0,10.0,18.0,5.5331,20.0,35.0,111.0,29.0,24.0,25.0,118.0,9.0,530.0,15.0,2.0,4.0,51.0,,2.0,2123.0,44.0,95.0,4.0,41.0,88.0,402.0,118.0,,6.0,38.4039,14.0,,8.0,37.0,104.0,129.0,32.0,3.0,243.0,18.0,104.0,75.0,29.0,,10.0,30.0,230.0,33.0,9.0,61.0,192.0,7.0,0.0,497.0,17.0,23.0,247.0,10.0,36.0,1.0,103.0,31.0,10.0,10.0,194.0,880.0,10.0,11.0,2.0,2.0,184.0,23.0,7.6844,6.0,7.0,32.0,3.0,3.0,12.0,5.0,,2.0,6.0,6.0,8.0,7.0,8.0,8.0,,,,,,,,,,4.0,5.0,1.0,,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,
589507,Leon Chiwome,Forward,Wolves,39,England,2023-24,11.0,,0.0225,0.0,1.0,,,2.0,1.0,3.0,3.0,,2.0,3.0,,22.0,2.0,,1.0,8.0,,,175.0,6.0,6.0,2.0,3.0,4.0,19.0,4.0,,,3.3496,,,2.0,4.0,5.0,3.0,2.0,0.0,17.0,2.0,3.0,5.0,3.0,,1.0,,9.0,2.0,,2.0,9.0,2.0,0.0,18.0,1.0,,8.0,1.0,,1.0,3.0,2.0,,,13.0,44.0,,2.0,,,10.0,2.0,0.0999,0.0,,2.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
430871,Matheus Cunha,Forward,Wolves,39,Brazil,2023-24,213.0,2.0,2.9543,0.0,15.0,38.0,8.8273,30.0,58.0,131.0,32.0,33.0,29.0,145.0,21.0,786.0,4.0,8.0,3.0,63.0,11.0,2.0,2453.0,47.0,160.0,6.0,40.0,144.0,623.0,128.0,,7.0,50.5406,21.0,,20.0,46.0,166.0,229.0,50.0,1.0,373.0,21.0,178.0,114.0,32.0,11.0,14.0,61.0,386.0,40.0,22.0,114.0,310.0,16.0,0.0,746.0,20.0,20.0,377.0,16.0,64.0,7.0,156.0,31.0,13.0,18.0,223.0,1377.0,15.0,17.0,8.0,,257.0,18.0,9.4864,9.0,14.0,25.0,8.0,7.0,12.0,9.0,,1.0,15.0,15.0,7.0,3.0,9.0,7.0,,,,,,,,,,10.0,4.0,,,,1.0,3.0,1.0,3.0,1.0,2.0,1.0,,1.0,,,,,,,,,,
531363,Nathan Fraser,Forward,Wolves,39,Ireland,2023-24,18.0,,0.055,0.0,,2.0,0.4924,5.0,3.0,9.0,7.0,5.0,1.0,9.0,,42.0,,,6.0,12.0,1.0,,183.0,9.0,11.0,,4.0,8.0,33.0,6.0,,,4.3169,2.0,,2.0,3.0,9.0,14.0,3.0,0.0,29.0,1.0,5.0,8.0,7.0,1.0,3.0,,21.0,3.0,,2.0,17.0,3.0,0.0,39.0,1.0,1.0,15.0,2.0,,1.0,8.0,5.0,1.0,,15.0,70.0,,1.0,,,12.0,4.0,0.3204,1.0,,3.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550833,Noha Lemina,Forward,Wolves,39,Gabon,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247632,Pedro Neto,Forward,Wolves,39,Portugal,2023-24,105.0,15.0,3.7019,0.0,8.0,12.0,1.8669,7.0,28.0,86.0,20.0,19.0,18.0,98.0,61.0,589.0,2.0,2.0,2.0,22.0,2.0,33.0,1518.0,18.0,69.0,2.0,21.0,65.0,474.0,88.0,,2.0,32.5066,29.0,1.0,2.0,27.0,87.0,108.0,21.0,0.0,174.0,4.0,110.0,79.0,20.0,2.0,4.0,42.0,356.0,25.0,82.0,62.0,152.0,4.0,0.0,569.0,16.0,22.0,301.0,3.0,37.0,1.0,167.0,15.0,5.0,17.0,204.0,979.0,14.0,6.0,2.0,3.0,168.0,8.0,3.4956,4.0,12.0,26.0,1.0,9.0,2.0,1.0,,2.0,8.0,8.0,6.0,1.0,,6.0,,,,,,,,,,11.0,2.0,,,,2.0,3.0,1.0,34.0,,,,10.0,18.0,,,,,,,3.0,3.0,0.267,
429414,Sasa Kalajdzic,Forward,Wolves,39,Austria,2023-24,16.0,,0.2528,0.0,,2.0,0.9254,6.0,4.0,20.0,11.0,5.0,1.0,21.0,1.0,59.0,2.0,,10.0,12.0,,,159.0,4.0,19.0,,3.0,11.0,37.0,7.0,,1.0,3.117,4.0,,6.0,2.0,12.0,20.0,4.0,2.0,35.0,3.0,13.0,4.0,11.0,,4.0,,22.0,2.0,1.0,5.0,23.0,8.0,0.0,58.0,2.0,,29.0,2.0,1.0,,10.0,6.0,1.0,1.0,16.0,98.0,,1.0,,,16.0,2.0,1.0534,1.0,1.0,5.0,,,2.0,2.0,,,,,,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0
