season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7089872,1,8,Chelsea,Home,518,17878,Cesc Fàbregas,cesc-fabregas,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7089872,1,8,Chelsea,Home,31417,47431,Willian,willian,M,False,3.0,,4.0,33.0,12.0,42.0,1.0,,6.0,,,,,,,1.0,6.0,3.0,,,2.0,,,,,,3.0,80.0,2.0,,,,,,,12.0,,7.5,,,,,,3.0,7.0,,4.0,,39.0,13.0,45.0,2,2.0,66.0,2.0,,1.0,
2016-17,7089872,1,8,Chelsea,Home,39400,61262,Oscar,oscar,M,False,1.0,,4.0,31.0,16.0,46.0,1.0,1.0,4.0,,,2.0,,,,,7.0,10.0,,,3.0,,,,,1.0,3.0,85.0,,,,,,,,17.0,,7.3,,,,,1.0,3.0,2.0,,9.0,,42.0,16.0,56.0,2,6.0,79.0,2.0,3.0,,5.0
2016-17,7089872,1,8,Chelsea,Home,44241,62398,Nemanja Matić,nemanja-matic,M,False,,,2.0,27.0,28.0,55.0,3.0,2.0,8.0,,,,1.0,,,1.0,9.0,5.0,,,2.0,,,,,,,90.0,,,,,,,,14.0,,6.4,,,,,,3.0,,,3.0,,34.0,31.0,65.0,0,1.0,77.0,1.0,2.0,1.0,1.0
2016-17,7089872,1,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,3.0,29.0,25.0,54.0,2.0,1.0,9.0,,,1.0,1.0,,,,6.0,6.0,,,2.0,,,,,1.0,,90.0,,,,,,,,5.0,,6.9,,,,,1.0,2.0,,,4.0,,32.0,25.0,57.0,1,4.0,69.0,1.0,,1.0,2.0
2016-17,7089872,1,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090019,2,8,Chelsea,Away,518,17878,Cesc Fàbregas,cesc-fabregas,M,True,,,3.0,15.0,2.0,17.0,,,3.0,1.0,,,,,,,,,,,,1.0,,,,1.0,2.0,12.0,,,,,,,,4.0,,7.8,,,,,,,1.0,,4.0,,19.0,2.0,20.0,0,,22.0,,,,
2016-17,7090019,2,8,Chelsea,Away,39400,61262,Oscar,oscar,M,False,1.0,,3.0,24.0,15.0,38.0,,,3.0,,,1.0,1.0,,,1.0,3.0,3.0,,,,,,,,,1.0,73.0,,,,,,,,14.0,,6.7,,,1.0,,,1.0,5.0,,5.0,,34.0,16.0,45.0,2,1.0,60.0,1.0,2.0,,
2016-17,7090019,2,8,Chelsea,Away,44241,62398,Nemanja Matić,nemanja-matic,M,False,,,5.0,25.0,17.0,42.0,1.0,,2.0,,,,,,,,1.0,5.0,,,1.0,,,,,1.0,,78.0,,,,,,,,8.0,,7.3,,,1.0,,2.0,,2.0,,6.0,,32.0,18.0,48.0,1,3.0,59.0,,2.0,,
2016-17,7090019,2,8,Chelsea,Away,98450,89085,Nathaniel Chalobah,nathaniel-chalobah,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090019,2,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,2.0,28.0,34.0,62.0,1.0,,9.0,,,,2.0,,,,8.0,4.0,,,4.0,,,,,2.0,1.0,90.0,,,,,,,,6.0,,6.9,,,1.0,,1.0,2.0,,,2.0,,28.0,36.0,64.0,1,2.0,79.0,3.0,1.0,1.0,1.0
2016-17,7090019,2,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090021,3,8,Chelsea,Home,518,17878,Cesc Fàbregas,cesc-fabregas,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090021,3,8,Chelsea,Home,31417,47431,Willian,willian,M,False,2.0,,4.0,38.0,9.0,45.0,2.0,,3.0,,,,1.0,,,2.0,7.0,2.0,,,1.0,,1.0,,,1.0,5.0,77.0,1.0,,,,,,,14.0,,7.7,,,1.0,,,3.0,9.0,,4.0,1.0,45.0,10.0,46.0,2,,66.0,2.0,1.0,1.0,
2016-17,7090021,3,8,Chelsea,Home,39400,61262,Oscar,oscar,M,False,,,7.0,36.0,17.0,53.0,2.0,,7.0,1.0,,,4.0,,,,10.0,4.0,,,1.0,,,,,1.0,3.0,90.0,,,,,,,,20.0,,6.8,,,,,1.0,3.0,4.0,,12.0,,46.0,21.0,63.0,0,4.0,85.0,3.0,,,4.0
2016-17,7090021,3,8,Chelsea,Home,44241,62398,Nemanja Matić,nemanja-matic,M,False,,,5.0,33.0,26.0,59.0,2.0,2.0,10.0,,,,,,,1.0,4.0,4.0,,,,1.0,,,,2.0,2.0,90.0,,,,,,,,12.0,,7.3,,,,,2.0,1.0,,,7.0,,39.0,29.0,68.0,0,1.0,79.0,1.0,1.0,,1.0
2016-17,7090021,3,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,6.0,24.0,34.0,58.0,2.0,,9.0,,,,1.0,,,,3.0,3.0,,,,,,,,2.0,,90.0,,,,,,,,5.0,,7.4,,,1.0,,,1.0,,,6.0,,26.0,36.0,62.0,1,2.0,72.0,1.0,,1.0,2.0
2016-17,7090021,3,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090040,4,8,Chelsea,Away,518,17878,Cesc Fàbregas,cesc-fabregas,M,True,1.0,,5.0,14.0,4.0,17.0,,1.0,2.0,,,1.0,1.0,,,,1.0,2.0,,,,,,,,,3.0,14.0,,,,,,,,4.0,,7.3,,,,,2.0,,1.0,,6.0,,18.0,4.0,21.0,1,1.0,26.0,,,,1.0
2016-17,7090040,4,8,Chelsea,Away,31417,47431,Willian,willian,M,False,6.0,,1.0,25.0,8.0,27.0,,,3.0,,,2.0,,,,1.0,1.0,8.0,,,,,,,,1.0,6.0,77.0,1.0,,,,,,,9.0,,8.2,,,1.0,,,1.0,8.0,,1.0,1.0,31.0,9.0,32.0,4,3.0,57.0,1.0,4.0,1.0,2.0
2016-17,7090040,4,8,Chelsea,Away,39400,61262,Oscar,oscar,M,False,1.0,,2.0,19.0,10.0,28.0,,1.0,1.0,,,2.0,1.0,,,,1.0,3.0,,,,1.0,,,,1.0,3.0,88.0,1.0,1.0,,,,,,7.0,,7.9,,,3.0,,1.0,,2.0,,4.0,,24.0,11.0,33.0,6,2.0,52.0,,,,1.0
2016-17,7090040,4,8,Chelsea,Away,44241,62398,Nemanja Matić,nemanja-matic,M,False,1.0,,1.0,22.0,22.0,43.0,1.0,3.0,7.0,,,,1.0,,,1.0,5.0,8.0,,,,,,,,1.0,1.0,76.0,,,,,,,,12.0,,7.0,,,,,,3.0,1.0,,3.0,,25.0,24.0,48.0,0,3.0,65.0,2.0,1.0,1.0,2.0
2016-17,7090040,4,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,2.0,21.0,27.0,48.0,2.0,,12.0,,,1.0,,,,,5.0,5.0,,,2.0,,,,,2.0,1.0,90.0,,1.0,,,,,,6.0,,7.4,,,2.0,,2.0,1.0,,,2.0,,22.0,30.0,52.0,3,5.0,70.0,1.0,,,2.0
2016-17,7090047,5,8,Chelsea,Home,518,17878,Cesc Fàbregas,cesc-fabregas,M,True,,,4.0,15.0,,15.0,,,,,,1.0,,,,,,,,,,,,,,,,6.0,,,,,,,,5.0,,6.7,,,,,,,1.0,,7.0,,20.0,,19.0,1,,22.0,,,,
2016-17,7090047,5,8,Chelsea,Home,31417,47431,Willian,willian,M,False,4.0,,2.0,21.0,11.0,28.0,1.0,,5.0,,,,,,,,4.0,12.0,,,,,,,,,3.0,84.0,,,,,,,,19.0,,7.5,,,,,,12.0,13.0,,3.0,,36.0,11.0,34.0,0,1.0,66.0,,2.0,9.0,1.0
2016-17,7090047,5,8,Chelsea,Home,39400,61262,Oscar,oscar,M,False,,,4.0,17.0,8.0,25.0,3.0,,6.0,,,1.0,7.0,,,3.0,14.0,6.0,,,1.0,,,,,1.0,2.0,84.0,,,,,,,,9.0,,6.2,,,,,2.0,1.0,1.0,,5.0,,19.0,10.0,28.0,1,5.0,49.0,2.0,,1.0,3.0
2016-17,7090047,5,8,Chelsea,Home,44241,62398,Nemanja Matić,nemanja-matic,M,False,,,5.0,35.0,16.0,51.0,,1.0,5.0,1.0,,1.0,1.0,,,,3.0,5.0,,,1.0,1.0,,,,4.0,1.0,84.0,,1.0,,,,,,11.0,,7.5,,,,,1.0,4.0,1.0,,7.0,1.0,41.0,18.0,58.0,1,1.0,76.0,2.0,,3.0,1.0
2016-17,7090047,5,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,9.0,23.0,40.0,63.0,1.0,1.0,5.0,,,,2.0,,,1.0,6.0,7.0,,,1.0,,,,,1.0,,90.0,,,,,,,,9.0,,7.1,,,2.0,,2.0,4.0,,,11.0,,26.0,42.0,68.0,2,4.0,84.0,1.0,,2.0,2.0
