season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576155,13,8,Chelsea,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,2.0,,,19.0,4.0,21.0,,,6.0,,1.0,,3.0,,,2.0,6.0,3.0,,,1.0,,,,,,,4.0,,78.0,2.0,,,,,,,9.0,,6.9,,,,,1.0,1.0,2.0,,1.0,1.0,25.0,4.0,27.0,2,2.0,38.0,1.0,,1.0,1.0
2021-22,9576088,14,8,Chelsea,Away,98435,88894,Ross Barkley,ross-barkley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576088,14,8,Chelsea,Away,116955,89335,Saúl Ñíguez,saul-niguez,M,False,,,2.0,2.0,8.0,10.0,1.0,,1.0,,,,1.0,,,2.0,6.0,2.0,,,2.0,,,,,,,,,45.0,,,,,,,,6.0,,6.3,,,1.0,,1.0,,,,2.0,,4.0,9.0,13.0,1,2.0,21.0,1.0,,,1.0
2021-22,9576088,14,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576088,14,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,9.0,1.0,10.0,1.0,1.0,3.0,,,,1.0,,,,3.0,3.0,,,1.0,,1.0,,,,,,,30.0,2.0,1.0,,,,,,9.0,,7.3,,,,,,1.0,,,1.0,,14.0,1.0,15.0,2,,24.0,2.0,1.0,1.0,
2021-22,9576088,14,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,1.0,16.0,19.0,35.0,1.0,4.0,11.0,,,1.0,1.0,,,1.0,5.0,10.0,,,2.0,,,,,,,1.0,,90.0,,,,,,,,13.0,,6.8,,,,,,1.0,,,2.0,,19.0,26.0,45.0,1,,56.0,2.0,5.0,1.0,
2021-22,9576088,14,8,Chelsea,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576375,15,8,Chelsea,Away,98435,88894,Ross Barkley,ross-barkley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576375,15,8,Chelsea,Away,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576375,15,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,False,,,,51.0,23.0,74.0,2.0,,5.0,,,2.0,,,,1.0,3.0,2.0,,,1.0,,,,,,,1.0,,90.0,,,,,,,,8.0,,6.4,,,,,,1.0,,,2.0,,55.0,25.0,80.0,2,1.0,88.0,1.0,,1.0,1.0
2021-22,9576375,15,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,False,,,2.0,22.0,3.0,25.0,1.0,,3.0,,,2.0,1.0,,,,3.0,1.0,,,,1.0,,,,,,1.0,,64.0,,,,,,,,15.0,,7.1,,,1.0,,,1.0,7.0,,2.0,,33.0,3.0,29.0,3,,45.0,2.0,1.0,,
2021-22,9576375,15,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,1.0,,2.0,41.0,20.0,60.0,1.0,2.0,5.0,,,1.0,,,,1.0,6.0,10.0,,,2.0,,,,,,,2.0,,90.0,1.0,,,,,,,10.0,,7.1,,,,,1.0,6.0,1.0,,3.0,,45.0,22.0,66.0,2,,82.0,1.0,4.0,4.0,
2021-22,9576375,15,8,Chelsea,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,True,,,,13.0,1.0,14.0,,,2.0,,,,,,,,,2.0,,,,,,,,,,2.0,,26.0,,,,,,,,6.0,,6.7,,,,,,,1.0,,1.0,,16.0,2.0,17.0,0,,25.0,1.0,2.0,,
2021-22,9576139,16,8,Chelsea,Home,98435,88894,Ross Barkley,ross-barkley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576139,16,8,Chelsea,Home,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576139,16,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,False,,,3.0,24.0,22.0,46.0,,1.0,3.0,1.0,,,2.0,,,,3.0,6.0,,,1.0,,2.0,,,,2.0,1.0,,90.0,2.0,,,,,,,9.0,,8.5,,,,,,1.0,,,3.0,,30.0,24.0,54.0,2,1.0,66.0,1.0,3.0,1.0,1.0
2021-22,9576139,16,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576139,16,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,,18.0,10.0,28.0,,2.0,6.0,,,2.0,,,,2.0,4.0,11.0,,,1.0,,,,,,2.0,,,90.0,,1.0,,,,,,10.0,,7.3,,,1.0,,,3.0,,,,,22.0,12.0,34.0,3,4.0,56.0,1.0,3.0,2.0,1.0
2021-22,9576139,16,8,Chelsea,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,True,,,,4.0,,4.0,,,,,,,,,,2.0,3.0,1.0,,,1.0,,,,,,,1.0,,16.0,,,,,,,,4.0,,6.4,,,,,,,,,,,5.0,,5.0,0,,10.0,1.0,1.0,,
2021-22,9576237,17,8,Chelsea,Home,98435,88894,Ross Barkley,ross-barkley,M,True,1.0,,,14.0,2.0,15.0,,1.0,2.0,,,,,,,1.0,2.0,2.0,,,,,,,,,,1.0,,25.0,,,,,,,,7.0,,6.6,,,,,,2.0,2.0,,,,18.0,2.0,18.0,0,,26.0,1.0,,1.0,
2021-22,9576237,17,8,Chelsea,Home,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,5.0,3.0,8.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,25.0,,,,,,,,6.0,,6.4,,,,,,,1.0,,,,6.0,4.0,9.0,0,1.0,16.0,4.0,,,
2021-22,9576237,17,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,False,,,3.0,71.0,34.0,105.0,1.0,1.0,16.0,1.0,1.0,,5.0,,,,7.0,5.0,,,1.0,,,,,,,1.0,,90.0,1.0,,,,,,,13.0,,6.9,,,,,1.0,,,,9.0,,80.0,37.0,117.0,1,3.0,127.0,1.0,1.0,,2.0
2021-22,9576237,17,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576237,17,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,False,1.0,,1.0,27.0,3.0,29.0,,,2.0,2.0,,1.0,2.0,,,,7.0,3.0,,,2.0,,,,,,,3.0,,90.0,1.0,,,,,,,11.0,,7.3,,,2.0,,,4.0,2.0,,2.0,,32.0,3.0,33.0,4,,51.0,3.0,2.0,1.0,
2021-22,9576237,17,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,,28.0,18.0,46.0,,3.0,3.0,,,,,,,,3.0,10.0,,,2.0,,,,,,,,,65.0,,,,,,,,13.0,,7.2,,,1.0,,,7.0,,,,,33.0,21.0,54.0,1,,70.0,4.0,1.0,6.0,
2021-22,9576254,18,8,Chelsea,Away,98435,88894,Ross Barkley,ross-barkley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576254,18,8,Chelsea,Away,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,2.0,26.0,25.0,51.0,2.0,1.0,7.0,,,,,,,1.0,4.0,3.0,,,,,,,,,3.0,,,45.0,,,,,,,,9.0,,6.9,,,,,1.0,1.0,,,3.0,,31.0,25.0,56.0,0,2.0,70.0,,,,1.0
2021-22,9576254,18,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,True,,,,12.0,10.0,22.0,,,,,,,1.0,,,,1.0,3.0,,,1.0,,,,,,,,,25.0,,,,,,,,5.0,,6.8,,,,,,1.0,,,,,14.0,11.0,25.0,0,2.0,31.0,1.0,,1.0,2.0
2021-22,9576254,18,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,,41.0,14.0,55.0,,,8.0,,,2.0,,,,1.0,2.0,9.0,,,,,,,,,2.0,,,90.0,,,,,,,,15.0,,7.8,,,,,,6.0,1.0,,1.0,,52.0,16.0,67.0,2,2.0,86.0,,2.0,5.0,1.0
2021-22,9576254,18,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,False,1.0,,,18.0,5.0,22.0,,2.0,1.0,,,,1.0,,,1.0,4.0,9.0,,,,,,,,,,1.0,,65.0,,,,,,,,12.0,,7.1,,,,,,6.0,2.0,,,,24.0,7.0,29.0,0,2.0,44.0,,2.0,4.0,
2021-22,9576381,19,8,Chelsea,Away,98435,88894,Ross Barkley,ross-barkley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576381,19,8,Chelsea,Away,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576381,19,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,False,,,3.0,31.0,24.0,55.0,,1.0,9.0,1.0,,,1.0,,,,2.0,6.0,,,1.0,,2.0,,,,,1.0,,90.0,2.0,,,,,,,7.0,,8.7,,,,,,1.0,,,4.0,,35.0,27.0,62.0,2,1.0,75.0,,3.0,1.0,1.0
2021-22,9576381,19,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,True,,,1.0,13.0,3.0,16.0,,,5.0,1.0,,,,,,,2.0,3.0,,,2.0,,,,,,,1.0,,27.0,,,,,,,,3.0,,7.1,,,,,1.0,1.0,,,1.0,,15.0,4.0,19.0,0,2.0,25.0,,,1.0,
2021-22,9576381,19,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,2.0,35.0,13.0,48.0,,,2.0,,,,,,,1.0,1.0,5.0,,,,,,,,,2.0,,,63.0,,,,,,,,5.0,,7.3,,,,,,3.0,,,2.0,,37.0,14.0,51.0,0,2.0,61.0,,,3.0,1.0
2021-22,9576381,19,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576381,19,8,Chelsea,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,1.0,,4.0,18.0,3.0,20.0,,,6.0,,1.0,1.0,3.0,,,3.0,8.0,5.0,,,1.0,1.0,,,,,,1.0,,90.0,1.0,,,,,,1.0,12.0,,7.2,,,1.0,,,1.0,2.0,,4.0,,22.0,4.0,24.0,3,3.0,43.0,2.0,2.0,,3.0
2021-22,9576395,20,8,Chelsea,Home,98435,88894,Ross Barkley,ross-barkley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576395,20,8,Chelsea,Home,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576395,20,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,False,,,1.0,22.0,23.0,45.0,,1.0,16.0,,,,2.0,,,2.0,6.0,8.0,,,2.0,,,,,,,,,90.0,,,,,,,,15.0,,6.9,,,,,3.0,,,,5.0,,32.0,25.0,57.0,0,7.0,72.0,1.0,,,6.0
2021-22,9576395,20,8,Chelsea,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,2.0,33.0,11.0,44.0,1.0,,5.0,,,,1.0,,,1.0,7.0,4.0,,,3.0,,,,,,1.0,,,90.0,,1.0,,,,,,9.0,,6.7,,,1.0,,,4.0,1.0,,3.0,,38.0,12.0,49.0,1,,62.0,1.0,1.0,3.0,
2021-22,9576395,20,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,True,,,2.0,8.0,4.0,12.0,1.0,,2.0,,,,1.0,,,1.0,3.0,1.0,,,,,,,,,1.0,,,23.0,,,,,,,,5.0,,6.5,,,1.0,,1.0,,,,2.0,,10.0,5.0,15.0,1,,22.0,1.0,1.0,,
2021-22,9576395,20,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576395,20,8,Chelsea,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,,,,8.0,3.0,11.0,1.0,,4.0,,,2.0,2.0,,,3.0,7.0,3.0,,,2.0,,,,,,,,,67.0,,,,,,,,13.0,,6.5,,,,,,1.0,3.0,,1.0,,17.0,4.0,18.0,2,2.0,31.0,,,1.0,1.0
2021-22,9576392,21,8,Chelsea,Home,98435,88894,Ross Barkley,ross-barkley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576392,21,8,Chelsea,Home,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576392,21,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,True,,,,4.0,5.0,9.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,20.0,,,,,,,,2.0,,6.4,,,,,,,,,1.0,,5.0,6.0,11.0,0,,11.0,,,,
2021-22,9576392,21,8,Chelsea,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,4.0,30.0,33.0,63.0,,1.0,12.0,,,1.0,,,,1.0,1.0,13.0,,,,,1.0,,,,,,,90.0,1.0,,,,,,,18.0,,8.4,,,,,1.0,4.0,,,7.0,,42.0,36.0,78.0,2,6.0,105.0,2.0,2.0,4.0,5.0
2021-22,9576392,21,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,3.0,33.0,30.0,63.0,1.0,,14.0,1.0,,,,,,2.0,3.0,5.0,,,,1.0,,,,,3.0,3.0,,90.0,,,,,,,,15.0,,8.0,,,,,,3.0,1.0,,3.0,,41.0,33.0,73.0,0,2.0,89.0,1.0,,3.0,1.0
2021-22,9576392,21,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576392,21,8,Chelsea,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,True,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,11.0,,,,,,,,1.0,,6.7,,,,,1.0,,1.0,,,,2.0,,1.0,0,,4.0,,1.0,,
2021-22,9576392,21,8,Chelsea,Home,996914,491785,Harvey Vale,harvey-vale,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576278,22,8,Chelsea,Away,98435,88894,Ross Barkley,ross-barkley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576278,22,8,Chelsea,Away,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576278,22,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576278,22,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,1.0,20.0,35.0,55.0,,,7.0,1.0,,,3.0,,,1.0,7.0,11.0,,1.0,3.0,,,,,,1.0,1.0,,90.0,,,,,,,,8.0,,7.1,,,,,,3.0,,,2.0,,25.0,36.0,61.0,0,4.0,76.0,1.0,4.0,3.0,3.0
2021-22,9576278,22,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,,14.0,29.0,43.0,,,8.0,,,,3.0,,,1.0,5.0,6.0,,,,,,,,,1.0,,,90.0,,,,,,,,8.0,,6.7,,,,,1.0,1.0,,,,,17.0,31.0,48.0,0,5.0,60.0,1.0,1.0,,3.0
2021-22,9576278,22,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,False,1.0,,,8.0,4.0,11.0,3.0,,3.0,,,,2.0,,,,6.0,3.0,,,,,,,,,1.0,,,69.0,,,,,,,,6.0,,6.6,,,1.0,,,1.0,2.0,,2.0,1.0,12.0,4.0,14.0,1,,24.0,1.0,3.0,,
2021-22,9576278,22,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576278,22,8,Chelsea,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,True,,,1.0,8.0,3.0,11.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,21.0,,,,,,,,3.0,,6.6,,,,,,,2.0,,1.0,,11.0,3.0,12.0,0,,14.0,,,,
2021-22,9576334,23,8,Chelsea,Home,98435,88894,Ross Barkley,ross-barkley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576334,23,8,Chelsea,Home,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2021-22,9576334,23,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,False,,,3.0,25.0,19.0,44.0,,1.0,10.0,,,,2.0,,,,4.0,7.0,,,2.0,,,,,,4.0,1.0,,73.0,,,,,,,,7.0,,7.2,,,,,,,,,4.0,,30.0,21.0,51.0,0,3.0,63.0,,3.0,,3.0
2021-22,9576334,23,8,Chelsea,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,2.0,23.0,22.0,45.0,1.0,,4.0,,,,,,,2.0,6.0,3.0,,,3.0,,,,,,1.0,2.0,,90.0,,,,,,,,12.0,,6.9,,,,,1.0,1.0,,,3.0,,30.0,25.0,55.0,0,2.0,65.0,,,1.0,2.0
2021-22,9576334,23,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,True,,,,5.0,10.0,15.0,,,4.0,,,,,,,,1.0,1.0,,,,,,,,,,,,17.0,,,,,,,,7.0,,6.6,,,,,1.0,1.0,,,,,8.0,13.0,21.0,0,1.0,25.0,,,,
2021-22,9576334,23,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,False,1.0,,3.0,28.0,18.0,45.0,,1.0,11.0,1.0,,1.0,2.0,,,1.0,5.0,10.0,,,1.0,,1.0,,,,1.0,2.0,,89.0,4.0,,,,,,,30.0,,8.8,,,,,2.0,3.0,10.0,,5.0,,52.0,21.0,63.0,5,4.0,97.0,1.0,3.0,2.0,3.0
2021-22,9576334,23,8,Chelsea,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,,,1.0,23.0,14.0,37.0,,,,,1.0,,2.0,,,1.0,6.0,8.0,,,1.0,1.0,,,,,,2.0,,87.0,,,,,,,,10.0,,6.8,,,1.0,,1.0,5.0,2.0,,2.0,,28.0,14.0,40.0,1,1.0,61.0,1.0,4.0,3.0,1.0
2021-22,9576438,24,8,Chelsea,Away,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576438,24,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,False,,,2.0,26.0,32.0,58.0,,,6.0,,,,4.0,,,1.0,6.0,4.0,,,1.0,,,,,,2.0,,,80.0,,,,,,,,8.0,,6.7,,,1.0,,1.0,,1.0,,3.0,,31.0,33.0,63.0,1,3.0,80.0,1.0,1.0,,1.0
2021-22,9576438,24,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,True,,,4.0,12.0,2.0,14.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,10.0,,,,,,,,2.0,,6.9,,,1.0,,,,,,4.0,,14.0,2.0,16.0,1,,17.0,,,,
2021-22,9576438,24,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,3.0,37.0,22.0,59.0,1.0,1.0,7.0,,,,1.0,,,,2.0,6.0,,,,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,13.0,,7.5,,,1.0,,1.0,,,,6.0,,45.0,26.0,71.0,1,4.0,84.0,1.0,1.0,,
2021-22,9576438,24,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,False,,,3.0,20.0,11.0,31.0,1.0,2.0,9.0,,,1.0,1.0,,,4.0,9.0,5.0,,,,,1.0,,,,3.0,,,80.0,1.0,,,,,,,21.0,,6.9,,,,,,5.0,6.0,,5.0,,31.0,11.0,36.0,2,,61.0,3.0,1.0,2.0,
2021-22,9576438,24,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576438,24,8,Chelsea,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,1.0,,,18.0,9.0,26.0,1.0,,1.0,,,1.0,,,,1.0,5.0,2.0,,,1.0,,,,,,,2.0,,90.0,,,,,,,,10.0,,6.7,,,1.0,,,2.0,3.0,,,,22.0,10.0,29.0,2,1.0,45.0,2.0,1.0,,1.0
2021-22,10196712,25,8,Chelsea,Home,98435,88894,Ross Barkley,ross-barkley,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196712,25,8,Chelsea,Home,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196712,25,8,Chelsea,Home,132874,85955,Jorginho,jorginho,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10196712,25,8,Chelsea,Home,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,,34.0,19.0,53.0,,,8.0,,,,,,,1.0,1.0,4.0,,,,,,,,,4.0,,,90.0,,,,,,,,13.0,,7.1,,,,,1.0,,,,,,38.0,25.0,63.0,0,4.0,80.0,2.0,,,1.0
2021-22,10196712,25,8,Chelsea,Home,249437,124183,Hakim Ziyech,hakim-ziyech,M,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,2.0,,6.4,,,,,,,1.0,,,,2.0,1.0,2.0,0,,5.0,,,,
2021-22,10196712,25,8,Chelsea,Home,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,False,,,1.0,39.0,25.0,64.0,1.0,1.0,6.0,,,,,,,4.0,6.0,5.0,,,,,,,,,2.0,1.0,,90.0,,1.0,,,,,,10.0,,6.5,,,,,,3.0,,,2.0,,42.0,25.0,67.0,0,1.0,82.0,1.0,1.0,2.0,1.0
2021-22,9576211,26,8,Chelsea,Away,116955,89335,Saúl Ñíguez,saul-niguez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576211,26,8,Chelsea,Away,132874,85955,Jorginho,jorginho,M,False,,,1.0,12.0,16.0,28.0,,,9.0,,,,,,,2.0,5.0,5.0,,,2.0,,,,,,1.0,,,74.0,,,,,,,,13.0,,6.8,,,,,1.0,1.0,,,5.0,,20.0,17.0,37.0,0,5.0,53.0,1.0,,,2.0
2021-22,9576211,26,8,Chelsea,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,True,,,,5.0,3.0,8.0,,,,,,,1.0,,,,2.0,1.0,,,1.0,,,,,,,,,16.0,,,,,,,,1.0,,6.5,,,,,,,,,,,5.0,3.0,8.0,0,1.0,10.0,,,,
2021-22,9576211,26,8,Chelsea,Away,234148,116594,N'Golo Kanté,n-golo-kante,M,False,,,1.0,24.0,14.0,38.0,2.0,1.0,5.0,,1.0,,,,,3.0,5.0,4.0,,,,,,,,,1.0,1.0,,74.0,1.0,,,,,,,11.0,,6.6,,,,,,1.0,,,1.0,,28.0,16.0,44.0,1,2.0,56.0,2.0,,1.0,1.0
2021-22,9576211,26,8,Chelsea,Away,249437,124183,Hakim Ziyech,hakim-ziyech,M,False,,,2.0,18.0,10.0,28.0,1.0,,7.0,,,2.0,2.0,,,3.0,13.0,7.0,,,,,1.0,,,,,,,90.0,1.0,,,,,,,31.0,,6.9,,,,,1.0,11.0,9.0,,4.0,1.0,33.0,10.0,34.0,3,3.0,76.0,4.0,,4.0,2.0
2021-22,9576211,26,8,Chelsea,Away,284441,126187,Ruben Loftus-Cheek,ruben-loftus-cheek,M,True,,,,2.0,3.0,5.0,,,,,,,1.0,,,1.0,3.0,,,,1.0,,,,,,,,,16.0,,,,,,,,3.0,,6.2,,,,,,,,,,,2.0,5.0,7.0,0,,8.0,,,,
2021-22,9576211,26,8,Chelsea,Away,801391,167767,Kenedy,kenedy,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
