playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,totalRedCards,blockedShots,shotsOnTargetIncGoals,overruns,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,lastPlayerTackle,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goalAssists,goals,awayGoals,unsuccessfulLayoffs,homeGoals,rightFootGoals,leftFootGoals,headedGoals,handballsConceded,throughBalls,cornersTakenInclShortCorners,successfulCornersIntoBox,unsuccessfulCornersIntoBox,penaltiesConceded,attemptsFromSetPieces,clearancesOffTheLine,foulWonPenalty,penaltiesTaken,penaltyGoals,ownGoalScored
19714,Andy Wilkinson,Defender,Stoke,110,England,2011-12,83.0,4.0,0.0,1.0,2.0,4.0,60.0,6.0,104.0,25.0,2.0,20.0,157.0,15.0,423.0,2.0,5.0,29.0,2.0,4.0,1710.0,11.0,93.0,7.0,75.0,236.0,6.0,78.0,4.0,5.0,24.0,138.0,32.0,72.0,44.0,10.0,0.0,176.0,245.0,51.0,25.0,18.0,10.0,160.0,25.0,15.0,27.0,147.0,18.0,0.0,418.0,4.0,8.0,296.0,42.0,5.0,8.0,86.0,28.0,24.0,30.0,48.0,971.0,125.0,7.0,1.0,66.0,110.0,5.0,53.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19393,Danny Collins,Defender,Stoke,110,Wales,2011-12,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,Danny Higginbotham,Defender,Stoke,110,Gibraltar,2011-12,7.0,,0.0,1.0,,,2.0,1.0,6.0,2.0,,1.0,9.0,1.0,17.0,,1.0,5.0,,,112.0,3.0,4.0,,2.0,5.0,4.0,3.0,,,2.0,8.0,5.0,4.0,5.0,,0.0,11.0,11.0,1.0,2.0,,,5.0,5.0,1.0,,6.0,2.0,0.0,17.0,1.0,1.0,13.0,2.0,,,,3.0,,3.0,1.0,41.0,6.0,,,4.0,3.0,0.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Jonathan Woodgate,Defender,Stoke,110,England,2011-12,38.0,1.0,0.0,1.0,,1.0,32.0,1.0,51.0,17.0,1.0,16.0,79.0,6.0,290.0,,1.0,36.0,2.0,1.0,1281.0,9.0,65.0,7.0,38.0,174.0,4.0,24.0,4.0,2.0,22.0,130.0,24.0,29.0,44.0,4.0,0.0,103.0,162.0,48.0,17.0,11.0,1.0,82.0,17.0,6.0,6.0,67.0,27.0,0.0,283.0,1.0,,120.0,21.0,2.0,6.0,49.0,15.0,23.0,37.0,35.0,570.0,23.0,8.0,,30.0,130.0,3.0,28.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,1.0
1640,Matt Upson,Defender,Stoke,110,England,2011-12,29.0,,0.0,1.0,2.0,,23.0,5.0,27.0,14.0,,10.0,53.0,,232.0,,4.0,32.0,3.0,,1019.0,15.0,51.0,4.0,34.0,140.0,15.0,,1.0,,34.0,139.0,20.0,14.0,53.0,11.0,2.0,80.0,121.0,33.0,14.0,4.0,,67.0,16.0,,1.0,48.0,17.0,0.0,214.0,3.0,,55.0,19.0,,10.0,37.0,11.0,16.0,39.0,21.0,457.0,1.0,1.0,,34.0,112.0,1.0,26.0,6.0,,,,,,,,,,,,,,,,,1.0,0.0,,1.0,,,1.0,,,,,,,,1.0,,,,
12413,Robert Huth,Defender,Stoke,110,Germany,2011-12,87.0,3.0,1.0,12.0,6.0,1.0,67.0,31.0,90.0,34.0,,31.0,155.0,4.0,571.0,,3.0,77.0,6.0,3.0,2832.0,20.0,152.0,14.0,95.0,359.0,48.0,41.0,6.0,5.0,45.0,302.0,43.0,67.0,88.0,24.0,2.0,239.0,295.0,107.0,34.0,15.0,7.0,159.0,29.0,4.0,17.0,162.0,57.0,1.0,552.0,25.0,5.0,233.0,52.0,4.0,33.0,111.0,41.0,68.0,57.0,77.0,1270.0,45.0,1.0,1.0,73.0,260.0,5.0,65.0,34.0,,,,,,,,,,,1.0,,,,,,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,4.0,,,,,
37869,Ryan Shawcross,Defender,Stoke,110,England,2011-12,80.0,1.0,0.0,3.0,7.0,1.0,49.0,16.0,98.0,36.0,1.0,36.0,185.0,1.0,603.0,3.0,,72.0,9.0,1.0,3169.0,25.0,124.0,11.0,77.0,311.0,38.0,,6.0,6.0,90.0,482.0,43.0,55.0,72.0,27.0,0.0,204.0,353.0,84.0,36.0,18.0,1.0,159.0,32.0,1.0,7.0,132.0,47.0,0.0,576.0,9.0,7.0,211.0,31.0,1.0,30.0,108.0,40.0,30.0,107.0,70.0,1313.0,6.0,1.0,1.0,103.0,260.0,8.0,87.0,30.0,,,,,,,,,,,2.0,,,,,2.0,2.0,1.0,,1.0,,,2.0,1.0,,,,,1.0,,1.0,,,,
45158,Ryan Shotton,Defender,Stoke,110,England,2011-12,100.0,10.0,0.0,1.0,1.0,7.0,28.0,5.0,90.0,23.0,13.0,14.0,110.0,71.0,349.0,1.0,9.0,40.0,3.0,10.0,1393.0,16.0,82.0,6.0,58.0,214.0,15.0,96.0,3.0,13.0,16.0,70.0,17.0,84.0,32.0,17.0,2.0,182.0,137.0,56.0,23.0,8.0,31.0,155.0,11.0,72.0,56.0,142.0,24.0,0.0,346.0,4.0,16.0,371.0,20.0,13.0,3.0,106.0,19.0,20.0,25.0,74.0,907.0,77.0,3.0,,21.0,94.0,2.0,20.0,17.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,0.0,1.0,,,2.0,,,,,1.0,,,,,,
