season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243477,9,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,,12.0,10.0,18.0,28.0,,2.0,,4.0,,,,,,,,2.0,,,,,,,,,,,90.0,,,,,,,,19.0,,1.0,7.5,2.0,2.0,,,,1.0,,,,30.0,,25.0,22.0,47.0,,,0,,53.0,,1.0,,
2019-20,8243504,10,45,Norwich_City,Home,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243504,10,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,3.0,2.0,14.0,16.0,,,,6.0,,,,,,,,,,,,,,,,,,,90.0,,,,,2.0,2.0,,9.0,,1.0,9.2,7.0,8.0,,,,1.0,,,,12.0,,8.0,17.0,25.0,,,0,,38.0,,,,
2019-20,8243505,11,45,Norwich_City,Away,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243505,11,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,,4.0,2.0,13.0,15.0,,,,5.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,19.0,,1.0,6.4,2.0,3.0,,,,2.0,,,,22.0,,18.0,15.0,33.0,,,0,,44.0,1.0,,,
2019-20,8243518,12,45,Norwich_City,Home,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243518,12,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,6.0,1.0,26.0,27.0,,,,5.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,7.0,,,6.0,,,,,,,,,,13.0,,6.0,28.0,34.0,,,0,,39.0,,,,
2019-20,8243517,13,45,Norwich_City,Away,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243517,13,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,,11.0,9.0,9.0,18.0,,2.0,,14.0,,,,,,,,2.0,,,,,,3.0,,,,,90.0,,,,,,,,16.0,,2.0,8.7,4.0,7.0,,,,2.0,,,,26.0,,22.0,12.0,34.0,,,0,,56.0,,,,
2019-20,8243540,14,45,Norwich_City,Home,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243540,14,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,7.0,2.0,12.0,14.0,1.0,,,6.0,,,,,,,1.0,,,,,,,1.0,,,,,90.0,,,,,1.0,,,14.0,,1.0,6.6,3.0,4.0,,,,1.0,,,,21.0,,10.0,18.0,28.0,,,0,,39.0,,,,
2019-20,8243548,15,45,Norwich_City,Away,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243548,15,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,2.0,8.0,4.0,30.0,34.0,,1.0,,11.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,16.0,,1.0,6.9,1.0,3.0,,,,2.0,,,2.0,24.0,,13.0,37.0,50.0,,,0,,65.0,,,,
2019-20,8243560,16,45,Norwich_City,Home,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243560,16,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,5.0,1.0,30.0,31.0,,,,12.0,,,,,,,,,,,,,,3.0,,,,,90.0,,,,,,,,20.0,,,6.2,1.0,1.0,,,,,,,,25.0,,16.0,35.0,51.0,,,0,,66.0,,,,
2019-20,8243559,17,45,Norwich_City,Away,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243559,17,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,,11.0,6.0,13.0,19.0,,,,12.0,,,,1.0,,,1.0,,,,,,,,,,,,90.0,,,1.0,,,,,11.0,,1.0,7.1,3.0,5.0,,,,1.0,,,1.0,22.0,,12.0,18.0,30.0,,,0,,45.0,,,,
2019-20,8243574,18,45,Norwich_City,Home,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243574,18,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,3.0,2.0,14.0,16.0,,,,6.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,8.0,,,6.3,2.0,2.0,,,,,,,,11.0,,10.0,14.0,24.0,,,0,,32.0,,,,
2019-20,8243586,19,45,Norwich_City,Away,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243586,19,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,1.0,8.0,5.0,19.0,24.0,,,,4.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,9.0,,,6.6,,1.0,,,,,,,1.0,17.0,,13.0,20.0,33.0,,,0,,38.0,,,,
2019-20,8243602,20,45,Norwich_City,Home,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243602,20,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,1.0,8.0,5.0,18.0,23.0,,1.0,,9.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,90.0,,,,,1.0,,,20.0,,2.0,6.7,1.0,5.0,,,,2.0,,,1.0,27.0,,20.0,22.0,42.0,,,0,,52.0,,,,
2019-20,8243619,21,45,Norwich_City,Home,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243619,21,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,12.0,6.0,8.0,14.0,,,2.0,5.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,9.0,,,6.6,2.0,2.0,,,8.3355907576217,1.0,,,,21.0,,12.0,11.0,23.0,2.625,,0,,28.0,,,,
2019-20,8243622,22,45,Norwich_City,Away,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243622,22,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,1.0,3.0,1.0,14.0,15.0,,,,8.0,,,,,,,1.0,,,,1.0,,,,,,,,90.0,,,,1.0,1.0,,,19.0,,,5.1,1.0,2.0,,,,,,,2.0,21.0,,14.0,20.0,34.0,,,0,,41.0,,,,
2019-20,8243632,23,45,Norwich_City,Home,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243632,23,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,3.0,1.0,21.0,22.0,,1.0,,7.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,16.0,,2.0,7.6,3.0,3.0,,,,2.0,,,,18.0,,11.0,27.0,38.0,,,0,,47.0,,,,
2019-20,8243628,24,45,Norwich_City,Away,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243628,24,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,,12.0,2.0,31.0,33.0,,,,10.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,11.0,,,6.2,1.0,1.0,,,,,,,,22.0,,6.0,38.0,44.0,,,0,,55.0,,,,
2019-20,8243642,25,45,Norwich_City,Away,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243642,25,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,,2.0,1.0,12.0,13.0,,1.0,,10.0,,,,,,,,1.0,,,,,,3.0,,,,,90.0,,,,,,,,13.0,,,8.4,3.0,6.0,,,,,,,,13.0,,10.0,16.0,26.0,,,0,,41.0,,,,
2019-20,8243651,26,45,Norwich_City,Home,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243651,26,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,10.0,5.0,13.0,18.0,,,,11.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,19.0,,,7.3,3.0,5.0,,,,,,,,28.0,,18.0,19.0,37.0,,,0,,47.0,,,,
2019-20,8243703,27,45,Norwich_City,Away,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243703,27,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,,1.0,,28.0,28.0,,,,4.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,3.0,,,6.4,1.0,3.0,,,,,,,,4.0,,1.0,30.0,31.0,,,0,,39.0,,,,
2019-20,8243697,28,45,Norwich_City,Home,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243697,28,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,6.0,6.0,15.0,21.0,,,,8.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,9.0,,,7.6,2.0,4.0,,,,1.0,,,,15.0,,14.0,16.0,30.0,,,0,,44.0,,,,
2019-20,8243685,29,45,Norwich_City,Away,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243685,29,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,1.0,8.0,5.0,36.0,41.0,,1.0,,10.0,,,,,,,,1.0,,,,,,3.0,,,,,90.0,,,,,,,,15.0,,,6.7,2.0,2.0,,,,,,,1.0,23.0,,18.0,38.0,56.0,,,0,,70.0,,,,
2019-20,8684143,30,45,Norwich_City,Home,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8684143,30,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,5.0,2.0,27.0,29.0,,,,12.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,17.0,,,7.1,3.0,6.0,,,,,,,,21.0,,13.0,33.0,46.0,,,0,,61.0,,,,
2019-20,8684159,31,45,Norwich_City,Home,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8684159,31,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,1.0,6.0,3.0,22.0,25.0,,1.0,,8.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,16.0,,1.0,7.0,1.0,4.0,,,,3.0,,,1.0,22.0,,17.0,24.0,41.0,,,0,,51.0,,,,
2019-20,8684171,32,45,Norwich_City,Away,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8684171,32,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,,11.0,4.0,30.0,34.0,,,,10.0,,,,,,,1.0,,1.0,,,,,,,,,,90.0,,,,,,,,17.0,,,5.5,3.0,4.0,,,,,1.0,,,27.0,,14.0,36.0,50.0,,,0,,62.0,,,,
2019-20,8692237,33,45,Norwich_City,Home,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8692237,33,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,4.0,1.0,32.0,33.0,,,,4.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,6.0,,,6.4,,1.0,,,,,,,,10.0,,5.0,34.0,39.0,,,0,,42.0,,,,
2019-20,8692246,34,45,Norwich_City,Away,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8692246,34,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,,7.0,2.0,29.0,31.0,,1.0,,7.0,,,,,,,,1.0,,,,,,,,,,,90.0,,,,,,,,7.0,,1.0,6.5,2.0,2.0,,,,1.0,,,,13.0,,7.0,31.0,38.0,,,0,,47.0,,1.0,,
2019-20,8692260,35,45,Norwich_City,Home,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8692260,35,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,3.0,,51.0,51.0,,,,7.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,6.0,,,6.2,2.0,3.0,,,,,,,,9.0,,3.0,54.0,57.0,,,0,,64.0,,,,
2019-20,8692270,36,45,Norwich_City,Away,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8692270,36,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,1.0,10.0,5.0,27.0,32.0,,,,8.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,16.0,,,7.4,4.0,5.0,,,,,,,1.0,25.0,,12.0,35.0,47.0,,,0,,57.0,,,,
2019-20,8692272,37,45,Norwich_City,Home,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8692272,37,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,16.0,10.0,19.0,29.0,,,,11.0,,,,,,,,1.0,,,,,,1.0,,1.0,,,90.0,,,,,,,,30.0,,,7.8,3.0,7.0,,,,1.0,,,,44.0,,32.0,26.0,58.0,,,0,,78.0,,1.0,,
2019-20,8692284,38,45,Norwich_City,Away,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8692284,38,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,,14.0,6.0,24.0,30.0,,,,8.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,15.0,,1.0,6.1,3.0,4.0,,,,2.0,,,,27.0,,15.0,29.0,44.0,,,0,,58.0,,,,
2019-20,8692284,38,45,Norwich_City,Away,892258,233849,Archie Mair,archie-mair,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
