season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243388,1,45,Norwich_City,Away,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243388,1,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,,9.0,3.0,22.0,25.0,,1.0,,12.0,,,,,,,,1.0,,,,,,2.0,,,,,90.0,,,,,,,,21.0,,,6.3,2.0,4.0,,,,2.0,,,,29.0,,19.0,27.0,46.0,,,0,,61.0,,,,
2019-20,8243421,2,45,Norwich_City,Home,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243421,2,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,7.0,3.0,24.0,27.0,,,,8.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,9.0,,,6.5,2.0,3.0,,,,1.0,,,,15.0,,9.0,27.0,36.0,,,0,,46.0,,,,
2019-20,8243423,3,45,Norwich_City,Home,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243423,3,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,3.0,1.0,20.0,21.0,,2.0,,6.0,,,,,,,,2.0,,,,,,,,,,,90.0,,,,,,,,15.0,,1.0,6.5,2.0,5.0,,,,2.0,,,,18.0,,10.0,26.0,36.0,,,0,,49.0,,1.0,,
2019-20,8243439,4,45,Norwich_City,Away,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243439,4,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,,2.0,1.0,13.0,14.0,,2.0,,8.0,,,,,,,,2.0,,,,,,,,,,,90.0,,,,,,,,6.0,,2.0,7.3,4.0,5.0,,,,3.0,,,,7.0,,6.0,13.0,19.0,,,0,,35.0,,,,
2019-20,8243446,5,45,Norwich_City,Home,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243446,5,45,Norwich_City,Home,14113,,Ralf Fährmann,ralf-fahrmann,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243446,5,45,Norwich_City,Home,18154,20480,Tim Krul,tim-krul,G,False,,,4.0,1.0,15.0,16.0,,1.0,,14.0,,,,,,,,1.0,,,,,,1.0,,,,,90.0,,,,,,,,22.0,,2.0,7.4,6.0,6.0,,,,2.0,,,,26.0,,20.0,18.0,38.0,,,0,,54.0,,,,
2019-20,8243447,6,45,Norwich_City,Away,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243447,6,45,Norwich_City,Away,18154,20480,Tim Krul,tim-krul,G,False,,,4.0,,18.0,18.0,,,,11.0,,,,,,,,2.0,,,,,,2.0,,,,,90.0,,,,,,,,17.0,,,6.9,3.0,4.0,,,,,,,,21.0,,14.0,21.0,35.0,,,0,,51.0,,2.0,,
2019-20,8243457,7,45,Norwich_City,Away,9037,18499,Michael McGovern,michael-mcgovern,G,True,,1.0,2.0,1.0,8.0,9.0,,,,6.0,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,12.0,,1.0,6.4,,,,,,1.0,,,1.0,14.0,,6.0,15.0,21.0,,,0,,26.0,,,,
2019-20,8243457,7,45,Norwich_City,Away,14113,,Ralf Fährmann,ralf-fahrmann,G,False,,,,,5.0,5.0,,,,4.0,,,,,,,,,,,,,,1.0,,,,,22.0,,,,,1.0,,,3.0,,,6.3,,1.0,,,,,,,,3.0,,,8.0,8.0,,,0,,12.0,,,,
2019-20,8243485,8,45,Norwich_City,Home,9037,18499,Michael McGovern,michael-mcgovern,G,False,,,2.0,2.0,8.0,10.0,,,,9.0,,,,,,,,,,1.0,,,,,,,,,90.0,,,,,1.0,1.0,,9.0,,1.0,7.0,4.0,7.0,,,,2.0,,,,11.0,,11.0,8.0,19.0,,,0,,35.0,,,,
2019-20,8243485,8,45,Norwich_City,Home,892258,233849,Archie Mair,archie-mair,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243477,9,45,Norwich_City,Away,9037,18499,Michael McGovern,michael-mcgovern,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
