playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,substituteOn,cleanSheets,penaltiesFaced,timePlayed,goalsConcededOutsideBox,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,winningGoal,duels,forwardPasses,recoveries,appearances,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,aerialDuels,aerialDuelsLost,duelsWon,penaltiesConceded,groundDuelsWon,savesFromPenalty,totalFoulsWon,goalkeeperSmother,drops,aerialDuelsWon,totalFoulsConceded,interceptions,substituteOff,successfulCrossesOpenPlay,fiftyFifty,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,successfulFiftyFifty,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,ownGoalScored,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,blocks,backwardPasses,throwInsToOwnPlayer,foulAttemptedTackle,expectedGoals,oboxBlocked,successfulCornersIntoBox,rightFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,hitWoodwork,secondGoalAssists,expectedGoalsFreekick,successfulLayoffs,cornersTakenInclShortCorners,throwInsToOppositionPlayer,shotsBlockedOutsideBox,throughBalls,clearancesOffTheLine,redCards2ndYellow,headedGoals,handballsConceded,goalAssists,penaltiesTaken,penaltyGoals,unsuccessfulLayoffs,foulWonPenalty,otherGoals
109745,Kepa Arrizabalaga,Goalkeeper,Arsenal,3,Spain,2020-21,1.0,0.003,0.0,3.0,6.0,3.0,7.0,6.0,44.0,205.0,46.0,1.0,1.0,2.0,1.0,585.0,1.0,125.0,4.0,1.0,7.9802,8.0,4.0,8.0,1.0,53.0,16.0,0.0,1.0,89.0,49.0,7.0,1.0,13.0,7.0,1.0,0.0,75.0,151.0,46.0,12.0,4.0,63.0,36.0,272.0,16.0,148.0,9.0,1.0,41.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20310,Willy Caballero,Goalkeeper,Southampton,20,Argentina,2020-21,,0.0001,0.0,,,,1.0,1.0,2.0,24.0,6.0,,,,,90.0,,20.0,,,1.5075,1.0,,3.0,,7.0,,0.0,,14.0,5.0,1.0,,,3.0,,0.0,8.0,17.0,2.0,,,3.0,2.0,26.0,2.0,22.0,,0.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228286,Édouard Mendy,Goalkeeper,Chelsea,8,Senegal,2020-21,4.0,0.0089,0.0,15.0,31.0,10.0,31.0,31.0,150.0,899.0,179.0,4.0,,16.0,3.0,2745.0,3.0,640.0,2.0,2.0,22.0082,14.0,11.0,25.0,2.0,289.0,57.0,0.0,11.0,341.0,208.0,31.0,,34.0,22.0,5.0,0.0,268.0,675.0,153.0,37.0,18.0,269.0,109.0,1121.0,57.0,715.0,26.0,2.0,140.0,60.0,1.0,6.0,2.0,7.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431019,Karlo Ziger,Goalkeeper,Chelsea U21,12943,Croatia,2020-21,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
