season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltySave,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767935,1,4,Newcastle_United,Home,8978,42758,Papiss Demba Cissé,papiss-demba-cisse,F,False,1.0,,1.0,14.0,5.0,18.0,2.0,,5.0,,,,,,,1.0,4.0,2.0,,,,,1.0,,,,2.0,,75.0,2.0,,,,,,,7.6,,,1.0,,1.0,1.0,3.0,,1.0,,18.0,7.0,22.0,3,2.0,37.0,4.0,,
2015-16,6767935,1,4,Newcastle_United,Home,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,True,,,,3.0,2.0,5.0,2.0,,,,,,,,,,4.0,2.0,,,2.0,,,,,,,,15.0,,,,,,,,6.5,,,,,,3.0,,,,,3.0,2.0,5.0,0,,9.0,,,2.0
2015-16,6767935,1,4,Newcastle_United,Home,345195,168580,Ayoze Pérez,ayoze-perez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767935,1,4,Newcastle_United,Home,581032,155513,Rolando Aarons,rolando-aarons,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767943,2,4,Newcastle_United,Away,8978,42758,Papiss Demba Cissé,papiss-demba-cisse,F,False,,,,8.0,4.0,12.0,,,2.0,,,,,,,1.0,2.0,,,,,,,,,,1.0,,54.0,,,,,,,,6.3,,,,,1.0,1.0,,,,1.0,15.0,6.0,21.0,0,,28.0,4.0,,
2015-16,6767943,2,4,Newcastle_United,Away,192144,128389,Aleksandar Mitrović,aleksandar-mitrovic,F,True,,,,3.0,,3.0,,2.0,1.0,,,,,,,,,5.0,,,,,,,,1.0,,,8.0,,,,,,,,6.9,,,,,,1.0,,,1.0,,5.0,,5.0,0,,9.0,,2.0,1.0
2015-16,6767943,2,4,Newcastle_United,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767943,2,4,Newcastle_United,Away,581032,155513,Rolando Aarons,rolando-aarons,F,True,,,,2.0,2.0,4.0,1.0,,1.0,,,,1.0,,,1.0,4.0,1.0,,,,,,,,,,,36.0,,1.0,,,,,,6.3,,,,,,1.0,,,,,3.0,2.0,5.0,0,1.0,13.0,3.0,,
2015-16,6767960,3,4,Newcastle_United,Away,8978,42758,Papiss Demba Cissé,papiss-demba-cisse,F,True,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1,,2.0,,,
2015-16,6767960,3,4,Newcastle_United,Away,148824,95434,Florian Thauvin,florian-thauvin,F,True,,,,2.0,2.0,4.0,,,,,,,1.0,,,1.0,4.0,2.0,,,1.0,,,,,,,,21.0,,,,,,,,6.2,,,,,1.0,2.0,1.0,,1.0,,3.0,4.0,6.0,0,,15.0,2.0,1.0,1.0
