season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576414,1,4,Newcastle_United,Home,113956,75115,Callum Wilson,callum-wilson,F,False,,,,6.0,3.0,9.0,2.0,1.0,,,,1.0,,,,1.0,4.0,1.0,,,,,1.0,,,,,,,85.0,2.0,,,,,,,8.0,,7.1,,,1.0,,,1.0,,,,1.0,8.0,4.0,12.0,4,,25.0,3.0,,,
2021-22,9576414,1,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576414,1,4,Newcastle_United,Home,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,1.0,,,25.0,8.0,32.0,2.0,,3.0,1.0,,,,,,4.0,8.0,13.0,,,,1.0,,,,,,4.0,,90.0,,,,,,,,18.0,,7.9,,,,,,12.0,4.0,,,,32.0,8.0,36.0,0,1.0,67.0,5.0,2.0,10.0,1.0
2021-22,9576414,1,4,Newcastle_United,Home,372336,114243,Jacob Murphy,jacob-murphy,F,False,2.0,,,15.0,8.0,21.0,,1.0,5.0,,,1.0,2.0,,,3.0,8.0,7.0,,,1.0,,1.0,,,,3.0,1.0,,90.0,1.0,,,1.0,,,,19.0,,6.3,,,1.0,,,6.0,3.0,,4.0,,22.0,14.0,33.0,3,2.0,70.0,1.0,,4.0,1.0
2021-22,9576209,2,4,Newcastle_United,Away,113956,75115,Callum Wilson,callum-wilson,F,False,,,,4.0,,4.0,7.0,2.0,1.0,,1.0,,,,,,13.0,5.0,,,5.0,,,,,,,1.0,,90.0,,,,,,,,3.0,,6.4,,,3.0,,2.0,1.0,,,,1.0,4.0,,4.0,3,2.0,18.0,2.0,1.0,,2.0
2021-22,9576209,2,4,Newcastle_United,Away,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576209,2,4,Newcastle_United,Away,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,1.0,8.0,9.0,17.0,,,2.0,,,1.0,,,,,5.0,5.0,,,1.0,,,,,,,,,90.0,,,,,,,,9.0,,6.6,,,,,,7.0,2.0,,1.0,1.0,13.0,9.0,20.0,1,,34.0,,2.0,3.0,
2021-22,9576209,2,4,Newcastle_United,Away,372336,114243,Jacob Murphy,jacob-murphy,F,False,,,,8.0,5.0,13.0,1.0,1.0,3.0,,,,,,,1.0,4.0,5.0,,,2.0,,,,,,,,,90.0,,,,,,,,15.0,,6.4,,,,,2.0,,3.0,,2.0,,17.0,6.0,20.0,0,3.0,45.0,,1.0,,
2021-22,9576383,3,4,Newcastle_United,Home,113956,75115,Callum Wilson,callum-wilson,F,False,,,,6.0,,6.0,3.0,2.0,4.0,,,,,,,2.0,5.0,6.0,,,,,1.0,,,,,,,69.0,2.0,,,,,,,15.0,,7.6,,,1.0,,,3.0,,,,1.0,13.0,,13.0,3,,28.0,5.0,1.0,3.0,
2021-22,9576383,3,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
