season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025016,1,4,Newcastle_United,Away,372336,114243,Jacob Murphy,jacob-murphy,F,True,,,,5.0,4.0,9.0,,,,2.0,,,,,,,1.0,1.0,,,0.0101676,,,,0.0,,,,,,,,0.27,0.81,0.37,0.04,0.71,12.0,,,,,,,3.0,,,6.5,,,,,,,1.0,1.0,,,,5.0,5.0,10.0,,,0,,14.0,,1.0,,
2025-26,14025016,1,4,Newcastle_United,Away,855647,201666,Harvey Barnes,harvey-barnes,F,False,3.0,,1.0,18.0,4.0,22.0,,,,3.0,1.0,,2.0,,,,3.0,2.0,,,0.327911,0.232,,1.0,0.0,,,,,,4.0,,0.69,3.72,1.62,0.23,3.26,89.0,,,,,,,14.0,,,6.9,,,1.0,,,1.0,2.0,5.0,,2.0,,25.0,4.0,29.0,,,3,,45.0,2.0,2.0,,
2025-26,14025016,1,4,Newcastle_United,Away,914902,232826,Anthony Gordon,anthony-gordon,F,False,,,1.0,10.0,3.0,13.0,2.0,1.0,,4.0,,1.0,4.0,1.0,,2.0,7.0,3.0,,,0.0268486,0.548,0.2534,2.0,0.0,,,,,,1.0,,0.71,3.91,1.17,0.5,3.65,90.0,2.0,,,,,,14.0,,,6.1,,,1.0,,,,2.0,1.0,,1.0,1.0,15.0,6.0,21.0,,,7,,39.0,2.0,1.0,1.0,
2025-26,14025016,1,4,Newcastle_United,Away,979232,449434,Anthony Elanga,anthony-elanga,F,False,1.0,,,12.0,6.0,18.0,,1.0,,3.0,,1.0,,,,,2.0,5.0,,,0.0553697,0.5738,0.3908,,0.0,,,,,,2.0,,0.57,3.8,1.17,0.46,2.53,78.0,1.0,,,,,,12.0,,,7.2,,,1.0,,,,3.0,5.0,,1.0,,15.0,6.0,21.0,,,2,,39.0,3.0,3.0,1.0,
2025-26,14025016,1,4,Newcastle_United,Away,1122603,538207,William Osula,william-osula,F,True,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,0.0173081,0.0348,,,0.0,,,,,,,,0.08,0.3,0.13,0.13,0.22,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1,,3.0,,,,
2025-26,14147154,2,4,Newcastle_United,Home,372336,114243,Jacob Murphy,jacob-murphy,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14147154,2,4,Newcastle_United,Home,855647,201666,Harvey Barnes,harvey-barnes,F,False,1.0,,1.0,9.0,2.0,11.0,,1.0,,2.0,1.0,,,,,,1.0,1.0,,,0.360177,,,,0.0,,,,,,1.0,,,,,,,76.0,,,,,,,4.0,,,7.2,,,,,,,1.0,2.0,,1.0,,11.0,2.0,13.0,,,0,,16.0,,,,
2025-26,14147154,2,4,Newcastle_United,Home,914902,232826,Anthony Gordon,anthony-gordon,F,False,,,,7.0,3.0,10.0,,3.0,,3.0,,2.0,,,,,2.0,9.0,,,0.0160035,0.5226,0.3189,2.0,0.0,,,,,,1.0,,,,,,,48.0,1.0,,,,,,2.0,,,6.2,,,2.0,,,,3.0,,,1.0,,8.0,4.0,12.0,,,3,,23.0,,3.0,3.0,
2025-26,14147154,2,4,Newcastle_United,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,1.0,,1.0,3.0,6.0,9.0,5.0,,,,,,,,,,6.0,,,,0.0591953,,,,0.0,,,,,,1.0,,,,,,,90.0,,,,,,,17.0,,,6.2,,,,,,1.0,1.0,10.0,,1.0,,8.0,8.0,16.0,,,0,,29.0,,,,
2025-26,14147154,2,4,Newcastle_United,Home,1122603,538207,William Osula,william-osula,F,True,,,,1.0,1.0,2.0,2.0,,,,,,,,,,4.0,1.0,,,0.00068531,0.1303,0.6873,3.0,0.0,1.0,,,,,,,,,,,,14.0,1.0,,,,,,1.0,,,7.4,,,,,,,1.0,,,,,2.0,1.0,3.0,,,1,,6.0,,,1.0,
