season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2018-19,7827868,1,4,Newcastle_United,Home,35532,57134,Salomón Rondón,salomon-rondon,F,True,,,,2.0,1.0,3.0,2.0,2.0,1.0,,,1.0,,,,1.0,4.0,2.0,,,,,,,1.0,,,,31.0,,,,,,,,5.0,,6.6,,,1.0,,,1.0,,,,,4.0,2.0,6.0,2,,11.0,,,,
2018-19,7827868,1,4,Newcastle_United,Home,69418,61316,Joselu,joselu,F,False,,,2.0,9.0,4.0,13.0,2.0,7.0,4.0,1.0,,1.0,,,,2.0,6.0,9.0,,,1.0,,1.0,,,1.0,2.0,,59.0,1.0,,,,,,,16.0,,7.8,,,,,1.0,1.0,,,2.0,,18.0,6.0,24.0,2,1.0,36.0,2.0,1.0,,1.0
2018-19,7827868,1,4,Newcastle_United,Home,335047,196118,Yoshinori Muto,yoshinori-muto,F,True,,,,1.0,1.0,2.0,,,,,,1.0,,,,,1.0,3.0,,,,,,,,,,,9.0,,,,,,,,3.0,,6.9,,,,,,4.0,1.0,,,,3.0,1.0,3.0,1,,10.0,,,3.0,
2018-19,7827868,1,4,Newcastle_United,Home,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,,12.0,1.0,13.0,1.0,,4.0,,,,1.0,,,2.0,6.0,5.0,,,,,,,,2.0,1.0,,81.0,1.0,1.0,,,,,,11.0,,7.1,,,,,,4.0,1.0,,,,13.0,2.0,14.0,1,2.0,37.0,5.0,1.0,2.0,
2018-19,7827898,2,4,Newcastle_United,Away,35532,57134,Salomón Rondón,salomon-rondon,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2018-19,7827898,2,4,Newcastle_United,Away,69418,61316,Joselu,joselu,F,False,,,,8.0,5.0,13.0,12.0,4.0,2.0,,,2.0,,,,2.0,15.0,9.0,,,,,,,,,,,90.0,,,,,,,,18.0,,6.7,,,1.0,,3.0,1.0,,,,,16.0,7.0,23.0,3,2.0,44.0,5.0,3.0,,1.0
2018-19,7827898,2,4,Newcastle_United,Away,335047,196118,Yoshinori Muto,yoshinori-muto,F,True,,,,1.0,2.0,3.0,1.0,2.0,4.0,,,,,,,1.0,4.0,2.0,,,2.0,,,,,,,,25.0,,,,,,,,6.0,,6.5,,,,,,,1.0,,,,4.0,3.0,6.0,0,,10.0,1.0,,,
2018-19,7827898,2,4,Newcastle_United,Away,345195,168580,Ayoze Pérez,ayoze-perez,F,False,,,,3.0,5.0,8.0,2.0,1.0,4.0,,1.0,,1.0,,,1.0,6.0,2.0,,,1.0,,,,,1.0,,,65.0,2.0,1.0,,,,,,10.0,,6.4,,,,,1.0,1.0,,,,,5.0,5.0,10.0,2,,26.0,5.0,1.0,,
2018-19,7827898,2,4,Newcastle_United,Away,372336,114243,Jacob Murphy,jacob-murphy,F,True,1.0,,1.0,1.0,3.0,3.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,20.0,,1.0,,,,,,5.0,,7.3,,,,,,,2.0,,1.0,,4.0,3.0,5.0,0,,15.0,,,,
2018-19,7827906,3,4,Newcastle_United,Home,35532,57134,Salomón Rondón,salomon-rondon,F,False,,,,6.0,4.0,10.0,4.0,1.0,4.0,,,,2.0,,,,7.0,2.0,,,1.0,,,,,1.0,,,62.0,,,,,,,,4.0,,6.6,,,1.0,,1.0,,,,,1.0,6.0,5.0,11.0,1,,21.0,3.0,1.0,,
2018-19,7827906,3,4,Newcastle_United,Home,69418,61316,Joselu,joselu,F,True,,,,2.0,6.0,8.0,1.0,,1.0,,,,,,,1.0,2.0,2.0,,,,,1.0,,,,,,28.0,1.0,,,,,,,3.0,,7.2,,,,,1.0,,,,,,3.0,7.0,10.0,1,2.0,18.0,,,,1.0
