season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243460,7,4,Newcastle_United,Away,18998,40142,Andy Carroll,andy-carroll,F,True,,,,3.0,3.0,6.0,,4.0,,,,,,,2.0,2.0,5.0,,,,,,,,,,27.0,,,,,,,5.0,,6.5,,,,,2.0,,,,,1.0,4.0,3.0,7.0,0,1.0,15.0,2.0,,,
2019-20,8243460,7,4,Newcastle_United,Away,335047,196118,Yoshinori Muto,yoshinori-muto,F,False,,,,4.0,,4.0,,,1.0,,,,,,2.0,2.0,1.0,,,,,,,,,,45.0,,,,,,,3.0,,6.2,,,,,,,,,1.0,,5.0,,5.0,0,,10.0,,1.0,,
2019-20,8243460,7,4,Newcastle_United,Away,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243476,8,4,Newcastle_United,Home,18998,40142,Andy Carroll,andy-carroll,F,True,,,,2.0,1.0,3.0,8.0,4.0,1.0,,,,,,,8.0,6.0,,,,,,,,,,34.0,,,,,,,6.0,,6.7,,,1.0,,2.0,,,,,,5.0,1.0,6.0,1,,17.0,3.0,2.0,,
2019-20,8243476,8,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243476,8,4,Newcastle_United,Home,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,,8.0,2.0,10.0,,1.0,6.0,,,1.0,,,,3.0,5.0,,,,,,,,,2.0,83.0,,,,,,,13.0,,6.7,,,1.0,,,7.0,1.0,,2.0,,16.0,2.0,17.0,2,,31.0,2.0,1.0,4.0,
2019-20,8243486,9,4,Newcastle_United,Away,18998,40142,Andy Carroll,andy-carroll,F,True,,,,1.0,2.0,3.0,1.0,4.0,,,,,,,1.0,2.0,5.0,,,,,,,,,,20.0,,,,,,,5.0,,6.7,,,,,,1.0,,,,,2.0,4.0,6.0,0,,10.0,1.0,1.0,1.0,
2019-20,8243486,9,4,Newcastle_United,Away,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,6.5,,,,,,,,,,,,,,0,,,,,,
2019-20,8243486,9,4,Newcastle_United,Away,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,2.0,,,9.0,2.0,9.0,,,6.0,,,,,,2.0,7.0,6.0,,,1.0,,,,,,3.0,85.0,,,,,,,14.0,,6.6,,,1.0,,,8.0,2.0,,,,11.0,4.0,13.0,1,,33.0,2.0,2.0,4.0,
2019-20,8243496,10,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,0,,2.0,1.0,,,
2019-20,8243496,10,4,Newcastle_United,Home,335047,196118,Yoshinori Muto,yoshinori-muto,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243496,10,4,Newcastle_United,Home,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,1.0,,1.0,10.0,5.0,14.0,3.0,2.0,4.0,,,3.0,,,2.0,9.0,11.0,,,,,,,,,1.0,89.0,,,,,,,16.0,,6.4,,,,,,11.0,3.0,,1.0,,16.0,5.0,18.0,3,,45.0,4.0,2.0,7.0,
2019-20,8243515,11,4,Newcastle_United,Away,18998,40142,Andy Carroll,andy-carroll,F,True,,,,1.0,2.0,3.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,8.0,,,,,,,2.0,,6.5,,,,,,,,,,,2.0,2.0,4.0,0,,5.0,1.0,,,
2019-20,8243515,11,4,Newcastle_United,Away,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243515,11,4,Newcastle_United,Away,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,2.0,12.0,1.0,13.0,2.0,,5.0,1.0,2.0,,,,,5.0,7.0,,,1.0,,,,,1.0,1.0,77.0,3.0,,,,,,10.0,,6.7,,,,,,7.0,,,4.0,,16.0,2.0,18.0,3,,35.0,2.0,2.0,5.0,
2019-20,8243509,12,4,Newcastle_United,Home,18998,40142,Andy Carroll,andy-carroll,F,True,,,,2.0,,2.0,1.0,3.0,1.0,,,,,,1.0,2.0,6.0,,,,,,,,,,14.0,,,,,,,4.0,,6.7,,,,,1.0,,,,2.0,,3.0,2.0,5.0,0,1.0,10.0,,2.0,,1.0
2019-20,8243509,12,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243509,12,4,Newcastle_United,Home,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,,7.0,,7.0,1.0,1.0,4.0,,1.0,1.0,2.0,,,8.0,7.0,,,2.0,,,,1.0,1.0,3.0,89.0,,1.0,,,,,14.0,,6.7,,,1.0,,1.0,7.0,3.0,,,,14.0,1.0,12.0,2,2.0,34.0,3.0,,4.0,1.0
2019-20,8243519,13,4,Newcastle_United,Away,18998,40142,Andy Carroll,andy-carroll,F,True,,,1.0,5.0,2.0,7.0,2.0,4.0,,,,,,,,2.0,6.0,,,,,,,,,1.0,27.0,1.0,,,,,,7.0,,7.0,,,,,,1.0,,,1.0,,9.0,2.0,11.0,1,1.0,19.0,2.0,,1.0,
2019-20,8243519,13,4,Newcastle_United,Away,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,18.0,,,,,,,1.0,,6.5,,,,,,,,,,,,,,0,1.0,4.0,,,,1.0
2019-20,8243519,13,4,Newcastle_United,Away,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,1.0,10.0,5.0,15.0,1.0,,9.0,,,1.0,1.0,,5.0,13.0,9.0,,,,,,,,1.0,,90.0,1.0,,,,,,22.0,,5.9,,,,,1.0,13.0,3.0,,2.0,,15.0,5.0,17.0,2,,52.0,4.0,2.0,7.0,
2019-20,8243532,14,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,1.0,1.0,2.0,2.0,1.0,,,,,,,1.0,3.0,1.0,,,,,,,,,,21.0,,,,,,,4.0,,6.4,,,,,1.0,,,,,,2.0,2.0,4.0,0,,7.0,1.0,,,
2019-20,8243532,14,4,Newcastle_United,Home,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,,4.0,3.0,7.0,1.0,,6.0,,,,,,2.0,5.0,10.0,,,1.0,,,,,,,80.0,1.0,,,,,,13.0,,7.1,,,,,,8.0,2.0,,1.0,1.0,7.0,7.0,12.0,1,1.0,33.0,,2.0,7.0,
2019-20,8243544,15,4,Newcastle_United,Away,18998,40142,Andy Carroll,andy-carroll,F,False,,,1.0,7.0,,7.0,5.0,9.0,,1.0,,,,,,6.0,10.0,,,1.0,1.0,,,,,1.0,72.0,,,,,,,10.0,,7.3,,,,,4.0,,,,2.0,,15.0,1.0,16.0,0,,23.0,1.0,1.0,,
2019-20,8243544,15,4,Newcastle_United,Away,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243544,15,4,Newcastle_United,Away,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,,7.0,5.0,12.0,1.0,1.0,7.0,,,,1.0,,7.0,13.0,3.0,,,1.0,,1.0,,,,1.0,81.0,1.0,,,,,,16.0,,6.1,,,,,,4.0,2.0,,1.0,,10.0,6.0,14.0,1,,32.0,2.0,1.0,1.0,
2019-20,8243552,16,4,Newcastle_United,Home,18998,40142,Andy Carroll,andy-carroll,F,True,1.0,,,6.0,3.0,8.0,2.0,8.0,1.0,,,,1.0,,,4.0,11.0,,,1.0,1.0,,,,,1.0,31.0,,,,,,,10.0,,7.2,,,,,3.0,,2.0,,1.0,,13.0,4.0,15.0,0,1.0,25.0,2.0,2.0,,1.0
2019-20,8243552,16,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243552,16,4,Newcastle_United,Home,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,,10.0,1.0,11.0,1.0,,6.0,,,,1.0,,1.0,10.0,14.0,,,,,,,,,1.0,89.0,1.0,,,,,,20.0,,6.9,,,,,,17.0,2.0,,,,16.0,1.0,15.0,1,1.0,50.0,4.0,3.0,10.0,1.0
2019-20,8243562,17,4,Newcastle_United,Away,18998,40142,Andy Carroll,andy-carroll,F,False,1.0,,,13.0,5.0,17.0,12.0,8.0,1.0,,1.0,,2.0,,1.0,16.0,11.0,,,3.0,,,,,,1.0,90.0,,,,,,,14.0,,6.5,,,2.0,,,1.0,2.0,,1.0,1.0,25.0,5.0,28.0,2,1.0,40.0,1.0,1.0,1.0,1.0
2019-20,8243562,17,4,Newcastle_United,Away,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,3.0,1.0,4.0,,,,,1.0,,,,,,1.0,,,,,,,,,,19.0,,,,,,,1.0,,6.3,,,1.0,,,1.0,,,,,3.0,1.0,4.0,1,,7.0,1.0,,1.0,
2019-20,8243562,17,4,Newcastle_United,Away,335047,196118,Yoshinori Muto,yoshinori-muto,F,True,,,,3.0,1.0,4.0,,,,,,,1.0,,,1.0,2.0,,,,,,,,,,10.0,,,,,,,,,6.6,,,,,,,,,,,3.0,1.0,4.0,0,2.0,6.0,,,,1.0
2019-20,8243569,18,4,Newcastle_United,Home,18998,40142,Andy Carroll,andy-carroll,F,False,,,1.0,8.0,6.0,14.0,2.0,6.0,2.0,,,1.0,1.0,,1.0,8.0,7.0,,,2.0,,,,,1.0,1.0,90.0,,,,,,,16.0,,6.6,,,1.0,,3.0,2.0,,,3.0,1.0,16.0,8.0,24.0,2,,43.0,3.0,1.0,,
2019-20,8243569,18,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,13.0,,,,,,,,,6.5,,,,,,,,,,,,,,0,,,,,,
2019-20,8243598,19,4,Newcastle_United,Away,18998,40142,Andy Carroll,andy-carroll,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243598,19,4,Newcastle_United,Away,232118,104547,Dwight Gayle,dwight-gayle,F,False,,,1.0,6.0,6.0,12.0,1.0,1.0,2.0,,1.0,,,,2.0,3.0,2.0,,,,,,,,,,59.0,,,,,,,6.0,,6.2,,,1.0,,,,,,1.0,,9.0,6.0,15.0,1,1.0,23.0,1.0,,,1.0
2019-20,8243591,20,4,Newcastle_United,Home,18998,40142,Andy Carroll,andy-carroll,F,False,,,2.0,15.0,3.0,18.0,5.0,24.0,2.0,,,4.0,,,1.0,7.0,28.0,1.0,,2.0,1.0,,,,,3.0,90.0,1.0,1.0,,,,,19.0,,7.6,,,,,3.0,2.0,,,3.0,1.0,29.0,4.0,33.0,5,,53.0,3.0,2.0,2.0,
2019-20,8243591,20,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,2.0,,2.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,16.0,,,,,,,3.0,,6.5,,,,,,,,,,,3.0,,3.0,0,,5.0,1.0,,,
2019-20,8243593,21,4,Newcastle_United,Home,18998,40142,Andy Carroll,andy-carroll,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243593,21,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243593,21,4,Newcastle_United,Home,335047,196118,Yoshinori Muto,yoshinori-muto,F,False,,,,5.0,3.0,8.0,3.0,,4.0,,,,,,,7.0,6.0,,,1.0,,,,,,1.0,90.0,,,,,,,8.0,,6.7,,,,,,6.0,1.0,,,,7.0,3.0,9.0,0,1.0,22.0,3.0,2.0,3.0,1.0
2019-20,8243625,22,4,Newcastle_United,Away,18998,40142,Andy Carroll,andy-carroll,F,True,,,,1.0,1.0,2.0,1.0,,1.0,,,,1.0,,,4.0,1.0,,,2.0,,,,,,,11.0,,,,,,,4.0,,6.4,,,,,1.0,2.0,1.0,,1.0,,4.0,1.0,4.0,0,,8.0,,,1.0,
2019-20,8243625,22,4,Newcastle_United,Away,232118,104547,Dwight Gayle,dwight-gayle,F,False,1.0,,,7.0,2.0,8.0,1.0,2.0,,,,,,,,1.0,4.0,,,,1.0,,,,1.0,2.0,28.0,,,,,,,2.0,,7.0,,,,,1.0,,1.0,,,,8.0,3.0,10.0,0,1.0,15.0,,1.0,,1.0
2019-20,8243611,23,4,Newcastle_United,Home,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,1.0,,,8.0,4.0,11.0,,,1.0,1.0,,,,,3.0,7.0,1.0,,,1.0,1.0,,,,,2.0,90.0,,,,,,,13.0,,6.8,,,1.0,,,4.0,1.0,,,,13.0,4.0,16.0,1,,35.0,2.0,,1.0,
2019-20,8243642,25,4,Newcastle_United,Home,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,2.0,11.0,8.0,19.0,,,5.0,,,2.0,,,3.0,3.0,10.0,,,,,,,,,1.0,79.0,3.0,1.0,,,,,11.0,,7.6,,,,,,6.0,4.0,,2.0,,16.0,8.0,20.0,5,1.0,49.0,2.0,3.0,6.0,1.0
2019-20,8243653,26,4,Newcastle_United,Away,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,1.0,16.0,5.0,21.0,2.0,1.0,7.0,2.0,,,1.0,,1.0,8.0,10.0,,,2.0,,,,1.0,2.0,3.0,90.0,,,,,,,12.0,,7.4,,,2.0,,,8.0,,,1.0,1.0,21.0,5.0,26.0,2,,50.0,3.0,3.0,6.0,
2019-20,8243733,27,4,Newcastle_United,Away,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,2.0,,2.0,,1.0,,,,,,,,,2.0,,,,,,,,,,19.0,,,,,,,1.0,,6.6,,,,,,,,,,,3.0,,3.0,0,1.0,5.0,,,,1.0
2019-20,8243733,27,4,Newcastle_United,Away,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,2.0,,2.0,13.0,5.0,16.0,1.0,,2.0,,,2.0,1.0,,1.0,4.0,9.0,,,1.0,,,,,2.0,2.0,90.0,,,,,,,14.0,,7.1,,,1.0,,,7.0,3.0,,2.0,,18.0,6.0,21.0,3,1.0,49.0,5.0,2.0,6.0,
2019-20,8243700,28,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,False,1.0,,1.0,6.0,4.0,9.0,7.0,1.0,,,,1.0,,,1.0,10.0,5.0,,,1.0,,,,,,1.0,90.0,1.0,,,,,,13.0,,7.0,,,2.0,,2.0,1.0,2.0,,1.0,1.0,12.0,6.0,16.0,4,1.0,33.0,2.0,3.0,,
2019-20,8243700,28,4,Newcastle_United,Home,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,True,,,,2.0,,2.0,,,3.0,,,,,,,1.0,,,,,,,,,,,12.0,1.0,,,,,,5.0,,6.6,,,,,,1.0,1.0,,,,4.0,1.0,4.0,1,,10.0,1.0,,,
2019-20,8243683,29,4,Newcastle_United,Away,232118,104547,Dwight Gayle,dwight-gayle,F,False,,,,6.0,,6.0,4.0,3.0,1.0,,3.0,1.0,1.0,,,6.0,5.0,,,1.0,,,,,,,90.0,3.0,,,,,,6.0,,5.8,,,1.0,,,,,,1.0,,11.0,,11.0,5,,21.0,1.0,2.0,,
2019-20,8243683,29,4,Newcastle_United,Away,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,,16.0,3.0,19.0,1.0,,2.0,1.0,,,2.0,,1.0,9.0,11.0,,,1.0,,1.0,,,1.0,2.0,90.0,1.0,,,,,,19.0,,7.8,,,,,,11.0,1.0,,1.0,,22.0,3.0,24.0,1,2.0,55.0,8.0,2.0,7.0,1.0
2019-20,8684150,30,4,Newcastle_United,Home,18998,40142,Andy Carroll,andy-carroll,F,True,,,,6.0,2.0,8.0,,1.0,1.0,,,,,,,2.0,1.0,,,1.0,,,,,,,11.0,,,,,,,2.0,,6.5,,,,,,1.0,,,,,7.0,2.0,9.0,0,,10.0,,,,
2019-20,8684150,30,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8684150,30,4,Newcastle_United,Home,335047,196118,Yoshinori Muto,yoshinori-muto,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8684150,30,4,Newcastle_United,Home,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,1.0,12.0,7.0,19.0,,,11.0,1.0,,,2.0,,6.0,11.0,9.0,,,1.0,,1.0,,,,1.0,79.0,1.0,,,,,,19.0,,7.0,,,,,,9.0,,,3.0,,16.0,8.0,24.0,1,,50.0,5.0,2.0,7.0,
2019-20,8684157,31,4,Newcastle_United,Home,18998,40142,Andy Carroll,andy-carroll,F,True,,,2.0,4.0,3.0,7.0,2.0,4.0,1.0,1.0,,,,,,3.0,5.0,,,1.0,1.0,,,,,2.0,26.0,,,,,,,7.0,,7.3,,,1.0,,1.0,,,,2.0,1.0,8.0,3.0,11.0,1,,19.0,3.0,1.0,,
2019-20,8684157,31,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,,2.0,2.0,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,23.0,1.0,,,,,,1.0,,7.1,,,,,,,,,,,,2.0,2.0,1,,4.0,1.0,,,
2019-20,8684157,31,4,Newcastle_United,Home,335047,196118,Yoshinori Muto,yoshinori-muto,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8684157,31,4,Newcastle_United,Home,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,4.0,12.0,5.0,17.0,3.0,,2.0,,,2.0,1.0,,,6.0,13.0,,,1.0,,,,,,1.0,90.0,,,,,,,14.0,,7.4,,,1.0,,2.0,11.0,4.0,,6.0,,20.0,6.0,22.0,3,,53.0,2.0,3.0,10.0,
2019-20,8684172,32,4,Newcastle_United,Away,18998,40142,Andy Carroll,andy-carroll,F,True,,,,7.0,4.0,11.0,2.0,5.0,2.0,,,,,,1.0,4.0,5.0,,,1.0,,,,,,,28.0,1.0,,,,,,4.0,,6.9,,,1.0,,2.0,,,,1.0,,9.0,4.0,13.0,2,,20.0,1.0,,,
2019-20,8684172,32,4,Newcastle_United,Away,232118,104547,Dwight Gayle,dwight-gayle,F,False,,,,2.0,4.0,6.0,7.0,1.0,,,,,1.0,,2.0,10.0,1.0,,,,,1.0,,,1.0,,62.0,1.0,,,,,,5.0,,6.9,,,,,,,,,,,3.0,4.0,7.0,1,,14.0,2.0,,,
2019-20,8684172,32,4,Newcastle_United,Away,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,,18.0,4.0,22.0,,1.0,3.0,2.0,,1.0,1.0,,1.0,3.0,3.0,,,1.0,3.0,,,,,3.0,62.0,1.0,,,,,,3.0,,8.3,,,,,,1.0,,,,,20.0,4.0,24.0,2,,29.0,,1.0,1.0,
2019-20,8692235,33,4,Newcastle_United,Home,18998,40142,Andy Carroll,andy-carroll,F,True,,,,2.0,4.0,6.0,1.0,1.0,,,,,,,1.0,3.0,1.0,,,1.0,,,,,,,9.0,,,,,,,2.0,,6.4,,,,,,,,,,,2.0,4.0,6.0,0,,8.0,1.0,,,
2019-20,8692235,33,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,False,,,,9.0,4.0,13.0,3.0,,2.0,1.0,,,,,,4.0,5.0,,,1.0,1.0,,,,,2.0,70.0,1.0,,,,,,2.0,,7.3,,,,,1.0,1.0,,,,,11.0,4.0,15.0,1,1.0,25.0,,3.0,1.0,
2019-20,8692235,33,4,Newcastle_United,Home,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,,,1.0,10.0,5.0,15.0,1.0,,4.0,,,,,,4.0,9.0,6.0,,,,,,,,,1.0,69.0,1.0,,,,,,14.0,,6.3,,,1.0,,,7.0,1.0,,2.0,,13.0,6.0,18.0,2,2.0,37.0,2.0,1.0,3.0,2.0
2019-20,8692240,34,4,Newcastle_United,Away,232118,104547,Dwight Gayle,dwight-gayle,F,True,,,,1.0,3.0,4.0,2.0,,3.0,,,,,,1.0,3.0,1.0,,,,,,,,,,24.0,,,,,,,4.0,,6.5,,,,,,,,,,,2.0,5.0,7.0,0,,11.0,,1.0,,
2019-20,8692240,34,4,Newcastle_United,Away,335047,196118,Yoshinori Muto,yoshinori-muto,F,True,,,,1.0,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,10.0,,,,,,,1.0,,6.5,,,,,,,,,,,2.0,,2.0,0,,2.0,,,,
2019-20,8692256,35,4,Newcastle_United,Away,232118,104547,Dwight Gayle,dwight-gayle,F,False,,,,6.0,1.0,7.0,7.0,2.0,1.0,1.0,,,,,,7.0,4.0,,,,,1.0,,,,1.0,78.0,2.0,,,,,,7.0,,7.7,,,1.0,,2.0,,,,,,12.0,1.0,13.0,3,1.0,24.0,1.0,1.0,,1.0
2019-20,8692256,35,4,Newcastle_United,Away,335047,196118,Yoshinori Muto,yoshinori-muto,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8692256,35,4,Newcastle_United,Away,347010,170137,Allan Saint-Maximin,allan-saint-maximin,F,False,1.0,,1.0,9.0,2.0,10.0,1.0,,7.0,,1.0,,,,2.0,6.0,9.0,,,,,,,,,1.0,90.0,1.0,,,,,,20.0,,6.5,,,,,,7.0,2.0,,2.0,1.0,14.0,3.0,15.0,1,1.0,43.0,8.0,4.0,4.0,1.0
2019-20,8692265,36,4,Newcastle_United,Home,232118,104547,Dwight Gayle,dwight-gayle,F,False,,,,9.0,3.0,12.0,4.0,4.0,3.0,,,1.0,,,2.0,6.0,7.0,,,,,,,1.0,,,69.0,,,,,,,8.0,,6.8,,,1.0,,,,,,,,12.0,3.0,15.0,2,2.0,27.0,3.0,1.0,,2.0
