playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,fiftyFifty,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,offsides,cleanSheets,goalsConcededOutsideBox,penaltyGoalsConceded,successfulLaunches,blocks,penaltiesConceded,throwInsToOppositionPlayer,lastPlayerTackle,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,ownGoalScored,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesSaved,savesFromPenalty,goals,awayGoals,homeGoals,rightFootGoals,leftFootGoals,handballsConceded,foulWonPenalty,clearancesOffTheLine,setPiecesGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals,secondGoalAssists,headedGoals,redCards2ndYellow
155569,Daniel Amartey,Defender,Leicester,13,Ghana,2022-23,0.0,0.0,1.0,42.0,0.448,15.0,,2.0,1.0,0.1386,18.0,6.0,2.0,72.0,20.0,,,7.0,18.0,96.0,,1107.0,,2.0,,60.0,1.0,,1.0,1610.0,1.0,,26.0,58.0,9.0,24.0,981.0,,9.0,21.964,5.0,70.0,27.0,,16.0,263.0,3.0,0.0,100.0,7.0,417.0,108.0,20.0,1.0,10.0,2.0,300.0,21.0,,6.0,,40.0,34.0,1092.0,4.0,1.0,114.0,8.0,3.0,365.0,7.0,8.0,,30.0,62.0,1289.0,4.0,2.0,,,5.0,711.0,4.0,1.0566,24.0,44.0,,,5.0,6.0,1.0,2.0,17.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194190,Harry Souttar,Defender,Leicester,13,Australia,2022-23,0.0,0.0,2.0,22.0,0.1012,15.0,2.0,2.0,,0.1028,15.0,6.0,1.0,61.0,12.0,1.0,,8.0,11.0,102.0,,548.0,,1.0,,44.0,,,2.0,991.0,2.0,,6.0,61.0,7.0,23.0,425.0,,15.0,16.2912,2.0,45.0,19.0,2.0,16.0,115.0,5.0,0.0,83.0,4.0,225.0,45.0,12.0,,6.0,,129.0,16.0,,,2.0,39.0,38.0,531.0,4.0,1.0,110.0,9.0,3.0,184.0,5.0,12.0,,21.0,24.0,674.0,2.0,,2.0,,12.0,317.0,1.0,1.3789,41.0,28.0,,1.0,1.0,3.0,1.0,1.0,12.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
220627,James Justin,Defender,Leicester,13,England,2022-23,0.0,0.0,0.0,66.0,0.4717,28.0,2.0,,,,20.0,3.0,,89.0,14.0,,2.0,16.0,14.0,126.0,14.0,682.0,2.0,,,55.0,,7.0,,1254.0,,,32.0,78.0,37.0,55.0,529.0,,9.0,20.8794,7.0,36.0,25.0,,34.0,211.0,29.0,0.0,144.0,18.0,246.0,64.0,14.0,,2.0,11.0,251.0,17.0,14.0,17.0,,89.0,23.0,666.0,3.0,4.0,184.0,18.0,6.0,68.0,8.0,15.0,,27.0,157.0,1023.0,104.0,2.0,,2.0,14.0,312.0,3.0,0.3077,37.0,44.0,7.0,2.0,4.0,8.0,1.0,2.0,6.0,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
93100,Jannik Vestergaard,Defender,Leicester,13,Denmark,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514284,Joe Wormleighton,Defender,Leicester,13,England,2022-23,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37642,Jonny Evans,Defender,Leicester,13,Northern Ireland,2022-23,0.0,0.0,1.0,25.0,0.1706,22.0,,1.0,,0.0518,13.0,1.0,,57.0,13.0,,,15.0,12.0,98.0,,787.0,,1.0,,39.0,,,1.0,1053.0,1.0,,13.0,46.0,8.0,20.0,642.0,,2.0,20.6811,1.0,49.0,28.0,,12.0,258.0,7.0,0.0,71.0,4.0,281.0,60.0,13.0,,8.0,,226.0,20.0,,,,32.0,26.0,764.0,,,104.0,5.0,,224.0,9.0,18.0,,47.0,24.0,917.0,1.0,2.0,,,12.0,463.0,8.0,0.1656,41.0,35.0,,1.0,1.0,8.0,1.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232620,Lewis Brunt,Defender,Leicester,13,England,2022-23,0.0,0.0,0.0,,0.0109,2.0,,,,,,,,2.0,1.0,,,2.0,,4.0,,16.0,,1.0,,,,,,22.0,,,,1.0,1.0,1.0,12.0,,,0.8915,,2.0,1.0,,,10.0,1.0,0.0,1.0,,3.0,1.0,1.0,,,,5.0,1.0,,,,1.0,,16.0,,,4.0,,,,,,,,3.0,24.0,5.0,,,,1.0,7.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244619,Luke Thomas,Defender,Leicester,13,England,2022-23,0.0,0.0,3.0,55.0,0.4839,26.0,1.0,,,,23.0,2.0,3.0,85.0,17.0,,,14.0,11.0,112.0,6.0,527.0,1.0,6.0,,25.0,,3.0,,1071.0,,,14.0,47.0,38.0,36.0,398.0,,3.0,17.8744,5.0,28.0,20.0,,41.0,160.0,7.0,0.0,102.0,16.0,267.0,69.0,17.0,,4.0,5.0,168.0,17.0,6.0,13.0,,77.0,11.0,510.0,2.0,1.0,155.0,19.0,6.0,20.0,12.0,27.0,,17.0,80.0,816.0,103.0,3.0,,1.0,10.0,250.0,9.0,0.0896,27.0,46.0,3.0,,2.0,3.0,3.0,2.0,4.0,,13.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
111931,Ricardo Pereira,Defender,Leicester,13,Portugal,2022-23,0.0,0.0,2.0,29.0,0.6116,12.0,1.0,1.0,1.0,0.1522,11.0,1.0,,35.0,10.0,1.0,,6.0,5.0,52.0,11.0,254.0,1.0,5.0,,16.0,,4.0,,453.0,,,11.0,25.0,20.0,20.0,194.0,,4.0,8.8052,6.0,18.0,11.0,,18.0,20.0,4.0,0.0,54.0,6.0,107.0,30.0,10.0,,4.0,1.0,98.0,8.0,12.0,4.0,,38.0,5.0,244.0,,,82.0,7.0,5.0,79.0,4.0,4.0,,8.0,48.0,399.0,46.0,2.0,,1.0,10.0,108.0,3.0,0.1208,17.0,26.0,4.0,,,3.0,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,1.0,,,,,,,,,,,,,
166477,Timothy Castagne,Defender,Leicester,13,Belgium,2022-23,0.0,0.0,3.0,163.0,2.194,79.0,5.0,6.0,4.0,0.4334,87.0,14.0,3.0,222.0,37.0,3.0,,45.0,36.0,290.0,43.0,1504.0,,1.0,,117.0,,15.0,4.0,3256.0,4.0,,62.0,170.0,80.0,115.0,1175.0,,53.0,53.3713,19.0,94.0,63.0,5.0,101.0,137.0,15.0,1.0,333.0,37.0,548.0,202.0,37.0,,43.0,14.0,597.0,45.0,43.0,31.0,5.0,216.0,55.0,1487.0,8.0,14.0,434.0,44.0,13.0,534.0,25.0,43.0,,39.0,285.0,2311.0,241.0,3.0,,,32.0,632.0,18.0,2.2171,68.0,156.0,15.0,6.0,7.0,18.0,4.0,8.0,13.0,2.0,29.0,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,,1.0,1.0,,,,,,,,,1.0,1.0,
481510,Victor Kristiansen,Defender,Leicester,13,Denmark,2022-23,0.0,0.0,2.0,55.0,0.6195,11.0,1.0,,1.0,,38.0,2.0,1.0,76.0,12.0,1.0,,8.0,11.0,111.0,15.0,364.0,,1.0,11.0,24.0,,8.0,,894.0,,,15.0,63.0,28.0,54.0,239.0,4.0,4.0,17.4583,6.0,22.0,21.0,1.0,40.0,108.0,9.0,0.0,118.0,12.0,185.0,53.0,12.0,,15.0,5.0,126.0,14.0,21.0,15.0,1.0,94.0,9.0,357.0,2.0,4.0,195.0,23.0,7.0,20.0,17.0,3.0,6.0,14.0,51.0,638.0,66.0,4.0,1.0,,15.0,135.0,10.0,0.0916,35.0,49.0,4.0,,,7.0,1.0,4.0,4.0,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218218,Wout Faes,Defender,Leicester,13,Belgium,2022-23,0.0,1.0,4.0,89.0,0.5876,67.0,2.0,3.0,,0.6738,56.0,11.0,2.0,151.0,31.0,2.0,,42.0,31.0,262.0,,1842.0,1.0,,,99.0,,,2.0,2787.0,2.0,,41.0,140.0,26.0,82.0,1503.0,,19.0,44.04,7.0,111.0,51.0,1.0,48.0,690.0,17.0,1.0,229.0,16.0,662.0,184.0,31.0,,23.0,3.0,358.0,37.0,,8.0,1.0,130.0,58.0,1789.0,8.0,,288.0,33.0,9.0,418.0,23.0,41.0,,77.0,72.0,2227.0,1.0,,,1.0,37.0,1222.0,14.0,1.2123,111.0,99.0,,,7.0,14.0,3.0,10.0,37.0,,,1.0,,,5.0,,,,2.0,,,,,5.0,,,,,,1.0,0.0,1.0,,,1.0,,,,,,,,,,1.0,1.0
218031,Çaglar Söyüncü,Defender,Leicester,13,Turkey,2022-23,0.0,0.0,2.0,26.0,0.0243,11.0,1.0,2.0,,0.2643,14.0,4.0,,34.0,7.0,,,5.0,6.0,65.0,,306.0,,1.0,,40.0,,,1.0,529.0,1.0,,16.0,43.0,3.0,19.0,223.0,,8.0,11.3093,1.0,29.0,13.0,1.0,10.0,95.0,4.0,0.0,69.0,1.0,125.0,42.0,7.0,,5.0,,56.0,7.0,,,1.0,29.0,24.0,292.0,2.0,,70.0,9.0,1.0,70.0,7.0,7.0,,18.0,16.0,395.0,,1.0,,,9.0,185.0,5.0,0.4155,31.0,24.0,,,,6.0,2.0,4.0,8.0,,,,,,2.0,,,,,,,,,2.0,,,,,,1.0,0.0,1.0,1.0,,,,,,,,,,,,,
