playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,hitWoodwork,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,interceptions,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,yellowCards,successfulLaunches,unsuccessfulLaunches,cleanSheets,penaltiesConceded,throwInsToOppositionPlayer,blocks,clearancesOffTheLine,headedGoals,leftFootGoals,foulWonPenalty,setPiecesGoals,penaltiesTaken,penaltyGoals,ownGoalScored,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,lastPlayerTackle
37402,Christian Fuchs,Defender,Leicester,13,Austria,2020-21,37.0,39.0,2.0,,,18.0,,9.0,19.0,524.0,,,0.0,2.0,1.0,,,13.0,2.0,22.0,,1.0,8.9188,1.0,,5.0,0.0,42.0,9.0,,2.0,10.0,3.0,,510.0,2.0,126.0,7.0,,48.0,14.0,,24.0,36.0,697.0,45.0,,233.0,,28.0,36.0,,1.0,0.1325,0.0,,,2.0,66.0,,,8.0,94.0,8.0,,33.0,,1.0,702.0,,42.0,11.0,406.0,2.0,30.0,9.0,24.0,228.0,79.0,2.0,0.0,212.0,,11.0,198.0,7.0,,46.0,20.0,0.0,1.0,,16.0,1.0,2.0,11.0,0.0842,4.0,6.0,10.0,3.0,1.0,16.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,
155569,Daniel Amartey,Defender,Leicester,13,Ghana,2020-21,28.0,25.0,1.0,1.0,0.1673,11.0,,12.0,13.0,454.0,1.0,,1.0,,4.0,,,16.0,,13.0,,,9.5047,,1.0,1.0,1.0,60.0,12.0,,2.0,1.0,5.0,,452.0,1.0,89.0,7.0,,196.0,3.0,,17.0,49.0,580.0,22.0,,286.0,,23.0,31.0,,,0.0668,0.0,,,2.0,39.0,,,8.0,62.0,1.0,,35.0,,,719.0,,32.0,12.0,375.0,6.0,24.0,12.0,12.0,51.0,60.0,4.0,0.0,158.0,,4.0,106.0,12.0,1.0,25.0,19.0,0.0,,1.0,12.0,2.0,,,0.3657,3.0,2.0,13.0,,,14.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,
220627,James Justin,Defender,Leicester,13,England,2020-21,107.0,76.0,3.0,3.0,2.3422,61.0,,23.0,32.0,1054.0,2.0,3.0,1.0,1.0,,1.0,1.0,42.0,4.0,117.0,,1.0,23.6088,19.0,2.0,38.0,1.0,103.0,23.0,2.0,14.0,52.0,28.0,,1047.0,4.0,343.0,37.0,,203.0,16.0,,27.0,218.0,1635.0,149.0,,422.0,,47.0,60.0,1.0,7.0,1.4179,0.0,,3.0,7.0,159.0,1.0,,23.0,206.0,52.0,,68.0,,7.0,2070.0,,143.0,56.0,821.0,36.0,44.0,25.0,65.0,288.0,250.0,26.0,1.0,345.0,,24.0,433.0,21.0,2.0,182.0,26.0,0.0,13.0,18.0,30.0,,1.0,9.0,2.1681,4.0,4.0,23.0,9.0,,19.0,10.0,,,,2.0,,,,,,,,,,,,,,,,,,
37642,Jonny Evans,Defender,Leicester,13,Northern Ireland,2020-21,64.0,64.0,,3.0,1.1745,25.0,1.0,28.0,37.0,1850.0,2.0,1.0,1.0,,,1.0,1.0,37.0,2.0,44.0,,3.0,26.396,8.0,,12.0,0.0,190.0,28.0,,1.0,,5.0,,1814.0,5.0,272.0,12.0,,471.0,18.0,,109.0,90.0,2101.0,2.0,,1160.0,1.0,114.0,113.0,,,0.3049,0.0,,,8.0,146.0,2.0,,28.0,260.0,,,130.0,,,2476.0,,137.0,10.0,1481.0,19.0,96.0,31.0,27.0,646.0,201.0,5.0,1.0,643.0,,13.0,430.0,29.0,,71.0,93.0,0.0,3.0,8.0,46.0,3.0,,11.0,1.6872,7.0,9.0,33.0,10.0,,,3.0,,2.0,,,,,,1.0,,,,,,,,,,,,,,
244619,Luke Thomas,Defender,Leicester,13,England,2020-21,64.0,29.0,2.0,3.0,1.1256,23.0,,14.0,15.0,405.0,1.0,,1.0,1.0,2.0,2.0,2.0,24.0,1.0,45.0,,4.0,13.5433,7.0,1.0,16.0,0.0,51.0,14.0,,12.0,14.0,24.0,,401.0,2.0,180.0,14.0,,19.0,10.0,,10.0,111.0,674.0,65.0,,119.0,1.0,30.0,38.0,,3.0,0.364,0.0,,1.0,5.0,85.0,,,12.0,115.0,11.0,,44.0,,3.0,969.0,,65.0,31.0,280.0,18.0,19.0,18.0,40.0,103.0,129.0,13.0,0.0,172.0,,9.0,174.0,17.0,1.0,85.0,20.0,0.0,5.0,6.0,17.0,5.0,1.0,4.0,0.2901,2.0,2.0,14.0,1.0,,9.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
111931,Ricardo Pereira,Defender,Leicester,13,Portugal,2020-21,84.0,47.0,3.0,4.0,0.548,31.0,1.0,15.0,21.0,464.0,,,0.0,1.0,5.0,2.0,2.0,13.0,,53.0,,1.0,14.5074,9.0,2.0,8.0,0.0,53.0,15.0,,16.0,11.0,32.0,,463.0,,186.0,22.0,,180.0,18.0,,10.0,102.0,757.0,57.0,,136.0,,22.0,43.0,,4.0,0.6511,0.0,,3.0,4.0,85.0,1.0,3.0,10.0,107.0,11.0,,24.0,2.0,4.0,958.0,,64.0,42.0,347.0,30.0,19.0,19.0,71.0,50.0,148.0,23.0,0.0,132.0,2.0,9.0,225.0,19.0,2.0,124.0,11.0,0.0,5.0,14.0,15.0,3.0,1.0,13.0,0.3266,3.0,1.0,11.0,2.0,,10.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
447373,Shane Flynn,Defender,Leicester,13,Ireland,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166477,Timothy Castagne,Defender,Leicester,13,Belgium,2020-21,107.0,71.0,2.0,3.0,1.5242,52.0,,27.0,35.0,1325.0,2.0,1.0,1.0,,,1.0,1.0,43.0,2.0,76.0,,3.0,30.6176,19.0,2.0,14.0,1.0,129.0,27.0,,13.0,37.0,24.0,,1315.0,3.0,312.0,32.0,,415.0,20.0,,25.0,255.0,1856.0,159.0,1.0,523.0,,35.0,76.0,,9.0,1.2697,0.0,,3.0,6.0,174.0,3.0,1.0,27.0,209.0,37.0,,84.0,,9.0,2346.0,,117.0,54.0,1091.0,40.0,50.0,37.0,64.0,240.0,224.0,24.0,1.0,415.0,,20.0,602.0,35.0,2.0,140.0,41.0,0.0,19.0,11.0,29.0,2.0,,13.0,1.1412,1.0,2.0,12.0,6.0,,9.0,5.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
232229,Vontae Daley-Campbell,Defender,Leicester,13,England,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15033,Wes Morgan,Defender,Leicester,13,Jamaica,2020-21,,,,,,,,3.0,,5.0,,,0.0,,3.0,,,,,,,,,,,,0.0,1.0,3.0,,,,,,5.0,,,,,,,,1.0,,6.0,,,1.0,,,,,,0.0005,0.0,,,,,,,,,,,,,,16.0,,,,4.0,,1.0,,,,,,0.0,5.0,,,4.0,,,,,0.0,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
