season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025013,1,91,Bournemouth,Away,548660,168991,Philip Billing,philip-billing,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025013,1,91,Bournemouth,Away,800419,200785,Tyler Adams,tyler-adams,M,False,,,1.0,9.0,19.0,28.0,,1.0,5.0,6.0,,,,3.0,,,,5.0,6.0,,,0.103165,,,1.0,0.0,,,,,4.0,,,0.86,4.19,2.41,0.44,2.87,89.0,,1.0,,,,,,12.0,,,6.7,,,,,48.738502644537,3.0,1.0,,,5.0,1.0,16.0,23.0,39.0,6.1213689585843,,0,5.0,58.0,,,,
2025-26,14025013,1,91,Bournemouth,Away,855731,111317,David Brooks,david-brooks,M,False,2.0,,,10.0,2.0,12.0,,,9.0,5.0,1.0,,2.0,4.0,,,1.0,7.0,4.0,,,0.191665,0.1857,,1.0,1.0,,,,,,3.0,,0.72,4.27,1.3,0.6,2.76,84.0,,,,,,,,13.0,1.0,,6.7,,,,,85.814912061586,,3.0,4.0,,,,15.0,3.0,18.0,65.026241141712,42.10271108848,2,2.0,34.0,2.0,,2.0,2.0
2025-26,14025013,1,91,Bournemouth,Away,892924,424044,Hamed Junior Traorè,hamed-junior-traore,M,True,,,,,2.0,2.0,2.0,,1.0,2.0,,,,,,,,3.0,1.0,,,1.052e-05,,,,1.0,,,,,,1.0,,0.17,1.19,0.38,0.06,0.73,16.0,,,,,,,,2.0,,,6.5,,,,,7.982607092924,1.0,1.0,1.0,,,,0.0,2.0,2.0,7.5947577548315,,0,1.0,7.0,,,,
2025-26,14025013,1,91,Bournemouth,Away,895576,201658,Marcus Tavernier,marcus-tavernier,M,False,,,2.0,20.0,7.0,27.0,1.0,1.0,12.0,10.0,,1.0,1.0,,,,2.0,5.0,8.0,,,0.0575432,0.3199,0.0675,,0.0,,,,,1.0,1.0,,0.73,5.12,2.26,0.35,3.07,90.0,1.0,,,,,,,19.0,2.0,,6.7,,,,,100.90069675047,6.0,5.0,5.0,,6.0,,26.0,9.0,35.0,23.549725502195,28.211221995257,2,3.0,65.0,1.0,1.0,3.0,3.0
2025-26,14025013,1,91,Bournemouth,Away,934354,437730,Antoine Semenyo,antoine-semenyo,M,False,,,2.0,5.0,2.0,7.0,6.0,5.0,9.0,3.0,,1.0,,,,,1.0,11.0,8.0,,,0.0190187,0.907,0.7474,2.0,0.0,2.0,,,,1.0,,,0.71,4.75,1.4,0.31,3.15,90.0,2.0,,,,,,,18.0,3.0,,8.7,,,1.0,,139.26215503034,,3.0,,,3.0,,11.0,4.0,15.0,65.572752839869,82.090040517598,3,1.0,37.0,3.0,1.0,1.0,1.0
2025-26,14025013,1,91,Bournemouth,Away,1104986,503139,Alex Scott,alex-scott,M,False,,,,3.0,16.0,19.0,1.0,2.0,8.0,2.0,,,,,,,1.0,4.0,6.0,,,0.00466704,,,1.0,0.0,,,,,1.0,,,0.99,4.3,1.97,0.17,1.95,74.0,,,,,,,,10.0,1.0,,6.5,,,,,83.991278905272,,3.0,3.0,,1.0,,7.0,16.0,23.0,23.777247285245,31.811470022619,0,,34.0,1.0,2.0,2.0,
2025-26,14025013,1,91,Bournemouth,Away,2007889,606775,Ben Winterburn,ben-winterburn,M,True,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,0.13,0.67,0.31,0.01,0.35,13.0,,,,,,,,1.0,,,6.3,,,,,,,,,,,,1.0,,1.0,,,0,,2.0,,,,
2025-26,14025062,2,91,Bournemouth,Home,322391,158499,Ryan Christie,ryan-christie,M,True,,,3.0,15.0,6.0,21.0,1.0,,,1.0,,,1.0,,,,,4.0,2.0,,,0.0225944,0.0561,,1.0,0.0,,,,,1.0,1.0,,,,,,,24.0,,,,,,,,5.0,,,6.9,,,,,,,2.0,,,3.0,,18.0,6.0,24.0,,,1,,30.0,,2.0,,
2025-26,14025062,2,91,Bournemouth,Home,800419,200785,Tyler Adams,tyler-adams,M,False,,,3.0,27.0,10.0,37.0,2.0,1.0,,3.0,,,,1.0,,,,5.0,5.0,,,0.0138636,0.0287,0.2252,2.0,0.0,,,,,1.0,,,,,,,,88.0,1.0,2.0,,,,,,5.0,,,7.0,,,,,,1.0,1.0,,,6.0,,29.0,12.0,41.0,,,1,2.0,55.0,1.0,2.0,1.0,1.0
