season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2017-18,7437080,1,91,Bournemouth,Away,11764,20037,Marc Pugh,marc-pugh,M,False,,,,11.0,9.0,20.0,1.0,,1.0,,,,1.0,,,1.0,4.0,,,,,,,,,,1.0,,45.0,,,,,,,,6.0,,6.1,,,,,,1.0,,,1.0,,14.0,9.0,23.0,0,,27.0,1.0,,,
2017-18,7437080,1,91,Bournemouth,Away,14695,15237,Andrew Surman,andrew-surman,M,False,,,3.0,66.0,27.0,93.0,2.0,4.0,5.0,,,,,,,,2.0,6.0,,,,,,,,,1.0,,90.0,,1.0,,,,,,13.0,,7.3,,,1.0,,2.0,,,,6.0,,76.0,30.0,106.0,1,1.0,112.0,,1.0,,1.0
2017-18,7437080,1,91,Bournemouth,Away,39121,48615,Harry Arter,harry-arter,M,False,,,8.0,68.0,30.0,98.0,,,4.0,,,,,,,1.0,3.0,3.0,,,1.0,,,,,2.0,,,90.0,,,,,,,,9.0,,7.3,,,1.0,,,1.0,,,12.0,,75.0,30.0,105.0,1,3.0,114.0,,,,3.0
2017-18,7437080,1,91,Bournemouth,Away,138261,90105,Ryan Fraser,ryan-fraser,M,False,1.0,,1.0,33.0,8.0,40.0,,,4.0,,,1.0,,,,2.0,2.0,3.0,,,,,,,,,2.0,,90.0,1.0,,,,,,,13.0,,7.1,,,,,,,6.0,,3.0,,42.0,8.0,44.0,2,1.0,62.0,1.0,2.0,,1.0
2017-18,7437080,1,91,Bournemouth,Away,185955,103912,Jordon Ibe,jordon-ibe,M,True,1.0,,,19.0,4.0,22.0,,,4.0,,,1.0,,,,2.0,4.0,4.0,,,,,,,,,,,45.0,,,,,,,,12.0,,6.6,,,,,2.0,2.0,4.0,,1.0,,25.0,5.0,26.0,1,2.0,42.0,,2.0,,2.0
2017-18,7437730,2,91,Bournemouth,Home,11764,20037,Marc Pugh,marc-pugh,M,True,1.0,,,8.0,3.0,10.0,1.0,,1.0,,,,,,,2.0,3.0,3.0,,,,,,,,1.0,,,30.0,,1.0,,,,,,8.0,,6.6,,,,,2.0,2.0,1.0,,1.0,,13.0,3.0,15.0,0,,28.0,1.0,1.0,2.0,
2017-18,7437730,2,91,Bournemouth,Home,14695,15237,Andrew Surman,andrew-surman,M,False,1.0,,6.0,26.0,23.0,48.0,4.0,1.0,4.0,,,,1.0,,,2.0,7.0,5.0,,,,,,,,2.0,,,90.0,,,,,,,,18.0,,6.9,,,,,5.0,,3.0,,10.0,1.0,38.0,26.0,61.0,0,3.0,79.0,1.0,1.0,,2.0
2017-18,7437730,2,91,Bournemouth,Home,39121,48615,Harry Arter,harry-arter,M,False,,,3.0,26.0,21.0,47.0,,1.0,10.0,,,2.0,2.0,,,,2.0,2.0,,,,,,,,1.0,,,90.0,,2.0,,,,,,14.0,,6.8,,,,,,,,,6.0,,38.0,22.0,60.0,2,,69.0,1.0,1.0,,
2017-18,7437730,2,91,Bournemouth,Home,138261,90105,Ryan Fraser,ryan-fraser,M,False,,,,9.0,3.0,12.0,1.0,,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,78.0,,,,,,,,15.0,,6.6,,,,,,,4.0,,1.0,,20.0,4.0,20.0,0,,31.0,2.0,2.0,,
2017-18,7437730,2,91,Bournemouth,Home,185955,103912,Jordon Ibe,jordon-ibe,M,False,2.0,,1.0,16.0,3.0,17.0,1.0,,4.0,,,,1.0,,,4.0,8.0,2.0,,,,,,,,,1.0,,60.0,,,,,,,,11.0,,6.2,,,,,2.0,3.0,2.0,,1.0,,19.0,4.0,21.0,0,,35.0,1.0,1.0,1.0,
