playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,oboxBlocked,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,rightFootGoals,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,iboxBlocked,groundDuels,aerialDuelsWon,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,expectedGoalsFreekick,offsides,shotsOnTargetOutsideBox,unsuccessfulLayoffs,penaltiesTaken,oboxTarget,leftFootGoals,freekickTotal,attemptsFromSetPieces,penaltyGoals,penaltiesConceded,secondGoalAssists,headedGoals,hitWoodwork,handballsConceded,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,successfulCornersIntoBox,foulWonPenalty,clearancesOffTheLine,penaltiesSaved,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox
96994,Bobby De Cordova-Reid,Forward,Cardiff,97,Jamaica,2018-19,0.0,0.0,0.0,85.0,2.0,1.0164,8.0,9.0,2.8496,17.0,19.0,2.0,74.0,27.0,2.0,19.0,16.0,89.0,4.0,311.0,5.0,,11.0,47.0,2.0,2.0,2.0,1422.0,2.0,36.0,70.0,7.0,26.0,59.0,217.0,54.0,1.0,1.0,27.421,14.0,,12.0,30.0,8.0,49.0,75.0,27.0,155.0,12.0,74.0,62.0,27.0,4.0,7.0,10.0,151.0,23.0,4.0,8.0,108.0,11.0,293.0,10.0,6.0,176.0,10.0,16.0,,66.0,5.0,3.0,5.0,96.0,541.0,,9.0,,7.0,73.0,4.0,4.0522,15.0,23.0,0.0879,11.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
122797,Callum Paterson,Forward,Cardiff,97,Scotland,2018-19,0.0,0.0,4.0,298.0,5.0,2.0603,11.0,8.0,3.6886,21.0,30.0,2.0,255.0,27.0,1.0,13.0,21.0,286.0,18.0,553.0,4.0,3.0,6.0,419.0,4.0,5.0,4.0,1996.0,4.0,217.0,257.0,9.0,37.0,55.0,254.0,87.0,,3.0,41.1014,22.0,5.0,28.0,41.0,8.0,81.0,78.0,30.0,555.0,20.0,300.0,65.0,27.0,2.0,7.0,11.0,226.0,32.0,18.0,8.0,136.0,202.0,548.0,22.0,9.0,367.0,14.0,6.0,2.0,125.0,41.0,8.0,13.0,50.0,857.0,,4.0,3.0,27.0,46.0,10.0,5.4749,31.0,24.0,,10.0,,6.0,,,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
75826,Danny Ward,Forward,Cardiff,97,England,2018-19,0.0,0.0,0.0,50.0,,0.1388,2.0,6.0,0.8439,2.0,9.0,,42.0,14.0,,6.0,4.0,42.0,2.0,92.0,1.0,1.0,10.0,69.0,,,4.0,440.0,4.0,38.0,39.0,5.0,4.0,8.0,48.0,20.0,,,10.4339,7.0,,9.0,14.0,1.0,12.0,17.0,6.0,89.0,2.0,29.0,11.0,14.0,,1.0,2.0,38.0,9.0,2.0,1.0,20.0,31.0,85.0,3.0,4.0,64.0,1.0,,1.0,26.0,2.0,,2.0,20.0,159.0,,5.0,1.0,,12.0,1.0,0.6129,,1.0,,3.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
45196,Gary Madine,Forward,Cardiff,97,England,2018-19,0.0,0.0,0.0,7.0,,0.0382,,,,1.0,,,2.0,5.0,,,,2.0,,12.0,,,5.0,6.0,,,,32.0,,3.0,5.0,1.0,,2.0,10.0,4.0,,1.0,3.0459,,,,3.0,,4.0,1.0,1.0,12.0,,6.0,2.0,5.0,,,,8.0,2.0,,,6.0,3.0,10.0,,,5.0,1.0,,,,2.0,,,5.0,18.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49806,Junior Hoilett,Forward,Cardiff,97,Canada,2018-19,0.0,0.0,4.0,200.0,6.0,1.6834,12.0,10.0,2.181,41.0,28.0,2.0,84.0,32.0,1.0,11.0,23.0,126.0,46.0,443.0,3.0,9.0,9.0,71.0,3.0,18.0,4.0,2142.0,4.0,52.0,121.0,8.0,58.0,102.0,302.0,63.0,,3.0,45.999,24.0,5.0,25.0,46.0,3.0,148.0,114.0,38.0,321.0,34.0,155.0,114.0,32.0,3.0,13.0,40.0,238.0,38.0,67.0,3.0,250.0,19.0,438.0,18.0,15.0,340.0,28.0,23.0,,68.0,35.0,33.0,15.0,106.0,961.0,3.0,10.0,9.0,23.0,97.0,28.0,3.6857,42.0,44.0,0.0632,8.0,3.0,,,3.0,,1.0,1.0,,,,,1.0,2.0,26.0,13.0,11.0,1.0,,,,,,,,,,,,,,,,
78911,Kadeem Harris,Forward,Cardiff,97,England,2018-19,0.0,0.0,1.0,28.0,4.0,0.3453,,3.0,0.3676,12.0,5.0,,25.0,13.0,,1.0,3.0,26.0,11.0,88.0,1.0,,10.0,12.0,1.0,4.0,2.0,366.0,2.0,9.0,27.0,,8.0,24.0,62.0,13.0,,,8.6629,6.0,,4.0,6.0,,19.0,23.0,5.0,55.0,3.0,14.0,10.0,13.0,1.0,7.0,9.0,53.0,6.0,11.0,,43.0,3.0,88.0,2.0,2.0,70.0,5.0,7.0,,19.0,4.0,3.0,,32.0,186.0,,1.0,,1.0,13.0,2.0,0.8022,1.0,5.0,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
82078,Kenneth Zohore,Forward,Cardiff,97,Denmark,2018-19,0.0,0.0,1.0,106.0,2.0,1.0471,4.0,8.0,1.7018,3.0,13.0,1.0,51.0,19.0,1.0,9.0,7.0,51.0,5.0,136.0,1.0,,12.0,116.0,1.0,2.0,5.0,746.0,5.0,75.0,68.0,1.0,7.0,27.0,84.0,38.0,,1.0,17.7119,11.0,,5.0,19.0,4.0,31.0,20.0,20.0,174.0,2.0,40.0,19.0,19.0,,1.0,3.0,71.0,18.0,5.0,4.0,58.0,41.0,133.0,5.0,12.0,99.0,2.0,5.0,2.0,40.0,13.0,2.0,1.0,36.0,265.0,,5.0,,,16.0,3.0,1.7173,,1.0,,4.0,2.0,3.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
76360,Nathaniel Méndez-Laing,Forward,Cardiff,97,Guatemala,2018-19,0.0,0.0,0.0,96.0,9.0,1.6314,5.0,10.0,3.0037,34.0,15.0,1.0,86.0,20.0,1.0,4.0,11.0,97.0,17.0,255.0,4.0,1.0,9.0,66.0,,9.0,6.0,986.0,6.0,43.0,89.0,5.0,39.0,66.0,152.0,55.0,1.0,1.0,20.1394,18.0,3.0,13.0,18.0,4.0,53.0,46.0,3.0,185.0,16.0,80.0,58.0,20.0,2.0,9.0,13.0,132.0,13.0,18.0,4.0,119.0,23.0,254.0,5.0,13.0,183.0,25.0,29.0,1.0,68.0,7.0,13.0,6.0,61.0,514.0,2.0,8.0,1.0,9.0,35.0,6.0,2.292,11.0,22.0,,3.0,,2.0,1.0,,2.0,,,1.0,,,,1.0,1.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,
113688,Oumar Niasse,Forward,Cardiff,97,Senegal,2018-19,0.0,0.0,0.0,154.0,,0.4716,7.0,7.0,2.4513,12.0,13.0,,65.0,18.0,,7.0,12.0,68.0,5.0,189.0,,4.0,6.0,116.0,1.0,,5.0,998.0,5.0,75.0,89.0,1.0,20.0,48.0,118.0,48.0,1.0,1.0,16.7944,6.0,,7.0,13.0,3.0,79.0,54.0,18.0,243.0,7.0,53.0,36.0,18.0,,9.0,20.0,99.0,12.0,5.0,3.0,127.0,41.0,185.0,6.0,19.0,205.0,3.0,21.0,,47.0,11.0,2.0,3.0,35.0,456.0,,10.0,4.0,,22.0,5.0,3.4413,3.0,4.0,,10.0,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
131403,Rhys Healey,Forward,Cardiff,97,England,2018-19,0.0,0.0,0.0,6.0,,0.018,1.0,,,1.0,,,4.0,3.0,,,,5.0,3.0,7.0,,1.0,3.0,2.0,,,,49.0,,1.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,,1.1633,1.0,,,1.0,,5.0,3.0,1.0,10.0,,1.0,1.0,3.0,,1.0,1.0,2.0,,3.0,,8.0,1.0,7.0,,2.0,16.0,,1.0,,1.0,1.0,,,2.0,25.0,2.0,,1.0,,,1.0,0.0351,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
