playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,punches,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,goals,offsides,awayGoals,oboxBlocked,substituteOn,iboxTarget,shotsOnTargetInBox,aerialDuelsLost,successfulCornersIntoBox,penaltyGoalsConceded,shotsBlockedInBox,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,tacklesWon,totalFoulsConceded,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,hitWoodwork,successfulCrossesOpenPlay,overruns,totalShots,goalAssists,successfulLayoffs,foulWonPenalty,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,unsuccessfulLayoffs,totalTouchesInOppositionBox,throwInsToOppositionPlayer,homeGoals,oboxTarget,tacklesLost,headedGoals,iboxBlocked,cornersWon,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,ownGoalScored,lastPlayerTackle,rightFootGoals,otherGoals,handballsConceded,setPiecesGoals,freekickTotal,attemptsFromSetPieces,secondGoalAssists,expectedGoalsFreekick,penaltiesConceded,penaltiesTaken,penaltyGoals,redCards2ndYellow,clearancesOffTheLine,savesMadeCaught,penaltiesFaced
451302,Altay Bayindir,Goalkeeper,Man Utd,1,Turkey,2025-26,1.0,0.0416,0.0,4.0,2.0,1.0,6.0,6.0,70.0,177.0,16.0,1.0,540.0,5.0,1.0,1.0,4.0,76.0,1.0,10.1622,1.0,17.0,7.0,11.0,1.0,28.0,13.0,3.0,0.0,6.0,1.0,1.0,124.0,39.0,6.0,2.0,1.0,25.0,10.0,5.0,1.0,0.0,24.0,144.0,72.0,1.0,7.0,2.0,25.0,31.0,225.0,61.0,82.0,11.0,0.0,69.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465247,Senne Lammens,Goalkeeper,Man Utd,1,Belgium,2025-26,1.0,0.0407,0.0,30.0,24.0,7.0,32.0,32.0,385.0,941.0,147.0,7.0,2880.0,11.0,5.0,,4.0,363.0,14.0,43.3866,,90.0,26.0,39.0,1.0,121.0,79.0,4.0,0.0,12.0,,3.0,662.0,225.0,32.0,3.0,,151.0,34.0,5.0,7.0,0.0,156.0,664.0,394.0,,75.0,15.0,158.0,193.0,1180.0,212.0,405.0,53.0,0.0,378.0,63.0,,,,1.0,,,,,,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,,8.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0
21205,Tom Heaton,Goalkeeper,Man Utd,1,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
