playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,offsides,awayGoals,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,homeGoals,oboxTarget,rightFootGoals,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,tacklesWon,blocks,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,handballsConceded,expectedGoals,secondGoalAssists,substituteOn,hitWoodwork,lastPlayerTackle,clearancesOffTheLine,cornersTakenInclShortCorners,unsuccessfulLayoffs,unsuccessfulCornersIntoBox,foulWonPenalty,ownGoalScored,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,leftFootGoals,redCards2ndYellow,penaltiesTaken,penaltyGoals
232185,Ismaïla Sarr,Forward,Crystal Palace,31,Senegal,2025-26,146.0,,1.1317,0.0,,18.0,,122.0,28.0,24.0,136.0,474.0,,,89.0,7.0,,2176.0,65.0,95.0,1.0,,71.0,330.0,,,4.0,30.6793,18.0,1.0,28.0,29.0,81.0,82.0,,42.0,1.0,241.0,,124.0,80.0,28.0,,9.0,239.0,28.0,152.0,24.0,0.0,,473.0,15.0,273.0,11.0,,,164.0,12.0,8.0,8.0,863.0,5.0,102.0,2.0,,2.0,14.0,32.0,3.0,11.0,21.0,4.0,9.6263,37.0,2.0,1.0,19.0,21.0,9.0,14.0,6.0,4.0,3.0,3.0,9.0,9.0,46.0,99.0,,7.0,21.0,3.0,3.0,6.0,20.0,1.0,21.0,63.0,7.0,16.0,9.0,4.0,104.0,5.0,6.0,4.0,3.0,10.9094,,4.0,4.0,,1.0,,1.0,,2.0,,,,,,2.0,,3.0,3.0
205533,Eddie Nketiah,Forward,Crystal Palace,31,England,2025-26,53.0,,0.4761,0.0,,8.0,,16.0,12.0,2.0,17.0,87.0,,,30.0,,,416.0,22.0,28.0,2.0,,20.0,69.0,,,2.0,9.5568,7.0,,10.0,12.0,31.0,23.0,,7.0,1.0,81.0,,17.0,17.0,12.0,,2.0,35.0,10.0,51.0,8.0,0.0,,86.0,3.0,68.0,5.0,,,16.0,7.0,2.0,1.0,216.0,,35.0,6.0,,2.0,1.0,6.0,,6.0,6.0,3.0,2.5883,9.0,1.0,,4.0,1.0,2.0,3.0,1.0,1.0,1.0,,3.0,3.0,10.0,26.0,,5.0,10.0,1.0,1.0,1.0,11.0,,1.0,22.0,5.0,3.0,6.0,1.0,31.0,,2.0,1.0,1.0,1.77,,10.0,,,,,1.0,,,,,,,,1.0,,,
242898,Brennan Johnson,Forward,Crystal Palace,31,Wales,2025-26,81.0,,0.2905,0.0,,29.0,,97.0,34.0,19.0,130.0,382.0,,,32.0,1.0,,1722.0,16.0,67.0,,,51.0,242.0,,,3.0,9.5975,18.0,2.0,32.0,24.0,65.0,85.0,,15.0,1.0,148.0,,115.0,56.0,34.0,,11.0,175.0,24.0,116.0,16.0,0.0,,360.0,18.0,251.0,9.0,,,79.0,20.0,4.0,10.0,702.0,17.0,95.0,15.0,,6.0,33.0,31.0,8.0,7.0,5.0,4.0,1.0731,16.0,2.0,1.0,9.0,37.0,2.0,14.0,1.0,,,18.0,,,44.0,59.0,1.0,1.0,24.0,1.0,,2.0,20.0,,51.0,32.0,1.0,11.0,18.0,1.0,103.0,8.0,14.0,,,1.0206,,15.0,,2.0,,23.0,1.0,12.0,,,8.0,,1.0,,,,,
231747,Jean-Philippe Mateta,Forward,Crystal Palace,31,France,2025-26,182.0,,1.3078,0.0,,10.0,,112.0,32.0,25.0,119.0,315.0,,,165.0,4.0,,2222.0,98.0,110.0,2.0,,43.0,185.0,,,1.0,33.7597,9.0,1.0,46.0,29.0,84.0,71.0,,19.0,3.0,292.0,,100.0,57.0,32.0,,5.0,133.0,27.0,127.0,67.0,0.0,,304.0,10.0,254.0,14.0,,,72.0,21.0,6.0,11.0,684.0,1.0,68.0,4.0,,2.0,7.0,13.0,5.0,7.0,32.0,1.0,13.2442,56.0,4.0,,18.0,6.0,12.0,18.0,2.0,2.0,3.0,5.0,17.0,17.0,31.0,88.0,,5.0,10.0,10.0,3.0,4.0,17.0,5.0,6.0,58.0,5.0,24.0,5.0,6.0,72.0,,13.0,2.0,4.0,14.5148,,7.0,1.0,,1.0,,7.0,,1.0,,,,,,3.0,,4.0,4.0
247412,Jørgen Strand Larsen,Forward,Crystal Palace,31,Norway,2025-26,230.0,,0.4376,0.0,,9.0,,165.0,36.0,26.0,175.0,493.0,,,203.0,2.0,,2316.0,123.0,121.0,6.0,,41.0,309.0,,,2.0,21.5611,9.0,,38.0,41.0,107.0,117.0,,21.0,0.0,351.0,,130.0,37.0,36.0,,6.0,208.0,35.0,148.0,80.0,0.0,,478.0,14.0,306.0,11.0,,,91.0,52.0,4.0,9.0,829.0,4.0,110.0,25.0,,4.0,10.0,42.0,,10.0,14.0,2.0,2.8182,34.0,4.0,1.0,51.0,3.0,4.0,10.0,1.0,1.0,,,6.0,6.0,33.0,97.0,,4.0,16.0,3.0,,3.0,16.0,1.0,3.0,43.0,4.0,20.0,3.0,7.0,155.0,1.0,16.0,1.0,1.0,2.9864,,10.0,3.0,,,,12.0,,,,,,,,,,2.0,1.0
485337,Evann Guessand,Forward,Crystal Palace,31,Cote d’Ivoire,2025-26,86.0,,0.6075,0.0,,24.0,,32.0,21.0,9.0,33.0,187.0,,,24.0,1.0,,916.0,13.0,69.0,1.0,,58.0,153.0,,,1.0,7.0583,3.0,,10.0,15.0,73.0,42.0,,20.0,0.0,155.0,,47.0,43.0,21.0,,11.0,105.0,14.0,131.0,11.0,0.0,,182.0,5.0,127.0,14.0,,,40.0,15.0,5.0,1.0,412.0,1.0,49.0,8.0,,0.0,1.0,7.0,,1.0,6.0,2.0,0.887,10.0,,2.0,5.0,11.0,1.0,1.0,0.0,,,,5.0,5.0,26.0,40.0,,1.0,12.0,1.0,,1.0,25.0,,11.0,53.0,1.0,4.0,13.0,3.0,58.0,,8.0,,,1.1899,,12.0,1.0,,,,1.0,,,,,,,,,,,
576980,Zach Marsh,Forward,Crystal Palace U21,18257,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631106,Ben Casey,Forward,Crystal Palace U21,18257,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672492,Joél Drakes-Thomas,Forward,Crystal Palace U21,18257,England,2025-26,2.0,,0.0043,0.0,,1.0,,3.0,2.0,,3.0,11.0,,,,,,7.0,,1.0,1.0,,1.0,8.0,,,,0.9854,,,,1.0,2.0,4.0,,,0.0,3.0,,3.0,2.0,2.0,,,6.0,,3.0,,0.0,,11.0,,4.0,,,,2.0,1.0,,,13.0,,2.0,1.0,,0.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,
