season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352303,1,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,2.0,21.0,38.0,59.0,,1.0,9.0,,,,,,,,2.0,3.0,,,0.0434716,0.0,0.0,1.0,,,,,,,1.0,,89.0,,,,,,,,8.0,,6.9,,,,1.0,1.0,,,5.0,,23.0,41.0,64.0,0,,81.0,1.0,2.0,,
2023-24,11352303,1,43,Manchester_City,Away,70996,61366,Kevin De Bruyne,kevin-de-bruyne,M,False,2.0,,,5.0,1.0,4.0,,,2.0,,,,,,,,1.0,,,,0.157048,0.0215,0.0,1.0,,,,,,,1.0,,23.0,,,,,,,,4.0,,6.8,,,1.0,,,3.0,,,,7.0,2.0,6.0,1,,12.0,,,,
2023-24,11352303,1,43,Manchester_City,Away,125274,88248,Stefan Ortega,stefan-ortega,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352303,1,43,Manchester_City,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,True,,,3.0,26.0,35.0,61.0,1.0,,1.0,1.0,,,,,,1.0,3.0,5.0,,,0.244406,0.0,0.0,1.0,,,,,,,1.0,,67.0,,,,,,,,4.0,,7.6,,,,,1.0,,,4.0,,28.0,36.0,64.0,0,2.0,76.0,,2.0,1.0,2.0
2023-24,11352303,1,43,Manchester_City,Away,149663,126184,Nathan Aké,nathan-ake,D,False,,,1.0,17.0,47.0,64.0,1.0,3.0,5.0,,,1.0,,,,,1.0,7.0,,,0.00782667,0.3107,0.0,,,,,,,2.0,,,79.0,,,,,,,,4.0,,7.4,,,,1.0,,,,2.0,,19.0,49.0,68.0,1,3.0,80.0,,1.0,,3.0
2023-24,11352303,1,43,Manchester_City,Away,149734,146941,Aymeric Laporte,aymeric-laporte,D,True,,,,4.0,7.0,11.0,,,2.0,,,,,,,,,,,,0.00053046,0.0358,0.024,,,,,,,,,,11.0,1.0,1.0,,,,,,,,7.0,,,,1.0,,,,,,4.0,7.0,11.0,1,,14.0,,,,
2023-24,11352303,1,43,Manchester_City,Away,189061,114283,Jack Grealish,jack-grealish,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352303,1,43,Manchester_City,Away,254491,121160,Ederson,ederson,G,False,,1.0,16.0,11.0,46.0,57.0,,,9.0,,,,,,,,,1.0,,,0.0145515,0.0,0.0,,,,0.0198,1.0,,,,,90.0,,,,,,,,13.0,,7.4,1.0,1.0,,,,,1.0,28.0,,20.0,50.0,70.0,0,,78.0,,1.0,,
2023-24,11352303,1,43,Manchester_City,Away,331209,165809,Bernardo Silva,bernardo-silva,M,False,,,3.0,27.0,34.0,61.0,1.0,,4.0,,,,,,,,2.0,1.0,,1.0,0.0301747,0.0,0.0,,,,,,,,,,90.0,,,,,,,,10.0,,6.7,,,,,1.0,3.0,,3.0,,36.0,34.0,67.0,0,1.0,75.0,,,,
2023-24,11352303,1,43,Manchester_City,Away,383560,211975,Manuel Akanji,manuel-akanji,D,False,,,2.0,20.0,69.0,89.0,1.0,4.0,2.0,,,,2.0,,,,3.0,7.0,,,0.0092708,0.0,0.0,,,,,,,,,,90.0,,1.0,,,,,,13.0,,7.1,,,,2.0,,1.0,,6.0,,27.0,75.0,101.0,0,3.0,109.0,,,,1.0
2023-24,11352303,1,43,Manchester_City,Away,786028,155405,Kalvin Phillips,kalvin-phillips,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352303,1,43,Manchester_City,Away,827606,220566,Rodri,rodri,M,False,,,5.0,48.0,59.0,107.0,,1.0,8.0,1.0,,1.0,,,,1.0,3.0,6.0,,1.0,0.168345,0.4995,1.2368,2.0,1.0,1.0,,,,,1.0,1.0,90.0,3.0,,,,,,,5.0,,9.2,,,,,,,,6.0,1.0,49.0,61.0,110.0,4,5.0,125.0,1.0,,,3.0
2023-24,11352303,1,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,7.0,2.0,9.0,2.0,1.0,3.0,,,1.0,,,,2.0,5.0,3.0,,,0.0531223,0.5692,1.1234,1.0,,2.0,,,,,2.0,,80.0,2.0,,,,,,,5.0,,8.7,,,1.0,1.0,,,,1.0,,9.0,2.0,11.0,4,,22.0,1.0,2.0,,
2023-24,11352303,1,43,Manchester_City,Away,855835,437468,Sergio Gómez,sergio-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352303,1,43,Manchester_City,Away,859765,209244,Phil Foden,phil-foden,M,False,,,,29.0,8.0,37.0,2.0,,2.0,,1.0,1.0,,,,3.0,6.0,2.0,,,0.147886,0.2934,0.3296,,,,,,,1.0,2.0,,90.0,1.0,,,,,,,17.0,,6.9,,,1.0,,2.0,3.0,,3.0,,39.0,9.0,45.0,3,,64.0,2.0,1.0,1.0,
