season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352303,1,43,Manchester_City,Away,944656,461358,Julián Alvarez,julian-alvarez,F,False,2.0,,1.0,22.0,13.0,33.0,3.0,1.0,2.0,,,1.0,1.0,,,1.0,6.0,3.0,,,0.374125,0.3462,0.0204,1.0,1.0,,,,,,6.0,,90.0,1.0,,,,,,,11.0,,8.1,,,1.0,,,5.0,,1.0,,28.0,15.0,38.0,3,1.0,55.0,2.0,1.0,,1.0
2023-24,11352303,1,43,Manchester_City,Away,964994,477424,Joško Gvardiol,josko-gvardiol,D,True,,,,3.0,2.0,5.0,,2.0,2.0,,,,,,,,,4.0,,,0.00079653,0.0,0.0,,,,,,,,,,11.0,,,,,,,,3.0,,7.0,,,,,,,,1.0,,5.0,2.0,7.0,0,2.0,14.0,1.0,,,2.0
2023-24,11352303,1,43,Manchester_City,Away,982780,244851,Cole Palmer,cole-palmer,M,True,,,,3.0,1.0,4.0,,,,,,,,,,,1.0,,,,0.0151772,0.0,0.0,1.0,,,,,,,,,10.0,,,,,,,,2.0,,6.5,,,,,,,,,,4.0,1.0,5.0,0,,6.0,1.0,,,
2023-24,11352303,1,43,Manchester_City,Away,1003334,432714,James McAtee,james-mcatee,M,True,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,,1.0,,,,
2023-24,11352303,1,43,Manchester_City,Away,1136731,477064,Rico Lewis,rico-lewis,D,False,,,1.0,16.0,17.0,33.0,2.0,,9.0,,,,,,,1.0,3.0,2.0,,,0.013439,0.0,0.0,,,,,,,1.0,,,79.0,,,,,,,,8.0,,6.6,,,,,1.0,,,4.0,,17.0,22.0,39.0,0,,48.0,,1.0,1.0,
2023-24,11352389,2,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,False,,,3.0,31.0,30.0,61.0,1.0,,3.0,,,,,,,1.0,3.0,4.0,,,0.0497545,0.0,0.0,1.0,,,,,,,1.0,,90.0,,,,,,,,10.0,,7.2,,,,,2.0,1.0,,4.0,1.0,37.0,31.0,67.0,0,1.0,80.0,1.0,1.0,2.0,
2023-24,11352389,2,43,Manchester_City,Home,125274,88248,Stefan Ortega,stefan-ortega,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352389,2,43,Manchester_City,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,1.0,63.0,28.0,91.0,,,4.0,,,2.0,,,,,3.0,5.0,,,0.0412039,0.096,0.0,3.0,,,,,,,,,90.0,,,,,,,,6.0,,7.3,,,,,2.0,,,2.0,,68.0,29.0,97.0,2,1.0,107.0,,2.0,2.0,1.0
2023-24,11352389,2,43,Manchester_City,Home,149663,126184,Nathan Aké,nathan-ake,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352389,2,43,Manchester_City,Home,189061,114283,Jack Grealish,jack-grealish,M,False,1.0,,1.0,23.0,13.0,35.0,1.0,,5.0,,,3.0,1.0,,,2.0,6.0,4.0,,,0.0410386,0.0861,0.0,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,14.0,,7.0,,,,1.0,2.0,2.0,,2.0,,32.0,14.0,44.0,3,2.0,66.0,1.0,1.0,1.0,1.0
2023-24,11352389,2,43,Manchester_City,Home,254491,121160,Ederson,ederson,G,False,,2.0,11.0,5.0,31.0,36.0,,,9.0,,,,,,,,,,,,0.0101358,0.0,0.0,,,,0.1101,1.0,,,1.0,,90.0,,,,,,,,11.0,,7.3,,1.0,,,,,2.0,22.0,,14.0,33.0,47.0,0,,52.0,,,,
2023-24,11352389,2,43,Manchester_City,Home,318941,171314,Rúben Dias,ruben-dias,D,False,,,2.0,25.0,56.0,81.0,,,3.0,,,,,,,,,2.0,,,0.0104468,0.0,0.0,,,,,,,,,,90.0,,,,,,,,5.0,,7.1,,,,2.0,,,,3.0,,28.0,57.0,85.0,0,1.0,91.0,,1.0,,1.0
2023-24,11352389,2,43,Manchester_City,Home,383560,211975,Manuel Akanji,manuel-akanji,D,False,,,1.0,28.0,29.0,57.0,,,8.0,,,,,,,,,1.0,,,0.0228457,0.0263,0.0,,,,,,,2.0,1.0,,90.0,,1.0,,,,,,3.0,,7.4,,,1.0,3.0,,,,2.0,,31.0,29.0,60.0,1,1.0,69.0,,,,
2023-24,11352389,2,43,Manchester_City,Home,786028,155405,Kalvin Phillips,kalvin-phillips,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352389,2,43,Manchester_City,Home,827606,220566,Rodri,rodri,M,False,,,9.0,66.0,56.0,122.0,,2.0,11.0,,,,1.0,,,,3.0,9.0,,1.0,0.0719335,0.0,0.0,2.0,,,,,,,,,90.0,,,,,,,,14.0,,7.7,,,,4.0,3.0,,,12.0,,76.0,59.0,135.0,0,3.0,149.0,1.0,1.0,3.0,2.0
2023-24,11352389,2,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,3.0,3.0,6.0,2.0,,,,,,,,,1.0,6.0,,,,0.0155269,0.4194,0.1463,2.0,,,,,,1.0,1.0,,90.0,2.0,,,,,,,10.0,,7.0,,,2.0,,1.0,,,,,7.0,4.0,11.0,4,,23.0,3.0,,,
2023-24,11352389,2,43,Manchester_City,Home,855835,437468,Sergio Gómez,sergio-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352389,2,43,Manchester_City,Home,859765,209244,Phil Foden,phil-foden,M,False,,,1.0,33.0,16.0,49.0,2.0,,9.0,,,2.0,,,,1.0,4.0,7.0,,,0.504146,0.273,0.6361,1.0,1.0,,,,,,7.0,,90.0,1.0,,,,,,,8.0,,8.9,,,,,3.0,1.0,,2.0,,37.0,18.0,54.0,3,,69.0,1.0,4.0,3.0,
2023-24,11352389,2,43,Manchester_City,Home,944656,461358,Julián Alvarez,julian-alvarez,F,False,,,,14.0,9.0,23.0,,,3.0,,,,1.0,,,,5.0,4.0,,,0.0225122,0.1071,0.5613,3.0,,1.0,,,,,2.0,,90.0,1.0,,,,,,,11.0,,7.5,,,,,3.0,3.0,,1.0,,20.0,10.0,27.0,1,1.0,43.0,3.0,1.0,2.0,1.0
2023-24,11352389,2,43,Manchester_City,Home,964994,477424,Joško Gvardiol,josko-gvardiol,D,False,,,3.0,16.0,34.0,50.0,,1.0,4.0,,,,2.0,,,,4.0,3.0,,,0.00555756,0.0,0.0,,,,,,,,,,90.0,,1.0,,,,,,11.0,,6.8,,,,,3.0,,,3.0,,18.0,39.0,57.0,0,1.0,74.0,1.0,,1.0,1.0
2023-24,11352389,2,43,Manchester_City,Home,982780,244851,Cole Palmer,cole-palmer,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352389,2,43,Manchester_City,Home,1003334,432714,James McAtee,james-mcatee,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352389,2,43,Manchester_City,Home,1065216,477555,Oscar Bobb,oscar-bobb,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352389,2,43,Manchester_City,Home,1086286,482769,Máximo Perrone,maximo-perrone,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352389,2,43,Manchester_City,Home,1136731,477064,Rico Lewis,rico-lewis,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352524,3,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,2.0,,3.0,44.0,26.0,68.0,1.0,,4.0,,,1.0,,,,,2.0,3.0,,,0.440851,0.0357,0.0,,,,,,,,3.0,,90.0,,,,,,,,16.0,,7.6,,,1.0,1.0,3.0,8.0,,5.0,,54.0,29.0,75.0,2,1.0,96.0,,,2.0,1.0
2023-24,11352524,3,43,Manchester_City,Away,125274,88248,Stefan Ortega,stefan-ortega,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352524,3,43,Manchester_City,Away,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,2.0,53.0,14.0,67.0,1.0,,7.0,1.0,,1.0,1.0,,,,3.0,3.0,,,0.383659,0.0661,0.0437,,,,,,,,2.0,,86.0,1.0,,,,,,,10.0,,7.7,,,,1.0,2.0,,,3.0,,60.0,15.0,75.0,2,1.0,86.0,1.0,1.0,1.0,1.0
2023-24,11352524,3,43,Manchester_City,Away,149663,126184,Nathan Aké,nathan-ake,D,False,,,,29.0,50.0,79.0,,2.0,5.0,,,,1.0,,,,1.0,4.0,,,0.0126724,0.0589,0.0,,,,,,,2.0,,,90.0,,,,,,,,2.0,,7.0,,,1.0,3.0,,,,1.0,,29.0,52.0,81.0,1,1.0,91.0,,1.0,,
2023-24,11352524,3,43,Manchester_City,Away,189061,114283,Jack Grealish,jack-grealish,M,False,1.0,,1.0,39.0,7.0,45.0,,1.0,6.0,1.0,,2.0,,,,,,7.0,,,0.469467,0.2874,0.0,,1.0,,,,,,6.0,,90.0,,,,,,,,9.0,,8.4,,,,,1.0,3.0,,1.0,,44.0,7.0,48.0,2,1.0,66.0,4.0,4.0,1.0,
2023-24,11352524,3,43,Manchester_City,Away,254491,121160,Ederson,ederson,G,False,,,3.0,,24.0,24.0,,1.0,4.0,,,,,,,,,1.0,,,9.828e-05,0.0,0.0,,,,-0.6398,,,,,,90.0,,,,,,,,6.0,1.0,6.3,,,,1.0,,,,9.0,,5.0,25.0,30.0,0,,34.0,,,,
2023-24,11352524,3,43,Manchester_City,Away,318941,171314,Rúben Dias,ruben-dias,D,False,1.0,,3.0,54.0,55.0,108.0,3.0,1.0,6.0,,,1.0,,1.0,,,3.0,3.0,,,0.0991476,0.0415,0.0,1.0,,,,,,,,,90.0,,1.0,,,,,,7.0,,7.7,,,,,,4.0,,3.0,,58.0,57.0,111.0,1,2.0,124.0,1.0,,,1.0
2023-24,11352524,3,43,Manchester_City,Away,331209,165809,Bernardo Silva,bernardo-silva,M,False,3.0,,2.0,36.0,10.0,43.0,,,1.0,1.0,,,,,,2.0,3.0,4.0,,,0.75842,0.0,0.0,,,,,,,,4.0,,90.0,,,,,,,,13.0,,7.5,,,,,2.0,4.0,,2.0,,43.0,10.0,49.0,0,1.0,66.0,1.0,2.0,1.0,1.0
2023-24,11352524,3,43,Manchester_City,Away,786028,155405,Kalvin Phillips,kalvin-phillips,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352524,3,43,Manchester_City,Away,827606,220566,Rodri,rodri,M,False,,,6.0,76.0,38.0,114.0,,2.0,12.0,,,,2.0,,,1.0,5.0,7.0,,,0.0906701,0.3105,0.4412,1.0,,1.0,,,,1.0,1.0,,90.0,2.0,,,,,,,8.0,,8.8,,,3.0,1.0,3.0,3.0,,6.0,1.0,79.0,40.0,116.0,5,3.0,136.0,1.0,,2.0,3.0
2023-24,11352524,3,43,Manchester_City,Away,839956,223094,Erling Haaland,erling-haaland,F,False,,,,4.0,2.0,6.0,,3.0,1.0,,3.0,1.0,,,,,,4.0,,,0.0142061,2.0662,0.8391,,,1.0,,,1.0,,1.0,,90.0,3.0,,,,,1.0,,8.0,,7.1,,,4.0,,1.0,,,,1.0,9.0,2.0,11.0,8,,24.0,3.0,,1.0,
2023-24,11352524,3,43,Manchester_City,Away,855835,437468,Sergio Gómez,sergio-gomez,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352524,3,43,Manchester_City,Away,859765,209244,Phil Foden,phil-foden,M,True,,,1.0,9.0,,9.0,,,1.0,,,1.0,,,,,1.0,2.0,,,0.175167,0.02,0.0,,1.0,,,,,,2.0,,12.0,,,,,,,,1.0,,7.2,,,,,2.0,,,1.0,,9.0,,9.0,1,1.0,14.0,,,1.0,1.0
2023-24,11352524,3,43,Manchester_City,Away,934386,248875,Jérémy Doku,jeremy-doku,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352524,3,43,Manchester_City,Away,944656,461358,Julián Alvarez,julian-alvarez,F,False,2.0,,2.0,25.0,9.0,32.0,,,2.0,,1.0,1.0,2.0,,,1.0,3.0,,,,0.181048,0.7103,1.1439,,,,,,,1.0,4.0,,90.0,3.0,,,,,,,21.0,,7.5,,,4.0,,,12.0,,2.0,,41.0,10.0,39.0,8,,70.0,2.0,,,
2023-24,11352524,3,43,Manchester_City,Away,964994,477424,Joško Gvardiol,josko-gvardiol,D,False,,,2.0,58.0,32.0,90.0,1.0,2.0,7.0,,,,,,,1.0,3.0,4.0,,,0.0384892,0.0,0.0,,,,,,,,2.0,,90.0,,,,,,,,11.0,,6.9,,,,,1.0,1.0,,5.0,,66.0,33.0,98.0,0,1.0,110.0,,1.0,,
2023-24,11352524,3,43,Manchester_City,Away,982780,244851,Cole Palmer,cole-palmer,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352524,3,43,Manchester_City,Away,1003334,432714,James McAtee,james-mcatee,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352524,3,43,Manchester_City,Away,1065216,477555,Oscar Bobb,oscar-bobb,M,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352524,3,43,Manchester_City,Away,1136731,477064,Rico Lewis,rico-lewis,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352594,4,43,Manchester_City,Home,716,17601,Scott Carson,scott-carson,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352594,4,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,False,,,4.0,32.0,48.0,80.0,,1.0,9.0,,,,,,,,,3.0,,,0.0335447,0.0,0.0,,,,,,,,,,90.0,,,,,,,,20.0,,7.0,,,,1.0,1.0,1.0,,7.0,,47.0,52.0,98.0,0,1.0,111.0,,,1.0,
2023-24,11352594,4,43,Manchester_City,Home,125274,88248,Stefan Ortega,stefan-ortega,G,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352594,4,43,Manchester_City,Home,136710,91651,Mateo Kovačić,mateo-kovacic,M,False,,,,29.0,20.0,49.0,,,3.0,,,,,,,,,1.0,,,0.0482318,0.0,0.0,,,,,,,1.0,1.0,,84.0,,,,,,,,4.0,,7.0,,,,1.0,,,,,,32.0,21.0,53.0,0,1.0,59.0,,,,1.0
2023-24,11352594,4,43,Manchester_City,Home,149663,126184,Nathan Aké,nathan-ake,D,False,,,2.0,25.0,47.0,72.0,2.0,4.0,7.0,,,,,,,,3.0,6.0,,,0.00980959,0.0292,0.3761,1.0,,1.0,,,,1.0,,,90.0,1.0,,,,,,,13.0,,7.6,,,,1.0,,,,5.0,,35.0,49.0,84.0,1,2.0,102.0,1.0,,,1.0
2023-24,11352594,4,43,Manchester_City,Home,254491,121160,Ederson,ederson,G,False,,1.0,7.0,2.0,36.0,38.0,,,3.0,,,,,,,,,,,,0.00022719,0.0,0.0,,,,0.9723,,,,,,90.0,,,,,,,,5.0,,7.1,3.0,3.0,,,,,1.0,12.0,,5.0,38.0,43.0,0,,48.0,,,,
2023-24,11352594,4,43,Manchester_City,Home,318941,171314,Rúben Dias,ruben-dias,D,False,,,5.0,29.0,71.0,100.0,1.0,2.0,2.0,,,,1.0,,,,3.0,8.0,,,0.0103706,0.0,0.0,1.0,,,,,,2.0,,,90.0,,,,,,,,1.0,,7.3,,,,1.0,,,,5.0,,30.0,71.0,101.0,0,4.0,114.0,,2.0,,2.0
2023-24,11352594,4,43,Manchester_City,Home,331209,165809,Bernardo Silva,bernardo-silva,M,True,,,1.0,12.0,9.0,21.0,,,2.0,,,,,,,,1.0,1.0,,,0.0131817,0.0,0.0,1.0,,,,,,,,,14.0,,,,,,,,1.0,,6.7,,,,,,,,1.0,,13.0,9.0,22.0,0,,23.0,,1.0,,
2023-24,11352594,4,43,Manchester_City,Home,383560,211975,Manuel Akanji,manuel-akanji,D,False,,,3.0,34.0,63.0,97.0,1.0,,6.0,,,,1.0,,,,3.0,5.0,,,0.190916,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,,8.0,,7.3,,,,2.0,,,,7.0,,41.0,64.0,105.0,0,2.0,116.0,,3.0,,2.0
2023-24,11352594,4,43,Manchester_City,Home,786028,155405,Kalvin Phillips,kalvin-phillips,M,True,,,2.0,5.0,8.0,13.0,,,1.0,,,,,,,,,2.0,,,0.007895,0.0,0.0,,,,,,,,,,13.0,,,,,,,,1.0,,6.9,,,,,1.0,,,2.0,,5.0,8.0,13.0,0,1.0,16.0,1.0,,1.0,1.0
2023-24,11352594,4,43,Manchester_City,Home,827606,220566,Rodri,rodri,M,False,,,9.0,38.0,47.0,85.0,,1.0,3.0,,,,,,,1.0,4.0,3.0,,,0.0818394,0.0,0.0,4.0,,,,,,1.0,,,76.0,,,,,,,,8.0,,7.1,,,,2.0,1.0,,,11.0,,43.0,49.0,92.0,0,1.0,99.0,,,1.0,
2023-24,11352594,4,43,Manchester_City,Home,839956,223094,Erling Haaland,erling-haaland,F,False,,,,3.0,1.0,4.0,1.0,,1.0,1.0,,,,,,,3.0,,,,0.0975112,1.5768,2.1437,1.0,1.0,3.0,,,,,2.0,,90.0,3.0,,,,,,,5.0,,9.6,,,1.0,2.0,1.0,,,,,4.0,2.0,6.0,4,,17.0,2.0,,,
2023-24,11352594,4,43,Manchester_City,Home,855835,437468,Sergio Gómez,sergio-gomez,D,True,,,,5.0,4.0,9.0,1.0,,1.0,,,,,,,,1.0,2.0,,,0.075588,0.0,0.0,,1.0,,,,,,1.0,,14.0,,,,,,,,1.0,,7.3,,,,,2.0,,,,,6.0,4.0,10.0,0,,13.0,,,2.0,
2023-24,11352594,4,43,Manchester_City,Home,859765,209244,Phil Foden,phil-foden,M,False,2.0,,,17.0,18.0,33.0,,,4.0,,,,1.0,,,1.0,4.0,4.0,,,0.0176175,0.0,0.0,,1.0,,,,,,1.0,,89.0,,,,,,,,15.0,,6.9,,,,,4.0,4.0,,1.0,,25.0,19.0,40.0,0,1.0,55.0,3.0,1.0,2.0,
2023-24,11352594,4,43,Manchester_City,Home,934386,248875,Jérémy Doku,jeremy-doku,M,False,1.0,,1.0,10.0,10.0,19.0,,,4.0,,,,,,,2.0,3.0,8.0,,,0.0146129,0.0,0.0,,,,,,,2.0,,,76.0,,,,,,,,11.0,,7.2,,,,,3.0,3.0,,1.0,1.0,16.0,10.0,23.0,0,3.0,43.0,2.0,3.0,2.0,2.0
2023-24,11352594,4,43,Manchester_City,Home,944656,461358,Julián Alvarez,julian-alvarez,F,False,,,2.0,17.0,11.0,28.0,,,3.0,,,1.0,1.0,,,2.0,6.0,3.0,,,0.020661,0.6538,0.8622,3.0,,1.0,,,,,,,89.0,1.0,,,,,,1.0,11.0,,8.0,,,,,1.0,1.0,,2.0,,24.0,12.0,35.0,2,1.0,48.0,,1.0,1.0,1.0
2023-24,11352594,4,43,Manchester_City,Home,945122,465351,Matheus Nunes,matheus-nunes,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352594,4,43,Manchester_City,Home,964994,477424,Joško Gvardiol,josko-gvardiol,D,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
