season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2019-20,8243446,5,43,Manchester_City,Away,138892,121145,João Cancelo,joao-cancelo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243446,5,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,False,,,3.0,60.0,23.0,83.0,1.0,5.0,6.0,,,,,,,1.0,7.0,,1.0,,,,,,,1.0,,90.0,,,,,,,,7.0,,6.5,,,,2.0,,,,6.0,,65.0,25.0,90.0,0,1.0,97.0,,1.0,,1.0
2019-20,8243446,5,43,Manchester_City,Away,158213,103025,Riyad Mahrez,riyad-mahrez,M,True,2.0,,,5.0,1.0,4.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,1.0,,17.0,,,,,,,,4.0,,6.8,,,,,,4.0,,,,8.0,1.0,5.0,0,1.0,13.0,1.0,,,
2019-20,8243446,5,43,Manchester_City,Away,254491,121160,Ederson,ederson,G,False,,,6.0,4.0,13.0,17.0,,,6.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,1.0,,5.7,,,,,,,,7.0,,5.0,13.0,18.0,0,,21.0,,,,
2019-20,8243446,5,43,Manchester_City,Away,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,False,,,3.0,72.0,23.0,95.0,1.0,2.0,5.0,,,2.0,1.0,,,5.0,6.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,16.0,,6.6,,,,2.0,2.0,3.0,,3.0,,85.0,23.0,105.0,2,3.0,131.0,2.0,,1.0,2.0
2019-20,8243446,5,43,Manchester_City,Away,331209,165809,Bernardo Silva,bernardo-silva,M,False,1.0,,,36.0,5.0,40.0,1.0,,6.0,2.0,,2.0,1.0,,,4.0,9.0,,,1.0,1.0,,,,2.0,2.0,,73.0,,,,,,,,14.0,,7.8,,,,,6.0,8.0,,,,49.0,5.0,46.0,2,3.0,75.0,,1.0,5.0,2.0
2019-20,8243446,5,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,1.0,8.0,1.0,9.0,2.0,1.0,3.0,,,1.0,,,2.0,4.0,4.0,,,,1.0,,,,1.0,1.0,,33.0,1.0,,,,,,,5.0,,7.3,,,1.0,,3.0,,,1.0,,10.0,1.0,11.0,3,,24.0,1.0,,3.0,
2019-20,8243446,5,43,Manchester_City,Away,827606,220566,Rodri,rodri,M,False,,,6.0,51.0,17.0,68.0,1.0,4.0,15.0,,,,3.0,,2.0,8.0,16.0,,,2.0,,1.0,,,,2.0,,90.0,2.0,,,,,,,12.0,,8.2,,,,,5.0,,,8.0,,59.0,18.0,77.0,2,4.0,97.0,1.0,3.0,5.0,2.0
2019-20,8243446,5,43,Manchester_City,Away,859765,209244,Phil Foden,phil-foden,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243459,6,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,,,3.0,51.0,29.0,80.0,1.0,,6.0,,,2.0,2.0,,1.0,4.0,6.0,,,,,1.0,,,,2.0,,90.0,1.0,,,,,,,11.0,,8.2,,,1.0,,3.0,1.0,,3.0,,59.0,30.0,88.0,4,1.0,103.0,,2.0,3.0,
2019-20,8243459,6,43,Manchester_City,Home,13249,33148,Claudio Bravo,claudio-bravo,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243459,6,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,,,7.0,34.0,43.0,77.0,,1.0,10.0,,,,,,,,3.0,,,,,,,,,,,90.0,,1.0,,,,,,6.0,,7.5,,,,1.0,,,,8.0,,34.0,48.0,82.0,0,2.0,91.0,1.0,,,2.0
2019-20,8243459,6,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,25.0,6.0,31.0,,1.0,4.0,2.0,3.0,,,,2.0,2.0,5.0,,,,1.0,1.0,,2.0,1.0,3.0,,90.0,1.0,,,,,,,11.0,,7.5,,,5.0,,3.0,,,,,32.0,8.0,40.0,6,1.0,55.0,,,3.0,1.0
2019-20,8243459,6,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,False,,,3.0,20.0,15.0,35.0,,1.0,3.0,,,,,,,,2.0,,,,,,,,2.0,,,54.0,,,,,,,,7.0,,7.0,,,1.0,,1.0,1.0,,4.0,1.0,25.0,16.0,40.0,1,,50.0,,,1.0,
2019-20,8243459,6,43,Manchester_City,Home,45853,59859,İlkay Gündoğan,ilkay-gundogan,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243459,6,43,Manchester_City,Home,70996,61366,Kevin De Bruyne,kevin-de-bruyne,M,False,5.0,,4.0,44.0,19.0,58.0,1.0,,2.0,3.0,1.0,,2.0,,1.0,4.0,5.0,,,,2.0,1.0,,,,8.0,,90.0,1.0,,,,,,,12.0,,10.0,,,3.0,1.0,4.0,6.0,,6.0,,54.0,19.0,67.0,4,,89.0,,1.0,4.0,
2019-20,8243459,6,43,Manchester_City,Home,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,2.0,11.0,33.0,44.0,,1.0,1.0,,,1.0,1.0,,,1.0,4.0,,,,,1.0,,,1.0,,,63.0,1.0,,,,,,,2.0,,7.6,,,,,,,,2.0,,11.0,35.0,46.0,2,3.0,52.0,,,,2.0
2019-20,8243459,6,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243459,6,43,Manchester_City,Home,138892,121145,João Cancelo,joao-cancelo,D,True,,,1.0,22.0,8.0,30.0,1.0,,2.0,,,,,,,2.0,1.0,,,,,,,,,,,36.0,,,,,,,,5.0,,6.7,,,,,1.0,1.0,,2.0,,24.0,10.0,33.0,0,1.0,38.0,,,,1.0
2019-20,8243459,6,43,Manchester_City,Home,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,,,2.0,24.0,18.0,42.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,45.0,,,,,,,,13.0,,6.6,,,,,1.0,4.0,,3.0,,34.0,20.0,50.0,0,,63.0,,,,
2019-20,8243459,6,43,Manchester_City,Home,158213,103025,Riyad Mahrez,riyad-mahrez,M,False,1.0,,3.0,41.0,9.0,49.0,,,1.0,1.0,1.0,1.0,1.0,,2.0,5.0,7.0,,,,1.0,1.0,,1.0,,5.0,,90.0,2.0,,,,,,1.0,12.0,,9.1,,,1.0,,5.0,3.0,,3.0,1.0,47.0,9.0,53.0,4,2.0,79.0,1.0,2.0,3.0,1.0
2019-20,8243459,6,43,Manchester_City,Home,254491,121160,Ederson,ederson,G,False,,,2.0,,22.0,22.0,,,7.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,90.0,,,,,,,,1.0,,7.9,3.0,4.0,,,,,,3.0,,1.0,22.0,23.0,0,1.0,35.0,,,,1.0
2019-20,8243459,6,43,Manchester_City,Home,331209,165809,Bernardo Silva,bernardo-silva,M,False,1.0,,1.0,40.0,15.0,54.0,,1.0,4.0,,,,,,1.0,3.0,8.0,,,2.0,,3.0,,,,2.0,,90.0,4.0,,,,,,,6.0,,10.0,,,1.0,,2.0,3.0,,3.0,,43.0,16.0,56.0,5,4.0,76.0,,1.0,2.0,2.0
2019-20,8243459,6,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243459,6,43,Manchester_City,Home,827606,220566,Rodri,rodri,M,False,,,5.0,45.0,40.0,85.0,1.0,6.0,10.0,,,,,,,3.0,11.0,,,2.0,,,,,,1.0,,90.0,1.0,,,,,,,8.0,,7.8,,,1.0,1.0,1.0,,,6.0,,48.0,45.0,93.0,2,2.0,103.0,,2.0,1.0,2.0
2019-20,8243459,6,43,Manchester_City,Home,848355,145235,Angeliño,angelino,M,True,3.0,,1.0,17.0,11.0,25.0,,,4.0,2.0,,,,,1.0,2.0,1.0,,,1.0,,,,,2.0,2.0,,45.0,,,,,,,,12.0,,7.2,,,,,1.0,4.0,,2.0,,22.0,14.0,32.0,0,,47.0,2.0,,1.0,
2019-20,8243459,6,43,Manchester_City,Home,876214,432656,Eric García,eric-garcia,D,True,,,1.0,11.0,12.0,23.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,27.0,,,,,,,,1.0,,6.8,,,,2.0,,,,1.0,,11.0,13.0,24.0,0,1.0,28.0,,1.0,,
2019-20,8243466,7,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,2.0,,6.5,,,,,,,,1.0,,2.0,1.0,3.0,0,,5.0,,,,
2019-20,8243466,7,43,Manchester_City,Away,13249,33148,Claudio Bravo,claudio-bravo,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243466,7,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,,,4.0,26.0,55.0,81.0,1.0,3.0,5.0,,,,,,,2.0,7.0,,,1.0,,,,,3.0,1.0,,90.0,,1.0,,,,,,6.0,,7.6,,,,5.0,,,,6.0,,28.0,57.0,85.0,0,4.0,103.0,1.0,,,2.0
2019-20,8243466,7,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,True,,,,3.0,5.0,8.0,,,,,,,,,2.0,2.0,3.0,,,,,,,,,,,24.0,,,,,,,,3.0,,6.9,,,2.0,,3.0,,,,,3.0,5.0,8.0,2,,17.0,1.0,,3.0,
2019-20,8243466,7,43,Manchester_City,Away,44614,58621,Kyle Walker,kyle-walker,D,False,,,2.0,30.0,30.0,60.0,1.0,,5.0,,,,1.0,,1.0,4.0,,,,1.0,,,,,,,,90.0,,,,,,,,7.0,,6.3,,,,2.0,,,,5.0,,34.0,30.0,64.0,0,,74.0,2.0,,,
2019-20,8243466,7,43,Manchester_City,Away,45853,59859,İlkay Gündoğan,ilkay-gundogan,M,False,1.0,,4.0,38.0,22.0,59.0,,,9.0,,1.0,1.0,1.0,,1.0,2.0,2.0,,,,,,,1.0,,,,90.0,1.0,,,,,,,13.0,,6.7,,,1.0,,,1.0,,6.0,,46.0,22.0,67.0,3,2.0,81.0,2.0,,,
2019-20,8243466,7,43,Manchester_City,Away,70996,61366,Kevin De Bruyne,kevin-de-bruyne,M,False,1.0,,4.0,25.0,7.0,31.0,1.0,,1.0,1.0,,1.0,1.0,,1.0,4.0,3.0,,,,1.0,,,,,2.0,,80.0,,,,,,,,12.0,,7.3,,,1.0,2.0,2.0,4.0,,6.0,1.0,33.0,7.0,36.0,2,,52.0,2.0,2.0,1.0,
2019-20,8243466,7,43,Manchester_City,Away,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,4.0,26.0,54.0,80.0,5.0,3.0,4.0,,,,1.0,,,7.0,4.0,,,1.0,,,,,1.0,1.0,,90.0,,,,,,,,6.0,,6.6,,,,4.0,,,,5.0,,30.0,56.0,86.0,0,1.0,93.0,,,,
2019-20,8243466,7,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,1.0,,1.0,27.0,5.0,31.0,1.0,,2.0,,1.0,1.0,2.0,,3.0,11.0,2.0,,,1.0,,1.0,,,,4.0,,86.0,1.0,,,,,,,22.0,,7.0,,,1.0,,5.0,2.0,,1.0,,37.0,8.0,43.0,3,1.0,65.0,2.0,,1.0,
2019-20,8243466,7,43,Manchester_City,Away,138892,121145,João Cancelo,joao-cancelo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243466,7,43,Manchester_City,Away,139225,102826,Benjamin Mendy,benjamin-mendy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243466,7,43,Manchester_City,Away,158213,103025,Riyad Mahrez,riyad-mahrez,M,False,,,6.0,33.0,20.0,53.0,1.0,,8.0,2.0,,,4.0,,2.0,8.0,3.0,,,,,1.0,,,,5.0,,90.0,5.0,,,,,,,12.0,,8.9,,,,,3.0,3.0,,8.0,,41.0,20.0,58.0,5,,81.0,,1.0,2.0,
2019-20,8243466,7,43,Manchester_City,Away,254491,121160,Ederson,ederson,G,False,,,2.0,1.0,16.0,17.0,,,13.0,,,,,,,,,,,,,,1.0,,,,,90.0,,,,,,,,5.0,,7.8,5.0,6.0,,,,,,6.0,,5.0,16.0,21.0,0,,39.0,,,,
2019-20,8243466,7,43,Manchester_City,Away,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,False,1.0,,1.0,35.0,29.0,63.0,3.0,3.0,4.0,,,,2.0,,,7.0,8.0,,,2.0,,,,,2.0,1.0,,90.0,,,,,,,,4.0,,7.1,,,,1.0,,2.0,,1.0,,36.0,30.0,64.0,0,5.0,93.0,,,,3.0
2019-20,8243466,7,43,Manchester_City,Away,331209,165809,Bernardo Silva,bernardo-silva,M,True,,,,1.0,2.0,3.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,10.0,,,,,,,,1.0,,6.7,,,,1.0,,1.0,,,1.0,2.0,2.0,3.0,0,1.0,6.0,,,,1.0
2019-20,8243466,7,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,1.0,14.0,6.0,20.0,1.0,1.0,5.0,,,1.0,,,1.0,3.0,3.0,,,,,1.0,,,1.0,,,66.0,1.0,,,,,,,4.0,,7.5,,,2.0,,2.0,,,1.0,3.0,15.0,6.0,21.0,4,,31.0,1.0,1.0,1.0,
2019-20,8243466,7,43,Manchester_City,Away,827606,220566,Rodri,rodri,M,False,,,5.0,25.0,31.0,56.0,2.0,1.0,7.0,,,,2.0,,1.0,7.0,4.0,,,2.0,,,,,1.0,2.0,,90.0,,,,,,,,6.0,,6.8,,,,4.0,2.0,,,5.0,,28.0,32.0,60.0,0,1.0,73.0,1.0,,2.0,1.0
2019-20,8243466,7,43,Manchester_City,Away,859765,209244,Phil Foden,phil-foden,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243469,8,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,,,1.0,31.0,6.0,37.0,,,1.0,,1.0,,1.0,,1.0,6.0,4.0,,,3.0,,,,1.0,,1.0,,75.0,,,,,,,,15.0,,6.2,,,2.0,,1.0,5.0,,2.0,,41.0,7.0,43.0,2,3.0,60.0,2.0,1.0,,
2019-20,8243469,8,43,Manchester_City,Home,13249,33148,Claudio Bravo,claudio-bravo,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243469,8,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,,,8.0,38.0,36.0,74.0,1.0,1.0,7.0,,,,,,,2.0,3.0,,,1.0,,,,,3.0,,,90.0,,2.0,,,,,,8.0,,7.1,,,1.0,2.0,,,,12.0,,44.0,37.0,81.0,1,1.0,96.0,1.0,1.0,,
2019-20,8243469,8,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,7.0,2.0,9.0,3.0,,,,,2.0,,,1.0,6.0,2.0,,,1.0,,,,,,,,90.0,,,,,,,,8.0,,6.9,,,1.0,,2.0,1.0,,,1.0,11.0,2.0,12.0,3,,23.0,2.0,1.0,1.0,
2019-20,8243469,8,43,Manchester_City,Home,44614,58621,Kyle Walker,kyle-walker,D,False,,,4.0,25.0,24.0,49.0,,2.0,1.0,,,,,,,,2.0,,,,,,,,1.0,,,45.0,1.0,,,,,,,6.0,,7.0,,,,1.0,,1.0,,7.0,,29.0,25.0,53.0,1,,63.0,,,,
2019-20,8243469,8,43,Manchester_City,Home,45853,59859,İlkay Gündoğan,ilkay-gundogan,M,False,3.0,,3.0,49.0,19.0,65.0,,,6.0,,,,2.0,,1.0,4.0,,,,1.0,,,,,1.0,2.0,,90.0,,,,,,,,7.0,,6.8,,,1.0,,,7.0,,3.0,,55.0,19.0,67.0,1,,80.0,,,,
2019-20,8243469,8,43,Manchester_City,Home,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,8.0,28.0,36.0,64.0,3.0,5.0,5.0,,,,2.0,,,7.0,10.0,,,2.0,,,,,1.0,,,90.0,,,,,,,,4.0,,6.8,,,,1.0,,,,9.0,,30.0,38.0,68.0,0,3.0,76.0,,2.0,,2.0
2019-20,8243469,8,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,32.0,5.0,37.0,1.0,1.0,3.0,,,2.0,1.0,,1.0,7.0,9.0,,,,,,,,,1.0,,90.0,1.0,,,,,,,22.0,,6.5,,,,,9.0,3.0,,2.0,,42.0,7.0,46.0,3,1.0,74.0,4.0,2.0,5.0,
2019-20,8243469,8,43,Manchester_City,Home,138892,121145,João Cancelo,joao-cancelo,D,False,2.0,,2.0,63.0,23.0,84.0,3.0,1.0,7.0,1.0,,1.0,3.0,,1.0,8.0,8.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,24.0,,7.0,,,1.0,1.0,2.0,6.0,,5.0,,81.0,25.0,100.0,2,5.0,136.0,,1.0,1.0,4.0
2019-20,8243469,8,43,Manchester_City,Home,158213,103025,Riyad Mahrez,riyad-mahrez,M,False,,,3.0,25.0,6.0,31.0,1.0,,3.0,,,1.0,,,1.0,4.0,2.0,,1.0,,,,,,1.0,,,60.0,,,,,,,,16.0,,6.4,,,,,3.0,4.0,,4.0,,35.0,8.0,39.0,1,,54.0,,1.0,1.0,
2019-20,8243469,8,43,Manchester_City,Home,254491,121160,Ederson,ederson,G,False,,1.0,6.0,2.0,18.0,20.0,,,5.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,1.0,,5.9,,,,,,,1.0,6.0,,2.0,19.0,21.0,0,,24.0,,,,
2019-20,8243469,8,43,Manchester_City,Home,287643,206325,Oleksandr Zinchenko,oleksandr-zinchenko,D,True,3.0,,1.0,41.0,13.0,51.0,1.0,,2.0,,,2.0,,,1.0,2.0,,,,,,,,,,3.0,,45.0,,,,,,,,9.0,,6.9,,,,,,6.0,,1.0,,49.0,13.0,56.0,2,,69.0,,,,
2019-20,8243469,8,43,Manchester_City,Home,331209,165809,Bernardo Silva,bernardo-silva,M,True,,,,25.0,,25.0,,,1.0,,1.0,1.0,,,,1.0,2.0,,,1.0,,,,,1.0,,,30.0,,,,,,,,9.0,,6.4,,,,,1.0,3.0,,1.0,,33.0,1.0,31.0,1,,41.0,,1.0,1.0,
2019-20,8243469,8,43,Manchester_City,Home,794839,205651,Gabriel Jesus,gabriel-jesus,F,True,,,,5.0,1.0,6.0,,,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,15.0,,,,,,,,2.0,,6.5,,,,,,,,,,5.0,1.0,6.0,1,,12.0,2.0,1.0,,
2019-20,8243469,8,43,Manchester_City,Home,827606,220566,Rodri,rodri,M,False,,,8.0,62.0,20.0,82.0,2.0,1.0,14.0,1.0,,,1.0,,2.0,6.0,6.0,,,1.0,,,,,1.0,5.0,,90.0,,,,,,,,14.0,,7.2,,,,,1.0,,,11.0,,71.0,20.0,91.0,0,1.0,109.0,3.0,3.0,1.0,1.0
2019-20,8243469,8,43,Manchester_City,Home,848355,145235,Angeliño,angelino,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243469,8,43,Manchester_City,Home,859765,209244,Phil Foden,phil-foden,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243469,8,43,Manchester_City,Home,876214,432656,Eric García,eric-garcia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243481,9,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,,,,35.0,13.0,48.0,1.0,1.0,1.0,1.0,,,1.0,,,3.0,4.0,,,1.0,,1.0,,,1.0,2.0,,79.0,2.0,,,,,,,8.0,,8.0,,,,1.0,2.0,1.0,,,,41.0,14.0,54.0,2,1.0,64.0,1.0,,2.0,
2019-20,8243481,9,43,Manchester_City,Away,13249,33148,Claudio Bravo,claudio-bravo,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243481,9,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,,,7.0,38.0,36.0,74.0,3.0,4.0,3.0,,,,,,,3.0,5.0,,,,,,,,,,,90.0,,,,,,,,14.0,,7.3,,,,4.0,,,,12.0,,48.0,39.0,87.0,0,,96.0,1.0,1.0,,
2019-20,8243481,9,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243481,9,43,Manchester_City,Away,45853,59859,İlkay Gündoğan,ilkay-gundogan,M,False,1.0,,10.0,58.0,41.0,98.0,,,9.0,1.0,,1.0,,,1.0,2.0,2.0,,,1.0,,,,,1.0,3.0,,90.0,1.0,,,,,,,9.0,,7.8,,,,1.0,,1.0,,11.0,,62.0,45.0,106.0,2,1.0,115.0,,1.0,,1.0
2019-20,8243481,9,43,Manchester_City,Away,70996,61366,Kevin De Bruyne,kevin-de-bruyne,M,False,2.0,,1.0,33.0,11.0,42.0,1.0,,3.0,,1.0,,3.0,,2.0,8.0,3.0,,,1.0,,,,1.0,,2.0,,89.0,,,,,,,,26.0,,6.3,,,1.0,2.0,3.0,13.0,,2.0,,51.0,14.0,52.0,1,,82.0,2.0,1.0,2.0,
2019-20,8243481,9,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,27.0,3.0,30.0,,,6.0,2.0,2.0,,2.0,,3.0,7.0,6.0,,,1.0,1.0,,,1.0,2.0,3.0,,90.0,,,,,,,,12.0,,7.5,,,4.0,,4.0,2.0,,,,34.0,4.0,36.0,4,2.0,58.0,,1.0,3.0,2.0
2019-20,8243481,9,43,Manchester_City,Away,138892,121145,João Cancelo,joao-cancelo,D,False,2.0,,3.0,39.0,28.0,65.0,,2.0,5.0,1.0,,1.0,,,,4.0,6.0,,,2.0,,,,,1.0,4.0,,90.0,1.0,,,,,,,13.0,,8.1,,,,3.0,3.0,4.0,,3.0,,44.0,32.0,72.0,2,3.0,100.0,1.0,,1.0,2.0
2019-20,8243481,9,43,Manchester_City,Away,139225,102826,Benjamin Mendy,benjamin-mendy,D,False,2.0,,1.0,34.0,15.0,47.0,1.0,2.0,6.0,,,,,,1.0,5.0,5.0,,,2.0,,,,,,,,90.0,,,,,,,,21.0,,6.8,,,,,3.0,5.0,,3.0,,46.0,19.0,60.0,0,1.0,88.0,2.0,,2.0,1.0
2019-20,8243481,9,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,True,,,,,6.0,6.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,11.0,,,,,,,,,,6.4,,,,,,,,,,,6.0,6.0,0,,6.0,,,,
2019-20,8243481,9,43,Manchester_City,Away,158213,103025,Riyad Mahrez,riyad-mahrez,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243481,9,43,Manchester_City,Away,254491,121160,Ederson,ederson,G,False,,,6.0,2.0,19.0,21.0,,1.0,3.0,,,,,,,,1.0,,,,,,1.0,,,,,90.0,,,,,,,,3.0,1.0,7.5,2.0,2.0,,1.0,,,,9.0,,4.0,20.0,24.0,0,,29.0,,,,
2019-20,8243481,9,43,Manchester_City,Away,331209,165809,Bernardo Silva,bernardo-silva,M,False,1.0,,,42.0,7.0,48.0,4.0,1.0,6.0,1.0,,,1.0,,,5.0,5.0,,,,1.0,,,,1.0,3.0,,90.0,2.0,,,,,,,9.0,,8.1,,,,,1.0,3.0,,1.0,,48.0,8.0,53.0,2,2.0,67.0,2.0,1.0,1.0,
2019-20,8243481,9,43,Manchester_City,Away,794839,205651,Gabriel Jesus,gabriel-jesus,F,False,,,1.0,13.0,3.0,16.0,1.0,4.0,6.0,,2.0,1.0,2.0,,,6.0,12.0,,,2.0,,1.0,,,,2.0,,90.0,4.0,,,,,,,9.0,,8.4,,,3.0,,6.0,,,2.0,2.0,15.0,7.0,22.0,8,,44.0,2.0,3.0,5.0,
2019-20,8243481,9,43,Manchester_City,Away,827606,220566,Rodri,rodri,M,False,,,9.0,49.0,50.0,99.0,,6.0,7.0,,,,2.0,,,2.0,7.0,,,,,,,,,1.0,,90.0,,2.0,,,,,,11.0,,7.6,,,,1.0,,,,14.0,,53.0,56.0,109.0,0,1.0,117.0,1.0,,,
2019-20,8243481,9,43,Manchester_City,Away,848355,145235,Angeliño,angelino,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243481,9,43,Manchester_City,Away,859765,209244,Phil Foden,phil-foden,M,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,0,,2.0,1.0,,,
2019-20,8243481,9,43,Manchester_City,Away,876214,432656,Eric García,eric-garcia,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243490,10,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,,,1.0,36.0,9.0,45.0,,,5.0,,1.0,1.0,1.0,,1.0,3.0,5.0,,,1.0,,1.0,,,2.0,2.0,,90.0,1.0,1.0,,,,,,12.0,,7.7,,,1.0,1.0,4.0,,,3.0,,46.0,10.0,56.0,3,1.0,75.0,,,4.0,
2019-20,8243490,10,43,Manchester_City,Home,13249,33148,Claudio Bravo,claudio-bravo,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2019-20,8243490,10,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,,,3.0,22.0,32.0,54.0,3.0,6.0,3.0,,,1.0,1.0,,,6.0,8.0,,,2.0,,,,,1.0,,,87.0,1.0,,,,,,,14.0,,5.8,,,1.0,2.0,1.0,,,7.0,,29.0,37.0,66.0,3,1.0,78.0,2.0,,1.0,
