season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyMiss,penaltyWon,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest
2015-16,6767937,1,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,True,,,1.0,7.0,,7.0,,,,,1.0,1.0,,,,1.0,3.0,,,,,,,,,,1.0,,27.0,1.0,,,,,,,6.3,,,,,2.0,,,1.0,,8.0,,8.0,2,,13.0,,,
2015-16,6767937,1,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,2.0,,4.0,51.0,23.0,72.0,1.0,3.0,7.0,,,1.0,1.0,,,,2.0,7.0,,,,,,,,2.0,3.0,,90.0,1.0,1.0,,,,,,8.1,,,1.0,4.0,2.0,3.0,,8.0,,63.0,25.0,85.0,3,,111.0,1.0,3.0,2.0
2015-16,6767937,1,43,Manchester_City,Away,39543,57001,Wilfried Bony,wilfried-bony,F,False,,,,17.0,5.0,22.0,,3.0,2.0,,,3.0,1.0,,,2.0,3.0,3.0,,,,1.0,,,,,1.0,,63.0,,,,,,,,7.1,,,,,,,,,,20.0,5.0,25.0,3,,32.0,2.0,,
2015-16,6767937,1,43,Manchester_City,Away,42892,57112,Eliaquim Mangala,eliaquim-mangala,D,False,,,3.0,16.0,33.0,49.0,1.0,2.0,5.0,,,,,,,,3.0,5.0,,,2.0,,,,,4.0,,,90.0,,,,,,,,7.6,,,,8.0,,,,3.0,,18.0,37.0,55.0,0,2.0,72.0,2.0,1.0,
2015-16,6767937,1,43,Manchester_City,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767937,1,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,4.0,38.0,5.0,43.0,,,3.0,,1.0,,,,,2.0,3.0,4.0,,,,,,,,1.0,,,74.0,2.0,,,,,,,6.8,,,,,2.0,1.0,,4.0,,46.0,5.0,50.0,2,1.0,63.0,1.0,2.0,1.0
2015-16,6767937,1,43,Manchester_City,Away,352664,160729,Jason Denayer,jason-denayer,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767937,1,43,Manchester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767944,2,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,True,,,1.0,,2.0,2.0,1.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,11.0,,,,,,,,6.5,,,,1.0,,,,1.0,,,2.0,2.0,0,,3.0,,,
2015-16,6767944,2,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767944,2,43,Manchester_City,Home,1053,37748,Bacary Sagna,bacary-sagna,D,False,1.0,,,14.0,14.0,27.0,4.0,4.0,1.0,,,,,,,,4.0,5.0,,,,,,,,1.0,,,90.0,,,,,,,,7.0,,,,2.0,,1.0,,2.0,,22.0,14.0,35.0,0,1.0,53.0,,,
2015-16,6767944,2,43,Manchester_City,Home,3544,28554,Samir Nasri,samir-nasri,M,True,,,,14.0,5.0,19.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,25.0,,,,,,,,6.8,,,1.0,,,1.0,,,,17.0,5.0,21.0,1,,23.0,,,
2015-16,6767944,2,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,3.0,3.0,16.0,19.0,1.0,1.0,5.0,,,,,,,,3.0,3.0,,,2.0,,1.0,,,,,,90.0,1.0,1.0,,,,,,7.6,,,,3.0,,,,5.0,,5.0,18.0,23.0,1,1.0,34.0,,1.0,
2015-16,6767944,2,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,1.0,,2.0,31.0,10.0,40.0,1.0,,11.0,1.0,,,6.0,,,5.0,18.0,7.0,,,5.0,2.0,,,,,3.0,,90.0,,,,,,,,7.1,,,,,4.0,5.0,,3.0,,42.0,12.0,49.0,0,2.0,71.0,1.0,2.0,3.0
2015-16,6767944,2,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767944,2,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,False,,,2.0,16.0,8.0,24.0,3.0,,3.0,,,,1.0,,,,5.0,5.0,,,,,,,,,3.0,,65.0,,,,,,,,7.1,,,1.0,2.0,3.0,3.0,,2.0,,20.0,11.0,28.0,1,2.0,42.0,,1.0,2.0
2015-16,6767944,2,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,1.0,,2.0,19.0,13.0,31.0,2.0,2.0,6.0,,,,,,,,5.0,9.0,,,4.0,,1.0,,,1.0,1.0,,90.0,1.0,,,,,,,8.0,,,,1.0,,1.0,,4.0,,25.0,16.0,40.0,1,6.0,52.0,,1.0,
2015-16,6767944,2,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,False,,,1.0,30.0,21.0,51.0,1.0,2.0,4.0,,,2.0,2.0,,,6.0,10.0,9.0,,,1.0,1.0,,,,,3.0,,90.0,2.0,,,,,,,7.3,,,,3.0,3.0,1.0,,1.0,,36.0,24.0,59.0,4,2.0,82.0,,2.0,3.0
2015-16,6767944,2,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,,,8.0,6.0,4.0,10.0,1.0,,6.0,,,,,,1.0,,1.0,,,,,,,4.0,,,,,90.0,,,,,,,1.0,7.1,3.0,3.0,,1.0,,,,21.0,,18.0,5.0,23.0,0,,32.0,,,
2015-16,6767944,2,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,15.0,3.0,18.0,2.0,,3.0,,2.0,1.0,1.0,,,3.0,8.0,5.0,,,2.0,,1.0,,,,2.0,,83.0,4.0,,,,,,,7.6,,,2.0,,4.0,1.0,,,1.0,17.0,3.0,19.0,7,,36.0,,1.0,4.0
2015-16,6767944,2,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,5.0,,1.0,27.0,14.0,36.0,,2.0,2.0,2.0,,,,,,,,3.0,,,,,,,,1.0,4.0,,90.0,,,,,,,,8.0,,,,5.0,,11.0,,2.0,,37.0,17.0,43.0,0,1.0,72.0,1.0,,
2015-16,6767944,2,43,Manchester_City,Home,39543,57001,Wilfried Bony,wilfried-bony,F,True,,,,3.0,,3.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,4.0,,4.0,0,,5.0,,1.0,
2015-16,6767944,2,43,Manchester_City,Home,42892,57112,Eliaquim Mangala,eliaquim-mangala,D,False,,,2.0,8.0,22.0,30.0,1.0,4.0,7.0,,1.0,,,,,,4.0,5.0,,,3.0,,,,,1.0,,,90.0,,2.0,,,,,,7.0,,,1.0,5.0,,,,2.0,,11.0,24.0,35.0,1,1.0,46.0,,,
2015-16,6767944,2,43,Manchester_City,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767944,2,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,1.0,,,27.0,9.0,35.0,,,4.0,,,1.0,2.0,,,2.0,7.0,7.0,,,1.0,,,,,1.0,,,79.0,,,,,,,,6.7,,,1.0,,4.0,1.0,,1.0,,34.0,9.0,42.0,2,1.0,64.0,1.0,4.0,2.0
2015-16,6767944,2,43,Manchester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767962,3,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767962,3,43,Manchester_City,Away,1053,37748,Bacary Sagna,bacary-sagna,D,False,1.0,,1.0,23.0,15.0,37.0,2.0,3.0,8.0,,,,2.0,,,,4.0,6.0,,,,,,,,2.0,2.0,,90.0,,,,,,,,7.3,,,,1.0,1.0,3.0,,1.0,,28.0,16.0,41.0,0,2.0,61.0,,,1.0
2015-16,6767962,3,43,Manchester_City,Away,3544,28554,Samir Nasri,samir-nasri,M,True,,,,17.0,,17.0,,,2.0,,,,,,,1.0,1.0,2.0,,,,,1.0,,,,,,14.0,1.0,,,,,,,7.4,,,,,1.0,1.0,,,,19.0,,18.0,1,1.0,23.0,,,1.0
2015-16,6767962,3,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,2.0,9.0,17.0,26.0,,2.0,8.0,,,2.0,,,,,,3.0,,,,,,,,2.0,,,90.0,,2.0,,,,,,7.5,,,,6.0,,,,6.0,,12.0,20.0,32.0,2,1.0,45.0,,,
2015-16,6767962,3,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,1.0,,2.0,55.0,9.0,63.0,1.0,,5.0,1.0,,1.0,1.0,,,1.0,4.0,4.0,,,,,,,1.0,1.0,3.0,,89.0,1.0,,,,,,,7.6,,,1.0,,1.0,6.0,,5.0,,71.0,9.0,74.0,3,2.0,96.0,2.0,2.0,
2015-16,6767962,3,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,False,1.0,,,35.0,5.0,39.0,3.0,,5.0,,1.0,,1.0,,,1.0,7.0,8.0,,,1.0,,,,,1.0,2.0,,90.0,2.0,,,,,,,7.2,,,,1.0,6.0,7.0,,1.0,,42.0,7.0,42.0,2,3.0,69.0,2.0,1.0,4.0
2015-16,6767962,3,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,,,2.0,42.0,17.0,59.0,,2.0,3.0,,,,3.0,,,1.0,6.0,4.0,,,2.0,,,,,2.0,,,90.0,,,,,,,,6.5,,,,2.0,,,,4.0,,48.0,18.0,66.0,0,2.0,75.0,,,
2015-16,6767962,3,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,,,1.0,33.0,18.0,51.0,,1.0,1.0,1.0,,1.0,3.0,,,,3.0,5.0,,,,1.0,,,,2.0,2.0,,90.0,1.0,,,,,,,7.9,,,1.0,2.0,2.0,2.0,,2.0,,40.0,19.0,57.0,3,2.0,73.0,,,2.0
2015-16,6767962,3,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,False,,1.0,1.0,1.0,1.0,2.0,,,4.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,2.0,7.0,,1.0,,2.0,,,1.0,15.0,,14.0,2.0,16.0,0,,24.0,,,
2015-16,6767962,3,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,13.0,7.0,20.0,,,3.0,,,,2.0,,,3.0,8.0,2.0,,,1.0,,,,,,1.0,,81.0,2.0,,,,,,,6.5,,,,,2.0,,,,2.0,15.0,7.0,22.0,2,1.0,35.0,4.0,1.0,
2015-16,6767962,3,43,Manchester_City,Away,24048,41823,Fabian Delph,fabian-delph,M,True,,,,3.0,1.0,4.0,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,0,,4.0,,,
2015-16,6767962,3,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,,,2.0,18.0,14.0,32.0,3.0,4.0,5.0,,,,1.0,,,,6.0,4.0,,,1.0,,1.0,,,1.0,,,90.0,1.0,1.0,,,,,,7.3,,,1.0,2.0,1.0,3.0,,8.0,,30.0,15.0,42.0,2,,71.0,1.0,1.0,
2015-16,6767962,3,43,Manchester_City,Away,39543,57001,Wilfried Bony,wilfried-bony,F,True,,,,3.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,9.0,,,,,,,,6.7,,,,,1.0,,,,,6.0,1.0,7.0,0,,8.0,,,1.0
2015-16,6767962,3,43,Manchester_City,Away,42892,57112,Eliaquim Mangala,eliaquim-mangala,D,False,,,3.0,6.0,20.0,26.0,,3.0,5.0,,,,1.0,,,,3.0,4.0,,,2.0,,,,,6.0,,,90.0,,1.0,,,,,,7.2,,,,5.0,,,,4.0,,7.0,23.0,30.0,0,1.0,45.0,,,
2015-16,6767962,3,43,Manchester_City,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767962,3,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,27.0,7.0,34.0,1.0,,7.0,,1.0,,2.0,,,3.0,11.0,3.0,,,,1.0,,,,,3.0,,76.0,1.0,,,,,,,6.3,,,,,6.0,1.0,,1.0,,29.0,8.0,36.0,1,2.0,53.0,2.0,,1.0
2015-16,6767962,3,43,Manchester_City,Away,352664,160729,Jason Denayer,jason-denayer,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6767962,3,43,Manchester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768032,4,43,Manchester_City,Home,301,15312,Martín Demichelis,martin-demichelis,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768032,4,43,Manchester_City,Home,1053,37748,Bacary Sagna,bacary-sagna,D,False,1.0,,3.0,28.0,20.0,47.0,1.0,2.0,5.0,1.0,,,1.0,,,1.0,4.0,3.0,,,1.0,1.0,,,,2.0,1.0,,90.0,1.0,3.0,,,,,,7.7,,,,4.0,,2.0,,3.0,,31.0,20.0,49.0,1,1.0,72.0,1.0,,
2015-16,6768032,4,43,Manchester_City,Home,3544,28554,Samir Nasri,samir-nasri,M,True,,,1.0,25.0,16.0,41.0,,,2.0,,,,,,,,1.0,3.0,,,1.0,,,,,,1.0,,45.0,1.0,,,,,,,7.0,,,,,,2.0,,1.0,,30.0,16.0,44.0,1,2.0,51.0,1.0,1.0,
2015-16,6768032,4,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,2.0,21.0,42.0,63.0,,1.0,10.0,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,90.0,,1.0,,,,,,7.1,,,,5.0,,,,5.0,,25.0,43.0,68.0,0,,79.0,1.0,,
2015-16,6768032,4,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,1.0,,2.0,46.0,17.0,62.0,,,3.0,,,,2.0,,,6.0,9.0,2.0,,,,1.0,,,,1.0,3.0,,75.0,,,,,,,,6.7,,,1.0,,2.0,6.0,,3.0,,55.0,17.0,66.0,1,1.0,88.0,,,1.0
2015-16,6768032,4,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,False,1.0,,,17.0,2.0,18.0,,,1.0,,,,,,,1.0,2.0,1.0,,,,,,,,,,,45.0,,,,,,,,6.3,,,1.0,1.0,1.0,7.0,,1.0,,26.0,2.0,21.0,1,,34.0,1.0,1.0,
2015-16,6768032,4,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,,,2.0,42.0,32.0,74.0,2.0,,7.0,,,,,,,1.0,4.0,6.0,,,1.0,,1.0,,,2.0,3.0,,90.0,1.0,1.0,,,,,,8.2,,,,1.0,,,,3.0,,44.0,33.0,77.0,1,5.0,91.0,1.0,1.0,
2015-16,6768032,4,43,Manchester_City,Home,14468,14664,Yaya Touré,yaya-toure,M,False,,,7.0,45.0,35.0,80.0,,,7.0,,,2.0,,,,2.0,4.0,7.0,,,1.0,,,,,,2.0,,90.0,,,,,,,,7.9,,,2.0,1.0,6.0,,,8.0,,51.0,36.0,87.0,4,2.0,102.0,,,5.0
2015-16,6768032,4,43,Manchester_City,Home,16817,15749,Joe Hart,joe-hart,G,False,,,,,4.0,4.0,,,7.0,,,,,,,,,,,,,,,2.0,,,,,90.0,,,,,,,,6.9,,,,,,,,3.0,,3.0,4.0,7.0,0,,14.0,,,
2015-16,6768032,4,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,20.0,1.0,21.0,,1.0,5.0,,,2.0,1.0,,,2.0,7.0,7.0,,,1.0,,,,,1.0,,,90.0,,,,,,,,6.9,,,2.0,,5.0,,,,1.0,21.0,1.0,22.0,4,,42.0,2.0,4.0,2.0
2015-16,6768032,4,43,Manchester_City,Home,24048,41823,Fabian Delph,fabian-delph,M,True,,,,10.0,3.0,13.0,,,,,,,2.0,,,1.0,3.0,1.0,,,,,,,,,,,15.0,,,,,,,,6.3,,,,,,,,,,10.0,3.0,13.0,0,1.0,16.0,,,
2015-16,6768032,4,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,3.0,,5.0,49.0,23.0,69.0,,5.0,3.0,,,,,,,,2.0,8.0,,,,,,,,1.0,1.0,,90.0,,,,,,,,7.6,,,2.0,4.0,3.0,6.0,,6.0,,61.0,23.0,78.0,2,1.0,108.0,1.0,2.0,1.0
2015-16,6768032,4,43,Manchester_City,Home,42892,57112,Eliaquim Mangala,eliaquim-mangala,D,False,,,1.0,16.0,41.0,57.0,,,6.0,,,,,,,,,1.0,,,,,,,,1.0,,,90.0,,,,,,,,7.0,,,,1.0,1.0,,,2.0,,19.0,42.0,61.0,0,,65.0,,,1.0
2015-16,6768032,4,43,Manchester_City,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768032,4,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,36.0,5.0,41.0,,,3.0,,,1.0,2.0,,,6.0,11.0,7.0,,,1.0,,1.0,,,2.0,3.0,,89.0,2.0,,,,,,,7.2,,,,,4.0,3.0,,,,46.0,5.0,48.0,3,2.0,74.0,2.0,3.0,2.0
2015-16,6768032,4,43,Manchester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,4.0,4.0,,,1.0,,,,,,,,2.0,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,4.0,4.0,0,,5.0,,,1.0
2015-16,6768032,4,43,Manchester_City,Home,361326,124165,Patrick Roberts,patrick-roberts,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768032,4,43,Manchester_City,Home,788216,170154,Pablo Maffeo,pablo-maffeo,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
2015-16,6768039,5,43,Manchester_City,Away,301,15312,Martín Demichelis,martin-demichelis,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0,,1.0,,,
2015-16,6768039,5,43,Manchester_City,Away,1053,37748,Bacary Sagna,bacary-sagna,D,False,,,2.0,29.0,11.0,40.0,2.0,3.0,3.0,,,,,,,1.0,4.0,5.0,,,1.0,,,,,,,,90.0,,,,,,,,7.0,,,,5.0,,2.0,,3.0,,36.0,11.0,45.0,0,2.0,74.0,1.0,,
2015-16,6768039,5,43,Manchester_City,Away,3544,28554,Samir Nasri,samir-nasri,M,False,3.0,,2.0,40.0,14.0,51.0,1.0,,7.0,,1.0,,1.0,,,3.0,6.0,4.0,,,,,,,,,2.0,,89.0,2.0,,,,,,,7.1,,,1.0,,3.0,3.0,,2.0,,44.0,15.0,56.0,3,1.0,75.0,,1.0,2.0
2015-16,6768039,5,43,Manchester_City,Away,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,3.0,10.0,15.0,25.0,,2.0,5.0,,,,,,,,1.0,2.0,,,1.0,,,,,3.0,,,90.0,,,,,,,,7.2,,,1.0,7.0,,,,9.0,,20.0,18.0,38.0,1,,50.0,,,
2015-16,6768039,5,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,False,1.0,,1.0,27.0,3.0,29.0,,1.0,6.0,,1.0,1.0,1.0,,,2.0,4.0,5.0,,,,,,,,,3.0,,90.0,,,,,,,,6.6,,,2.0,,2.0,7.0,,1.0,,39.0,6.0,38.0,3,1.0,61.0,2.0,2.0,1.0
2015-16,6768039,5,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,,,2.0,32.0,13.0,45.0,3.0,1.0,7.0,,,1.0,2.0,,,2.0,7.0,3.0,,,,,,,,4.0,,,90.0,,,,,,,,6.7,,,1.0,1.0,,,,3.0,,38.0,14.0,52.0,2,1.0,64.0,,1.0,
2015-16,6768039,5,43,Manchester_City,Away,14468,14664,Yaya Touré,yaya-toure,M,False,,,4.0,39.0,14.0,53.0,2.0,,4.0,1.0,1.0,1.0,3.0,,,1.0,8.0,5.0,,1.0,3.0,,,,,1.0,3.0,,90.0,1.0,1.0,,,,,,7.2,,,2.0,1.0,,1.0,,6.0,,46.0,14.0,59.0,4,2.0,76.0,3.0,3.0,
2015-16,6768039,5,43,Manchester_City,Away,16817,15749,Joe Hart,joe-hart,G,False,,,4.0,4.0,6.0,10.0,,1.0,7.0,,,,,,,,,1.0,,,,,,1.0,,,,,90.0,,,,,,,1.0,7.2,2.0,2.0,,1.0,,,,21.0,,20.0,7.0,27.0,0,,34.0,,,
2015-16,6768039,5,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,11.0,2.0,13.0,,,1.0,,,,,,,1.0,4.0,1.0,,,2.0,,,,,,,,25.0,,,,,,,,6.4,,,,,1.0,,,,,12.0,2.0,14.0,0,,18.0,,1.0,
2015-16,6768039,5,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,,,2.0,24.0,16.0,40.0,2.0,,9.0,,,1.0,2.0,,,2.0,6.0,5.0,,,,,,,,5.0,,,90.0,,,,,,,,7.1,,,1.0,2.0,1.0,5.0,,8.0,,35.0,21.0,51.0,2,3.0,87.0,3.0,1.0,1.0
