season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goodHighClaim,hitWoodwork,interceptionWon,keyPass,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2016-17,7090046,5,43,Manchester_City,Home,45853,59859,İlkay Gündoğan,ilkay-gundogan,M,False,,,,23.0,4.0,27.0,,,4.0,,,1.0,3.0,,,1.0,5.0,1.0,,,,,1.0,,,,1.0,72.0,1.0,,,,,,,,5.0,,6.8,,,,,1.0,,,1.0,,25.0,4.0,29.0,2,,37.0,1.0,1.0,,
2016-17,7090046,5,43,Manchester_City,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090046,5,43,Manchester_City,Home,70996,61366,Kevin De Bruyne,kevin-de-bruyne,M,False,2.0,,1.0,37.0,4.0,39.0,1.0,,6.0,2.0,,,1.0,,,,2.0,4.0,,,,1.0,1.0,,,3.0,5.0,75.0,4.0,,,,,,,,11.0,,10.0,,,,,,3.0,,2.0,,44.0,4.0,45.0,4,2.0,65.0,2.0,2.0,,2.0
2016-17,7090046,5,43,Manchester_City,Home,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,7.0,24.0,35.0,59.0,,1.0,4.0,,,,2.0,,,,3.0,6.0,,,1.0,,,,,1.0,1.0,52.0,,,,,,,,,4.0,,7.2,,,,1.0,,,,7.0,,27.0,35.0,62.0,0,4.0,71.0,1.0,1.0,,3.0
2016-17,7090046,5,43,Manchester_City,Home,123977,86173,Nolito,nolito,M,False,1.0,,1.0,32.0,12.0,43.0,,,11.0,,1.0,1.0,4.0,,,3.0,11.0,5.0,,,4.0,,,,,,1.0,86.0,1.0,,,,,,,,11.0,,5.7,,,,,3.0,2.0,,3.0,,36.0,13.0,47.0,2,1.0,63.0,1.0,2.0,2.0,1.0
2016-17,7090046,5,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,1.0,,,25.0,6.0,30.0,,,4.0,1.0,,1.0,1.0,,,,4.0,12.0,,,1.0,1.0,1.0,,1.0,1.0,1.0,90.0,3.0,,,,,,,,8.0,,9.5,,,1.0,,12.0,3.0,,,,28.0,7.0,32.0,5,1.0,58.0,1.0,1.0,10.0,1.0
2016-17,7090046,5,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,True,,,,4.0,16.0,20.0,,,2.0,,,,,,,,,,,,,,,,,2.0,,38.0,,1.0,,,,,,,1.0,,6.9,,,,1.0,,,,1.0,,5.0,16.0,21.0,0,,25.0,,,,
2016-17,7090046,5,43,Manchester_City,Home,293519,182156,Leroy Sané,leroy-sane,M,True,,,,4.0,4.0,8.0,,,3.0,,,,,,,,,2.0,,,,,,,,,,18.0,,,,,,,,,1.0,,6.9,,,1.0,,,,,1.0,,5.0,4.0,9.0,1,2.0,12.0,,,,2.0
2016-17,7090046,5,43,Manchester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,False,,,1.0,14.0,7.0,21.0,,1.0,3.0,1.0,,2.0,1.0,,,3.0,5.0,4.0,,,1.0,1.0,1.0,,,,5.0,90.0,1.0,,,,,,,,10.0,,8.3,,,1.0,,,,,1.0,,18.0,7.0,25.0,4,2.0,39.0,2.0,1.0,,1.0
2016-17,7090046,5,43,Manchester_City,Home,796047,178871,Aleix García,aleix-garcia,M,True,,,1.0,3.0,16.0,19.0,,,,,,,1.0,,,,1.0,2.0,,,,,,,,2.0,,15.0,,,,,,,,,,,6.8,,,,,,,,1.0,,3.0,16.0,19.0,0,1.0,23.0,,1.0,,
2016-17,7090059,6,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090059,6,43,Manchester_City,Away,1053,37748,Bacary Sagna,bacary-sagna,D,False,,,1.0,10.0,15.0,25.0,,,4.0,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,78.0,,,,,,,,,7.0,,6.6,,,,2.0,,2.0,,2.0,,15.0,16.0,29.0,0,1.0,44.0,1.0,,,1.0
2016-17,7090059,6,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,3.0,,,32.0,23.0,52.0,1.0,1.0,8.0,1.0,,,2.0,,,2.0,5.0,7.0,,,,,,,,1.0,4.0,90.0,1.0,,,,,,,,16.0,,8.1,,,1.0,,3.0,7.0,,,,41.0,26.0,60.0,2,2.0,85.0,2.0,1.0,3.0,2.0
2016-17,7090059,6,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,True,,,1.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,3.0,,6.6,,,,1.0,,1.0,,2.0,,5.0,2.0,6.0,0,,10.0,,,,
2016-17,7090059,6,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,True,,,1.0,3.0,2.0,5.0,,,,,,,,,,,,1.0,,,,,,,,,,9.0,,,,,,,,,1.0,,6.9,,,1.0,,1.0,,,1.0,,4.0,2.0,6.0,1,,9.0,,,1.0,
2016-17,7090059,6,43,Manchester_City,Away,13249,33148,Claudio Bravo,claudio-bravo,G,False,,,10.0,3.0,45.0,48.0,,2.0,9.0,,,,,,,,,4.0,,,,,,,,,,90.0,,,,,,,,,9.0,2.0,7.0,2.0,4.0,,2.0,2.0,,,19.0,,6.0,51.0,57.0,0,,69.0,,,2.0,
2016-17,7090059,6,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,,,5.0,31.0,24.0,55.0,2.0,,5.0,,1.0,1.0,3.0,,,,7.0,2.0,,,1.0,,,,,2.0,,90.0,,,,,,,,,5.0,,6.5,,,2.0,2.0,1.0,,,5.0,,34.0,24.0,58.0,3,1.0,71.0,1.0,1.0,,1.0
2016-17,7090059,6,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,1.0,22.0,4.0,26.0,1.0,,3.0,,,1.0,2.0,,,2.0,8.0,2.0,,,,,2.0,,,2.0,2.0,90.0,2.0,,,,,,,,14.0,,7.9,,,1.0,,5.0,1.0,,1.0,,25.0,5.0,29.0,4,,50.0,2.0,,2.0,
2016-17,7090059,6,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,,,3.0,19.0,19.0,38.0,,1.0,8.0,,,,,,,,3.0,6.0,,,3.0,,,,,1.0,1.0,90.0,,,,,,,,,19.0,,7.1,,,,4.0,1.0,2.0,,9.0,,30.0,25.0,53.0,0,2.0,72.0,1.0,2.0,1.0,2.0
2016-17,7090059,6,43,Manchester_City,Away,41837,52538,Fernando,fernando-reges,M,True,,,1.0,9.0,7.0,16.0,2.0,,4.0,,,,,,,,3.0,1.0,,,1.0,,,,,2.0,,22.0,,,,,,,,,,,6.8,,,,,,,,1.0,,9.0,7.0,16.0,0,1.0,19.0,,,,1.0
2016-17,7090059,6,43,Manchester_City,Away,45853,59859,İlkay Gündoğan,ilkay-gundogan,M,False,,,2.0,26.0,19.0,45.0,,,5.0,,,2.0,,,,,,4.0,,,,,,,,3.0,1.0,68.0,,,,,,,,,7.0,,7.2,,,,,2.0,,,2.0,,30.0,19.0,49.0,2,,63.0,2.0,2.0,2.0,
2016-17,7090059,6,43,Manchester_City,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090059,6,43,Manchester_City,Away,70996,61366,Kevin De Bruyne,kevin-de-bruyne,M,False,2.0,,2.0,26.0,8.0,32.0,,1.0,7.0,1.0,,1.0,2.0,,,1.0,4.0,8.0,,,1.0,1.0,,,,,3.0,81.0,,,,,,,,1.0,15.0,,8.1,,,2.0,1.0,3.0,5.0,,3.0,,37.0,8.0,40.0,3,1.0,62.0,2.0,3.0,3.0,1.0
2016-17,7090059,6,43,Manchester_City,Away,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,5.0,24.0,26.0,50.0,2.0,2.0,8.0,,,,3.0,,,,6.0,7.0,,,1.0,,,,,7.0,1.0,90.0,,,,,,,,,11.0,,7.1,,,,1.0,1.0,,,10.0,,31.0,29.0,60.0,0,1.0,76.0,,3.0,1.0,1.0
2016-17,7090059,6,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,16.0,7.0,23.0,,1.0,4.0,,,1.0,,,,1.0,5.0,4.0,,,1.0,,1.0,,,,1.0,90.0,1.0,,,,,,,,12.0,,6.5,,,,,5.0,1.0,,,2.0,22.0,7.0,28.0,2,,42.0,1.0,1.0,2.0,
2016-17,7090059,6,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,False,,,1.0,16.0,47.0,63.0,2.0,2.0,7.0,,,,,,,,2.0,6.0,,,,,,,,2.0,,90.0,,,,,,,,,12.0,,7.2,,,1.0,5.0,,,,6.0,,22.0,53.0,75.0,1,2.0,88.0,,2.0,,1.0
2016-17,7090059,6,43,Manchester_City,Away,293519,182156,Leroy Sané,leroy-sane,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090059,6,43,Manchester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090064,7,43,Manchester_City,Away,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090064,7,43,Manchester_City,Away,1053,37748,Bacary Sagna,bacary-sagna,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090064,7,43,Manchester_City,Away,11781,20664,David Silva,david-silva,M,False,,,1.0,32.0,12.0,44.0,2.0,2.0,5.0,1.0,,,1.0,,,1.0,5.0,7.0,,,1.0,,,,,1.0,4.0,90.0,,,,,,,,,13.0,,7.4,,,,,1.0,2.0,,3.0,,40.0,14.0,52.0,0,2.0,66.0,2.0,2.0,1.0,1.0
2016-17,7090064,7,43,Manchester_City,Away,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,False,,,1.0,12.0,12.0,24.0,1.0,1.0,9.0,,,,1.0,,,,3.0,15.0,,,1.0,,,,,6.0,,90.0,,,,,,,,,16.0,,7.8,,,,4.0,1.0,1.0,,4.0,1.0,19.0,13.0,31.0,0,10.0,73.0,1.0,3.0,1.0,4.0
2016-17,7090064,7,43,Manchester_City,Away,11869,17740,Jesús Navas,jesus-navas,D,False,1.0,,2.0,18.0,4.0,21.0,1.0,1.0,2.0,,,,1.0,,,1.0,4.0,5.0,,,,,,,,,1.0,65.0,,,,,,,,,13.0,,6.8,,,,1.0,4.0,4.0,,3.0,,26.0,5.0,27.0,0,,40.0,,1.0,3.0,
2016-17,7090064,7,43,Manchester_City,Away,13249,33148,Claudio Bravo,claudio-bravo,G,False,,1.0,5.0,3.0,30.0,33.0,,,12.0,,,,,,,,,1.0,,,,,,,,,,90.0,,,,,1.0,,1.0,,12.0,,7.4,2.0,6.0,,2.0,,,1.0,16.0,,13.0,31.0,44.0,0,,60.0,,1.0,,
2016-17,7090064,7,43,Manchester_City,Away,13630,27789,Fernandinho,fernandinho,M,False,,,1.0,24.0,18.0,42.0,,1.0,8.0,,,,3.0,,,4.0,8.0,11.0,,,1.0,,,,,1.0,1.0,90.0,,,,1.0,,,,,19.0,,6.5,,,1.0,1.0,2.0,,,4.0,,31.0,23.0,54.0,1,4.0,75.0,1.0,4.0,2.0,2.0
2016-17,7090064,7,43,Manchester_City,Away,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,9.0,3.0,12.0,2.0,,3.0,,,2.0,,,,1.0,6.0,5.0,,,,,,,1.0,,,90.0,4.0,,,,,,,,13.0,,7.3,,,1.0,,7.0,1.0,,,2.0,13.0,3.0,15.0,7,,40.0,5.0,1.0,4.0,
2016-17,7090064,7,43,Manchester_City,Away,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,1.0,,5.0,22.0,19.0,40.0,1.0,2.0,3.0,,,,2.0,,,,4.0,6.0,,,,,,,,2.0,2.0,90.0,,1.0,1.0,,,,,,18.0,,6.5,,,,2.0,1.0,2.0,,10.0,,31.0,24.0,53.0,0,2.0,84.0,2.0,2.0,,1.0
2016-17,7090064,7,43,Manchester_City,Away,41837,52538,Fernando,fernando-reges,M,False,,,2.0,7.0,12.0,19.0,,,1.0,,,,1.0,,,,2.0,2.0,,,1.0,,,,,1.0,,53.0,,,,,,,,,3.0,,6.6,,,,4.0,,,,2.0,,9.0,12.0,21.0,0,1.0,31.0,1.0,1.0,,
2016-17,7090064,7,43,Manchester_City,Away,45853,59859,İlkay Gündoğan,ilkay-gundogan,M,True,,,,14.0,9.0,23.0,,,1.0,,,,1.0,,,1.0,2.0,3.0,,,,,,,,,,37.0,,,,,,,,,6.0,,6.7,,,1.0,,2.0,,,1.0,,17.0,9.0,26.0,1,1.0,35.0,2.0,,2.0,1.0
2016-17,7090064,7,43,Manchester_City,Away,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090064,7,43,Manchester_City,Away,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,1.0,18.0,28.0,46.0,,3.0,14.0,,,,1.0,,,,4.0,8.0,,,3.0,,,,,5.0,1.0,90.0,,1.0,,,,,,,22.0,,7.5,,,,8.0,2.0,,,12.0,,29.0,38.0,67.0,0,3.0,90.0,,1.0,1.0,2.0
2016-17,7090064,7,43,Manchester_City,Away,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,,11.0,4.0,15.0,,1.0,4.0,,,,1.0,,,6.0,11.0,6.0,,,3.0,,,,,1.0,,87.0,1.0,,,,,,,,21.0,,5.7,,,,,2.0,1.0,,1.0,1.0,19.0,6.0,24.0,1,1.0,46.0,3.0,3.0,1.0,1.0
2016-17,7090064,7,43,Manchester_City,Away,152077,97299,John Stones,john-stones,D,False,,,,10.0,44.0,54.0,1.0,2.0,7.0,,,,,,,,1.0,11.0,,,,,,,,4.0,,90.0,,,,,,,,,5.0,,7.4,,,,2.0,5.0,,,3.0,,11.0,47.0,58.0,0,3.0,78.0,1.0,1.0,5.0,2.0
2016-17,7090064,7,43,Manchester_City,Away,293519,182156,Leroy Sané,leroy-sane,M,True,,,,3.0,1.0,4.0,,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,1.0,,6.7,,,,,1.0,,,,,4.0,1.0,5.0,0,,7.0,,,1.0,
2016-17,7090064,7,43,Manchester_City,Away,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,True,,,,4.0,1.0,5.0,3.0,,2.0,,1.0,1.0,,,,3.0,6.0,1.0,,,,,,,,,1.0,25.0,1.0,,,,,,,,6.0,,6.3,,,,,1.0,,,,1.0,5.0,2.0,7.0,2,,15.0,1.0,,1.0,
2016-17,7090064,7,43,Manchester_City,Away,796047,178871,Aleix García,aleix-garcia,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090073,8,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,False,,,3.0,24.0,19.0,43.0,1.0,1.0,4.0,,,,1.0,,,,2.0,4.0,,,,,,,,2.0,,90.0,,,,,,,,,6.0,,6.8,,,,3.0,1.0,,,4.0,,27.0,21.0,48.0,0,1.0,64.0,1.0,1.0,1.0,
2016-17,7090073,8,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,2.0,,2.0,0,,2.0,,,,
2016-17,7090073,8,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,4.0,,3.0,64.0,13.0,73.0,1.0,,5.0,1.0,,,,,,3.0,7.0,5.0,,,2.0,1.0,,,,,7.0,90.0,,,,,,,,1.0,24.0,,8.0,,,1.0,,4.0,12.0,,3.0,,81.0,13.0,82.0,1,1.0,109.0,3.0,1.0,3.0,1.0
2016-17,7090073,8,43,Manchester_City,Home,11796,20658,Pablo Zabaleta,pablo-zabaleta,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090073,8,43,Manchester_City,Home,13249,33148,Claudio Bravo,claudio-bravo,G,False,,,3.0,,20.0,20.0,,,7.0,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,3.0,,6.6,,1.0,,,,,,6.0,,3.0,20.0,23.0,0,,26.0,,,,
2016-17,7090073,8,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,,,6.0,62.0,21.0,83.0,3.0,4.0,7.0,,,,1.0,,,,6.0,7.0,,,2.0,,,,,2.0,1.0,90.0,,,,,,,,,21.0,,7.5,,,1.0,1.0,1.0,1.0,,8.0,,81.0,22.0,102.0,1,1.0,113.0,1.0,1.0,1.0,
2016-17,7090073,8,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,True,,,,9.0,1.0,10.0,2.0,,,,1.0,,,,,2.0,4.0,1.0,,,1.0,,,,,,,34.0,2.0,,,,,1.0,,1.0,4.0,,6.8,,,,,,,,,,10.0,1.0,11.0,2,,17.0,1.0,1.0,,
2016-17,7090073,8,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090073,8,43,Manchester_City,Home,41837,52538,Fernando,fernando-reges,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090073,8,43,Manchester_City,Home,45853,59859,İlkay Gündoğan,ilkay-gundogan,M,False,,,3.0,65.0,30.0,95.0,1.0,,6.0,,,,,,,1.0,3.0,4.0,,,,,,,,1.0,1.0,89.0,,,,,,,,,10.0,,7.3,,,,,2.0,,,4.0,,71.0,31.0,102.0,0,3.0,115.0,1.0,,1.0,3.0
2016-17,7090073,8,43,Manchester_City,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090073,8,43,Manchester_City,Home,70996,61366,Kevin De Bruyne,kevin-de-bruyne,M,False,5.0,,5.0,46.0,7.0,48.0,1.0,,3.0,,1.0,4.0,1.0,,,3.0,7.0,4.0,,,1.0,,,,1.0,1.0,4.0,90.0,2.0,,,,,1.0,,,32.0,,7.3,,,2.0,,2.0,18.0,,7.0,,72.0,7.0,61.0,8,1.0,101.0,2.0,2.0,1.0,1.0
2016-17,7090073,8,43,Manchester_City,Home,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,False,,,3.0,27.0,31.0,58.0,2.0,2.0,16.0,,,1.0,2.0,,,,5.0,8.0,,,1.0,,,,,3.0,,90.0,,,,,,,,,8.0,,7.4,,,,5.0,1.0,,,6.0,,34.0,32.0,66.0,1,5.0,92.0,,,1.0,3.0
2016-17,7090073,8,43,Manchester_City,Home,123977,86173,Nolito,nolito,M,True,,,,7.0,,7.0,,,,,,,,,,,,,,,,,1.0,,,,,19.0,1.0,,,,,,,,5.0,,7.2,,,,,,1.0,,,,10.0,1.0,10.0,1,,14.0,1.0,,,
2016-17,7090073,8,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,,,1.0,32.0,7.0,39.0,1.0,,3.0,,,,1.0,,,1.0,8.0,6.0,,,,,,,,,1.0,90.0,1.0,,,,,,,,20.0,,6.5,,,,,7.0,7.0,,1.0,,44.0,7.0,44.0,1,1.0,70.0,,3.0,2.0,1.0
2016-17,7090073,8,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,False,,,3.0,25.0,18.0,43.0,2.0,4.0,5.0,,,,,,,,2.0,5.0,,,,,,,,2.0,,90.0,,,,,,,,,6.0,,7.0,,,1.0,4.0,1.0,,,3.0,,28.0,20.0,48.0,1,,58.0,1.0,,1.0,
2016-17,7090073,8,43,Manchester_City,Home,293519,182156,Leroy Sané,leroy-sane,M,False,1.0,,,28.0,5.0,32.0,1.0,1.0,6.0,,,,,,,2.0,6.0,7.0,,,,,,,,,1.0,71.0,1.0,,,,,,,,17.0,,7.1,,,,,5.0,4.0,,,,34.0,6.0,36.0,1,4.0,60.0,4.0,,2.0,3.0
2016-17,7090073,8,43,Manchester_City,Home,359642,173515,Kelechi Iheanacho,kelechi-iheanacho,F,False,,,,17.0,4.0,21.0,3.0,,1.0,,,1.0,,,,2.0,5.0,1.0,,,,,,,,,,56.0,1.0,,,,,,,,10.0,,6.6,,,,,1.0,1.0,,1.0,,22.0,5.0,26.0,2,,37.0,2.0,,1.0,
2016-17,7090088,9,43,Manchester_City,Home,532,17336,Gaël Clichy,gael-clichy,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090088,9,43,Manchester_City,Home,6019,17476,Vincent Kompany,vincent-kompany,D,False,,,3.0,13.0,38.0,51.0,2.0,1.0,4.0,,,,,,,,6.0,3.0,,,4.0,,,,,,,78.0,,1.0,,,,,,,7.0,,6.7,,,,2.0,,,,7.0,,16.0,42.0,58.0,0,2.0,64.0,,,,1.0
2016-17,7090088,9,43,Manchester_City,Home,11781,20664,David Silva,david-silva,M,False,2.0,,2.0,47.0,14.0,59.0,,2.0,6.0,,,,,,,4.0,4.0,6.0,,,,,,,,,1.0,90.0,1.0,,,,,,,,19.0,,7.3,,,,,,7.0,,2.0,,58.0,15.0,66.0,1,2.0,91.0,3.0,2.0,,2.0
2016-17,7090088,9,43,Manchester_City,Home,11869,17740,Jesús Navas,jesus-navas,D,True,,,,4.0,,4.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,,12.0,,,,,,,,,5.0,,6.5,,,,,,2.0,,1.0,,8.0,1.0,7.0,0,,11.0,,1.0,,
2016-17,7090088,9,43,Manchester_City,Home,13249,33148,Claudio Bravo,claudio-bravo,G,False,,2.0,7.0,4.0,14.0,18.0,,,10.0,,,,1.0,,,,1.0,,,,,,,1.0,,,,90.0,,,,,,,,,5.0,,6.6,1.0,1.0,,1.0,,,3.0,12.0,,9.0,14.0,23.0,0,,33.0,,,,
2016-17,7090088,9,43,Manchester_City,Home,13630,27789,Fernandinho,fernandinho,M,False,,,6.0,45.0,26.0,71.0,4.0,4.0,5.0,,,,2.0,,,2.0,9.0,12.0,,,1.0,,,,,2.0,2.0,90.0,,,,,,,,,14.0,,7.5,,,1.0,,1.0,1.0,,9.0,,53.0,30.0,82.0,1,5.0,99.0,,3.0,1.0,4.0
2016-17,7090088,9,43,Manchester_City,Home,17094,37572,Sergio Agüero,sergio-aguero,F,False,,,,17.0,6.0,23.0,1.0,,1.0,,,,1.0,,,6.0,13.0,8.0,,,2.0,,,,,,,90.0,,,,,,,,,17.0,,6.8,,,3.0,,10.0,,,,1.0,21.0,6.0,27.0,3,,56.0,3.0,1.0,7.0,
2016-17,7090088,9,43,Manchester_City,Home,26097,42593,Aleksandar Kolarov,aleksandar-kolarov,D,False,1.0,,7.0,37.0,24.0,60.0,,3.0,11.0,,,,,,,2.0,3.0,4.0,,,1.0,,,,,2.0,,90.0,,,,,,,,,18.0,,6.9,,,1.0,5.0,,2.0,,13.0,,51.0,25.0,74.0,1,1.0,98.0,1.0,,,
2016-17,7090088,9,43,Manchester_City,Home,41837,52538,Fernando,fernando-reges,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090088,9,43,Manchester_City,Home,45853,59859,İlkay Gündoğan,ilkay-gundogan,M,False,,,4.0,51.0,29.0,80.0,,,5.0,,,,1.0,,,2.0,4.0,4.0,,,1.0,,,,,,4.0,90.0,1.0,,,,,,,,8.0,,7.3,,,1.0,2.0,2.0,1.0,,4.0,,55.0,30.0,84.0,2,1.0,98.0,,1.0,2.0,
2016-17,7090088,9,43,Manchester_City,Home,52741,20310,Willy Caballero,willy-caballero,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090088,9,43,Manchester_City,Home,70996,61366,Kevin De Bruyne,kevin-de-bruyne,M,False,2.0,,3.0,8.0,4.0,10.0,,1.0,2.0,,,,,,,2.0,2.0,2.0,,,,,,,,,,45.0,,,,,,,,,11.0,,6.6,,,,,,3.0,,4.0,,14.0,4.0,15.0,0,,25.0,2.0,1.0,,
2016-17,7090088,9,43,Manchester_City,Home,74915,57410,Nicolás Otamendi,nicolas-otamendi,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2016-17,7090088,9,43,Manchester_City,Home,123977,86173,Nolito,nolito,M,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0,,1.0,,,,
2016-17,7090088,9,43,Manchester_City,Home,138534,103955,Raheem Sterling,raheem-sterling,F,False,1.0,,1.0,18.0,7.0,24.0,1.0,,4.0,,,1.0,1.0,,,5.0,10.0,8.0,,,,,,,,2.0,2.0,90.0,,,,,,,,,28.0,,6.9,,,1.0,,7.0,6.0,,3.0,,33.0,9.0,36.0,2,4.0,69.0,3.0,,4.0,2.0
2016-17,7090088,9,43,Manchester_City,Home,152077,97299,John Stones,john-stones,D,False,,,2.0,25.0,23.0,48.0,3.0,4.0,9.0,,,,1.0,,,,4.0,8.0,1.0,,1.0,,,,,1.0,1.0,90.0,,,,,,,,,13.0,,6.7,,,,3.0,1.0,,,2.0,,30.0,27.0,57.0,0,3.0,87.0,1.0,,1.0,3.0
2016-17,7090088,9,43,Manchester_City,Home,293519,182156,Leroy Sané,leroy-sane,M,False,,,,22.0,3.0,25.0,2.0,,6.0,1.0,,,2.0,,,3.0,8.0,3.0,,,,1.0,,,,2.0,2.0,89.0,,,,,,,,,17.0,,6.6,,,,1.0,2.0,2.0,,,,28.0,5.0,31.0,0,1.0,50.0,3.0,1.0,1.0,1.0
