season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576151,1,94,Brentford,Home,55123,61810,Pontus Jansson,pontus-jansson,D,False,,,2.0,1.0,16.0,17.0,1.0,,4.0,,,,,,,,1.0,,,,,,,,,,1.0,,,90.0,,,,,,,5.0,,7.0,,,,,6.0,,,,5.0,,4.0,18.0,22.0,0,,30.0,,,,
2021-22,9576151,1,94,Brentford,Home,135256,128295,Christian Nørgaard,christian-nrgaard,M,False,,,1.0,16.0,9.0,25.0,1.0,2.0,7.0,,1.0,,1.0,,,,4.0,5.0,,,2.0,,1.0,,,,1.0,,,90.0,1.0,,,,,,9.0,,7.1,,,1.0,,,1.0,,,1.0,,22.0,11.0,33.0,2,2.0,41.0,1.0,,1.0,1.0
2021-22,9576151,1,94,Brentford,Home,290927,144485,Ivan Toney,ivan-toney,F,False,,,,9.0,2.0,11.0,5.0,7.0,4.0,,,,2.0,,,2.0,12.0,13.0,,,3.0,,,,,,,1.0,,90.0,,,,,,,19.0,,7.0,,,,,1.0,1.0,1.0,,,,21.0,3.0,23.0,0,1.0,39.0,2.0,4.0,1.0,
2021-22,9576151,1,94,Brentford,Home,548050,205836,Saman Ghoddos,saman-ghoddos,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576151,1,94,Brentford,Home,576384,191866,Kristoffer Ajer,kristoffer-ajer,D,False,,,1.0,10.0,9.0,19.0,2.0,,,,,,,,,,2.0,2.0,,,,,,,,,,1.0,,71.0,,,,,,,15.0,,6.7,,,,,2.0,1.0,,,5.0,,17.0,14.0,31.0,0,1.0,42.0,,,1.0,1.0
2021-22,9576151,1,94,Brentford,Home,581310,154561,David Raya,david-raya,G,False,,1.0,12.0,9.0,11.0,20.0,,1.0,13.0,,,,,,,,,1.0,,,,,,,2.0,,,,,90.0,,,,,,,26.0,,7.9,2.0,4.0,,,,,,1.0,38.0,,32.0,14.0,46.0,0,,57.0,,,,
2021-22,9576151,1,94,Brentford,Home,599128,194010,Rico Henry,rico-henry,D,False,,,2.0,6.0,15.0,21.0,1.0,,5.0,,,,,,,,3.0,3.0,,,1.0,,,,,,,,,90.0,,1.0,,,,,9.0,,6.9,,,,,1.0,1.0,1.0,,3.0,,9.0,16.0,24.0,0,3.0,39.0,4.0,,,3.0
2021-22,9576151,1,94,Brentford,Home,790833,174932,Sergi Canós,sergi-canos,M,False,1.0,,2.0,8.0,5.0,12.0,,,7.0,1.0,,,1.0,,,,1.0,7.0,,,,,1.0,,,,3.0,1.0,,90.0,2.0,1.0,,,,,13.0,,8.7,,,1.0,,,,4.0,,4.0,,13.0,10.0,19.0,3,7.0,46.0,3.0,,,3.0
2021-22,9576151,1,94,Brentford,Home,798933,213687,Charlie Goode,charlie-goode,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576151,1,94,Brentford,Home,805123,216646,Yoane Wissa,yoane-wissa,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
