playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,fiftyFifty,totalRedCards,blockedShots,overruns,totalTackles,totalShots,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,successfulFiftyFifty,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,awayGoals,substituteOn,aerialDuels,cleanSheets,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,successfulLongPasses,backwardPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,throughBalls,goals,offsides,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,unsuccessfulLayoffs,oboxTarget,rightFootGoals,leftFootGoals,headedGoals,throwInsToOwnPlayer,hitWoodwork,shotsBlockedOutsideBox,foulWonPenalty,cornersTakenInclShortCorners,successfulCornersIntoBox,lastPlayerTackle,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,freekickTotal,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,savesMade,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,secondGoalAssists,ownGoalScored,penaltiesConceded,clearancesOffTheLine,setPiecesGoals,penaltiesTaken,penaltyGoals,goalkeeperSmother,drops,crossesNotClaimed,redCards2ndYellow
55037,Cheikhou Kouyaté,Midfielder,C Palace,31,Senegal,2021-22,93.0,1.0,1.0068,66.0,0.0,1.0,1.0,52.0,6.0,108.0,27.0,1.0,1.0,33.0,23.0,144.0,3.0,799.0,0.0,4.0,80.0,4.0,1.0,1978.0,29.0,136.0,7.0,35.0,85.0,625.0,7.0,1.0,1.0,22.1166,4.0,7.0,33.0,28.0,1.0,64.0,188.0,21.0,0.0,229.0,26.0,0.0,268.0,136.0,27.0,14.0,4.0,230.0,21.0,3.0,15.0,1.0,149.0,51.0,0.0,782.0,6.0,1.0,194.0,38.0,13.0,14.0,204.0,30.0,38.0,30.0,139.0,1118.0,9.0,26.0,426.0,19.0,2.0,0.5335,3.0,36.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54861,Christian Benteke,Forward,C Palace,31,Belgium,2021-22,92.0,,1.0337,42.0,0.0,7.0,2.0,3.0,32.0,101.0,25.0,1.0,16.0,20.0,11.0,106.0,,298.0,3.0,14.0,143.0,1.0,,1136.0,57.0,113.0,3.0,7.0,27.0,184.0,78.0,,3.0,16.24,12.0,,33.0,20.0,5.0,35.0,87.0,16.0,0.0,205.0,4.0,1.0,67.0,25.0,25.0,1.0,4.0,132.0,17.0,,21.0,5.0,62.0,86.0,0.0,279.0,19.0,5.0,171.0,2.0,9.0,3.0,68.0,16.0,2.0,8.0,76.0,494.0,5.0,3.0,60.0,4.0,3.0,4.8914,3.0,5.0,16.0,13.0,3.5341,2.0,4.0,10.0,2.0,1.0,8.0,8.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232787,Conor Gallagher,Midfielder,C Palace,31,England,2021-22,228.0,9.0,,134.0,0.0,11.0,3.0,69.0,41.0,165.0,34.0,3.0,14.0,58.0,33.0,197.0,40.0,1049.0,5.0,1.0,62.0,10.0,36.0,2851.0,39.0,199.0,7.0,76.0,176.0,806.0,86.0,2.0,2.0,,35.0,6.0,23.0,38.0,,189.0,258.0,65.0,0.0,427.0,49.0,3.0,293.0,187.0,34.0,31.0,33.0,518.0,31.0,92.0,83.0,,365.0,23.0,0.0,981.0,19.0,26.0,446.0,38.0,42.0,9.0,234.0,65.0,29.0,46.0,264.0,1753.0,7.0,15.0,370.0,45.0,5.0,,10.0,32.0,43.0,22.0,,2.0,8.0,2.0,,,,,1.0,,7.0,1.0,,2.0,1.0,,1.0,62.0,15.0,1.0,4.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,
232413,Eberechi Eze,Midfielder,C Palace,31,England,2021-22,42.0,2.0,0.8075,17.0,0.0,7.0,,10.0,3.0,40.0,13.0,1.0,8.0,8.0,6.0,48.0,5.0,273.0,1.0,7.0,20.0,1.0,8.0,602.0,13.0,43.0,1.0,10.0,36.0,214.0,11.0,,1.0,7.5522,10.0,,1.0,8.0,5.0,29.0,72.0,12.0,0.0,85.0,3.0,0.0,72.0,38.0,13.0,4.0,9.0,133.0,7.0,19.0,19.0,5.0,65.0,7.0,0.0,261.0,2.0,1.0,109.0,6.0,14.0,1.0,47.0,5.0,5.0,11.0,82.0,412.0,4.0,1.0,100.0,4.0,,0.443,1.0,8.0,11.0,1.0,0.0584,1.0,1.0,,2.0,,,,,,,1.0,,1.0,,2.0,,16.0,3.0,,1.0,9.0,0.0526,1.0,,,,,,,,,,,,,,,,,,,,,,,,
105666,Jack Butland,Goalkeeper,C Palace,31,England,2021-22,2.0,,0.0047,,0.0,,,,,1.0,9.0,,,,8.0,73.0,,247.0,0.0,1.0,3.0,1.0,,765.0,2.0,3.0,2.0,,2.0,143.0,,,,9.7874,,10.0,8.0,13.0,,,73.0,2.0,0.0,5.0,,0.0,114.0,58.0,9.0,,,20.0,11.0,,,,2.0,1.0,0.0,145.0,,,73.0,,,,60.0,,,31.0,,326.0,,42.0,154.0,,,,0.0,72.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,11.0,7.0,66.0,2.0,1.0,1.0,7.0,17.0,88.0,18.0,2.0,10.0,,,,,,,,,,,
173954,Jairo Riedewald,Midfielder,C Palace,31,Netherlands,2021-22,6.0,,0.0223,1.0,0.0,,,1.0,,5.0,3.0,,2.0,1.0,1.0,8.0,,53.0,0.0,2.0,2.0,,1.0,116.0,2.0,2.0,3.0,2.0,2.0,44.0,1.0,,,2.5441,2.0,,1.0,5.0,,4.0,20.0,,0.0,8.0,1.0,0.0,13.0,10.0,3.0,,1.0,18.0,2.0,1.0,2.0,,6.0,,0.0,51.0,,,12.0,1.0,1.0,,8.0,1.0,1.0,1.0,12.0,67.0,1.0,1.0,28.0,1.0,,,0.0,3.0,4.0,,,,,,,,,,,,,,,1.0,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50471,James McArthur,Midfielder,C Palace,31,Scotland,2021-22,106.0,5.0,1.0284,57.0,0.0,4.0,1.0,33.0,5.0,101.0,21.0,3.0,6.0,35.0,15.0,154.0,11.0,909.0,0.0,6.0,53.0,4.0,6.0,1436.0,31.0,96.0,4.0,38.0,74.0,715.0,20.0,,,12.8037,13.0,3.0,26.0,15.0,2.0,75.0,243.0,20.0,0.0,202.0,14.0,0.0,272.0,135.0,21.0,10.0,9.0,367.0,11.0,12.0,23.0,2.0,149.0,22.0,0.0,871.0,2.0,9.0,213.0,23.0,21.0,9.0,207.0,24.0,30.0,40.0,187.0,1186.0,4.0,25.0,394.0,17.0,,0.2641,4.0,53.0,54.0,3.0,0.7666,3.0,,3.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,12.0,,2.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
49413,James Tomkins,Defender,C Palace,31,England,2021-22,13.0,,0.1245,10.0,0.0,1.0,,8.0,3.0,18.0,8.0,,,7.0,6.0,43.0,,319.0,0.0,2.0,15.0,,,546.0,5.0,21.0,4.0,2.0,11.0,250.0,8.0,,1.0,8.2072,2.0,2.0,18.0,11.0,,8.0,103.0,2.0,1.0,34.0,,1.0,79.0,33.0,8.0,5.0,,40.0,7.0,,,,19.0,10.0,0.0,301.0,1.0,,45.0,3.0,1.0,8.0,113.0,7.0,4.0,26.0,24.0,378.0,1.0,13.0,236.0,4.0,1.0,0.4956,2.0,25.0,18.0,2.0,0.9716,,1.0,,1.0,,1.0,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
231747,Jean-Philippe Mateta,Forward,C Palace,31,France,2021-22,103.0,2.0,0.5663,49.0,0.0,5.0,1.0,8.0,32.0,69.0,22.0,1.0,18.0,15.0,13.0,74.0,4.0,230.0,3.0,9.0,82.0,,2.0,1148.0,43.0,64.0,1.0,12.0,25.0,156.0,64.0,,,8.672,6.0,,13.0,14.0,5.0,60.0,49.0,7.0,2.0,167.0,8.0,2.0,46.0,30.0,22.0,4.0,7.0,95.0,13.0,4.0,30.0,5.0,85.0,39.0,0.0,219.0,14.0,11.0,139.0,4.0,10.0,3.0,59.0,16.0,4.0,,76.0,427.0,12.0,2.0,63.0,9.0,,5.827,2.0,5.0,21.0,18.0,3.9187,,5.0,13.0,,1.0,12.0,12.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86417,Jeffrey Schlupp,Midfielder,C Palace,31,Ghana,2021-22,147.0,3.0,1.2177,60.0,0.0,10.0,7.0,46.0,23.0,123.0,32.0,1.0,12.0,28.0,20.0,152.0,17.0,641.0,1.0,12.0,70.0,6.0,3.0,1846.0,39.0,134.0,3.0,48.0,103.0,471.0,63.0,,2.0,19.4092,17.0,5.0,31.0,19.0,9.0,108.0,132.0,22.0,0.0,281.0,30.0,3.0,221.0,115.0,32.0,21.0,23.0,246.0,16.0,17.0,56.0,9.0,211.0,31.0,0.0,634.0,14.0,15.0,280.0,25.0,35.0,9.0,132.0,26.0,18.0,18.0,156.0,1059.0,7.0,17.0,246.0,15.0,,3.339,1.0,29.0,45.0,9.0,1.9058,3.0,4.0,,1.0,,5.0,5.0,,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
450542,Jesurun Rak-Sakyi,Midfielder,C Palace,31,England,2021-22,7.0,,0.017,2.0,0.0,,,,,3.0,2.0,,,2.0,1.0,3.0,1.0,24.0,0.0,1.0,1.0,,1.0,81.0,1.0,3.0,,5.0,3.0,21.0,1.0,,,0.1703,,,,,,6.0,6.0,3.0,0.0,10.0,3.0,0.0,1.0,6.0,2.0,,2.0,11.0,,1.0,4.0,,9.0,,0.0,23.0,,1.0,11.0,,,,11.0,1.0,1.0,,6.0,45.0,1.0,,11.0,1.0,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174874,Joachim Andersen,Defender,C Palace,31,Denmark,2021-22,88.0,2.0,1.9171,51.0,0.0,1.0,,30.0,7.0,160.0,34.0,3.0,,27.0,32.0,430.0,6.0,2334.0,0.0,2.0,104.0,11.0,2.0,2915.0,48.0,101.0,4.0,21.0,45.0,1651.0,33.0,,2.0,32.5789,17.0,28.0,123.0,37.0,1.0,40.0,476.0,8.0,0.0,189.0,10.0,0.0,803.0,152.0,34.0,7.0,2.0,489.0,33.0,6.0,10.0,1.0,85.0,56.0,0.0,2244.0,4.0,2.0,458.0,23.0,7.0,19.0,948.0,19.0,37.0,253.0,107.0,2652.0,1.0,88.0,1417.0,7.0,,0.6581,4.0,270.0,123.0,3.0,1.0185,3.0,,1.0,,1.0,2.0,2.0,,1.0,,,,5.0,,,,,,,1.0,,0.1319,1.0,,,,4.0,,,,,,1.0,3.0,,,1.0,1.0,,,,,,,,,
55494,Joel Ward,Defender,C Palace,31,England,2021-22,112.0,4.0,1.2659,44.0,0.0,2.0,2.0,44.0,8.0,173.0,28.0,,,19.0,27.0,301.0,39.0,1445.0,0.0,1.0,97.0,9.0,4.0,2486.0,39.0,143.0,8.0,48.0,85.0,1078.0,12.0,25.0,3.0,30.2407,7.0,6.0,95.0,37.0,1.0,73.0,202.0,21.0,0.0,255.0,13.0,0.0,623.0,140.0,28.0,18.0,6.0,478.0,29.0,39.0,24.0,1.0,158.0,58.0,0.0,1417.0,7.0,6.0,424.0,26.0,20.0,11.0,449.0,22.0,32.0,66.0,171.0,2105.0,,58.0,670.0,12.0,,0.3277,8.0,128.0,120.0,1.0,0.0116,,,1.0,1.0,1.0,,,,1.0,,,,224.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
