playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,fiftyFifty,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,throughBalls,gamesPlayed,successfulFiftyFifty,totalPasses,goals,offsides,awayGoals,oboxBlocked,substituteOn,aerialDuelsLost,goalsConcededOutsideBox,groundDuelsWon,successfulCornersIntoBox,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,shotsBlockedInBox,totalFoulsWon,winningGoal,recoveries,appearances,rightFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,successfulPassesOwnHalf,handballsConceded,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,secondGoalAssists,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,overruns,totalShots,unsuccessfulShortPasses,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,duelsWon,putthroughBlockedDistribution,successfulShortPasses,totalTouchesInOppositionBox,throwInsToOppositionPlayer,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,duels,putthroughBlockedDistributionWon,homeGoals,forwardPasses,oboxTarget,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,cornersWon,successfulDribbles,blocks,interceptions,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,foulAttemptedTackle,expectedGoals,yellowCards,iboxTarget,shotsOnTargetInBox,headedGoals,hitWoodwork,leftFootGoals,redCards2ndYellow,setPiecesGoals,catches,savesMade,savesMadeFromOutsideBox,goalKicks,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,penaltiesConceded,penaltiesTaken,penaltyGoals,foulWonPenalty,clearancesOffTheLine,lastPlayerTackle,otherGoals,penaltiesSaved,savesMadeCaught,penaltiesFaced,savesFromPenalty,punches,goalkeeperSmother,drops,crossesNotClaimed
66975,Luka Milivojevic,Midfielder,C Palace,31,Serbia,2020-21,116.0,73.0,6.0,7.0,2.7758,65.0,2.0,31.0,37.0,1294.0,1.0,,0.0,6.0,4.0,20.0,10.0,106.0,6.0,2.0,37.6914,20.0,5.0,,33.0,1.0,157.0,31.0,1.0,6.0,24.0,25.0,7.0,1231.0,6.0,290.0,34.0,7.0,347.0,38.0,15.0,75.0,178.0,1668.0,3.0,580.0,1.0,66.0,65.0,,1.0,1.5512,1.0,0.5505,2.0,13.0,154.0,1.0,7.0,27.0,220.0,5.0,23.0,53.0,5.0,5.0,14.0,2363.0,,139.0,39.0,999.0,9.0,1.0,46.0,47.0,96.0,273.0,255.0,23.0,1.0,496.0,5.0,31.0,508.0,37.0,,202.0,33.0,1.0,5.0,8.0,6.0,35.0,8.0,6.0,29.0,21.0,2.4102,8.0,1.0,1.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,
40784,Mamadou Sakho,Defender,C Palace,31,France,2020-21,9.0,3.0,,,,3.0,,4.0,1.0,92.0,,,0.0,,1.0,7.0,1.0,4.0,,3.0,5.9889,,,,1.0,0.0,14.0,4.0,,,,1.0,,78.0,1.0,15.0,2.0,,19.0,2.0,,4.0,1.0,124.0,2.0,49.0,,5.0,3.0,,,0.0124,0.0,,,1.0,6.0,,,3.0,11.0,,,13.0,,,,275.0,,10.0,1.0,77.0,2.0,,11.0,8.0,2.0,32.0,19.0,1.0,0.0,40.0,,1.0,32.0,7.0,,6.0,6.0,0.0,,,2.0,3.0,,,1.0,1.0,0.0586,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
58786,Martin Kelly,Defender,C Palace,31,England,2020-21,,,,,,1.0,,1.0,,3.0,,,0.0,,1.0,,,1.0,,,,,,,,0.0,1.0,1.0,,,,,,3.0,,1.0,,,1.0,,,,,4.0,,2.0,,,1.0,,,,0.0,,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,2.0,,,,,,,1.0,,0.0,2.0,,1.0,,,,1.0,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94245,Michy Batshuayi,Forward,C Palace,31,Belgium,2020-21,62.0,35.0,2.0,6.0,1.7539,5.0,,18.0,17.0,167.0,2.0,11.0,1.0,,11.0,16.0,4.0,21.0,,,10.7307,8.0,,2.0,5.0,0.0,15.0,18.0,,6.0,4.0,28.0,,155.0,4.0,109.0,3.0,,44.0,12.0,,2.0,50.0,295.0,2.0,44.0,1.0,1.0,12.0,,1.0,0.9704,0.0,,3.0,10.0,47.0,1.0,6.0,7.0,48.0,4.0,,27.0,,2.0,1.0,722.0,4.0,32.0,15.0,117.0,33.0,,5.0,15.0,46.0,38.0,94.0,6.0,1.0,35.0,2.0,2.0,76.0,11.0,2.0,67.0,11.0,0.0,5.0,11.0,1.0,3.0,5.0,,,3.0,1.5639,0.0,2.0,2.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,
57328,Nathaniel Clyne,Defender,C Palace,31,England,2020-21,24.0,41.0,1.0,1.0,0.0407,17.0,,13.0,25.0,443.0,,,0.0,,,10.0,5.0,23.0,,,15.8106,3.0,8.0,1.0,2.0,0.0,56.0,13.0,,2.0,18.0,4.0,,443.0,2.0,157.0,10.0,,121.0,4.0,,15.0,88.0,709.0,105.0,175.0,1.0,41.0,50.0,,5.0,0.3412,0.0,,,3.0,64.0,1.0,,13.0,105.0,18.0,,14.0,,1.0,5.0,1147.0,1.0,27.0,26.0,323.0,6.0,20.0,21.0,22.0,14.0,16.0,51.0,5.0,0.0,218.0,1.0,7.0,168.0,17.0,1.0,37.0,4.0,0.0,2.0,4.0,2.0,18.0,2.0,,27.0,1.0,0.1744,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74230,Patrick van Aanholt,Defender,C Palace,31,Netherlands,2020-21,65.0,40.0,4.0,5.0,1.3417,35.0,,22.0,22.0,952.0,,3.0,0.0,2.0,2.0,13.0,6.0,48.0,,,29.5001,11.0,6.0,2.0,3.0,0.0,136.0,22.0,,12.0,32.0,18.0,3.0,925.0,9.0,300.0,22.0,3.0,40.0,11.0,2.0,30.0,147.0,1395.0,135.0,393.0,1.0,46.0,51.0,,6.0,1.7208,0.0,0.2314,,14.0,143.0,1.0,1.0,20.0,189.0,28.0,2.0,24.0,4.0,2.0,8.0,1775.0,1.0,59.0,38.0,733.0,39.0,24.0,32.0,36.0,52.0,349.0,124.0,12.0,0.0,416.0,2.0,13.0,378.0,30.0,2.0,100.0,11.0,0.0,15.0,10.0,6.0,30.0,1.0,2.0,18.0,8.0,1.3874,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,
223824,Reece Hannam,Defender,C Palace,31,England,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221272,Sam Woods,Defender,C Palace,31,England,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19188,Scott Dann,Defender,C Palace,31,England,2020-21,42.0,20.0,2.0,1.0,0.3389,6.0,,15.0,8.0,640.0,1.0,,0.0,,,29.0,3.0,15.0,,,18.8224,1.0,3.0,2.0,5.0,0.0,73.0,15.0,,,,,,608.0,1.0,128.0,4.0,,163.0,6.0,,36.0,26.0,781.0,3.0,357.0,,51.0,32.0,,,0.2001,0.0,,,2.0,71.0,,,15.0,122.0,,,80.0,2.0,,,1350.0,,66.0,4.0,482.0,17.0,,57.0,24.0,13.0,124.0,108.0,2.0,1.0,327.0,,2.0,161.0,21.0,2.0,28.0,51.0,0.0,1.0,4.0,14.0,18.0,,,16.0,2.0,0.2681,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
42525,Stephen Henderson,Goalkeeper,C Palace,31,Ireland,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244723,Tyrick Mitchell,Defender,C Palace,31,England,2020-21,58.0,52.0,,2.0,1.023,65.0,,19.0,26.0,599.0,1.0,,0.0,,,15.0,7.0,87.0,,3.0,23.6647,2.0,16.0,,11.0,1.0,95.0,19.0,,7.0,22.0,19.0,,593.0,,288.0,35.0,,37.0,8.0,,29.0,60.0,1076.0,134.0,180.0,1.0,61.0,72.0,,5.0,0.544,0.0,,1.0,2.0,120.0,1.0,,19.0,181.0,22.0,,26.0,4.0,,5.0,1710.0,,98.0,55.0,389.0,7.0,47.0,46.0,32.0,43.0,120.0,156.0,18.0,1.0,382.0,,30.0,243.0,25.0,,130.0,11.0,0.0,4.0,11.0,10.0,21.0,,,32.0,5.0,0.8446,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,
40836,Vicente Guaita,Goalkeeper,C Palace,31,Spain,2020-21,1.0,1.0,,,,1.0,,37.0,1.0,921.0,,,0.0,,,1.0,11.0,5.0,,3.0,51.5061,,65.0,,6.0,0.0,296.0,37.0,,,,,,410.0,,471.0,1.0,,95.0,,,253.0,,1251.0,,257.0,,461.0,73.0,,,0.0337,0.0,,,,3.0,,,37.0,464.0,,,12.0,8.0,,,3330.0,,16.0,,204.0,,,33.0,64.0,,101.0,17.0,,0.0,725.0,,,200.0,53.0,,5.0,11.0,0.0,,,,1.0,,,186.0,,,2.0,,,,,,,,17.0,106.0,33.0,315.0,304.0,167.0,18.0,72.0,,,,,,,,1.0,5.0,4.0,1.0,22.0,2.0,3.0,2.0
20066,Wayne Hennessey,Goalkeeper,C Palace,31,Wales,2020-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82403,Wilfried Zaha,Forward,C Palace,31,Cote d’Ivoire,2020-21,215.0,123.0,23.0,20.0,7.2649,26.0,2.0,30.0,44.0,734.0,11.0,22.0,6.0,4.0,1.0,26.0,10.0,168.0,,3.0,41.4756,28.0,,19.0,88.0,4.0,102.0,30.0,10.0,61.0,35.0,139.0,,727.0,17.0,458.0,18.0,,118.0,32.0,,10.0,190.0,1369.0,5.0,160.0,1.0,16.0,24.0,,6.0,3.8534,0.0,,12.0,37.0,143.0,2.0,17.0,29.0,159.0,35.0,1.0,35.0,6.0,2.0,6.0,2614.0,4.0,177.0,56.0,565.0,167.0,,1.0,52.0,189.0,274.0,392.0,22.0,5.0,152.0,2.0,8.0,421.0,42.0,19.0,357.0,9.0,0.0,28.0,54.0,,9.0,2.0,4.0,4.0,13.0,8.0779,6.0,7.0,7.0,,2.0,1.0,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,
