playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,totalTackles,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,aerialDuels,successfulCrossesAndCorners,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,interceptions,successfulLongPasses,backwardPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,overruns,totalShots,unsuccessfulCrossesOpenPlay,substituteOn,aerialDuelsLost,throwInsToOppositionPlayer,successfulLaunches,shotsBlockedInBox,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,totalFoulsConceded,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,goalKicks,lastPlayerTackle,gkSuccessfulDistribution,gkUnsuccessfulDistribution,shotsOnTargetIncGoals,homeGoals,expectedGoalsOnTarget,leftFootGoals,goals,awayGoals,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,oboxTarget,goalAssists,offsides,cornersWon,punches,catches,savesMade,drops,savesMadeFromOutsideBox,savesMadeParried,savesMadeFromInsideBox,oboxBlocked,shotsBlockedOutsideBox,hitWoodwork,unsuccessfulLayoffs,clearancesOffTheLine,expectedGoalsFreekick,cornersTakenInclShortCorners,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,handballsConceded
152551,Jefferson Lerma,Midfielder,Palace,31,Colombia,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247412,Jørgen Strand Larsen,Forward,Palace,31,Norway,2026-27,11.0,,0.0087,0.0,1.0,,8.0,3.0,3.0,1.0,8.0,22.0,10.0,,135.0,9.0,1.0,,3.0,14.0,2.0,2.835,,2.0,3.0,7.0,3.0,1.0,0.0,20.0,,6.0,4.0,3.0,,8.0,2.0,4.0,10.0,6.0,0.0,21.0,19.0,1.0,1.0,1.0,5.0,,,8.0,44.0,,6.0,0.0,,1.0,,,2.0,,2.0,4.0,,,,1.0,,,1.0,4.0,,1.0,2.0,0.2982,,,,,1.0,,0.1067,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
450063,Quinten Timber,Midfielder,Palace,31,Netherlands,2026-27,4.0,,0.0022,0.0,1.0,,4.0,1.0,,1.0,6.0,18.0,1.0,,74.0,3.0,,2.0,3.0,11.0,,1.7031,,,2.0,3.0,4.0,2.0,0.0,7.0,1.0,8.0,3.0,1.0,,5.0,2.0,1.0,6.0,,0.0,17.0,7.0,1.0,,1.0,3.0,1.0,1.0,3.0,26.0,1.0,7.0,0.0,2.0,2.0,,,1.0,,,1.0,,1.0,,,,,1.0,2.0,,1.0,2.0,0.0195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223723,Takehiro Tomiyasu,Defender,Palace,31,Japan,2026-27,5.0,,0.0108,0.0,1.0,,7.0,2.0,1.0,1.0,9.0,50.0,5.0,,92.0,3.0,1.0,3.0,2.0,41.0,1.0,2.5062,,4.0,3.0,1.0,18.0,1.0,0.0,8.0,,18.0,4.0,2.0,1.0,18.0,2.0,,3.0,1.0,0.0,48.0,14.0,,,,11.0,4.0,,3.0,68.0,1.0,23.0,0.0,2.0,4.0,,,,4.0,1.0,4.0,,,,,4.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244723,Tyrick Mitchell,Defender,Palace,31,England,2026-27,10.0,,0.1811,0.0,6.0,,13.0,3.0,,3.0,17.0,74.0,1.0,,254.0,8.0,1.0,14.0,8.0,57.0,10.0,6.4409,4.0,8.0,8.0,9.0,32.0,,0.0,18.0,5.0,22.0,7.0,3.0,3.0,32.0,7.0,4.0,17.0,,0.0,74.0,36.0,3.0,2.0,,2.0,2.0,,18.0,148.0,4.0,25.0,0.0,4.0,8.0,1.0,,4.0,8.0,,1.0,3.0,,1.0,2.0,8.0,1.0,2.0,2.0,17.0,1.0,,0.7672,,,,,2.0,0.0,1.113,2.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,
121709,Walter Benítez,Goalkeeper,Palace,31,Argentina,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108413,Will Hughes,Midfielder,Palace,31,England,2026-27,,,0.0033,0.0,,,1.0,1.0,,,1.0,4.0,,,16.0,,,,,3.0,,0.1077,,2.0,,,2.0,,0.0,,,1.0,1.0,1.0,,2.0,,,,,0.0,4.0,1.0,,,,1.0,,,,7.0,,1.0,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488024,Yéremy Pino,Midfielder,Palace,31,Spain,2026-27,8.0,2.0,0.3968,0.0,5.0,4.0,16.0,3.0,3.0,2.0,17.0,81.0,4.0,3.0,192.0,10.0,1.0,5.0,9.0,61.0,7.0,4.506,5.0,2.0,5.0,5.0,25.0,4.0,0.0,18.0,2.0,24.0,12.0,3.0,2.0,35.0,4.0,2.0,14.0,1.0,0.0,72.0,38.0,3.0,,,11.0,1.0,3.0,21.0,125.0,1.0,32.0,0.0,1.0,5.0,1.0,,3.0,5.0,1.0,3.0,,,,1.0,9.0,,3.0,4.0,,2.0,3.0,0.3561,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,1.0,,,0.0502,3.0,1.0,1.0,3.0,1.0
559152,Zavier Gozo,Forward,Palace,31,United States,2026-27,5.0,,0.0006,0.0,1.0,,1.0,1.0,1.0,,1.0,4.0,,,22.0,1.0,,,1.0,3.0,,0.6137,,,1.0,5.0,1.0,,0.0,6.0,,1.0,,1.0,,2.0,1.0,3.0,6.0,,0.0,4.0,5.0,1.0,,,1.0,,,1.0,9.0,,1.0,0.0,,1.0,,,,,1.0,,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
242313,Óscar Mingueza,Defender,Palace,31,Spain,2026-27,3.0,,0.0008,0.0,2.0,,1.0,2.0,,,2.0,5.0,1.0,,16.0,2.0,,2.0,2.0,3.0,,0.6137,,,1.0,2.0,1.0,,0.0,5.0,1.0,1.0,1.0,2.0,,2.0,1.0,,4.0,,0.0,5.0,5.0,2.0,,,2.0,,,1.0,14.0,1.0,1.0,0.0,2.0,1.0,,,,,2.0,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
