playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,totalTackles,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,aerialDuels,successfulCrossesAndCorners,timePlayed,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,successfulPassesOppositionHalf,goalsConcededInsideBox,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,interceptions,successfulLongPasses,backwardPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,blockedShots,overruns,totalShots,unsuccessfulCrossesOpenPlay,substituteOn,aerialDuelsLost,throwInsToOppositionPlayer,successfulLaunches,shotsBlockedInBox,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,totalFoulsConceded,throwInsToOwnPlayer,substituteOff,foulAttemptedTackle,expectedGoals,goalKicks,lastPlayerTackle,gkSuccessfulDistribution,gkUnsuccessfulDistribution,shotsOnTargetIncGoals,homeGoals,expectedGoalsOnTarget,leftFootGoals,goals,awayGoals,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,oboxTarget,goalAssists,offsides,cornersWon,punches,catches,savesMade,drops,savesMadeFromOutsideBox,savesMadeParried,savesMadeFromInsideBox,oboxBlocked,shotsBlockedOutsideBox,hitWoodwork,unsuccessfulLayoffs,clearancesOffTheLine,expectedGoalsFreekick,cornersTakenInclShortCorners,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,handballsConceded
496221,Adam Wharton,Midfielder,Palace,31,England,2026-27,8.0,1.0,0.317,0.0,7.0,1.0,21.0,3.0,5.0,3.0,28.0,124.0,1.0,1.0,270.0,15.0,1.0,6.0,14.0,91.0,1.0,6.5486,4.0,6.0,8.0,8.0,23.0,6.0,0.0,23.0,1.0,54.0,11.0,3.0,4.0,55.0,7.0,6.0,22.0,1.0,0.0,122.0,40.0,3.0,1.0,1.0,34.0,4.0,5.0,13.0,167.0,2.0,42.0,0.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570794,Anan Khalaili,Defender,Palace,31,Israel,2026-27,14.0,1.0,0.1654,0.0,17.0,,8.0,3.0,1.0,2.0,11.0,79.0,7.0,1.0,200.0,27.0,1.0,3.0,23.0,63.0,5.0,4.506,2.0,9.0,5.0,11.0,3.0,1.0,0.0,41.0,3.0,27.0,11.0,3.0,6.0,36.0,4.0,3.0,34.0,4.0,0.0,78.0,31.0,11.0,5.0,2.0,30.0,5.0,5.0,19.0,165.0,1.0,33.0,1.0,3.0,6.0,1.0,1.0,2.0,6.0,1.0,3.0,3.0,3.0,1.0,3.0,6.0,1.0,2.0,2.0,12.0,1.0,1.0,0.7327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220362,Axel Disasi,Defender,Palace,31,France,2026-27,7.0,,0.0443,0.0,5.0,1.0,4.0,2.0,,1.0,9.0,67.0,6.0,,106.0,9.0,,1.0,6.0,52.0,1.0,2.4245,1.0,3.0,3.0,4.0,14.0,,0.0,16.0,1.0,20.0,9.0,2.0,2.0,11.0,3.0,1.0,10.0,3.0,0.0,56.0,12.0,3.0,1.0,2.0,29.0,4.0,6.0,4.0,86.0,2.0,47.0,0.0,5.0,3.0,,,,,1.0,3.0,,3.0,,,,,,1.0,,,1.0,,10.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172850,Ben Chilwell,Defender,Palace,31,England,2026-27,,,0.0007,0.0,,,,1.0,,,,5.0,,,16.0,,,,,5.0,1.0,0.1077,,,,,1.0,,1.0,,,1.0,,1.0,,4.0,,,,,0.0,5.0,1.0,,,,,,,3.0,7.0,,1.0,0.0,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,0.1489,,,,,1.0,0.0,0.6828,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
515621,Chadi Riad,Defender,Palace,31,Morocco,2026-27,3.0,,0.0067,0.0,1.0,,2.0,1.0,,1.0,3.0,49.0,2.0,,72.0,3.0,,1.0,1.0,44.0,,1.6179,,5.0,2.0,3.0,22.0,,0.0,6.0,1.0,14.0,3.0,1.0,,14.0,2.0,1.0,4.0,2.0,0.0,49.0,6.0,1.0,,,2.0,1.0,2.0,11.0,61.0,1.0,32.0,0.0,1.0,1.0,,,,,,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438464,Cheick Doucouré,Midfielder,Palace,31,Mali,2026-27,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427623,Chris Richards,Defender,Palace,31,United States,2026-27,7.0,,0.0083,0.0,5.0,,7.0,3.0,,3.0,18.0,138.0,7.0,,270.0,9.0,1.0,6.0,7.0,115.0,1.0,6.5486,,16.0,8.0,2.0,58.0,,0.0,16.0,3.0,38.0,7.0,3.0,1.0,26.0,7.0,,9.0,2.0,0.0,127.0,20.0,4.0,2.0,6.0,40.0,4.0,5.0,2.0,185.0,9.0,94.0,0.0,11.0,9.0,,,2.0,,,5.0,1.0,3.0,,,,,,1.0,1.0,,,0.078,9.0,,9.0,,2.0,,0.4044,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
209400,Daichi Kamada,Midfielder,Palace,31,Japan,2026-27,9.0,1.0,0.2987,0.0,9.0,,16.0,3.0,4.0,3.0,18.0,138.0,2.0,1.0,269.0,17.0,1.0,7.0,15.0,117.0,5.0,6.5486,3.0,3.0,8.0,9.0,35.0,4.0,0.0,26.0,4.0,35.0,14.0,3.0,2.0,56.0,7.0,3.0,24.0,2.0,0.0,136.0,26.0,7.0,2.0,,39.0,1.0,3.0,29.0,177.0,,65.0,1.0,2.0,3.0,1.0,,,2.0,,,,,1.0,1.0,2.0,1.0,,1.0,,1.0,1.0,0.0461,,,,,,,,,,,,,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
533646,Darío Osorio,Midfielder,Palace,31,Chile,2026-27,,,0.0003,0.0,1.0,,1.0,1.0,,,1.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,,,,,,,1.0,,0.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,0.0,2.0,1.0,,,,1.0,,,,4.0,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
172649,Dean Henderson,Goalkeeper,Palace,31,England,2026-27,,,0.0004,0.0,,,1.0,3.0,,3.0,17.0,80.0,,,270.0,,1.0,,,55.0,,6.5486,,6.0,8.0,,26.0,,0.0,,,31.0,31.0,3.0,,4.0,7.0,,,,0.0,61.0,17.0,,,,23.0,,8.0,,116.0,14.0,59.0,0.0,16.0,4.0,,,,,,,,4.0,,,,,,,,,,,14.0,,29.0,1.0,,,,,,,,,,,,,,4.0,2.0,12.0,1.0,1.0,1.0,10.0,,,,,,,,,,,
433154,Dwight McNeil,Midfielder,Palace,31,England,2026-27,5.0,,0.024,0.0,,,5.0,2.0,2.0,1.0,6.0,35.0,,,85.0,,,4.0,,28.0,,2.2316,,2.0,3.0,5.0,14.0,,0.0,5.0,1.0,4.0,3.0,2.0,,21.0,3.0,2.0,5.0,,0.0,35.0,10.0,,,1.0,10.0,1.0,1.0,7.0,46.0,1.0,8.0,0.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,1.0,,1.0,1.0,0.0485,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
205533,Eddie Nketiah,Forward,Palace,31,England,2026-27,18.0,,0.5827,0.0,4.0,1.0,9.0,3.0,,3.0,9.0,30.0,11.0,,168.0,11.0,1.0,2.0,7.0,21.0,8.0,5.3802,3.0,1.0,7.0,11.0,4.0,1.0,0.0,29.0,1.0,8.0,5.0,3.0,,15.0,6.0,7.0,18.0,4.0,0.0,30.0,22.0,4.0,2.0,,10.0,1.0,,8.0,63.0,,6.0,0.0,,2.0,,,4.0,,,7.0,,,,4.0,,,2.0,2.0,,3.0,1.0,1.099,,,,,2.0,,1.0636,,,,,2.0,2.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,
485337,Evann Guessand,Forward,Palace,31,Cote d’Ivoire,2026-27,7.0,,0.0248,0.0,1.0,,1.0,2.0,,,1.0,15.0,1.0,,54.0,1.0,,1.0,1.0,14.0,,0.6506,,1.0,1.0,6.0,3.0,,0.0,8.0,1.0,3.0,,2.0,1.0,11.0,1.0,3.0,7.0,,0.0,14.0,7.0,,,,5.0,,,4.0,27.0,,3.0,0.0,,,,,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,2.0,,,,0.0316,,,,,1.0,,0.0241,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
651426,Jaydee Canvot,Defender,Palace,31,France,2026-27,8.0,,0.0215,0.0,7.0,1.0,13.0,3.0,,3.0,20.0,186.0,7.0,,270.0,13.0,1.0,2.0,8.0,157.0,1.0,6.5486,,10.0,8.0,6.0,41.0,1.0,0.0,21.0,1.0,75.0,6.0,3.0,1.0,54.0,7.0,2.0,14.0,5.0,0.0,181.0,26.0,6.0,,4.0,57.0,3.0,9.0,13.0,224.0,4.0,112.0,0.0,7.0,10.0,1.0,,,,,2.0,,1.0,1.0,1.0,,1.0,,,,,,0.0473,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
231747,Jean-Philippe Mateta,Forward,Palace,31,France,2026-27,5.0,,0.0152,0.0,2.0,,3.0,1.0,1.0,1.0,3.0,12.0,3.0,,63.0,3.0,,,2.0,9.0,2.0,1.6179,1.0,1.0,2.0,3.0,6.0,,0.0,8.0,,1.0,2.0,1.0,2.0,6.0,2.0,1.0,5.0,1.0,0.0,12.0,6.0,,,,4.0,,,1.0,21.0,,3.0,0.0,,,,,2.0,,,2.0,,,,,,,2.0,2.0,,1.0,1.0,0.6981,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
