playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,substituteOff,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltyGoalsConceded,goals,offsides,awayGoals,goalKicks,iboxTarget,shotsOnTargetInBox,penaltiesConceded,throwInsToOppositionPlayer,homeGoals,headedGoals,gkSuccessfulDistribution,throwInsToOwnPlayer,lastPlayerTackle,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,ownGoalScored,savesMade,drops,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,setPiecesGoals,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,overruns,foulWonPenalty,penaltiesTaken,penaltyGoals,hitWoodwork,redCards2ndYellow,secondGoalAssists,clearancesOffTheLine,crossesNotClaimed
496221,Adam Wharton,Midfielder,C Palace,31,England,2023-24,66.0,3.0,1.5084,0.0,3.0,1.0,0.0236,48.0,7.0,3.0,85.0,16.0,3.0,8.0,15.0,106.0,7.0,562.0,2.0,1.0,15.0,20.0,2.0,1.0,8.0,1305.0,1.0,12.0,79.0,1.0,25.0,71.0,428.0,5.0,4.0,16.5501,18.0,6.0,24.0,16.0,1.0,54.0,118.0,21.0,0.0,145.0,14.0,175.0,76.0,16.0,1.0,16.0,2.0,280.0,15.0,17.0,14.0,1.0,125.0,8.0,0.0,542.0,6.0,1.0,158.0,32.0,3.0,3.0,190.0,18.0,20.0,6.0,28.0,79.0,793.0,9.0,2.0,8.0,184.0,16.0,1.0,0.3413,2.0,21.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438464,Cheick Doucouré,Midfielder,C Palace,31,Mali,2023-24,42.0,,0.7519,0.0,2.0,2.0,0.5039,34.0,4.0,5.0,46.0,11.0,,4.0,11.0,54.0,1.0,421.0,1.0,,,14.0,3.0,2.0,,921.0,,9.0,50.0,,18.0,45.0,359.0,,7.0,7.514,10.0,1.0,9.0,12.0,1.0,33.0,109.0,1.0,0.0,92.0,11.0,132.0,74.0,11.0,2.0,17.0,3.0,185.0,12.0,1.0,11.0,1.0,78.0,5.0,0.0,417.0,2.0,,82.0,17.0,10.0,2.0,114.0,10.0,20.0,,8.0,66.0,570.0,3.0,1.0,5.0,182.0,10.0,,0.2797,2.0,8.0,19.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427623,Chris Richards,Defender,C Palace,31,United States,2023-24,70.0,,0.1882,0.0,2.0,3.0,0.3645,46.0,9.0,1.0,97.0,26.0,1.0,1.0,23.0,154.0,1.0,924.0,,3.0,,106.0,4.0,,,2091.0,,44.0,115.0,4.0,35.0,53.0,736.0,,21.0,32.1736,5.0,4.0,106.0,38.0,2.0,26.0,260.0,7.0,1.0,185.0,20.0,345.0,88.0,26.0,,18.0,,245.0,34.0,1.0,4.0,2.0,79.0,62.0,0.0,901.0,6.0,1.0,175.0,28.0,1.0,12.0,195.0,12.0,27.0,,34.0,124.0,1216.0,,,36.0,525.0,9.0,,0.5989,3.0,57.0,61.0,2.0,1.0,1.0,0.0,5.0,2.0,2.0,1.0,6.0,1.0,1.0,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
247348,Daniel Muñoz,Defender,C Palace,31,Colombia,2023-24,95.0,1.0,1.2926,0.0,3.0,,,55.0,5.0,,102.0,16.0,4.0,3.0,16.0,118.0,10.0,566.0,,,,54.0,4.0,,1.0,1439.0,,28.0,102.0,2.0,39.0,76.0,438.0,,43.0,18.9521,17.0,6.0,34.0,22.0,3.0,67.0,27.0,8.0,0.0,197.0,22.0,185.0,76.0,16.0,,20.0,12.0,271.0,20.0,10.0,19.0,3.0,143.0,26.0,0.0,562.0,5.0,5.0,200.0,35.0,13.0,7.0,200.0,30.0,24.0,,10.0,154.0,986.0,1.0,,13.0,178.0,25.0,1.0,1.2399,4.0,16.0,37.0,,,8.0,,,,,,29.0,,,,112.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
531989,David Ozoh,Midfielder,C Palace,31,England,2023-24,14.0,,0.0165,0.0,,,,10.0,,,3.0,9.0,,1.0,,3.0,,51.0,,9.0,,8.0,,,,149.0,,5.0,14.0,,3.0,11.0,48.0,,,5.8158,,,2.0,5.0,,9.0,18.0,,0.0,28.0,2.0,11.0,8.0,9.0,,4.0,2.0,23.0,5.0,,6.0,,20.0,3.0,0.0,51.0,,,11.0,6.0,1.0,,10.0,2.0,,,,12.0,75.0,,,,25.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172649,Dean Henderson,Goalkeeper,C Palace,31,England,2023-24,1.0,,0.0254,0.0,,,,1.0,,,4.0,18.0,,,18.0,199.0,,430.0,,,,5.0,4.0,,,1620.0,,,7.0,2.0,,2.0,166.0,,,28.7483,,32.0,22.0,30.0,,1.0,65.0,2.0,0.0,8.0,,287.0,121.0,18.0,,,,48.0,28.0,,,,3.0,5.0,0.0,262.0,,,206.0,1.0,,,78.0,,,,65.0,,577.0,,,115.0,183.0,,,,2.0,195.0,36.0,1.0,,,,105.0,,,,,,,98.0,,,2.0,15.0,1.0,1.0,14.0,1.0,58.0,3.0,59.0,26.0,42.0,,,,,,,,,,,,,,,
232413,Eberechi Eze,Midfielder,C Palace,31,England,2023-24,176.0,8.0,5.555,0.0,28.0,34.0,10.3305,35.0,55.0,7.0,117.0,27.0,4.0,24.0,24.0,129.0,15.0,791.0,13.0,3.0,71.0,36.0,2.0,12.0,35.0,2064.0,5.0,24.0,164.0,1.0,45.0,152.0,635.0,20.0,113.0,25.7024,50.0,2.0,4.0,28.0,15.0,152.0,235.0,48.0,2.0,340.0,25.0,190.0,135.0,27.0,12.0,18.0,64.0,458.0,27.0,72.0,112.0,15.0,304.0,12.0,0.0,735.0,21.0,20.0,405.0,17.0,69.0,2.0,117.0,27.0,11.0,39.0,27.0,249.0,1442.0,12.0,13.0,,239.0,17.0,2.0,9.1243,3.0,12.0,23.0,3.0,11.0,11.0,3.0,,11.0,11.0,1.0,2.0,8.0,,,3.0,,,,,,,,,,,,,1.0,9.0,2.0,12.0,12.0,0.6646,7.0,1.0,1.0,1.0,,,,,
574398,Franco Umeh-Chibueze,Forward,C Palace,31,Ireland,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474908,Jadan Raymond,Midfielder,C Palace,31,Wales,2023-24,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173954,Jairo Riedewald,Midfielder,C Palace,31,Netherlands,2023-24,11.0,,0.0694,0.0,,,,9.0,1.0,,16.0,9.0,,2.0,2.0,21.0,,108.0,,7.0,2.0,5.0,,,,229.0,1.0,2.0,15.0,,3.0,12.0,83.0,,6.0,4.6874,,,2.0,3.0,,9.0,38.0,2.0,0.0,26.0,,36.0,14.0,9.0,,6.0,2.0,49.0,3.0,3.0,4.0,,21.0,3.0,0.0,104.0,1.0,,35.0,3.0,1.0,,16.0,3.0,2.0,2.0,4.0,18.0,144.0,2.0,,2.0,38.0,1.0,,0.0204,0.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
49413,James Tomkins,Defender,C Palace,31,England,2023-24,,,0.0027,0.0,,,,,,,1.0,4.0,,,,3.0,,21.0,,4.0,,2.0,,,,7.0,,,2.0,,,,15.0,,,1.8179,,1.0,,2.0,,,2.0,,0.0,2.0,,8.0,2.0,4.0,,,,7.0,2.0,,,,,2.0,0.0,21.0,,,3.0,,,,10.0,,1.0,,3.0,1.0,24.0,,,2.0,11.0,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231747,Jean-Philippe Mateta,Forward,C Palace,31,France,2023-24,221.0,4.0,1.3432,0.0,7.0,29.0,11.1353,22.0,39.0,1.0,106.0,35.0,5.0,21.0,25.0,108.0,16.0,413.0,,10.0,,118.0,4.0,1.0,4.0,2283.0,5.0,68.0,119.0,4.0,23.0,69.0,297.0,,107.0,38.6704,27.0,,14.0,44.0,7.0,153.0,102.0,22.0,3.0,340.0,9.0,79.0,81.0,35.0,1.0,7.0,36.0,221.0,40.0,16.0,114.0,7.0,222.0,50.0,0.0,401.0,10.0,11.0,328.0,15.0,25.0,4.0,108.0,35.0,4.0,,8.0,124.0,845.0,12.0,,2.0,88.0,29.0,,10.9369,3.0,2.0,20.0,2.0,16.0,24.0,4.0,,12.0,12.0,,,12.0,1.0,,,,,,,,,,,,,,,,12.0,3.0,,,,1.0,2.0,2.0,2.0,,,,,
152551,Jefferson Lerma,Midfielder,C Palace,31,Colombia,2023-24,116.0,3.0,1.9956,0.0,5.0,9.0,1.0839,42.0,29.0,8.0,167.0,28.0,1.0,19.0,27.0,216.0,11.0,1225.0,3.0,1.0,,105.0,4.0,4.0,3.0,2403.0,1.0,36.0,147.0,3.0,39.0,78.0,969.0,,41.0,35.5879,23.0,4.0,64.0,46.0,2.0,80.0,363.0,25.0,0.0,263.0,19.0,403.0,174.0,28.0,4.0,17.0,6.0,507.0,43.0,11.0,20.0,2.0,158.0,69.0,0.0,1195.0,20.0,10.0,279.0,25.0,11.0,12.0,260.0,43.0,36.0,,40.0,199.0,1586.0,5.0,3.0,23.0,505.0,31.0,1.0,2.6538,8.0,49.0,70.0,2.0,1.0,4.0,0.0,,4.0,4.0,,,1.0,,,6.0,2.0,,,,,,,,,,,,,1.0,,,,,1.0,,,,3.0,,,,
86417,Jeffrey Schlupp,Midfielder,C Palace,31,Ghana,2023-24,93.0,2.0,1.4062,0.0,4.0,11.0,2.8487,38.0,15.0,,62.0,29.0,2.0,9.0,17.0,78.0,8.0,323.0,4.0,12.0,,39.0,1.0,4.0,2.0,1356.0,1.0,17.0,92.0,,21.0,70.0,239.0,,27.0,18.773,17.0,1.0,18.0,25.0,,76.0,81.0,15.0,1.0,185.0,11.0,90.0,54.0,29.0,4.0,14.0,20.0,153.0,25.0,8.0,43.0,,146.0,22.0,0.0,319.0,4.0,8.0,174.0,24.0,17.0,2.0,65.0,24.0,8.0,,6.0,87.0,591.0,15.0,4.0,5.0,94.0,22.0,,1.8336,1.0,16.0,18.0,3.0,2.0,,2.0,,5.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,2.0,,,,3.0,,,,,,,,
