code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,team_h_difficulty,team_a_difficulty
2561896,1,True,True,2,2025-08-16T11:30:00Z,90,False,True,15,0,2,0,3,4
2561913,2,True,True,19,2025-08-25T19:00:00Z,90,False,True,12,3,15,2,4,3
2561918,3,True,True,24,2025-08-30T16:30:00Z,90,False,True,15,0,11,0,3,3
2561933,4,True,True,39,2025-09-13T14:00:00Z,90,False,True,20,0,15,1,1,3
2561935,5,True,True,42,2025-09-21T13:00:00Z,90,False,True,15,0,4,0,3,3
2561952,6,True,True,58,2025-09-28T15:30:00Z,90,False,True,1,2,15,1,4,3
2561963,7,True,True,69,2025-10-05T13:00:00Z,90,False,True,16,0,15,2,3,3
2561965,8,True,True,71,2025-10-18T14:00:00Z,90,False,True,15,1,6,2,3,4
2561983,9,True,True,89,2025-10-25T14:00:00Z,90,False,True,10,1,15,2,2,3
2561994,10,True,True,100,2025-11-02T14:00:00Z,90,False,True,15,1,19,3,3,3
2561996,11,True,True,102,2025-11-09T14:00:00Z,90,False,True,15,1,5,3,3,3
2562013,12,True,True,119,2025-11-22T17:30:00Z,90,False,True,13,1,15,2,4,3
2562019,13,True,True,125,2025-11-29T17:30:00Z,90,False,True,15,4,9,1,3,3
2562033,14,True,True,139,2025-12-02T20:15:00Z,90,False,True,18,2,15,2,3,3
2562042,15,True,True,148,2025-12-06T15:00:00Z,90,False,True,3,1,15,2,1,3
2562053,16,True,True,159,2025-12-14T14:00:00Z,90,False,True,15,0,17,1,3,3
2562062,17,True,True,168,2025-12-20T12:30:00Z,90,False,True,7,2,15,2,3,3
2562071,18,True,True,177,2025-12-26T20:00:00Z,90,False,True,15,0,14,1,3,4
2562077,19,True,True,183,2025-12-30T19:30:00Z,90,False,True,15,3,3,1,3,2
2562092,20,True,True,198,2026-01-04T15:00:00Z,90,False,True,8,0,15,2,3,3
2562103,21,True,True,209,2026-01-07T20:15:00Z,90,False,True,11,3,15,4,2,3
2562114,22,True,True,220,2026-01-18T14:00:00Z,90,False,True,15,0,20,0,3,2
2562123,23,True,True,229,2026-01-25T14:00:00Z,90,False,True,2,2,15,0,3,3
2562129,24,True,True,235,2026-01-31T20:00:00Z,90,False,True,15,1,12,4,3,4
2562143,25,True,True,249,2026-02-07T17:30:00Z,90,False,True,5,3,15,2,3,3
2562153,26,True,True,259,2026-02-10T19:30:00Z,90,False,True,15,2,18,1,3,3
2562160,27,True,True,266,2026-02-21T20:00:00Z,90,False,True,15,1,13,2,3,5
2562173,28,True,True,279,2026-02-28T15:00:00Z,90,False,True,9,3,15,2,3,3
2562182,29,True,True,288,2026-03-04T20:15:00Z,90,False,True,14,1,15,2,4,3
2562188,30,True,True,294,2026-03-14T17:30:00Z,90,False,True,15,1,7,0,3,4
2562202,31,True,True,308,2026-03-22T12:00:00Z,90,False,True,17,2,15,1,2,3
2562209,32,True,True,315,2026-04-12T13:00:00Z,90,False,True,15,1,8,2,3,3
2562222,33,True,True,328,2026-04-18T14:00:00Z,90,False,True,4,2,15,1,3,3
2562226,34,True,True,331,2026-04-25T16:30:00Z,90,False,True,15,0,1,1,3,5
2562243,35,True,True,349,2026-05-02T14:00:00Z,90,False,True,6,1,15,3,3,3
2562251,36,True,True,357,2026-05-10T13:00:00Z,90,False,True,15,1,16,1,3,3
2562263,37,True,True,369,2026-05-17T16:30:00Z,90,False,True,19,1,15,3,2,3
2562268,38,True,True,374,2026-05-24T15:00:00Z,90,False,True,15,0,10,2,3,3
