playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,successfulCrossesOpenPlay,expectedAssists,totalRedCards,expectedGoalsFreekick,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,setPiecesGoals,goalAssists,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,goals,offsides,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,cleanSheets,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,freekickTotal,iboxBlocked,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,shotsOffTargetIncWoodwork,cornersWon,totalLossesOfPossession,tacklesWon,successfulDribbles,blocks,attemptsFromSetPieces,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,handballsConceded,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,savesMadeFromOutsideBox,savesMadeCaught,penaltiesFaced,punches,savesMade,goalkeeperSmother,drops,gkSuccessfulDistribution,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,unsuccessfulLayoffs,rightFootGoals,redCards2ndYellow,headedGoals,penaltiesConceded,otherGoals,foulWonPenalty,clearancesOffTheLine,penaltiesSaved,savesFromPenalty,penaltiesTaken,penaltyGoals,ownGoalScored
55459,Aaron Cresswell,Defender,West Ham,21,England,2017-18,104.0,10.0,2.3855,0.0,0.3673,6.0,6.0,1.2853,34.0,15.0,3.0,152.0,36.0,1.0,7.0,1.0,35.0,297.0,95.0,1299.0,1.0,3.0,2.0,1.0,67.0,105.0,10.0,4.0,35.0,1.0,3071.0,1.0,48.0,111.0,8.0,76.0,54.0,904.0,16.0,15.0,45.0,53.9859,27.0,15.0,110.0,60.0,4.0,56.0,386.0,15.0,215.0,25.0,625.0,149.0,36.0,4.0,13.0,1.0,9.0,555.0,52.0,161.0,8.0,4.0,110.0,57.0,0.0,1241.0,9.0,21.0,579.0,21.0,5.0,17.0,8.0,103.0,20.0,44.0,43.0,98.0,185.0,2095.0,167.0,5.0,2.0,2.0,65.0,482.0,8.0,3.0,0.7849,7.0,145.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,
40669,Angelo Ogbonna,Defender,West Ham,21,Italy,2017-18,101.0,2.0,0.2387,0.0,,3.0,2.0,0.4908,30.0,5.0,1.0,109.0,32.0,,,,32.0,205.0,,1013.0,1.0,,1.0,,,153.0,7.0,,2.0,1.0,2880.0,1.0,73.0,135.0,8.0,23.0,55.0,718.0,,16.0,1.0,55.8178,7.0,22.0,191.0,60.0,2.0,28.0,256.0,17.0,236.0,13.0,413.0,135.0,32.0,,6.0,,2.0,229.0,52.0,,,2.0,83.0,80.0,0.0,989.0,3.0,3.0,224.0,24.0,9.0,27.0,,281.0,15.0,58.0,,90.0,63.0,1417.0,1.0,,,1.0,63.0,581.0,3.0,1.0,0.6792,3.0,96.0,63.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
105717,Arthur Masuaku,Defender,West Ham,21,DR Congo,2017-18,165.0,14.0,1.2586,0.0,,3.0,3.0,0.2525,58.0,6.0,1.0,96.0,27.0,,3.0,10.0,21.0,133.0,86.0,683.0,,2.0,1.0,6.0,,43.0,4.0,2.0,14.0,1.0,1871.0,1.0,20.0,194.0,6.0,68.0,171.0,522.0,,25.0,38.0,30.4005,14.0,2.0,33.0,29.0,2.0,145.0,237.0,30.0,359.0,23.0,234.0,143.0,27.0,2.0,21.0,,46.0,341.0,23.0,86.0,,2.0,316.0,23.0,0.0,676.0,3.0,21.0,408.0,37.0,83.0,2.0,,49.0,30.0,26.0,,28.0,163.0,1371.0,104.0,8.0,,1.0,23.0,223.0,20.0,,0.2511,5.0,37.0,43.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,
222018,Ben Johnson,Defender,West Ham,21,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8380,James Collins,Defender,West Ham,21,Wales,2017-18,48.0,,0.2341,0.0,,,1.0,0.1596,15.0,4.0,,45.0,13.0,,,,12.0,106.0,,389.0,1.0,,,1.0,,81.0,3.0,,,,1050.0,,34.0,65.0,1.0,6.0,18.0,242.0,,12.0,,17.6212,2.0,9.0,118.0,19.0,,14.0,77.0,2.0,113.0,3.0,200.0,28.0,13.0,,6.0,,,105.0,18.0,,,,32.0,47.0,0.0,370.0,3.0,1.0,108.0,9.0,1.0,10.0,,85.0,13.0,16.0,,41.0,27.0,575.0,,1.0,,,35.0,178.0,6.0,,0.304,3.0,61.0,27.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,
179829,Josh Pask,Defender,West Ham,21,England,2017-18,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20658,Pablo Zabaleta,Defender,West Ham,21,Argentina,2017-18,159.0,13.0,1.3454,0.0,,1.0,1.0,0.058,96.0,5.0,1.0,213.0,37.0,,1.0,8.0,37.0,309.0,58.0,1153.0,,1.0,,,,115.0,10.0,1.0,13.0,,3291.0,,57.0,194.0,10.0,118.0,136.0,791.0,,22.0,87.0,56.9874,16.0,7.0,124.0,62.0,1.0,102.0,57.0,34.0,353.0,59.0,529.0,182.0,37.0,1.0,29.0,,7.0,473.0,52.0,58.0,,1.0,238.0,58.0,0.0,1145.0,4.0,15.0,510.0,67.0,7.0,13.0,,376.0,33.0,61.0,,53.0,191.0,2134.0,295.0,2.0,,,46.0,384.0,25.0,,0.3554,9.0,96.0,82.0,,,,,,,,,,,,,2.0,,,,2.0,,,,,,,,1.0
14075,Patrice Evra,Defender,West Ham,21,France,2017-18,14.0,,0.0124,0.0,,,,,6.0,,1.0,23.0,5.0,,,,3.0,29.0,2.0,97.0,,1.0,,2.0,,14.0,,,,,228.0,,7.0,18.0,2.0,10.0,11.0,63.0,,,4.0,7.2475,,1.0,6.0,10.0,,7.0,33.0,2.0,32.0,3.0,51.0,18.0,5.0,,2.0,,,26.0,8.0,2.0,,,18.0,7.0,0.0,95.0,,1.0,41.0,4.0,3.0,1.0,,2.0,,7.0,,5.0,11.0,157.0,16.0,2.0,,,4.0,42.0,,,,0.0,6.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,
113564,Sam Byram,Defender,West Ham,21,England,2017-18,17.0,3.0,0.3743,0.0,,2.0,,,9.0,2.0,,20.0,5.0,,,,2.0,34.0,7.0,84.0,,1.0,1.0,3.0,,21.0,,,3.0,,247.0,,8.0,25.0,1.0,9.0,12.0,47.0,,4.0,9.0,5.1169,2.0,1.0,13.0,7.0,1.0,9.0,3.0,1.0,42.0,4.0,46.0,10.0,5.0,,4.0,,1.0,36.0,6.0,7.0,,1.0,21.0,13.0,0.0,83.0,2.0,4.0,56.0,5.0,2.0,2.0,,23.0,4.0,9.0,,3.0,12.0,177.0,20.0,1.0,,1.0,6.0,17.0,2.0,,0.3008,1.0,14.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
48717,Winston Reid,Defender,West Ham,21,New Zealand,2017-18,53.0,,0.6734,0.0,,1.0,,,11.0,4.0,,54.0,17.0,,,,17.0,120.0,1.0,659.0,,,,,,69.0,5.0,,,,1454.0,,25.0,69.0,7.0,15.0,25.0,485.0,,20.0,,23.0513,4.0,10.0,101.0,27.0,1.0,28.0,167.0,15.0,122.0,13.0,209.0,80.0,17.0,,2.0,,1.0,161.0,20.0,1.0,,1.0,53.0,44.0,0.0,645.0,4.0,1.0,136.0,9.0,,14.0,,236.0,14.0,22.0,,54.0,47.0,874.0,,2.0,,,41.0,378.0,9.0,,0.26,5.0,66.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,
