playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,expectedAssists,totalRedCards,totalTackles,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,offsides,substituteOn,cornersTakenInclShortCorners,aerialDuels,successfulCrossesAndCorners,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,groundDuels,aerialDuelsWon,straightRedCards,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,blocks,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,handballsConceded,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,catches,savesMadeFromOutsideBox,goalKicks,savesMadeCaught,cleanSheets,penaltiesFaced,penaltiesConceded,savesFromPenalty,punches,penaltyGoalsConceded,ownGoalScored,savesMade,goalkeeperSmother,drops,crossesNotClaimed,gkSuccessfulDistribution,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,foulAttemptedTackle,savesMadeFromInsideBox,totalShots,shotsOffTargetIncWoodwork,expectedGoals,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,successfulLayoffs,oboxBlocked,shotsOnTargetOutsideBox,iboxTarget,shotsOnTargetInBox,shotsBlockedInBox,oboxTarget,iboxBlocked,shotsBlockedOutsideBox,foulWonPenalty,goals,awayGoals,homeGoals,rightFootGoals,hitWoodwork,throughBalls,goalAssists,leftFootGoals,clearancesOffTheLine,lastPlayerTackle,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,headedGoals,penaltyGoals,unsuccessfulLayoffs,redCards2ndYellow,secondGoalAssists
55459,Aaron Cresswell,Defender,West Ham,21,England,2023-24,7.0,0.3426,0.0,3.0,21.0,11.0,4.0,41.0,5.0,247.0,1.0,7.0,4.0,9.0,4.0,432.0,3.0,12.0,3.0,5.0,6.0,192.0,2.0,1.0,6.0,8.1184,5.0,3.0,7.0,11.0,4.0,85.0,3.0,0.0,19.0,2.0,112.0,18.0,11.0,1.0,1.0,90.0,8.0,7.0,3.0,10.0,6.0,0.0,240.0,3.0,57.0,2.0,3.0,5.0,2.0,3.0,2.0,14.0,45.0,335.0,44.0,2.0,10.0,120.0,2.0,1.0,20.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40669,Angelo Ogbonna,Defender,West Ham,21,Italy,2023-24,9.0,0.0567,0.0,11.0,15.0,11.0,7.0,43.0,,214.0,,4.0,,19.0,,633.0,7.0,27.0,1.0,5.0,15.0,162.0,,4.0,,13.7939,,5.0,29.0,14.0,2.0,70.0,3.0,0.0,36.0,3.0,72.0,10.0,11.0,6.0,,34.0,13.0,,,17.0,12.0,0.0,194.0,,43.0,5.0,10.0,56.0,1.0,3.0,,9.0,16.0,281.0,,2.0,17.0,137.0,,1.0,28.0,11.0,,,,8.0,,2.0,,,,,,,,,,,8.0,1.0,,,,,1.0,1.0,0.0427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222018,Ben Johnson,Defender,West Ham,21,England,2023-24,42.0,0.1207,0.0,11.0,32.0,14.0,4.0,47.0,30.0,262.0,1.0,10.0,1.0,19.0,1.0,538.0,12.0,36.0,2.0,16.0,29.0,201.0,,4.0,9.0,13.2541,,4.0,13.0,16.0,30.0,21.0,7.0,0.0,78.0,1.0,104.0,49.0,14.0,4.0,12.0,118.0,14.0,30.0,22.0,59.0,7.0,0.0,258.0,6.0,120.0,7.0,1.0,99.0,3.0,5.0,,14.0,38.0,440.0,30.0,,9.0,98.0,,1.0,15.0,23.0,,,,,,1.0,,,,,2.0,,,,,,,11.0,,,3.0,,4.0,2.0,0.1924,1.0,2.0,2.0,4.0,0.194,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
109533,Emerson,Defender,West Ham,21,Italy,2023-24,137.0,2.0795,0.0,106.0,174.0,36.0,35.0,245.0,34.0,1434.0,1.0,1.0,6.0,48.0,10.0,3142.0,23.0,188.0,8.0,89.0,163.0,1147.0,2.0,43.0,34.0,69.7512,23.0,15.0,88.0,67.0,114.0,469.0,33.0,0.0,325.0,32.0,573.0,142.0,36.0,38.0,32.0,643.0,59.0,39.0,49.0,277.0,25.0,0.0,1417.0,12.0,413.0,68.0,15.0,85.0,32.0,43.0,3.0,42.0,307.0,2277.0,222.0,6.0,56.0,556.0,,10.0,71.0,100.0,,,,,,5.0,,1.0,,,8.0,1.0,,,,,,24.0,,,27.0,,14.0,10.0,1.5182,8.0,5.0,4.0,4.0,1.0591,6.0,1.0,,3.0,3.0,4.0,,4.0,1.0,2.0,1.0,0.0,1.0,,1.0,2.0,2.0,1.0,2.0,1.0,,,,,,,,,
518438,Kaelan Casey,Defender,West Ham,21,England,2023-24,,,0.0,,,1.0,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,0.0,1.0,,,,1.0,,,,,,,,1.0,0.0,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233963,Konstantinos Mavropanos,Defender,West Ham,21,Greece,2023-24,44.0,0.1176,0.0,28.0,68.0,19.0,16.0,146.0,1.0,627.0,,3.0,,68.0,,1501.0,24.0,84.0,7.0,15.0,40.0,441.0,,19.0,4.0,30.9678,3.0,11.0,78.0,27.0,20.0,119.0,10.0,0.0,128.0,8.0,285.0,70.0,19.0,12.0,2.0,155.0,20.0,1.0,2.0,60.0,44.0,0.0,596.0,2.0,162.0,16.0,13.0,192.0,15.0,23.0,,40.0,31.0,850.0,1.0,1.0,39.0,326.0,,2.0,78.0,42.0,,,,2.0,,3.0,,,,,4.0,2.0,,,,,,2.0,2.0,,11.0,,11.0,8.0,1.2284,,1.0,3.0,,0.5766,1.0,,,2.0,2.0,1.0,,1.0,,,1.0,1.0,0.0,,,1.0,,,,2.0,,,,,1.0,,,,
103192,Kurt Zouma,Defender,West Ham,21,France,2023-24,76.0,0.124,0.0,23.0,79.0,33.0,32.0,184.0,,1143.0,,1.0,,101.0,,2838.0,43.0,89.0,7.0,20.0,31.0,890.0,,28.0,,63.2249,4.0,13.0,158.0,63.0,33.0,295.0,6.0,1.0,165.0,10.0,435.0,95.0,33.0,6.0,1.0,240.0,56.0,,4.0,64.0,58.0,0.0,1096.0,2.0,203.0,17.0,28.0,352.0,24.0,29.0,,69.0,61.0,1477.0,3.0,3.0,63.0,719.0,1.0,3.0,105.0,57.0,,,,8.0,,3.0,,1.0,,,8.0,,,,,,7.0,2.0,1.0,,20.0,,12.0,5.0,1.8471,,4.0,7.0,,2.433,,,,4.0,4.0,4.0,,4.0,,,3.0,2.0,1.0,,,1.0,,,,1.0,,,,,3.0,,1.0,,
450554,Levi Laing,Defender,West Ham,21,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210494,Nayef Aguerd,Defender,West Ham,21,Morocco,2023-24,52.0,0.3763,1.0,26.0,68.0,21.0,21.0,227.0,5.0,1164.0,,,,81.0,,1859.0,33.0,83.0,4.0,14.0,35.0,833.0,,21.0,,40.2626,4.0,14.0,80.0,44.0,19.0,377.0,6.0,0.0,135.0,9.0,515.0,102.0,21.0,12.0,2.0,313.0,40.0,5.0,4.0,54.0,48.0,0.0,1095.0,4.0,248.0,14.0,24.0,217.0,10.0,17.0,,104.0,55.0,1396.0,6.0,1.0,63.0,624.0,,1.0,159.0,60.0,,,,14.0,,2.0,,1.0,,,4.0,,,,,,14.0,3.0,,,7.0,,11.0,7.0,1.5373,,3.0,4.0,,0.8843,,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,,1.0,0.0,1.0,,,1.0,,,1.0,,,,,,1.0,,,1.0,
536109,Ollie Scarles,Defender,West Ham,21,England,2023-24,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
