playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,successfulCrossesOpenPlay,expectedAssists,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,gamesPlayed,successfulLayoffs,starts,totalUnsuccessfulPassesExclCrossesAndCorners,unsuccessfulCrossesOpenPlay,totalPasses,oboxBlocked,substituteOn,cornersTakenInclShortCorners,aerialDuels,shotsOnTargetOutsideBox,successfulCrossesAndCorners,timePlayed,unsuccessfulLayoffs,aerialDuelsLost,duelsWon,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,successfulCornersIntoBox,totalTouchesInOppositionBox,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,goalsConceded,shotsBlockedInBox,groundDuelsLost,rightsidePasses,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,forwardPasses,recoveries,appearances,oboxTarget,tacklesLost,unsuccessfulDribbles,successfulPassesOppositionHalf,goalsConcededInsideBox,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,groundDuels,openPlayPasses,shotsOffTargetIncWoodwork,totalLossesOfPossession,tacklesWon,successfulDribbles,leftsidePasses,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,successfulLongPasses,backwardPasses,touches,throwInsToOwnPlayer,substituteOff,hitWoodwork,shotsBlockedOutsideBox,successfulPassesOwnHalf,handballsConceded,expectedGoals,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,iboxTarget,shotsOnTargetInBox,unsuccessfulLaunches,punches,successfulLaunches,totalClearances,catches,savesMade,savesMadeFromOutsideBox,crossesNotClaimed,goalKicks,gkSuccessfulDistribution,savesMadeCaught,gkUnsuccessfulDistribution,savesMadeParried,savesMadeFromInsideBox,goalsConcededOutsideBox,penaltiesConceded,throwInsToOppositionPlayer,aerialDuelsWon,cornersWon,blocks,foulAttemptedTackle,expectedGoalsFreekick,goalAssists,goals,offsides,awayGoals,cleanSheets,penaltyGoalsConceded,homeGoals,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,redCards2ndYellow,clearancesOffTheLine,secondGoalAssists,foulWonPenalty,penaltiesTaken,headedGoals,penaltyGoals,lastPlayerTackle,ownGoalScored,setPiecesGoals,penaltiesSaved,penaltiesFaced,savesFromPenalty,goalkeeperSmother,drops
176428,Aaron Mitchell,Midfielder,QPR,52,England,2014-15,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39765,Adel Taarabt,Midfielder,QPR,52,Morocco,2014-15,0.0,0.0,0.0,27.0,1.0,0.4671,5.0,1.0,2.0,0.0466,2.0,6.0,1.0,26.0,7.0,14.0,3.0,28.0,3.0,191.0,4.0,4.0,6.0,2.0,1.0,3.0,295.0,1.0,2.0,24.0,5.0,24.0,157.0,1.0,4.0,6.436,13.0,6.0,1.0,25.0,53.0,11.0,0.0,51.0,2.0,50.0,17.0,7.0,1.0,1.0,9.0,120.0,6.0,13.0,24.0,1.0,49.0,182.0,5.0,76.0,1.0,11.0,47.0,2.0,2.0,3.0,6.0,41.0,285.0,2.0,1.0,1.0,4.0,46.0,1.0,0.3559,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67731,Alejandro Faurlin,Midfielder,QPR,52,Argentina,2014-15,0.0,0.0,0.0,3.0,,0.2093,1.0,1.0,,0.0268,6.0,2.0,1.0,8.0,2.0,,1.0,12.0,,54.0,1.0,1.0,1.0,,,1.0,91.0,,,8.0,2.0,8.0,35.0,1.0,3.0,0.7589,1.0,1.0,,3.0,12.0,2.0,0.0,11.0,1.0,20.0,12.0,2.0,,1.0,,22.0,1.0,,,,11.0,54.0,1.0,13.0,5.0,,17.0,1.0,1.0,,7.0,5.0,70.0,,1.0,,1.0,21.0,,0.1045,4.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176426,Brandon Comley,Midfielder,QPR,52,Montserrat,2014-15,0.0,0.0,0.0,,,0.0026,1.0,,,,,,,1.0,1.0,,,1.0,,11.0,1.0,1.0,,,,,10.0,,,,,,9.0,,,0.885,,1.0,,,4.0,,0.0,,,3.0,,1.0,,,,4.0,1.0,,,,,11.0,,2.0,,,3.0,,,,1.0,1.0,13.0,,,,1.0,6.0,,0.0291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15276,Joey Barton,Midfielder,QPR,52,England,2014-15,1.0,1.0,11.0,188.0,9.0,3.6243,11.0,7.0,2.0,2.0313,83.0,24.0,3.0,227.0,28.0,11.0,27.0,367.0,31.0,1368.0,10.0,1.0,62.0,103.0,4.0,37.0,2351.0,,49.0,185.0,66.0,131.0,856.0,25.0,21.0,46.7026,54.0,47.0,1.0,139.0,314.0,39.0,0.0,373.0,37.0,566.0,220.0,28.0,4.0,31.0,8.0,624.0,39.0,86.0,37.0,1.0,270.0,1312.0,17.0,522.0,52.0,17.0,348.0,47.0,46.0,35.0,145.0,140.0,1936.0,8.0,2.0,2.0,10.0,414.0,,2.0608,140.0,70.0,2.0,2.0,48.0,,13.0,68.0,,,,,,,,,,,8.0,,1.0,54.0,23.0,22.0,31.0,0.2717,3.0,1.0,,1.0,5.0,1.0,0.0,,1.0,4.0,4.0,,,1.0,,,,,,,,,,,,
10561,Karl Henry,Midfielder,QPR,52,England,2014-15,0.0,0.0,8.0,98.0,2.0,0.8154,3.0,1.0,1.0,0.026,61.0,7.0,,120.0,33.0,14.0,27.0,198.0,13.0,1023.0,3.0,6.0,2.0,49.0,1.0,3.0,2504.0,,22.0,119.0,28.0,92.0,743.0,,8.0,50.0747,11.0,51.0,,76.0,244.0,27.0,0.0,217.0,14.0,358.0,144.0,33.0,1.0,13.0,6.0,439.0,44.0,15.0,24.0,,168.0,1007.0,6.0,262.0,48.0,5.0,263.0,39.0,36.0,2.0,82.0,158.0,1305.0,3.0,7.0,,3.0,389.0,3.0,0.3264,78.0,42.0,,,33.0,,11.0,23.0,,,,,,,,,,,7.0,,1.0,27.0,1.0,5.0,17.0,,,,,,5.0,2.0,,,,,,,1.0,,,,,,,,,,,,,
49277,Leroy Fer,Midfielder,QPR,52,Netherlands,2014-15,0.0,0.0,4.0,177.0,4.0,1.8088,16.0,14.0,5.0,4.2929,60.0,38.0,4.0,171.0,29.0,37.0,27.0,204.0,7.0,1013.0,10.0,2.0,4.0,126.0,5.0,6.0,2365.0,2.0,50.0,245.0,49.0,169.0,741.0,2.0,54.0,47.4303,46.0,53.0,6.0,127.0,321.0,52.0,3.0,422.0,22.0,281.0,151.0,29.0,5.0,17.0,20.0,506.0,43.0,12.0,73.0,6.0,296.0,997.0,24.0,342.0,43.0,59.0,202.0,32.0,30.0,2.0,68.0,209.0,1501.0,8.0,10.0,5.0,10.0,309.0,1.0,4.8817,33.0,37.0,3.0,3.0,9.0,,4.0,26.0,,,,,,,,,,,10.0,,1.0,76.0,13.0,3.0,13.0,0.1941,2.0,6.0,1.0,2.0,,2.0,4.0,3.0,2.0,3.0,3.0,,,,1.0,,1.0,,,,,,,,,
50229,Matt Phillips,Midfielder,QPR,52,Scotland,2014-15,0.0,0.0,1.0,209.0,15.0,2.2246,8.0,11.0,19.0,2.5921,37.0,34.0,,140.0,25.0,6.0,20.0,181.0,84.0,513.0,4.0,5.0,40.0,100.0,5.0,34.0,1822.0,1.0,64.0,127.0,58.0,91.0,310.0,16.0,48.0,44.0358,26.0,47.0,4.0,145.0,65.0,13.0,0.0,336.0,36.0,199.0,124.0,25.0,5.0,10.0,47.0,260.0,40.0,120.0,108.0,4.0,236.0,502.0,23.0,483.0,27.0,42.0,146.0,19.0,13.0,23.0,22.0,103.0,1108.0,17.0,4.0,,4.0,106.0,,3.0227,41.0,36.0,3.0,3.0,21.0,,4.0,21.0,,,,,,,,,,,7.0,1.0,8.0,36.0,31.0,2.0,7.0,0.1146,8.0,3.0,4.0,2.0,2.0,1.0,1.0,1.0,,2.0,2.0,,,1.0,,,2.0,,,,,,,,,
92789,Michael Doughty,Midfielder,QPR,52,England,2014-15,0.0,0.0,0.0,7.0,,0.0102,,,,,4.0,,,6.0,3.0,,,8.0,,30.0,,3.0,,4.0,,,51.0,,,13.0,3.0,9.0,20.0,,,1.9677,1.0,2.0,,7.0,8.0,3.0,0.0,20.0,2.0,11.0,7.0,3.0,,1.0,2.0,14.0,1.0,,4.0,,16.0,29.0,,13.0,3.0,2.0,9.0,1.0,,,2.0,2.0,51.0,,,,,8.0,,,2.0,3.0,,,2.0,,1.0,3.0,,,,,,,,,,,1.0,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
167890,Michael Petrasso,Midfielder,QPR,52,Canada,2014-15,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
