season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,penaltyConceded,penaltyFaced,penaltyMiss,penaltySave,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2022-23,10385551,4,17,Nottingham_Forest,Home,865912,222531.0,Morgan Gibbs-White,morgan-gibbs-white,M,False,2.0,,1.0,33.0,7.0,38.0,2.0,1.0,5.0,,,,,,1.0,5.0,4.0,,,0.321227,0.1189,0.0,1.0,,,,,,,2.0,,90.0,,,,,,,,28.0,,7.0,,,2.0,,2.0,9.0,,3.0,,51.0,9.0,51.0,2,1.0,76.0,6.0,1.0,1.0,1.0
2022-23,10385551,4,17,Nottingham_Forest,Home,920936,243345.0,Lewis O'Brien,lewis-obrien,M,False,,,1.0,33.0,12.0,45.0,1.0,,3.0,,,,1.0,,,3.0,2.0,,,0.0462719,0.021,0.03,1.0,,,,,,1.0,1.0,,75.0,1.0,,,,,,,7.0,,6.9,,,,,,,,2.0,,37.0,13.0,50.0,1,1.0,61.0,2.0,1.0,,1.0
2022-23,10385551,4,17,Nottingham_Forest,Home,927356,215136.0,Neco Williams,neco-williams,D,False,,,2.0,22.0,26.0,48.0,1.0,1.0,5.0,,,1.0,1.0,,1.0,5.0,8.0,,,0.0218428,0.2018,0.0,,,,,,,,1.0,,90.0,,,,,,,,24.0,,7.0,,,2.0,,2.0,6.0,,7.0,,38.0,27.0,59.0,3,7.0,91.0,3.0,,,5.0
2022-23,10385551,4,17,Nottingham_Forest,Home,965331,437753.0,Giulian Biancone,giulian-biancone,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385551,4,17,Nottingham_Forest,Home,992044,244930.0,Alex Mighten,alex-mighten,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385551,4,17,Nottingham_Forest,Home,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,1.0,12.0,1.0,13.0,3.0,1.0,2.0,,,1.0,,,,4.0,6.0,,,0.0231577,0.1167,0.0,1.0,,,,,,2.0,,,89.0,,,,,,,,10.0,,7.0,,,1.0,,3.0,2.0,,1.0,1.0,19.0,1.0,18.0,2,1.0,34.0,3.0,1.0,3.0,1.0
2022-23,10385590,5,17,Nottingham_Forest,Away,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385590,5,17,Nottingham_Forest,Away,40686,58771.0,Jack Colback,jack-colback,M,True,1.0,,,1.0,3.0,3.0,,,,1.0,,,,,,,,,,0.0688715,0.0,0.0,,,,,,,,1.0,,21.0,,,,,,,,1.0,,6.8,,,,,,1.0,,,,1.0,3.0,3.0,0,,5.0,1.0,,,
2022-23,10385590,5,17,Nottingham_Forest,Away,42707,56917.0,Steve Cook,steve-cook,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385590,5,17,Nottingham_Forest,Away,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,2.0,1.0,18.0,19.0,1.0,,1.0,,,,,,,1.0,,,,0.00025152,0.0,0.0,,,,,,,,,,78.0,,,,,,,,5.0,,5.7,,,,3.0,,,,4.0,,3.0,20.0,23.0,0,,29.0,1.0,,,
2022-23,10385590,5,17,Nottingham_Forest,Away,115516,89076.0,Remo Freuler,remo-freuler,M,False,,,,6.0,17.0,23.0,1.0,,3.0,,,1.0,1.0,,,2.0,3.0,,,0.0162507,0.0391,0.0,,,,,,,2.0,,,90.0,,,,,,,,3.0,,6.3,,,,1.0,,,,,,7.0,18.0,25.0,1,1.0,36.0,,2.0,,1.0
2022-23,10385590,5,17,Nottingham_Forest,Away,205508,109322.0,Jesse Lingard,jesse-lingard,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385590,5,17,Nottingham_Forest,Away,358108,168281.0,Scott McKenna,scott-mckenna,D,False,,,,5.0,11.0,16.0,,2.0,4.0,,,,,,,,4.0,,,0.00087943,0.0,0.0,,,,,,,2.0,,,90.0,,1.0,,,,,,7.0,,6.2,,,,5.0,,,,5.0,,11.0,12.0,23.0,0,2.0,37.0,,,,
2022-23,10385590,5,17,Nottingham_Forest,Away,358218,114241.0,Harry Toffolo,harry-toffolo,D,True,,,,3.0,3.0,6.0,,,1.0,,,,1.0,,,1.0,,,,0.00857789,0.0495,0.0,,,,,,,,,,21.0,,,,,,,,1.0,,6.2,,,1.0,,,,,1.0,,3.0,4.0,7.0,1,,9.0,,,,
2022-23,10385590,5,17,Nottingham_Forest,Away,359664,210156.0,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,5.0,2.0,7.0,,,1.0,,1.0,,,,1.0,1.0,1.0,,,0.00360353,0.1537,0.0,,,,,,,,,,32.0,,,,,,,,4.0,,6.2,,,1.0,1.0,,,,1.0,1.0,7.0,2.0,9.0,1,1.0,14.0,1.0,,,1.0
2022-23,10385590,5,17,Nottingham_Forest,Away,788134,172649.0,Dean Henderson,dean-henderson,G,False,,2.0,8.0,2.0,18.0,20.0,,,7.0,,,,,,,,,1.0,,0.00030066,0.0,0.0,,,,-1.8248,1.0,,,,,90.0,,,,,,,,19.0,,4.7,2.0,3.0,,2.0,,,2.0,24.0,,14.0,24.0,38.0,0,,50.0,,,,
2022-23,10385590,5,17,Nottingham_Forest,Away,817567,217331.0,Sam Surridge,sam-surridge,F,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385590,5,17,Nottingham_Forest,Away,838399,208912.0,Joe Worrall,joe-worrall,D,False,,,3.0,3.0,26.0,29.0,1.0,1.0,4.0,,,,,,1.0,2.0,3.0,,,0.00301776,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,,9.0,,5.9,,,,7.0,1.0,,,6.0,,6.0,30.0,36.0,0,1.0,54.0,1.0,,1.0,
2022-23,10385590,5,17,Nottingham_Forest,Away,844424,230251.0,Emmanuel Dennis,emmanuel-dennis,F,True,,,,4.0,2.0,6.0,2.0,,,,,2.0,,,3.0,7.0,2.0,,,0.0156091,0.0511,0.0,2.0,,,,,,,,,32.0,,,,,,,,7.0,,6.2,,,,,1.0,,,1.0,,5.0,3.0,8.0,2,1.0,18.0,1.0,1.0,,1.0
2022-23,10385590,5,17,Nottingham_Forest,Away,846252,204968.0,Ryan Yates,ryan-yates,M,False,,,,2.0,9.0,11.0,,1.0,4.0,,,,,,1.0,4.0,5.0,,,0.00153637,0.0,0.0,4.0,,,,,,,,,69.0,,,,,,,,7.0,,6.2,,,,1.0,2.0,,,,,4.0,13.0,17.0,0,,24.0,,2.0,2.0,
2022-23,10385590,5,17,Nottingham_Forest,Away,851150,233420.0,Renan Lodi,renan-lodi,D,False,,,,2.0,4.0,6.0,,,2.0,,1.0,,2.0,,,3.0,2.0,,,0.0007716,0.2443,0.0,,,,,,,2.0,,,69.0,,,,,,,,6.0,,5.4,,,1.0,2.0,2.0,3.0,,,,6.0,5.0,8.0,1,,22.0,,1.0,1.0,
2022-23,10385590,5,17,Nottingham_Forest,Away,865912,222531.0,Morgan Gibbs-White,morgan-gibbs-white,M,False,,,,4.0,1.0,5.0,4.0,,1.0,,,,,,,5.0,2.0,,,0.0197391,0.0404,0.1133,,,,,,,,,,58.0,1.0,,,,,,,5.0,,6.6,,,,,2.0,1.0,,,,8.0,1.0,8.0,1,1.0,15.0,,,1.0,
2022-23,10385590,5,17,Nottingham_Forest,Away,920936,243345.0,Lewis O'Brien,lewis-obrien,M,False,,,,7.0,2.0,9.0,1.0,,4.0,,,,,,,2.0,4.0,,,0.0275308,0.0,0.0,,,,,,,1.0,2.0,,90.0,,1.0,,,,,,7.0,,6.5,,,,1.0,2.0,,,1.0,,12.0,2.0,14.0,0,1.0,24.0,1.0,2.0,1.0,1.0
2022-23,10385590,5,17,Nottingham_Forest,Away,927356,215136.0,Neco Williams,neco-williams,D,False,2.0,,2.0,7.0,10.0,15.0,3.0,3.0,10.0,1.0,,,1.0,,1.0,8.0,9.0,,,0.156721,0.0,0.0,1.0,,,,,,6.0,3.0,1.0,90.0,,,,,,,,12.0,,6.6,,,,1.0,2.0,2.0,,6.0,,13.0,13.0,24.0,0,5.0,47.0,,1.0,,3.0
2022-23,10385590,5,17,Nottingham_Forest,Away,965331,437753.0,Giulian Biancone,giulian-biancone,D,True,,,1.0,2.0,11.0,13.0,,1.0,3.0,,,,,,,,2.0,,,0.0002257,0.0,0.0,,,,,,,,,,12.0,,,,,,,,1.0,,6.6,,,,,,,,1.0,,3.0,11.0,14.0,0,1.0,17.0,,,,1.0
2022-23,10385590,5,17,Nottingham_Forest,Away,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,,3.0,1.0,4.0,4.0,,1.0,,,,2.0,,,6.0,,,,0.00182205,0.085,0.0,,,,,,,,,,58.0,,,,,,,,,,6.3,,,1.0,,,,,,1.0,3.0,1.0,4.0,1,,6.0,,,,
2022-23,10385600,6,17,Nottingham_Forest,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385600,6,17,Nottingham_Forest,Home,40686,58771.0,Jack Colback,jack-colback,M,True,,,,8.0,1.0,9.0,,,1.0,,,,,,,1.0,,,,0.00187211,0.0,0.0,1.0,,,,,,,,,14.0,,,,,,,,2.0,,6.3,,,,,,,,,,9.0,1.0,10.0,0,,11.0,1.0,,,
2022-23,10385600,6,17,Nottingham_Forest,Home,42707,56917.0,Steve Cook,steve-cook,D,False,,,2.0,15.0,30.0,45.0,,1.0,3.0,,,,,,1.0,1.0,1.0,,,0.00305129,0.0,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,,6.0,,6.4,,,,5.0,,,,5.0,,19.0,30.0,49.0,0,,60.0,,,,
2022-23,10385600,6,17,Nottingham_Forest,Home,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,False,,,4.0,16.0,20.0,36.0,,1.0,6.0,,,,,,,3.0,3.0,,,0.0342857,0.1819,0.1617,3.0,,1.0,,,,1.0,,,76.0,1.0,,,,,,,5.0,,7.6,,,,1.0,1.0,,,4.0,,17.0,22.0,39.0,1,1.0,50.0,2.0,,1.0,
2022-23,10385600,6,17,Nottingham_Forest,Home,115516,89076.0,Remo Freuler,remo-freuler,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385600,6,17,Nottingham_Forest,Home,139310,90585.0,Willy Boly,willy-boly,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385600,6,17,Nottingham_Forest,Home,205508,109322.0,Jesse Lingard,jesse-lingard,F,False,,,1.0,12.0,5.0,17.0,,,5.0,,,1.0,,,1.0,1.0,1.0,,,0.0143895,0.1057,0.0485,,,,,,,,1.0,,67.0,1.0,,,,,,,6.0,,6.7,,,,,1.0,,,3.0,,15.0,6.0,21.0,2,,26.0,1.0,,1.0,
2022-23,10385600,6,17,Nottingham_Forest,Home,358108,168281.0,Scott McKenna,scott-mckenna,D,False,,,4.0,18.0,39.0,57.0,3.0,2.0,3.0,,,,1.0,,1.0,5.0,4.0,1.0,,0.127832,0.0,0.0,,,,,,,1.0,2.0,,90.0,,1.0,,,,,,17.0,,5.8,,,,2.0,1.0,,,10.0,,28.0,45.0,73.0,0,1.0,83.0,,,1.0,1.0
2022-23,10385600,6,17,Nottingham_Forest,Home,358218,114241.0,Harry Toffolo,harry-toffolo,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385600,6,17,Nottingham_Forest,Home,359664,210156.0,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,4.0,1.0,5.0,2.0,1.0,,,,,,,,2.0,2.0,,,0.00384261,0.5831,0.0,,,,,,,,,,23.0,,,,,,,,2.0,,6.7,,,2.0,,,,,,,4.0,1.0,5.0,2,1.0,11.0,2.0,,,
2022-23,10385600,6,17,Nottingham_Forest,Home,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,4.0,3.0,13.0,16.0,,,6.0,,,,,,,,,,,0.00032354,0.0,0.0,,,,-2.3075,,,,,,90.0,,,,,,,,10.0,1.0,5.7,,,,1.0,,,,14.0,,11.0,15.0,26.0,0,,33.0,,,,
2022-23,10385600,6,17,Nottingham_Forest,Home,838399,208912.0,Joe Worrall,joe-worrall,D,False,,,8.0,31.0,41.0,72.0,,,8.0,,,,,,,4.0,3.0,,,0.0162431,0.0,0.0,4.0,,,,,,2.0,,,90.0,,,,,,,,15.0,,6.8,,,,4.0,,1.0,,13.0,,40.0,47.0,86.0,0,3.0,97.0,,,,2.0
2022-23,10385600,6,17,Nottingham_Forest,Home,844424,230251.0,Emmanuel Dennis,emmanuel-dennis,F,True,,,,,1.0,1.0,,,,,,1.0,,,,,,,,2.319e-05,0.0759,0.0,,,,,,,,,,10.0,,,,,,,,,,6.5,,,,,,,,,,,1.0,1.0,1,,3.0,,,,
2022-23,10385600,6,17,Nottingham_Forest,Home,846252,204968.0,Ryan Yates,ryan-yates,M,False,,,2.0,24.0,18.0,42.0,2.0,2.0,6.0,,,,,,1.0,3.0,6.0,,,0.0240484,0.0,0.0,,,,,,,,1.0,,90.0,,1.0,,,,,,7.0,,6.8,,,,1.0,,,,3.0,,28.0,19.0,47.0,0,1.0,58.0,1.0,3.0,,1.0
2022-23,10385600,6,17,Nottingham_Forest,Home,851150,233420.0,Renan Lodi,renan-lodi,D,False,,,2.0,13.0,17.0,30.0,1.0,2.0,6.0,,,1.0,1.0,,,5.0,9.0,,,0.00933284,0.0733,0.0,2.0,,,,,,3.0,,,90.0,,,,,,,,18.0,,6.8,,,,2.0,3.0,7.0,,5.0,,24.0,20.0,37.0,1,2.0,73.0,2.0,3.0,2.0,
2022-23,10385600,6,17,Nottingham_Forest,Home,865912,222531.0,Morgan Gibbs-White,morgan-gibbs-white,M,False,3.0,,1.0,27.0,5.0,29.0,3.0,3.0,3.0,,,,,,2.0,7.0,7.0,,,0.189453,0.0,0.0,1.0,1.0,,,,,,3.0,,90.0,,,,,,,,12.0,,7.4,,,,,3.0,7.0,,2.0,,36.0,5.0,34.0,0,,51.0,,2.0,2.0,
2022-23,10385600,6,17,Nottingham_Forest,Home,920936,243345.0,Lewis O'Brien,lewis-obrien,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385600,6,17,Nottingham_Forest,Home,927356,215136.0,Neco Williams,neco-williams,D,False,2.0,,2.0,20.0,17.0,35.0,1.0,,1.0,,,1.0,3.0,,2.0,7.0,4.0,,,0.0462354,0.071,0.0,,,,,,,1.0,,,90.0,,,,,,,,24.0,,6.5,,,1.0,1.0,2.0,10.0,,5.0,,37.0,18.0,45.0,2,3.0,85.0,2.0,,1.0,2.0
2022-23,10385600,6,17,Nottingham_Forest,Home,965331,437753.0,Giulian Biancone,giulian-biancone,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385600,6,17,Nottingham_Forest,Home,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,1.0,8.0,,8.0,,,2.0,,,1.0,,,1.0,3.0,1.0,,,0.199499,0.8108,0.9922,2.0,,1.0,,,,,1.0,,85.0,1.0,,,,,,,12.0,,7.0,,,,,,2.0,,2.0,1.0,14.0,1.0,13.0,2,1.0,24.0,4.0,,,1.0
2022-23,11077461,7,17,Nottingham_Forest,Away,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077461,7,17,Nottingham_Forest,Away,27035,45124.0,André Ayew,andre-ayew,F,True,,,,1.0,3.0,4.0,2.0,1.0,2.0,,,1.0,,,,2.0,3.0,,,0.0001563,0.0525,,,,,,,,,,,19.0,,,,,,,,2.0,,6.7,,,,1.0,1.0,,,,,3.0,3.0,6.0,1,,10.0,,1.0,1.0,
2022-23,11077461,7,17,Nottingham_Forest,Away,36465,50232.0,Jonjo Shelvey,jonjo-shelvey,M,True,1.0,,5.0,7.0,8.0,14.0,,,4.0,,,1.0,1.0,,,1.0,1.0,,,0.301706,0.0415,,,,,,,,,1.0,,34.0,,,,,,,,6.0,,7.0,,,,,,1.0,,9.0,,13.0,8.0,20.0,1,1.0,23.0,,,,1.0
2022-23,11077461,7,17,Nottingham_Forest,Away,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,,1.0,1.0,1.0,2.0,,,,,,,1.0,4.0,2.0,,,5.04e-06,,,2.0,,,,,,2.0,1.0,,26.0,,1.0,,,,,,7.0,,6.6,,,,,,,,,,5.0,1.0,6.0,0,,14.0,1.0,,,
2022-23,11077461,7,17,Nottingham_Forest,Away,56113,28411.0,Keylor Navas,keylor-navas,G,False,,1.0,2.0,1.0,10.0,11.0,,,9.0,,,,,,,,,1.0,,0.00486351,,,,,,-0.4631,,,1.0,,,90.0,,,,,,,,5.0,,6.7,2.0,4.0,,,,,1.0,7.0,,6.0,10.0,16.0,0,,30.0,,,,
2022-23,11077461,7,17,Nottingham_Forest,Away,115516,89076.0,Remo Freuler,remo-freuler,M,False,,,1.0,6.0,9.0,15.0,,1.0,3.0,,,,5.0,,,5.0,3.0,,,0.139395,0.0519,,,,,,,,,1.0,,64.0,,2.0,,,,,,7.0,,6.5,,,1.0,7.0,,,,2.0,,11.0,10.0,21.0,1,1.0,35.0,1.0,1.0,,
2022-23,11077461,7,17,Nottingham_Forest,Away,242211,116404.0,Felipe,felipe,D,False,,,1.0,8.0,28.0,36.0,4.0,3.0,15.0,,,1.0,1.0,,,6.0,11.0,,,0.00164157,0.0806,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,14.0,,7.4,,,1.0,9.0,2.0,,,6.0,,17.0,33.0,50.0,2,5.0,76.0,,1.0,2.0,
2022-23,11077461,7,17,Nottingham_Forest,Away,358218,114241.0,Harry Toffolo,harry-toffolo,D,False,,,1.0,8.0,7.0,15.0,2.0,1.0,7.0,,,,,,1.0,3.0,5.0,,,0.00976197,0.0272,,,,,,,,1.0,,,90.0,,3.0,,,,,,24.0,,7.1,,,1.0,4.0,,2.0,,4.0,,17.0,10.0,25.0,1,3.0,58.0,,1.0,,
2022-23,11077461,7,17,Nottingham_Forest,Away,359664,210156.0,Taiwo Awoniyi,taiwo-awoniyi,F,True,,,,3.0,1.0,4.0,1.0,,1.0,,,,,,,1.0,1.0,,,0.00033978,,,,,,,,,,,,34.0,,,,,,,,3.0,,6.5,,,,,,,,,1.0,4.0,2.0,6.0,0,,11.0,1.0,1.0,,
2022-23,11077461,7,17,Nottingham_Forest,Away,559036,185253.0,Gustavo Scarpa,gustavo-scarpa,M,True,,,,2.0,3.0,5.0,,,2.0,,,1.0,1.0,,,2.0,2.0,,,0.00106322,0.0113,,,,,,,,,,,19.0,,,,,,,,7.0,,6.3,,,,,1.0,1.0,,3.0,,7.0,3.0,9.0,1,1.0,16.0,1.0,1.0,,1.0
2022-23,11077461,7,17,Nottingham_Forest,Away,758168,199170.0,Moussa Niakhaté,moussa-niakhate,D,False,,,,7.0,13.0,20.0,,1.0,2.0,,,,,,,2.0,2.0,,,0.00636456,,,2.0,,,,,,,,,90.0,,1.0,,,,,,13.0,,6.6,,,,6.0,,,,5.0,,12.0,15.0,27.0,0,1.0,43.0,1.0,,,1.0
2022-23,11077461,7,17,Nottingham_Forest,Away,793988,179519.0,Orel Mangala,orel-mangala,M,False,,,,6.0,9.0,15.0,,,5.0,,,,,,,,1.0,,,0.0113986,0.1878,0.3025,,,1.0,,,,1.0,,,56.0,1.0,,,,,,,3.0,,7.1,,,,1.0,,,,2.0,,8.0,10.0,18.0,1,,23.0,,1.0,,
2022-23,11077461,7,17,Nottingham_Forest,Away,817567,217331.0,Sam Surridge,sam-surridge,F,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077461,7,17,Nottingham_Forest,Away,838399,208912.0,Joe Worrall,joe-worrall,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077461,7,17,Nottingham_Forest,Away,844424,230251.0,Emmanuel Dennis,emmanuel-dennis,F,False,,,,9.0,,9.0,3.0,3.0,2.0,,,2.0,2.0,,2.0,13.0,7.0,,,0.0420736,0.2149,,3.0,1.0,,,,1.0,,1.0,,71.0,,,,,,,,13.0,,6.4,,,1.0,1.0,6.0,2.0,,,,14.0,1.0,13.0,3,,39.0,2.0,1.0,3.0,
2022-23,11077461,7,17,Nottingham_Forest,Away,851150,233420.0,Renan Lodi,renan-lodi,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,11077461,7,17,Nottingham_Forest,Away,865912,222531.0,Morgan Gibbs-White,morgan-gibbs-white,M,False,2.0,,,8.0,6.0,12.0,4.0,1.0,3.0,,,1.0,1.0,,,6.0,3.0,,,0.0635427,0.0671,,2.0,,,,,,,1.0,,71.0,,,,,,,,13.0,,6.8,,,,,2.0,3.0,,1.0,1.0,11.0,11.0,19.0,1,,35.0,5.0,,2.0,
2022-23,11077461,7,17,Nottingham_Forest,Away,927356,215136.0,Neco Williams,neco-williams,D,False,,,,7.0,11.0,18.0,2.0,1.0,5.0,,,1.0,3.0,,1.0,7.0,11.0,,,0.00258894,0.0757,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,19.0,,6.5,,,,1.0,1.0,1.0,,4.0,,16.0,16.0,31.0,1,6.0,58.0,,3.0,1.0,2.0
2022-23,11077461,7,17,Nottingham_Forest,Away,1064039,513046.0,Danilo Santos,danilo-oliveira,M,False,,,,5.0,3.0,8.0,3.0,,2.0,,,,,,1.0,4.0,1.0,,,0.01513,,,,,,,,,,,,56.0,,,,,,,,7.0,,6.3,,,,1.0,1.0,,,2.0,,8.0,3.0,11.0,0,,24.0,3.0,,1.0,
2022-23,11077461,7,17,Nottingham_Forest,Away,1085180,242898.0,Brennan Johnson,brennan-johnson,F,False,,,,7.0,4.0,11.0,1.0,1.0,4.0,,,,1.0,,1.0,9.0,1.0,,,0.0202752,,,2.0,,,,,,1.0,1.0,,90.0,,,,,,,,14.0,,5.7,,,,,4.0,1.0,,1.0,1.0,13.0,6.0,18.0,0,,29.0,1.0,,,
2022-23,10385627,8,17,Nottingham_Forest,Home,16620,20066.0,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385627,8,17,Nottingham_Forest,Home,42707,56917.0,Steve Cook,steve-cook,D,False,,,2.0,3.0,12.0,15.0,2.0,2.0,1.0,,,,,,,3.0,3.0,,,0.00751932,0.0,0.0,1.0,,,,,,1.0,,,63.0,,2.0,,,,,,6.0,,6.4,,,,3.0,,,,5.0,,7.0,14.0,21.0,0,1.0,28.0,,,,
2022-23,10385627,8,17,Nottingham_Forest,Home,45944,55037.0,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385627,8,17,Nottingham_Forest,Home,115516,89076.0,Remo Freuler,remo-freuler,M,False,,,1.0,10.0,11.0,21.0,1.0,,3.0,,,,,,1.0,3.0,3.0,,,0.00723641,0.0,0.0,1.0,,,,,,1.0,,,70.0,,,,,,,,10.0,,6.5,,,,2.0,,,,1.0,,15.0,14.0,29.0,0,2.0,39.0,1.0,1.0,,1.0
2022-23,10385627,8,17,Nottingham_Forest,Home,139310,90585.0,Willy Boly,willy-boly,D,False,,,3.0,3.0,15.0,18.0,2.0,2.0,3.0,,,,3.0,,,6.0,5.0,,,0.00038255,0.0,0.0,1.0,,,,,,,,,63.0,,,,,,,,8.0,,5.9,,,,4.0,,,,6.0,,6.0,20.0,26.0,0,2.0,35.0,,1.0,,
2022-23,10385627,8,17,Nottingham_Forest,Home,205508,109322.0,Jesse Lingard,jesse-lingard,F,True,,,,6.0,3.0,9.0,,,2.0,,,,,,,,,,,0.00824628,0.0,0.0,,,,,,,,,,27.0,,,,,,,,1.0,,6.6,,,,,,,,,,7.0,3.0,10.0,0,,12.0,,,,
2022-23,10385627,8,17,Nottingham_Forest,Home,358108,168281.0,Scott McKenna,scott-mckenna,D,False,,,2.0,9.0,41.0,50.0,1.0,1.0,4.0,,,,,,,1.0,1.0,,,0.00263787,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,,9.0,,6.4,,,,6.0,,,,4.0,,14.0,43.0,57.0,0,,69.0,,1.0,,
2022-23,10385627,8,17,Nottingham_Forest,Home,358218,114241.0,Harry Toffolo,harry-toffolo,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2022-23,10385627,8,17,Nottingham_Forest,Home,359664,210156.0,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,3.0,4.0,7.0,2.0,1.0,4.0,,1.0,,,,2.0,4.0,1.0,,,0.00204261,0.8117,0.1515,,,1.0,,,,,,,70.0,1.0,1.0,,,,,,9.0,,6.8,,,1.0,1.0,,,,,1.0,3.0,5.0,8.0,2,,21.0,6.0,,,
2022-23,10385627,8,17,Nottingham_Forest,Home,788134,172649.0,Dean Henderson,dean-henderson,G,False,,,6.0,5.0,21.0,26.0,,,11.0,,,,,,,,,,,0.00043987,0.0,0.0,,,,-0.953,,,,,,90.0,,,,,,,,11.0,1.0,6.7,3.0,4.0,,1.0,,,,17.0,,11.0,26.0,37.0,0,,53.0,,,,
2022-23,10385627,8,17,Nottingham_Forest,Home,817567,217331.0,Sam Surridge,sam-surridge,F,True,,,,3.0,1.0,4.0,,4.0,,,,,,,,,5.0,,,0.00556266,0.0,0.0,,,,,,,,,,20.0,,,,,,,,6.0,,6.8,,,,2.0,,,,,,6.0,2.0,8.0,0,1.0,13.0,1.0,,,
