season,matchId,gameweek,team_id,team,venue,playerId,pl_id,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2023-24,11352570,4,17,Nottingham_Forest,Away,846252,204968,Ryan Yates,ryan-yates,M,False,,,1.0,6.0,8.0,14.0,2.0,1.0,8.0,,,,2.0,,,8.0,9.0,,,0.0006929,0.0154,0.0,4.0,,,,,,3.0,,,90.0,,2.0,,,,,8.0,,7.3,,,1.0,5.0,,,,3.0,,11.0,11.0,22.0,1,6.0,47.0,,2.0,,3.0
2023-24,11352570,4,17,Nottingham_Forest,Away,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,False,,,3.0,8.0,6.0,14.0,4.0,,3.0,,,,3.0,,2.0,9.0,5.0,,,0.00661395,0.0,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,15.0,,6.7,,,,,1.0,1.0,,7.0,,16.0,8.0,23.0,0,2.0,41.0,3.0,2.0,1.0,1.0
2023-24,11352570,4,17,Nottingham_Forest,Away,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,1.0,1.0,2.0,,,1.0,,,,,,,1.0,2.0,,,0.00059421,0.0,0.0,1.0,,,,,,,,,18.0,,,,,,,5.0,,6.8,,,,2.0,,1.0,,1.0,,2.0,3.0,4.0,0,2.0,13.0,2.0,,,2.0
2023-24,11352570,4,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,,2.0,2.0,4.0,2.0,,3.0,,,,1.0,,1.0,5.0,4.0,,,0.00211265,0.5035,0.9459,,,1.0,,,,,,,45.0,3.0,,,,,,6.0,,7.7,,,,1.0,4.0,1.0,,,2.0,4.0,3.0,6.0,3,1.0,22.0,1.0,,3.0,
2023-24,11352570,4,17,Nottingham_Forest,Away,1020203,461682,Brandon Aguilera,brandon-aguilera,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352570,4,17,Nottingham_Forest,Away,1064039,513046,Danilo Santos,danilo-oliveira,M,False,,,,1.0,3.0,4.0,,1.0,2.0,,,,1.0,,1.0,2.0,3.0,,,0.00016123,0.0,0.0,,,,,,,1.0,,,45.0,,,,,,,5.0,,6.6,,,,,1.0,1.0,,,,3.0,5.0,7.0,0,,12.0,,1.0,1.0,
2023-24,11352618,5,17,Nottingham_Forest,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352618,5,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,True,,,,,,,,,,,,,,,1.0,1.0,,,,0.0,0.0,0.0,,,,,,,,,,12.0,,,,,,,4.0,,6.4,,,,,,,,,,2.0,1.0,3.0,0,,4.0,,,,
2023-24,11352618,5,17,Nottingham_Forest,Home,138149,111452,Odysseas Vlachodimos,odysseas-vlachodimos,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352618,5,17,Nottingham_Forest,Home,190399,152760,Divock Origi,divock-origi,F,True,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,0.00028223,0.0,0.0,,,,,,,,,,19.0,,,,,,,4.0,,6.6,,,,,,,,1.0,,3.0,,3.0,0,,6.0,2.0,1.0,,
2023-24,11352618,5,17,Nottingham_Forest,Home,358108,168281,Scott McKenna,scott-mckenna,D,False,,,2.0,10.0,39.0,49.0,1.0,6.0,3.0,,,,,,,2.0,6.0,,,0.0656232,0.0229,0.0,1.0,,,,,,1.0,1.0,,90.0,,1.0,,,,,10.0,,7.2,,,1.0,5.0,,,,7.0,,15.0,44.0,59.0,1,,72.0,,,,
2023-24,11352618,5,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,7.0,2.0,9.0,2.0,2.0,1.0,,,1.0,,,,4.0,3.0,,,0.0387215,0.0827,0.0,2.0,1.0,,,,,,2.0,,88.0,,,,,,,3.0,,7.0,,,,,,,,,1.0,9.0,2.0,11.0,1,1.0,14.0,1.0,,,1.0
2023-24,11352618,5,17,Nottingham_Forest,Home,758168,199170,Moussa Niakhaté,moussa-niakhate,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352618,5,17,Nottingham_Forest,Home,793988,179519,Orel Mangala,orel-mangala,M,False,,,,9.0,15.0,24.0,,2.0,4.0,,,1.0,,,,2.0,4.0,,,0.0141585,0.0979,0.0,2.0,,,,,,,1.0,,71.0,,1.0,,,,,7.0,,6.8,,,1.0,1.0,,,,1.0,,13.0,15.0,28.0,2,1.0,38.0,3.0,1.0,,
2023-24,11352618,5,17,Nottingham_Forest,Home,800417,159506,Ola Aina,ola-aina,D,False,,,,19.0,12.0,31.0,,1.0,6.0,,,,1.0,,,4.0,6.0,,,0.0128457,0.03,0.0,2.0,,,,,,,1.0,,90.0,,,,,,,14.0,,6.8,,,1.0,4.0,2.0,2.0,,1.0,,26.0,14.0,38.0,1,3.0,62.0,1.0,1.0,1.0,1.0
2023-24,11352618,5,17,Nottingham_Forest,Home,822933,218430,Gonzalo Montiel,gonzalo-montiel,D,False,,,1.0,8.0,11.0,19.0,,1.0,2.0,,,,2.0,,,3.0,2.0,,,0.00528679,0.0,0.0,1.0,,,,,,,,,53.0,,,,,,,16.0,,6.2,,,,1.0,,1.0,,6.0,,17.0,13.0,29.0,0,1.0,42.0,3.0,,,1.0
2023-24,11352618,5,17,Nottingham_Forest,Home,833943,224068,Matt Turner,matt-turner,G,False,,1.0,5.0,4.0,18.0,22.0,,,11.0,,,,,,,,1.0,,,0.00427804,0.0,0.0,,,,-0.448,2.0,,,,,90.0,,,,,,,9.0,,6.8,,2.0,,,,,1.0,14.0,,12.0,19.0,31.0,0,,45.0,,1.0,,
2023-24,11352618,5,17,Nottingham_Forest,Home,838399,208912,Joe Worrall,joe-worrall,D,False,,,2.0,11.0,35.0,46.0,2.0,1.0,2.0,,,,1.0,,,3.0,1.0,,,0.00340237,0.0,0.0,,,,,,,2.0,,,90.0,,,,,,,9.0,,6.5,,,,3.0,,,,6.0,,19.0,36.0,55.0,0,,62.0,,,,
2023-24,11352618,5,17,Nottingham_Forest,Home,843754,210462,Ibrahim Sangaré,ibrahim-sangare,M,False,,,1.0,11.0,19.0,30.0,1.0,1.0,10.0,,,,2.0,,,8.0,6.0,,,0.035642,0.0573,0.0,3.0,,,,,,3.0,,,90.0,,1.0,,,,,13.0,,7.0,,,1.0,1.0,2.0,1.0,,4.0,1.0,16.0,24.0,39.0,1,5.0,56.0,1.0,,,4.0
2023-24,11352618,5,17,Nottingham_Forest,Home,846252,204968,Ryan Yates,ryan-yates,M,True,,,,1.0,7.0,8.0,,,,,,,,,,3.0,1.0,,,0.00037496,0.0,0.0,3.0,,,,,,,,,19.0,,,,,,,3.0,,6.4,,,,1.0,,,,,,3.0,7.0,10.0,0,,15.0,1.0,1.0,,
2023-24,11352618,5,17,Nottingham_Forest,Home,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,False,,,4.0,22.0,11.0,33.0,6.0,2.0,7.0,,,2.0,,,,8.0,8.0,,,0.0624493,0.2661,0.241,1.0,,,,,,,2.0,,90.0,1.0,,,,,,18.0,,7.7,,,1.0,,6.0,8.0,,4.0,,35.0,13.0,40.0,4,1.0,68.0,1.0,1.0,4.0,1.0
2023-24,11352618,5,17,Nottingham_Forest,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,,,3.0,14.0,3.0,17.0,,,1.0,,,1.0,1.0,,,2.0,4.0,,,0.213625,0.1269,0.7192,1.0,,1.0,,,,,3.0,,71.0,2.0,,,,,,7.0,,8.0,,,,,2.0,2.0,,4.0,,21.0,3.0,22.0,3,1.0,32.0,,1.0,2.0,1.0
2023-24,11352618,5,17,Nottingham_Forest,Home,871765,250199,Nicolás Domínguez,nicolas-dominguez,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352618,5,17,Nottingham_Forest,Home,944973,437626,Nuno Tavares,nuno-tavares,D,True,,,,7.0,5.0,12.0,1.0,,3.0,,,,,,,2.0,1.0,,,0.0159198,0.0,0.0,,,,,,,,,,37.0,,,,,,,3.0,,6.6,,,,1.0,2.0,1.0,,,,8.0,6.0,13.0,0,,22.0,,,1.0,
2023-24,11352618,5,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,1.0,,1.0,17.0,4.0,20.0,1.0,1.0,4.0,,,,,,2.0,4.0,4.0,,,0.267331,0.0309,0.0136,,,,,,,,1.0,,90.0,1.0,,,,,,16.0,,6.8,,,,,2.0,3.0,,2.0,,22.0,7.0,26.0,1,,48.0,3.0,2.0,1.0,
2023-24,11352618,5,17,Nottingham_Forest,Home,1105779,532605,Andrey Santos,santos-andrey,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352635,6,17,Nottingham_Forest,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352635,6,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,True,,,,2.0,1.0,3.0,,,,,,,,,,1.0,,,,0.0119833,0.0,0.0,1.0,,,,,,,1.0,,15.0,,,,,,,,,6.6,,,,,,,,,,2.0,1.0,3.0,0,,4.0,,,,
2023-24,11352635,6,17,Nottingham_Forest,Away,105697,80226,Serge Aurier,serge-aurier,D,False,,,3.0,10.0,18.0,28.0,1.0,,4.0,,,,,,1.0,3.0,,,,0.00948629,0.0,0.0,1.0,,,,,,,,,56.0,,,,,,,5.0,,6.4,,,,1.0,,,,3.0,,13.0,19.0,32.0,0,,35.0,,,,
2023-24,11352635,6,17,Nottingham_Forest,Away,138149,111452,Odysseas Vlachodimos,odysseas-vlachodimos,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352635,6,17,Nottingham_Forest,Away,139310,90585,Willy Boly,willy-boly,D,False,,,2.0,6.0,22.0,28.0,1.0,2.0,7.0,1.0,,,1.0,,,4.0,5.0,,,0.283369,0.0405,0.2006,2.0,,,,,,1.0,1.0,,90.0,1.0,2.0,,,,,8.0,,7.5,,,,6.0,,,,4.0,1.0,11.0,25.0,36.0,1,2.0,51.0,,1.0,,2.0
2023-24,11352635,6,17,Nottingham_Forest,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,2.0,1.0,3.0,1.0,,,,,1.0,,,2.0,4.0,1.0,,,0.00164445,0.0613,0.0,1.0,,,,,,,,,15.0,,,,,,,4.0,,6.4,,,,,,1.0,,,,4.0,1.0,4.0,1,,9.0,,1.0,,
2023-24,11352635,6,17,Nottingham_Forest,Away,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,2.0,4.0,6.0,,2.0,5.0,,1.0,,,,1.0,4.0,6.0,,,0.0319943,0.4939,0.0,2.0,,,,,,,1.0,,75.0,,,,,,,9.0,,6.5,,,1.0,1.0,3.0,,,,,3.0,4.0,7.0,1,1.0,24.0,5.0,1.0,2.0,
2023-24,11352635,6,17,Nottingham_Forest,Away,758168,199170,Moussa Niakhaté,moussa-niakhate,D,False,,,4.0,24.0,19.0,43.0,1.0,,7.0,,,,1.0,,,3.0,2.0,,,0.017624,0.0,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,9.0,,6.7,,,,1.0,,3.0,,5.0,,30.0,20.0,47.0,0,2.0,59.0,,,,1.0
2023-24,11352635,6,17,Nottingham_Forest,Away,793988,179519,Orel Mangala,orel-mangala,M,False,,,1.0,18.0,14.0,32.0,,,5.0,,,,2.0,,,3.0,2.0,,,0.0140445,0.0619,0.0,1.0,,,,,,2.0,,,90.0,,,,,,,9.0,,6.6,,,1.0,,,,,1.0,,21.0,16.0,37.0,1,2.0,47.0,2.0,,,
2023-24,11352635,6,17,Nottingham_Forest,Away,800417,159506,Ola Aina,ola-aina,D,False,,,,13.0,8.0,21.0,1.0,2.0,4.0,,,,2.0,,,3.0,5.0,,,0.014353,0.0,0.0,,,,,,,1.0,,,75.0,,,,,,,9.0,,6.6,,,,2.0,1.0,1.0,,,,18.0,10.0,27.0,0,2.0,39.0,,,1.0,2.0
2023-24,11352635,6,17,Nottingham_Forest,Away,822933,218430,Gonzalo Montiel,gonzalo-montiel,D,True,,,2.0,25.0,13.0,38.0,,1.0,3.0,,,,,,,2.0,3.0,,,0.0639703,0.0,0.0,2.0,,,,,,1.0,2.0,,51.0,,,,,,,6.0,,7.2,,,,,,3.0,,4.0,1.0,30.0,14.0,41.0,0,2.0,52.0,,,,1.0
2023-24,11352635,6,17,Nottingham_Forest,Away,833943,224068,Matt Turner,matt-turner,G,False,,,2.0,2.0,5.0,7.0,,,3.0,,,,,,,,,,,0.00018075,0.0,0.0,,,,-1.0014,1.0,,,,,90.0,,,,,,,4.0,,6.4,,2.0,,,,,,5.0,,4.0,6.0,10.0,0,,16.0,,,,
2023-24,11352635,6,17,Nottingham_Forest,Away,838399,208912,Joe Worrall,joe-worrall,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352635,6,17,Nottingham_Forest,Away,843754,210462,Ibrahim Sangaré,ibrahim-sangare,M,False,,,,7.0,10.0,17.0,,,4.0,,,,1.0,,,3.0,1.0,,,0.00906666,0.0,0.0,2.0,,,,,,,,,56.0,,,,,,,4.0,,6.3,,,,,,,,,,8.0,13.0,21.0,0,1.0,22.0,,,,1.0
2023-24,11352635,6,17,Nottingham_Forest,Away,846252,204968,Ryan Yates,ryan-yates,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352635,6,17,Nottingham_Forest,Away,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,False,1.0,,1.0,29.0,8.0,36.0,,,1.0,,,3.0,1.0,,2.0,4.0,3.0,,,0.0827721,0.2575,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,18.0,,6.7,,,,,,5.0,,1.0,,39.0,10.0,44.0,3,1.0,66.0,4.0,2.0,,1.0
2023-24,11352635,6,17,Nottingham_Forest,Away,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,True,,,2.0,21.0,2.0,23.0,1.0,,,,,,,,,2.0,1.0,,,0.0749068,0.0,0.0,1.0,,,,,,,,,34.0,,,,,,,3.0,,6.9,,,,,1.0,2.0,,2.0,,24.0,2.0,24.0,0,,30.0,,,1.0,
2023-24,11352635,6,17,Nottingham_Forest,Away,871765,250199,Nicolás Domínguez,nicolas-dominguez,M,False,,,4.0,28.0,12.0,40.0,,,8.0,,,,,,,2.0,5.0,,,0.0462716,0.0439,0.0,1.0,,,,,,1.0,,,90.0,,,,,,,7.0,,7.1,,,1.0,1.0,1.0,,,5.0,,32.0,13.0,45.0,1,5.0,59.0,1.0,,,3.0
2023-24,11352635,6,17,Nottingham_Forest,Away,944973,437626,Nuno Tavares,nuno-tavares,D,False,1.0,,,6.0,2.0,7.0,,,1.0,,,,,,,1.0,,,,0.00705682,0.0,0.0,1.0,,,,,,,,,39.0,,,,,,,4.0,,6.1,,,,,,1.0,,,,7.0,4.0,10.0,0,,13.0,1.0,,,
2023-24,11352635,6,17,Nottingham_Forest,Away,979232,449434,Anthony Elanga,anthony-elanga,F,True,,,,16.0,6.0,22.0,1.0,,4.0,,,,,,,1.0,,,,0.0369368,0.0667,0.2003,,,,,,,,1.0,,34.0,2.0,,,,,,6.0,,7.1,,,,,,1.0,,,1.0,20.0,7.0,26.0,2,,33.0,1.0,,,
2023-24,11352643,7,17,Nottingham_Forest,Home,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,1.0,1.0,2.0,4.0,2.0,2.0,,,,,,1.0,5.0,2.0,,,0.00039614,0.0,0.0,,,,,,,,,,13.0,,,,,,,11.0,,6.3,,,,2.0,,,,,,7.0,3.0,10.0,0,,15.0,2.0,,,
2023-24,11352643,7,17,Nottingham_Forest,Home,50480,60689,Chris Wood,chris-wood,F,True,,,,1.0,,1.0,3.0,,1.0,,1.0,,1.0,,,4.0,,,,7.19e-05,0.225,0.0,,,,,,,,,,9.0,,,,,,,2.0,,5.9,,,1.0,,,,,1.0,,2.0,1.0,3.0,1,,5.0,,,,
2023-24,11352643,7,17,Nottingham_Forest,Home,105697,80226,Serge Aurier,serge-aurier,D,False,1.0,,,19.0,17.0,35.0,,,6.0,,,,1.0,,2.0,4.0,4.0,,,0.0235138,0.0,0.0,,,,,,,1.0,,,90.0,,,,,,,12.0,,6.7,,,,1.0,1.0,3.0,,3.0,,25.0,18.0,40.0,0,3.0,63.0,1.0,1.0,,2.0
2023-24,11352643,7,17,Nottingham_Forest,Home,138149,111452,Odysseas Vlachodimos,odysseas-vlachodimos,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352643,7,17,Nottingham_Forest,Home,139310,90585,Willy Boly,willy-boly,D,False,,,,15.0,27.0,42.0,2.0,3.0,3.0,,1.0,,,1.0,,3.0,4.0,,,0.00492261,0.0312,0.0,1.0,,,,,,,,,90.0,,4.0,,,,,17.0,,7.6,,,1.0,5.0,,,,10.0,,24.0,31.0,55.0,1,1.0,78.0,,,,1.0
2023-24,11352643,7,17,Nottingham_Forest,Home,190399,152760,Divock Origi,divock-origi,F,True,1.0,,,1.0,,,,,,1.0,,,,,,,,,,0.157148,0.0,0.0,,,,,,,,1.0,,10.0,,,,,,,2.0,,6.8,,,,,,1.0,,,,1.0,,,0,,3.0,2.0,,,
2023-24,11352643,7,17,Nottingham_Forest,Home,358218,114241,Harry Toffolo,harry-toffolo,D,True,1.0,,1.0,1.0,3.0,3.0,,,3.0,,,,1.0,,,1.0,,,,0.0212092,0.0,0.0,,1.0,,,,,,1.0,,30.0,,1.0,,,,,2.0,,7.0,,,,3.0,,1.0,,3.0,,3.0,3.0,5.0,0,,12.0,,,,
2023-24,11352643,7,17,Nottingham_Forest,Home,359664,210156,Taiwo Awoniyi,taiwo-awoniyi,F,False,,,,4.0,3.0,7.0,6.0,1.0,2.0,,,,,,,6.0,3.0,,,0.0217175,0.0,0.0,,,,,,,,2.0,,81.0,,,,,,,7.0,,6.8,,,,3.0,,,,,1.0,8.0,4.0,12.0,0,,23.0,2.0,2.0,,
2023-24,11352643,7,17,Nottingham_Forest,Home,758168,199170,Moussa Niakhaté,moussa-niakhate,D,False,,,1.0,11.0,9.0,20.0,,2.0,2.0,,,,,,,2.0,5.0,,,0.00570209,0.0,0.0,2.0,,,,,,,,,56.0,,,,,,,11.0,,6.0,,,,2.0,,1.0,,3.0,,16.0,11.0,26.0,0,3.0,39.0,,,,2.0
2023-24,11352643,7,17,Nottingham_Forest,Home,793988,179519,Orel Mangala,orel-mangala,M,False,,,,24.0,23.0,47.0,,,3.0,,,,,,,1.0,4.0,,,0.0100478,0.0,0.0,1.0,,,,,,3.0,,,90.0,,,,,,,2.0,,7.1,,,,1.0,2.0,,,,,24.0,24.0,48.0,0,1.0,60.0,1.0,1.0,2.0,1.0
2023-24,11352643,7,17,Nottingham_Forest,Home,822933,218430,Gonzalo Montiel,gonzalo-montiel,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352643,7,17,Nottingham_Forest,Home,833943,224068,Matt Turner,matt-turner,G,False,,2.0,10.0,7.0,15.0,22.0,,1.0,9.0,,,,,,,,1.0,,1.0,0.00127223,0.0,0.0,,,,-0.2759,3.0,,,,,90.0,,,,,,,17.0,,7.0,2.0,3.0,,1.0,,,2.0,25.0,,19.0,18.0,37.0,0,,51.0,1.0,1.0,,
2023-24,11352643,7,17,Nottingham_Forest,Home,838399,208912,Joe Worrall,joe-worrall,D,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352643,7,17,Nottingham_Forest,Home,843754,210462,Ibrahim Sangaré,ibrahim-sangare,M,False,,,3.0,14.0,11.0,25.0,3.0,1.0,2.0,,,1.0,,,,4.0,4.0,,,0.0846673,0.029,0.0,,,,,,,1.0,,,77.0,,2.0,,,,,7.0,,7.1,,,,2.0,3.0,1.0,,3.0,,19.0,11.0,29.0,1,1.0,42.0,1.0,,2.0,1.0
2023-24,11352643,7,17,Nottingham_Forest,Home,865912,222531,Morgan Gibbs-White,morgan-gibbs-white,M,True,,,1.0,7.0,4.0,11.0,,2.0,1.0,1.0,,,,,,1.0,4.0,,,0.0423171,0.0,0.0,1.0,,,,,,,1.0,,29.0,,1.0,,,,,5.0,,7.2,,,,1.0,,,,1.0,,11.0,4.0,15.0,0,,21.0,1.0,2.0,,
2023-24,11352643,7,17,Nottingham_Forest,Home,867442,209046,Callum Hudson Odoi,callum-hudson-odoi,M,False,1.0,,2.0,10.0,2.0,11.0,3.0,,4.0,,,,,,2.0,7.0,3.0,,,0.0553749,0.0,0.0,1.0,,,,,,,1.0,,60.0,,,,,,,10.0,,6.8,,,,2.0,3.0,5.0,,4.0,1.0,17.0,2.0,14.0,0,,29.0,,1.0,2.0,
2023-24,11352643,7,17,Nottingham_Forest,Home,871765,250199,Nicolás Domínguez,nicolas-dominguez,M,False,,,1.0,22.0,12.0,34.0,1.0,3.0,3.0,,,,1.0,,,2.0,10.0,,,0.0159242,0.0348,0.0846,,,1.0,,,,,,,80.0,1.0,,,,,,8.0,,7.9,,,,3.0,,,,2.0,,28.0,14.0,42.0,1,6.0,56.0,,1.0,,4.0
2023-24,11352643,7,17,Nottingham_Forest,Home,979232,449434,Anthony Elanga,anthony-elanga,F,False,,,1.0,15.0,6.0,21.0,,,2.0,,,,1.0,,,3.0,4.0,,,0.00793651,0.0805,0.0,,,,,,,,,,61.0,,,,,,,7.0,,6.8,,,1.0,1.0,4.0,,,1.0,,17.0,7.0,24.0,1,1.0,37.0,2.0,1.0,2.0,
2023-24,11352643,7,17,Nottingham_Forest,Home,1105779,532605,Andrey Santos,santos-andrey,M,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352643,7,17,Nottingham_Forest,Home,1199282,575476,Murillo,murillo,D,False,,,1.0,18.0,21.0,39.0,3.0,1.0,9.0,,,,,1.0,1.0,4.0,3.0,,,0.00533072,0.0621,0.0,,,,,,,1.0,,,90.0,,1.0,,,,,10.0,,7.6,,,1.0,11.0,1.0,,,1.0,,21.0,26.0,47.0,1,1.0,66.0,,,1.0,
2023-24,11352650,8,17,Nottingham_Forest,Away,45944,55037,Cheikhou Kouyaté,cheikhou-kouyate,M,True,,,,5.0,3.0,8.0,,1.0,1.0,,,,,,,,1.0,,,0.00791138,0.0525,0.0,,,,,,,1.0,,,13.0,,,,,,,1.0,,6.8,,,1.0,,,,,,,6.0,3.0,9.0,1,,11.0,,,,
2023-24,11352650,8,17,Nottingham_Forest,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,7.0,4.0,11.0,2.0,2.0,2.0,,,,,,3.0,7.0,4.0,,,0.00644238,0.0,0.0,1.0,,,,,,,1.0,,76.0,,,,,,,9.0,,6.6,,,,1.0,1.0,,,,,10.0,5.0,15.0,0,1.0,26.0,1.0,1.0,,1.0
2023-24,11352650,8,17,Nottingham_Forest,Away,105697,80226,Serge Aurier,serge-aurier,D,False,,,,17.0,20.0,37.0,,1.0,4.0,,,,,,1.0,2.0,2.0,,,0.0444323,0.0369,0.0781,1.0,,,,,,1.0,,,45.0,1.0,,,,,,8.0,,7.1,,,1.0,3.0,1.0,3.0,,,,21.0,21.0,39.0,2,,58.0,1.0,,1.0,
2023-24,11352650,8,17,Nottingham_Forest,Away,138149,111452,Odysseas Vlachodimos,odysseas-vlachodimos,G,True,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2023-24,11352650,8,17,Nottingham_Forest,Away,139310,90585,Willy Boly,willy-boly,D,False,,,3.0,12.0,46.0,58.0,1.0,5.0,4.0,,,1.0,,,,3.0,8.0,,,0.0521397,0.1343,0.0,2.0,,,,,,2.0,,,90.0,,,,,,,8.0,,7.6,,,1.0,8.0,,,,7.0,,15.0,51.0,66.0,2,3.0,81.0,,,,2.0
2023-24,11352650,8,17,Nottingham_Forest,Away,190399,152760,Divock Origi,divock-origi,F,True,,,,1.0,,1.0,1.0,,1.0,,,,,,1.0,2.0,1.0,,,0.00150261,0.0,0.0,,,,,,,,,,14.0,,,,,,,1.0,,6.5,,,,,,,,,,1.0,,1.0,0,,5.0,,1.0,,
2023-24,11352650,8,17,Nottingham_Forest,Away,358218,114241,Harry Toffolo,harry-toffolo,D,False,1.0,,1.0,23.0,14.0,36.0,1.0,,4.0,,,,2.0,,,4.0,4.0,,,0.0513358,0.0091,0.0742,,,,,,,2.0,1.0,,90.0,1.0,1.0,,,,,13.0,,7.2,,,,2.0,1.0,3.0,,5.0,,31.0,17.0,45.0,1,4.0,67.0,,,,
2023-24,11352650,8,17,Nottingham_Forest,Away,793988,179519,Orel Mangala,orel-mangala,M,False,,,1.0,17.0,22.0,39.0,,,4.0,,,,,,2.0,3.0,3.0,,,0.0131106,0.1008,0.0,1.0,,,,,,1.0,1.0,,83.0,,,,,,,3.0,,7.2,,,2.0,1.0,,,,1.0,,17.0,23.0,40.0,2,2.0,50.0,,1.0,,2.0
2023-24,11352650,8,17,Nottingham_Forest,Away,822933,218430,Gonzalo Montiel,gonzalo-montiel,D,True,,,,8.0,3.0,11.0,1.0,,1.0,,,2.0,,,,2.0,,,,0.00638559,0.0928,0.0,2.0,,,,,,1.0,,,45.0,,,,,,,1.0,,6.7,,,,3.0,,1.0,,,,9.0,3.0,11.0,2,,22.0,,,,
2023-24,11352650,8,17,Nottingham_Forest,Away,833943,224068,Matt Turner,matt-turner,G,False,,,4.0,1.0,23.0,24.0,,1.0,7.0,,,,,,,,1.0,,,0.0001707,0.0,0.0,,,,0.1343,1.0,,,,,90.0,,,,,,,3.0,2.0,7.4,1.0,2.0,,2.0,,,,7.0,,4.0,23.0,27.0,0,,38.0,,,,
