season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballCarriesCount,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,metersCoveredHighSpeedRunningKm,metersCoveredJoggingKm,metersCoveredRunningKm,metersCoveredSprintingKm,metersCoveredWalkingKm,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possessionLostCtrl,progressiveBallCarriesCount,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalBallCarriesDistance,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalProgression,totalProgressiveBallCarriesDistance,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2025-26,14025028,1,17,Nottingham_Forest,Home,139310,90585,Willy Boly,willy-boly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025028,1,17,Nottingham_Forest,Home,800417,159506,Ola Aina,ola-aina,D,False,1.0,,1.0,12.0,17.0,29.0,2.0,4.0,,8.0,,,,,,4.0,9.0,8.0,,,0.0443076,,,2.0,0.0,,,,,2.0,1.0,,0.49,3.9,1.02,0.31,3.57,90.0,,,,,,,,17.0,,,7.2,,,,,,7.0,2.0,4.0,,4.0,,16.0,17.0,33.0,,,0,3.0,75.0,,1.0,1.0,2.0
2025-26,14025028,1,17,Nottingham_Forest,Home,836168,227444,Nikola Milenković,nikola-milenkovic,D,False,,,3.0,6.0,14.0,20.0,2.0,2.0,,2.0,,,,,,,2.0,3.0,,,0.00259714,,,,0.0,,,,,2.0,,,0.29,4.25,0.81,0.11,3.35,90.0,,1.0,,,,,,7.0,,,6.7,,,,,,4.0,,,,9.0,,11.0,16.0,27.0,,,0,1.0,35.0,,,,
2025-26,14025028,1,17,Nottingham_Forest,Home,927356,215136,Neco Williams,neco-williams,D,False,1.0,,,24.0,10.0,34.0,,,,2.0,1.0,,,1.0,,3.0,6.0,4.0,,,0.0910749,,,2.0,0.0,,,,,2.0,2.0,,0.58,5.16,1.47,0.19,2.9,90.0,,1.0,,,,,,14.0,,,6.7,,,,,,1.0,,3.0,,4.0,,29.0,11.0,40.0,,,0,2.0,66.0,1.0,2.0,,1.0
2025-26,14025028,1,17,Nottingham_Forest,Home,985086,485047,Morato,morato,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025028,1,17,Nottingham_Forest,Home,1170722,575458,Jair,jair-paula,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025028,1,17,Nottingham_Forest,Home,1199282,575476,Murillo,murillo,D,False,,,3.0,20.0,20.0,40.0,,3.0,,6.0,,,,,,1.0,1.0,5.0,,,0.017954,,,,0.0,,,,,1.0,,,0.27,4.03,1.19,0.05,3.58,90.0,,,,,,,,11.0,,,7.1,,,,,,4.0,1.0,,,9.0,,29.0,21.0,50.0,,,0,,61.0,,2.0,1.0,
2025-26,14025028,1,17,Nottingham_Forest,Home,1390490,549067,Zach Abbott,abbott-zach,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025074,2,17,Nottingham_Forest,Away,139310,90585,Willy Boly,willy-boly,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2025-26,14025074,2,17,Nottingham_Forest,Away,800417,159506,Ola Aina,ola-aina,D,False,,,5.0,15.0,21.0,36.0,,1.0,,10.0,,,,,,1.0,6.0,5.0,,,0.00613904,,,2.0,0.0,,,,,2.0,,,,,,,,90.0,,,,,,,,16.0,,,6.7,,,,,,3.0,4.0,2.0,,7.0,,21.0,23.0,44.0,,,0,1.0,69.0,,2.0,1.0,
