playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,savesFromPenalty,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,putthroughBlockedDistributionWon,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,successfulLayoffs,unsuccessfulCrossesOpenPlay,goals,awayGoals,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,homeGoals,oboxTarget,tacklesLost,leftFootGoals,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,tacklesWon,blocks,totalFoulsConceded,unsuccessfulCornersIntoBox,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,offsides,goalAssists,iboxTarget,shotsOnTargetInBox,rightFootGoals,headedGoals,penaltiesConceded,hitWoodwork,handballsConceded,secondGoalAssists,lastPlayerTackle,redCards2ndYellow,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,foulWonPenalty,unsuccessfulLayoffs,setPiecesGoals,penaltiesTaken,penaltyGoals
75773,Lee Chung-yong,Midfielder,Crystal Palace,31,South Korea,2014-15,10.0,,0.078,0.0,,,3.0,1.0,12.0,39.0,,,2.0,,,91.0,2.0,3.0,,4.0,3.0,25.0,,,,1.5562,,1.0,2.0,8.0,15.0,,,0.0,13.0,2.0,,15.0,9.0,3.0,,,17.0,2.0,11.0,,0.0,,39.0,,24.0,1.0,,,5.0,,2.0,65.0,1.0,1.0,11.0,,0.0,4.0,4.0,2.0,1.0,,,1.0,,2.0,2.0,1.0,8.0,3.0,3.0,,,,1.0,,1.0,,4.0,,,,,,,,3.0,5.0,4.0,,2.0,2.0,,2.0,1.0,,4.0,2.0,,1.0,0.091,,,,,,,,,,,,,,,,,1.0,,,
12765,Jerome Thomas,Midfielder,Port Vale,50,England,2014-15,1.0,,0.0025,0.0,,,1.0,,,4.0,,,,,,6.0,,1.0,,2.0,1.0,4.0,,,,,,,,1.0,2.0,,1.0,0.0,2.0,2.0,,,1.0,1.0,,,4.0,,2.0,,0.0,,4.0,,2.0,,,,,,,9.0,,,,,0.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
59115,Mile Jedinak,Midfielder,Aston Villa,7,Australia,2014-15,134.0,,0.902,1.0,,,24.0,24.0,318.0,953.0,,,161.0,5.0,,2080.0,49.0,221.0,6.0,34.0,109.0,584.0,,,3.0,29.0029,9.0,84.0,34.0,85.0,169.0,,32.0,0.0,355.0,21.0,,474.0,162.0,24.0,,,356.0,28.0,194.0,112.0,0.0,,929.0,4.0,345.0,3.0,,,246.0,81.0,51.0,1366.0,3.0,37.0,283.0,,3.0,98.0,73.0,,2.0,10.0,13.0,1.0,5.8809,80.0,21.0,1.0,220.0,10.0,2.0,5.0,3.0,10.0,,5.0,4.0,,25.0,1.0,10.0,,2.0,5.0,15.0,,3.0,2.0,12.0,,8.0,65.0,14.0,47.0,,,64.0,5.0,10.0,29.0,4.0245,,3.0,3.0,3.0,4.0,1.0,2.0,,,,,1.0,6.0,6.0,0.4245,,,1.0,3.0,3.0
18805,Joe Ledley,Midfielder,Newport County,437,Wales,2014-15,121.0,,1.2687,0.0,,,32.0,30.0,205.0,997.0,,,107.0,5.0,,2572.0,62.0,144.0,5.0,45.0,99.0,766.0,,,4.0,36.6904,5.0,68.0,39.0,59.0,250.0,,25.0,2.0,265.0,28.0,,340.0,192.0,32.0,,,421.0,34.0,158.0,45.0,0.0,,982.0,7.0,284.0,10.0,,,234.0,64.0,26.0,1399.0,6.0,19.0,377.0,,0.0,51.0,43.0,2.0,3.0,2.0,3.0,2.0,0.6779,64.0,11.0,,154.0,20.0,9.0,2.0,1.0,,18.0,,6.0,2.0,28.0,4.0,21.0,2.0,1.0,,18.0,1.0,18.0,24.0,30.0,2.0,8.0,46.0,12.0,11.0,14.0,,173.0,15.0,,9.0,1.5634,2.0,,1.0,1.0,,1.0,,,,,,,,,,1.0,2.0,,,
50471,James McArthur,Midfielder,Crystal Palace,31,Scotland,2014-15,197.0,,0.9018,0.0,,,32.0,29.0,230.0,1075.0,,,124.0,5.0,,2606.0,67.0,199.0,7.0,56.0,142.0,782.0,,,2.0,32.4678,13.0,51.0,32.0,130.0,266.0,,33.0,1.0,396.0,35.0,,369.0,237.0,32.0,,,460.0,25.0,272.0,57.0,0.0,,1059.0,13.0,333.0,20.0,,,277.0,68.0,63.0,1577.0,9.0,31.0,387.0,,6.0,73.0,57.0,3.0,2.0,12.0,9.0,2.0,2.9454,92.0,21.0,5.0,157.0,16.0,12.0,2.0,0.0,8.0,,5.0,2.0,,40.0,,28.0,4.0,2.0,5.0,20.0,,21.0,12.0,43.0,4.0,12.0,72.0,24.0,43.0,,5.0,163.0,3.0,8.0,26.0,2.2161,2.0,,2.0,2.0,1.0,1.0,1.0,,2.0,,,,,,,1.0,,,,
103100,Jonny Williams,Midfielder,Gillingham,100,Wales,2014-15,3.0,,0.0714,0.0,,,2.0,,4.0,19.0,,,3.0,,,34.0,3.0,4.0,,,4.0,14.0,,,,1.2322,,,,,6.0,,2.0,0.0,7.0,,,9.0,2.0,2.0,,,14.0,,4.0,,0.0,,19.0,,8.0,,,,3.0,2.0,1.0,33.0,,1.0,2.0,,0.0,1.0,1.0,2.0,1.0,,,,,2.0,2.0,,3.0,,1.0,,,,2.0,,1.0,,2.0,,2.0,,,,,,,3.0,,,2.0,2.0,,,2.0,,1.0,,,,0.1016,,,,,,,,,,,,,,,,,,,,
49438,Jordon Mutch,Midfielder,Crawley Town,1525,England,2014-15,78.0,,0.2543,0.0,,,16.0,10.0,74.0,357.0,,,43.0,1.0,,851.0,25.0,53.0,2.0,19.0,35.0,268.0,,,1.0,10.1554,1.0,8.0,14.0,53.0,74.0,,4.0,0.0,131.0,10.0,,113.0,33.0,16.0,,,165.0,12.0,88.0,18.0,0.0,,347.0,8.0,138.0,7.0,,,88.0,11.0,15.0,518.0,5.0,7.0,125.0,,5.0,12.0,15.0,6.0,2.0,5.0,2.0,1.0,0.1688,24.0,9.0,1.0,62.0,27.0,18.0,,,1.0,9.0,1.0,7.0,5.0,22.0,,9.0,2.0,,1.0,7.0,,13.0,22.0,24.0,2.0,7.0,17.0,1.0,16.0,4.0,,82.0,,1.0,10.0,0.6474,6.0,1.0,1.0,1.0,,,,,,,,,,,,,1.0,,,
59013,Barry Bannan,Midfielder,Millwall,103,Scotland,2014-15,13.0,,0.2782,0.0,,,7.0,2.0,26.0,76.0,,,3.0,,,136.0,3.0,6.0,2.0,3.0,6.0,45.0,,,,1.8824,,,3.0,10.0,12.0,,,0.0,19.0,,,30.0,18.0,7.0,,,32.0,1.0,16.0,,0.0,,73.0,2.0,41.0,2.0,,,22.0,2.0,5.0,109.0,2.0,2.0,23.0,,1.0,6.0,5.0,5.0,2.0,,1.0,1.0,0.0663,4.0,2.0,,20.0,3.0,7.0,,,,4.0,1.0,5.0,2.0,2.0,,3.0,,,1.0,1.0,,2.0,8.0,4.0,,1.0,3.0,,2.0,1.0,,12.0,,,1.0,0.0446,,,,,,,,,,,,,,,,,,,,
44302,Adlène Guédioura,Midfielder,Burton Albion,587,Algeria,2014-15,12.0,,0.069,0.0,,,7.0,,26.0,74.0,,,8.0,,,122.0,3.0,18.0,,9.0,13.0,46.0,,,1.0,2.7832,,6.0,2.0,9.0,10.0,,5.0,0.0,30.0,4.0,,34.0,12.0,7.0,,,31.0,2.0,22.0,5.0,0.0,,72.0,1.0,40.0,5.0,,,16.0,1.0,2.0,119.0,,2.0,17.0,,1.0,7.0,5.0,7.0,,1.0,1.0,,0.0637,3.0,4.0,1.0,19.0,2.0,3.0,,,,2.0,,,,6.0,,1.0,1.0,,,,,2.0,4.0,3.0,1.0,3.0,3.0,1.0,6.0,1.0,,14.0,,,3.0,0.2848,,,1.0,1.0,,,,,1.0,,,,,,,,1.0,,,
130103,Hiram Boateng,Midfielder,Mansfield Town,77,England,2014-15,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
