playerId,playerName,position,team_name,team_id,nationality,season,straightRedCards,totalRedCards,yellowCards,duelsLost,expectedAssists,catches,savesMadeFromOutsideBox,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,timesTackled,successfulDribbles,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,throughBalls,unsuccessfulShortPasses,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,oboxBlocked,shotsOnTargetOutsideBox,successfulCrossesAndCorners,aerialDuelsLost,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,blocks,totalFoulsConceded,interceptions,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,shotsBlockedOutsideBox,foulAttemptedTackle,expectedGoals,secondGoalAssists,goals,offsides,awayGoals,substituteOn,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,rightFootGoals,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,cornersTakenInclShortCorners,unsuccessfulLayoffs,penaltiesConceded,homeGoals,headedGoals,foulWonPenalty,handballsConceded,hitWoodwork,penaltiesTaken,penaltyGoals
86417,Jeffrey Schlupp,Midfielder,Crystal Palace,31,Ghana,2016-17,0.0,0.0,0.0,62.0,0.258,,,19.0,12.0,97.0,349.0,,,41.0,3.0,,1136.0,83.0,3.0,60.0,225.0,,,10.6729,6.0,15.0,49.0,17.0,44.0,89.0,,11.0,0.0,145.0,,175.0,73.0,19.0,,,168.0,14.0,104.0,23.0,,344.0,187.0,,,28.0,27.0,681.0,35.0,86.0,,45.0,36.0,27.0,15.0,2.0,2.0,,,35.0,1.0,,52.0,,6.0,13.0,1.0,,2.0,18.0,25.0,20.0,24.0,1.0,13.0,,8.0,15.0,13.0,1.0,1.0,5.0,27.0,4.0,4.0,26.0,,57.0,65.0,4.0,1.0,2.0,0.0973,,,,,7.0,,,,,,,,,,1.0,,,,,1.0,1.0,,,
221271,Ben Wynter,Midfielder,Woking,300,England,2016-17,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66975,Luka Milivojevic,Midfielder,Crystal Palace,31,Serbia,2016-17,0.0,0.0,4.0,77.0,0.5117,,,14.0,14.0,134.0,491.0,,,51.0,4.0,,1227.0,78.0,3.0,51.0,319.0,,,13.7668,5.0,4.0,24.0,16.0,53.0,123.0,,16.0,0.0,155.0,,171.0,86.0,14.0,,,162.0,13.0,104.0,27.0,,484.0,154.0,,,146.0,38.0,678.0,23.0,197.0,,53.0,35.0,6.0,7.0,2.0,4.0,4.0,2.4281,29.0,10.0,1.0,81.0,,7.0,1.0,3.0,2.0,2.0,24.0,19.0,11.0,1.0,1.0,9.0,2.0,12.0,,4.0,1.0,6.0,3.0,17.0,5.0,27.0,38.0,,51.0,2.0,3.0,3.0,16.0,2.1009,,2.0,,0.0,,,,,2.0,,3.0,3.0,2.0,0.2267,2.0,,,2.0,,,,,2.0,2.0
18155,Mathieu Flamini,Midfielder,Crystal Palace,31,France,2016-17,0.0,0.0,0.0,3.0,0.0312,,,10.0,3.0,24.0,112.0,,,1.0,,,269.0,3.0,1.0,2.0,85.0,,1.0,5.825,1.0,,7.0,7.0,3.0,29.0,,,0.0,6.0,,35.0,13.0,10.0,,,38.0,6.0,5.0,1.0,,112.0,28.0,,,29.0,3.0,140.0,2.0,50.0,,6.0,11.0,1.0,,,,1.0,0.0539,2.0,1.0,,18.0,,2.0,1.0,,1.0,,,4.0,3.0,,,3.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,5.0,,19.0,,2.0,,,0.0347,,,,,7.0,,,,,,,,,,,,,,,,,,,
27341,Yohan Cabaye,Midfielder,St Etienne,152,France,2016-17,0.0,0.0,7.0,134.0,2.621,,,32.0,25.0,193.0,984.0,,,20.0,,,2132.0,102.0,7.0,94.0,735.0,,1.0,33.0752,32.0,4.0,21.0,41.0,122.0,251.0,,21.0,0.0,236.0,,344.0,146.0,32.0,,,458.0,34.0,216.0,8.0,,941.0,343.0,,,248.0,56.0,1465.0,20.0,361.0,,60.0,41.0,33.0,13.0,3.0,13.0,11.0,3.8587,60.0,27.0,3.0,133.0,3.0,49.0,18.0,6.0,3.0,28.0,12.0,56.0,45.0,1.0,7.0,38.0,3.0,23.0,15.0,81.0,7.0,16.0,23.0,37.0,5.0,31.0,72.0,1.0,141.0,4.0,13.0,6.0,23.0,3.929,1.0,4.0,2.0,2.0,7.0,4.0,4.0,19.0,3.0,1.0,3.0,3.0,35.0,0.1659,58.0,1.0,,2.0,,,,,1.0,
60252,Andros Townsend,Midfielder,Luton Town U21,20354,England,2016-17,0.0,0.0,4.0,199.0,5.7287,,,36.0,30.0,170.0,686.0,,,16.0,3.0,,2526.0,183.0,6.0,180.0,500.0,,2.0,34.5153,47.0,3.0,19.0,38.0,186.0,155.0,,35.0,1.0,382.0,,225.0,159.0,36.0,,,421.0,32.0,366.0,3.0,,670.0,546.0,,,131.0,16.0,1519.0,28.0,153.0,,38.0,36.0,118.0,68.0,35.0,22.0,13.0,3.3355,77.0,34.0,1.0,132.0,4.0,32.0,141.0,17.0,7.0,58.0,13.0,66.0,74.0,,5.0,37.0,7.0,15.0,40.0,177.0,5.0,21.0,40.0,62.0,3.0,18.0,43.0,1.0,175.0,13.0,15.0,17.0,7.0,3.4056,1.0,3.0,3.0,1.0,6.0,3.0,3.0,14.0,2.0,1.0,8.0,8.0,18.0,0.483,38.0,6.0,,2.0,,1.0,4.0,1.0,,
75773,Lee Chung-yong,Midfielder,Crystal Palace,31,South Korea,2016-17,0.0,0.0,0.0,33.0,0.5354,,,15.0,4.0,39.0,199.0,,,15.0,,,466.0,37.0,3.0,32.0,148.0,,,8.0955,6.0,2.0,2.0,13.0,23.0,47.0,,11.0,0.0,70.0,,49.0,29.0,15.0,,,94.0,10.0,55.0,5.0,,197.0,65.0,,,42.0,12.0,287.0,7.0,72.0,,7.0,16.0,8.0,6.0,5.0,,2.0,0.2317,15.0,4.0,,32.0,1.0,17.0,4.0,,1.0,6.0,10.0,11.0,8.0,,,5.0,1.0,3.0,2.0,8.0,,2.0,,12.0,,5.0,4.0,,61.0,4.0,4.0,,3.0,0.2633,,,,,11.0,1.0,1.0,,,,,,3.0,,3.0,2.0,,,,,,,,
18805,Joe Ledley,Midfielder,Newport County,437,Wales,2016-17,0.0,0.0,1.0,48.0,0.2785,,,18.0,13.0,94.0,564.0,,,30.0,1.0,,1161.0,52.0,4.0,40.0,451.0,,1.0,16.5115,6.0,5.0,26.0,25.0,30.0,146.0,,10.0,0.0,100.0,,184.0,45.0,18.0,,,213.0,21.0,70.0,12.0,,564.0,119.0,,,136.0,19.0,707.0,13.0,258.0,,21.0,27.0,10.0,5.0,1.0,1.0,1.0,0.0183,25.0,2.0,1.0,73.0,,15.0,6.0,,,1.0,18.0,16.0,9.0,,1.0,7.0,,10.0,1.0,6.0,1.0,1.0,1.0,15.0,3.0,7.0,28.0,,98.0,,7.0,,7.0,0.1371,,1.0,,1.0,5.0,,,,,1.0,,,,,,,,0.0,,,,,,
50471,James McArthur,Midfielder,Crystal Palace,31,Scotland,2016-17,0.0,0.0,5.0,159.0,1.4613,,,29.0,24.0,183.0,851.0,,,74.0,,,2010.0,135.0,9.0,103.0,626.0,,1.0,27.8101,13.0,5.0,24.0,39.0,117.0,202.0,,26.0,0.0,294.0,,227.0,139.0,29.0,,,370.0,30.0,220.0,32.0,,825.0,290.0,,,224.0,42.0,1222.0,26.0,306.0,,49.0,45.0,53.0,18.0,8.0,6.0,6.0,1.9683,60.0,17.0,4.0,134.0,3.0,30.0,17.0,3.0,1.0,8.0,42.0,49.0,52.0,,3.0,29.0,1.0,15.0,5.0,18.0,3.0,11.0,6.0,45.0,6.0,41.0,26.0,,198.0,4.0,16.0,3.0,24.0,1.8645,,5.0,4.0,1.0,5.0,,,,1.0,1.0,,,1.0,,1.0,4.0,,4.0,3.0,,1.0,,,
49438,Jordon Mutch,Midfielder,Crawley Town,1525,England,2016-17,0.0,0.0,0.0,1.0,0.0088,,,4.0,,14.0,41.0,,,3.0,,,50.0,5.0,,2.0,26.0,,,1.4647,1.0,,1.0,1.0,1.0,4.0,,1.0,0.0,6.0,,18.0,7.0,4.0,,,11.0,1.0,3.0,3.0,,38.0,19.0,,,9.0,1.0,54.0,3.0,16.0,,6.0,3.0,1.0,,,,,,2.0,,,8.0,,4.0,2.0,,,,,1.0,,,,1.0,,,1.0,3.0,,,,2.0,1.0,,,,10.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,
