playerId,playerName,position,team_name,team_id,nationality,season,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,catches,savesMade,duels,forwardPasses,recoveries,appearances,savesMadeFromOutsideBox,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,savesMadeCaught,totalLossesOfPossession,aerialDuels,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,timePlayed,touches,duelsWon,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,duelsLost,penaltiesSaved,unsuccessfulShortPasses,substituteOn,cleanSheets,penaltiesFaced,goalsConcededOutsideBox,groundDuelsWon,savesFromPenalty,punches,penaltyGoalsConceded,groundDuelsLost,rightsidePasses,totalFoulsWon,goalkeeperSmother,drops,groundDuels,penaltiesConceded,putthroughBlockedDistribution,totalFoulsConceded,substituteOff,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,totalShots,unsuccessfulCrossesOpenPlay,goals,offsides,aerialDuelsLost,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,putthroughBlockedDistributionWon,tacklesLost,unsuccessfulDribbles,headedGoals,unsuccessfulCrossesAndCorners,shotsOffTargetIncWoodwork,cornersWon,tacklesWon,successfulDribbles,interceptions,backwardPasses,throwInsToOwnPlayer,foulAttemptedTackle,expectedGoals,successfulCrossesOpenPlay,blockedShots,throughBalls,goalAssists,successfulLayoffs,oboxBlocked,cornersTakenInclShortCorners,shotsOnTargetOutsideBox,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,shotsBlockedInBox,oboxTarget,rightFootGoals,leftFootGoals,iboxBlocked,blocks,unsuccessfulCornersIntoBox,shotsBlockedOutsideBox,unsuccessfulLayoffs,handballsConceded,foulWonPenalty,ownGoalScored,expectedGoalsFreekick,setPiecesGoals,penaltiesTaken,freekickTotal,attemptsFromSetPieces,penaltyGoals,hitWoodwork,secondGoalAssists,clearancesOffTheLine,redCards2ndYellow
86417,Jeffrey Schlupp,Midfielder,Crystal Palace,31,Ghana,2018-19,25.148,3.0,1.0311,21.0,26.0,0.0,,,271.0,228.0,90.0,30.0,,30.0,296.0,18.0,22.0,152.0,630.0,54.0,0.0,,625.0,,242.0,115.0,,,145.0,15.0,1665.0,967.0,131.0,5.0,186.0,463.0,,1.0,24.0,36.0,140.0,,128.0,12.0,3.0,,4.0,77.0,,,3.0,79.0,136.0,14.0,,,156.0,,46.0,25.0,7.0,8.0,2.8479,41.0,18.0,13.0,4.0,1.0,61.0,62.0,1.0,15.0,22.0,21.0,18.0,1.0,13.0,10.0,11.0,20.0,23.0,19.0,121.0,7.0,16.0,3.2326,4.0,10.0,3.0,1.0,11.0,3.0,,2.0,4.0,2.0,2.0,,7.0,2.0,1.0,2.0,7.0,8.0,,3.0,,3.0,1.0,,,,,,,,,,,
66975,Luka Milivojevic,Midfielder,Crystal Palace,31,Serbia,2018-19,47.0186,11.0,3.3173,66.0,53.0,0.0,,,370.0,655.0,194.0,38.0,,38.0,827.0,38.0,44.0,397.0,1986.0,54.0,0.0,,1893.0,,597.0,93.0,,,537.0,129.0,3420.0,2718.0,193.0,39.0,814.0,1460.0,,10.0,132.0,108.0,177.0,,265.0,,12.0,,9.0,139.0,,,4.0,138.0,528.0,37.0,,,277.0,,65.0,60.0,,25.0,14.3381,89.0,41.0,11.0,12.0,,39.0,23.0,,57.0,33.0,21.0,8.0,,133.0,16.0,22.0,68.0,13.0,73.0,266.0,8.0,38.0,10.8522,8.0,16.0,2.0,2.0,12.0,15.0,143.0,11.0,52.0,2.0,2.0,44.0,1.0,11.0,12.0,,1.0,15.0,94.0,15.0,3.0,,,,1.1437,1.0,11.0,16.0,16.0,10.0,4.0,1.0,,
141020,Max Meyer,Midfielder,APOEL Nicosia,479,Germany,2018-19,17.3373,3.0,0.9608,18.0,24.0,0.0,,,131.0,192.0,89.0,29.0,,29.0,352.0,15.0,18.0,107.0,663.0,4.0,0.0,,659.0,,192.0,20.0,,,167.0,16.0,1410.0,935.0,68.0,8.0,208.0,540.0,,3.0,12.0,34.0,63.0,,95.0,14.0,1.0,,6.0,64.0,,,1.0,47.0,149.0,18.0,,,111.0,,23.0,10.0,12.0,8.0,1.3721,33.0,26.0,4.0,1.0,1.0,16.0,61.0,,20.0,6.0,15.0,8.0,,20.0,18.0,9.0,18.0,13.0,15.0,155.0,2.0,7.0,2.0195,3.0,12.0,,2.0,16.0,5.0,19.0,3.0,4.0,4.0,4.0,1.0,7.0,3.0,,1.0,7.0,,15.0,5.0,,,1.0,,,,,,,,1.0,,,
55037,Cheikhou Kouyaté,Midfielder,Nottingham Forest,17,Senegal,2018-19,25.2895,2.0,0.9407,31.0,30.0,0.0,,,310.0,291.0,113.0,31.0,,31.0,337.0,21.0,26.0,152.0,765.0,64.0,0.0,,763.0,,219.0,136.0,,,209.0,20.0,1897.0,1082.0,149.0,10.0,277.0,593.0,,3.0,23.0,42.0,161.0,,129.0,10.0,6.0,,4.0,85.0,,,2.0,89.0,171.0,17.0,,,174.0,,33.0,34.0,8.0,8.0,1.1539,58.0,16.0,7.0,,3.0,72.0,36.0,,12.0,19.0,26.0,11.0,,7.0,8.0,9.0,32.0,12.0,16.0,94.0,8.0,20.0,1.1432,1.0,4.0,1.0,2.0,6.0,2.0,,4.0,1.0,4.0,4.0,,2.0,4.0,,,2.0,11.0,,2.0,,1.0,1.0,,,,,,,,1.0,,,
60252,Andros Townsend,Midfielder,Luton Town U21,20354,England,2018-19,41.3873,8.0,4.5763,16.0,46.0,0.0,,,373.0,261.0,193.0,38.0,,38.0,605.0,34.0,38.0,218.0,1027.0,4.0,0.0,,985.0,,558.0,17.0,,,332.0,29.0,3016.0,1848.0,180.0,19.0,243.0,780.0,,1.0,43.0,56.0,193.0,,175.0,4.0,5.0,,8.0,176.0,,,4.0,180.0,132.0,56.0,,,356.0,,104.0,10.0,13.0,19.0,4.2206,62.0,45.0,97.0,6.0,9.0,13.0,92.0,1.0,57.0,43.0,27.0,42.0,,122.0,26.0,25.0,35.0,58.0,38.0,302.0,13.0,5.0,4.6301,31.0,18.0,1.0,4.0,38.0,12.0,38.0,9.0,39.0,4.0,4.0,7.0,6.0,9.0,1.0,5.0,6.0,5.0,23.0,12.0,6.0,,1.0,,,,,,,,3.0,,,
50471,James McArthur,Midfielder,Crystal Palace,31,Scotland,2018-19,41.7103,5.0,3.0709,44.0,49.0,0.0,,,400.0,467.0,216.0,38.0,,38.0,622.0,36.0,40.0,291.0,1400.0,48.0,0.0,,1377.0,,416.0,105.0,,,419.0,65.0,3072.0,1987.0,190.0,44.0,490.0,1044.0,,7.0,82.0,96.0,210.0,,209.0,2.0,10.0,,9.0,142.0,,,3.0,153.0,266.0,39.0,,,295.0,1.0,69.0,61.0,15.0,8.0,2.0533,84.0,23.0,12.0,3.0,2.0,57.0,90.0,,25.0,41.0,33.0,11.0,1.0,12.0,15.0,14.0,51.0,20.0,39.0,248.0,22.0,33.0,4.1638,3.0,11.0,4.0,6.0,30.0,2.0,1.0,1.0,3.0,4.0,4.0,,9.0,1.0,1.0,1.0,9.0,22.0,,2.0,3.0,1.0,,,,,,,,,2.0,,1.0,
44343,Bakary Sako,Midfielder,Crystal Palace,31,Mali,2018-19,2.1007,,0.001,,2.0,0.0,,,8.0,1.0,5.0,4.0,,4.0,3.0,,1.0,2.0,10.0,,0.0,,9.0,,10.0,2.0,,,3.0,1.0,26.0,20.0,2.0,,5.0,7.0,,0.0,,1.0,6.0,,2.0,4.0,,,1.0,2.0,,,,4.0,1.0,,,,6.0,,2.0,1.0,,,,2.0,,3.0,,1.0,2.0,,,,,1.0,1.0,,3.0,,2.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221275,Luke Dreher,Midfielder,Wealdstone,3096,England,2018-19,0.5449,,0.0013,,,0.0,,,1.0,,,1.0,,1.0,3.0,,,,3.0,,0.0,,3.0,,,1.0,,,,,1.0,3.0,,,,3.0,,0.0,,,1.0,,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19197,Jason Puncheon,Midfielder,Huddersfield Town,38,England,2018-19,5.1579,1.0,0.3266,8.0,9.0,0.0,,,59.0,79.0,23.0,11.0,,11.0,123.0,5.0,8.0,44.0,212.0,6.0,0.0,,203.0,,79.0,12.0,,,52.0,12.0,394.0,298.0,21.0,4.0,47.0,156.0,,1.0,5.0,13.0,38.0,,39.0,6.0,1.0,,1.0,15.0,,,,32.0,46.0,2.0,,,47.0,,10.0,12.0,2.0,,,8.0,3.0,4.0,,1.0,6.0,5.0,,5.0,2.0,3.0,2.0,,7.0,3.0,2.0,5.0,5.0,4.0,35.0,4.0,9.0,0.6468,,3.0,1.0,,,3.0,5.0,,2.0,,,2.0,,,,,,1.0,2.0,3.0,,1.0,,,,,,,,,,,,
173954,Jairo Riedewald,Midfielder,Sheffield United,49,Netherlands,2018-19,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
