playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,duelsWon,goalsConcededOutsideBox,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,crossesNotClaimed,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,successfulDribbles,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,successfulLongPasses,touches,unsuccessfulLaunches,successfulPassesOwnHalf,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,totalShots,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,cornersTakenInclShortCorners,successfulCrossesAndCorners,aerialDuelsLost,putthroughBlockedDistribution,successfulCornersIntoBox,totalTouchesInOppositionBox,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,blocks,totalFoulsConceded,interceptions,unsuccessfulCornersIntoBox,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,hitWoodwork,foulAttemptedTackle,handballsConceded,goals,awayGoals,substituteOn,unsuccessfulLayoffs,homeGoals,headedGoals,substituteOff,penaltiesConceded,ownGoalScored,leftFootGoals,attemptsFromSetPieces,throughBalls,foulWonPenalty,penaltiesTaken,rightFootGoals,penaltyGoals,setPiecesGoals
88952,José Campaña,Midfielder,Las Palmas,407,Spain,2013-14,22.0,0.0,,8.0,,31.0,6.0,4.0,35.0,195.0,,,5.0,,,311.0,17.0,1.0,15.0,151.0,,1.0,2.0,,2.0,6.0,19.0,82.0,,5.0,0.0,39.0,,51.0,19.0,6.0,,,,80.0,5.0,34.0,2.0,0.0,,188.0,60.0,4.0,2.0,,,35.0,9.0,256.0,,84.0,,0.0,4.0,10.0,1.0,1.0,1.0,,4.0,1.0,4.0,1.0,,4.0,4.0,3.0,9.0,1.0,1.0,,3.0,4.0,2.0,7.0,12.0,3.0,2.0,,3.0,4.0,3.0,,27.0,1.0,,,,,,2.0,1.0,,,4.0,,,,2.0,,,,,,
46967,Kagisho Dikgacoi,Midfielder,Cardiff City,97,South Africa,2013-14,114.0,1.0,,32.0,,141.0,26.0,25.0,175.0,771.0,,,88.0,6.0,,1955.0,87.0,4.0,51.0,545.0,,2.0,16.0,6.0,35.0,23.0,62.0,186.0,,13.0,0.0,201.0,,295.0,142.0,26.0,,,,313.0,19.0,113.0,36.0,1.0,,765.0,236.0,22.0,8.0,,,192.0,51.0,1031.0,18.0,284.0,,3.0,34.0,42.0,1.0,3.0,7.0,,16.0,,16.0,12.0,,,1.0,52.0,38.0,,22.0,,23.0,10.0,12.0,12.0,27.0,9.0,4.0,10.0,17.0,33.0,,,98.0,2.0,,7.0,1.0,,,1.0,1.0,,,8.0,1.0,,,,6.0,,,,,
86176,Tom Ince,Midfielder,Watford,57,England,2013-14,24.0,0.0,,7.0,,27.0,8.0,5.0,29.0,94.0,,,6.0,,,411.0,20.0,,19.0,63.0,,1.0,8.0,,2.0,5.0,19.0,25.0,,10.0,0.0,44.0,,31.0,26.0,8.0,,,,48.0,5.0,38.0,1.0,0.0,,87.0,67.0,4.0,2.0,,,23.0,2.0,183.0,,24.0,,0.0,2.0,6.0,2.0,3.0,3.0,2.0,6.0,1.0,4.0,7.0,,9.0,7.0,5.0,8.0,2.0,13.0,,5.0,3.0,8.0,14.0,14.0,3.0,3.0,,3.0,5.0,5.0,,15.0,,,2.0,,1.0,0.0,3.0,,1.0,,4.0,,,1.0,,,,,,,
53582,Stuart O'Keefe,Midfielder,Gillingham,100,England,2013-14,45.0,0.0,,14.0,,16.0,12.0,2.0,18.0,153.0,,,6.0,,,390.0,22.0,2.0,19.0,128.0,,1.0,1.0,,7.0,9.0,42.0,43.0,,2.0,0.0,67.0,,52.0,18.0,12.0,,,,80.0,7.0,61.0,3.0,0.0,,149.0,53.0,7.0,3.0,,,32.0,7.0,247.0,,55.0,,2.0,2.0,4.0,,2.0,5.0,,6.0,,4.0,3.0,,1.0,,3.0,7.0,,6.0,,5.0,7.0,9.0,4.0,22.0,1.0,1.0,2.0,10.0,10.0,1.0,,26.0,1.0,,3.0,,1.0,0.0,10.0,1.0,1.0,,,,,1.0,,,,,,,
12765,Jerome Thomas,Midfielder,Port Vale,50,England,2013-14,29.0,0.0,,16.0,,13.0,9.0,3.0,16.0,101.0,,,3.0,,,367.0,32.0,,32.0,82.0,,1.0,10.0,,,5.0,26.0,30.0,,10.0,0.0,61.0,,23.0,31.0,9.0,,,,61.0,5.0,58.0,,0.0,,99.0,66.0,11.0,6.0,,,21.0,3.0,214.0,,33.0,,2.0,3.0,1.0,4.0,1.0,1.0,1.0,5.0,,3.0,17.0,2.0,4.0,9.0,3.0,8.0,3.0,6.0,2.0,6.0,5.0,4.0,19.0,12.0,4.0,4.0,1.0,10.0,4.0,1.0,,27.0,2.0,,7.0,,,,6.0,,,,2.0,,,,1.0,,,,,,
59115,Mile Jedinak,Midfielder,Aston Villa,7,Australia,2013-14,190.0,0.0,,133.0,,369.0,38.0,38.0,454.0,1615.0,,,237.0,12.0,,3389.0,348.0,6.0,181.0,1040.0,,6.0,33.0,9.0,133.0,46.0,120.0,374.0,,44.0,1.0,538.0,,716.0,269.0,38.0,,,,585.0,40.0,301.0,167.0,0.0,,1584.0,517.0,102.0,13.0,,,352.0,121.0,2292.0,42.0,577.0,,7.0,85.0,123.0,1.0,6.0,10.0,2.0,27.0,1.0,38.0,9.0,1.0,,1.0,70.0,74.0,,47.0,,49.0,31.0,9.0,11.0,23.0,17.0,8.0,17.0,60.0,139.0,,,173.0,7.0,,15.0,1.0,1.0,1.0,,5.0,0.0,,1.0,,,,7.0,2.0,1.0,1.0,1.0,1.0,
18805,Joe Ledley,Midfielder,Newport County,437,Wales,2013-14,66.0,0.0,,39.0,,66.0,14.0,14.0,77.0,399.0,,,30.0,4.0,,1249.0,72.0,2.0,63.0,288.0,,1.0,9.0,,28.0,15.0,45.0,115.0,,17.0,1.0,138.0,,133.0,73.0,14.0,,,,199.0,13.0,108.0,9.0,0.0,,388.0,135.0,30.0,8.0,,,89.0,34.0,635.0,7.0,126.0,,1.0,11.0,23.0,,,4.0,2.0,11.0,1.0,11.0,5.0,2.0,6.0,3.0,21.0,21.0,1.0,18.0,4.0,9.0,9.0,17.0,10.0,24.0,7.0,4.0,7.0,10.0,31.0,5.0,,62.0,8.0,,7.0,,2.0,1.0,,2.0,1.0,1.0,1.0,,,,,,,,1.0,,
103100,Jonny Williams,Midfielder,Gillingham,100,Wales,2013-14,18.0,0.0,,6.0,,13.0,9.0,,16.0,83.0,,,2.0,,,179.0,21.0,,20.0,67.0,,,3.0,,6.0,2.0,17.0,26.0,,7.0,0.0,39.0,,19.0,19.0,9.0,,,,38.0,2.0,37.0,1.0,0.0,,79.0,40.0,3.0,7.0,,,18.0,,145.0,1.0,29.0,,0.0,3.0,3.0,,1.0,2.0,,3.0,,5.0,6.0,,4.0,,1.0,4.0,,6.0,,2.0,3.0,5.0,12.0,10.0,1.0,,1.0,2.0,1.0,4.0,,20.0,,,,1.0,,,9.0,1.0,,,,,,,,,,,,,
59013,Barry Bannan,Midfielder,Millwall,103,Scotland,2013-14,36.0,0.0,,16.0,,76.0,15.0,13.0,105.0,400.0,,,9.0,2.0,,1005.0,26.0,2.0,23.0,271.0,,1.0,21.0,5.0,8.0,14.0,30.0,92.0,,1.0,1.0,62.0,,146.0,57.0,15.0,,,,210.0,12.0,53.0,3.0,0.0,,372.0,191.0,10.0,6.0,,,85.0,24.0,601.0,12.0,113.0,,1.0,29.0,19.0,10.0,3.0,4.0,4.0,11.0,1.0,20.0,18.0,1.0,38.0,28.0,6.0,24.0,11.0,7.0,2.0,12.0,6.0,7.0,52.0,12.0,7.0,4.0,4.0,7.0,12.0,25.0,,77.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,0.0,,11.0,,,1.0,1.0,,,,,,
44302,Adlène Guédioura,Midfielder,Burton Albion,587,Algeria,2013-14,41.0,0.0,,7.0,,29.0,8.0,4.0,38.0,149.0,,,14.0,,,317.0,20.0,1.0,16.0,105.0,,1.0,4.0,1.0,5.0,5.0,31.0,50.0,,4.0,0.0,61.0,,53.0,23.0,8.0,,,,77.0,4.0,47.0,4.0,0.0,,146.0,72.0,5.0,5.0,,,32.0,6.0,236.0,3.0,37.0,,0.0,9.0,3.0,1.0,5.0,3.0,1.0,8.0,,10.0,5.0,,2.0,3.0,10.0,6.0,1.0,3.0,1.0,4.0,2.0,8.0,6.0,19.0,5.0,1.0,,10.0,8.0,1.0,,14.0,,,2.0,,,,4.0,2.0,,,3.0,1.0,,,2.0,,,,,,
