playerId,playerName,position,team_name,team_id,nationality,season,duelsLost,punches,expectedGoalsOnTargetConceded,successfulLaunches,expectedAssists,totalClearances,goalsConceded,totalRedCards,rightsidePasses,savesMade,winningGoal,duels,forwardPasses,recoveries,appearances,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,successfulPassesOppositionHalf,starts,goalsConcededInsideBox,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,straightRedCards,gkSuccessfulDistribution,openPlayPasses,savesMadeCaught,totalLossesOfPossession,aerialDuels,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,interceptions,successfulLongPasses,timePlayed,touches,aerialDuelsLost,goalsConcededOutsideBox,unsuccessfulLaunches,successfulPassesOwnHalf,successfulShortPasses,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,catches,totalTackles,cleanSheets,penaltiesFaced,duelsWon,groundDuelsWon,ownGoalScored,groundDuelsLost,totalFoulsWon,goalkeeperSmother,drops,crossesNotClaimed,groundDuels,aerialDuelsWon,tacklesWon,successfulCrossesOpenPlay,blockedShots,shotsOnTargetIncGoals,overruns,expectedGoalsOnTarget,totalShots,unsuccessfulCrossesOpenPlay,substituteOn,shotsOnTargetOutsideBox,successfulCrossesAndCorners,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,shotsBlockedInBox,putthroughBlockedDistributionWon,oboxTarget,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,iboxBlocked,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,totalFoulsConceded,clearancesOffTheLine,backwardPasses,throwInsToOwnPlayer,substituteOff,hitWoodwork,foulAttemptedTackle,handballsConceded,expectedGoals,throughBalls,setPiecesGoals,goals,offsides,awayGoals,oboxBlocked,iboxTarget,shotsOnTargetInBox,successfulCornersIntoBox,leftFootGoals,freekickTotal,attemptsFromSetPieces,unsuccessfulCornersIntoBox,expectedGoalsFreekick,goalAssists,cornersTakenInclShortCorners,homeGoals,penaltiesTaken,penaltyGoals,shotsBlockedOutsideBox,headedGoals,secondGoalAssists,successfulLayoffs,penaltiesConceded,rightFootGoals,unsuccessfulLayoffs,foulWonPenalty
66975,Luka Milivojevic,Midfielder,Crystal Palace,31,Serbia,2019-20,144.0,,42.4883,3.0,2.844,37.0,38.0,0.0,304.0,,2.0,273.0,497.0,179.0,31.0,,169.0,31.0,579.0,28.0,38.0,258.0,1437.0,,0.0,,1319.0,,414.0,64.0,,,429.0,42.0,104.0,2514.0,1923.0,28.0,,20.0,632.0,1075.0,,12.0,89.0,84.0,,61.0,6.0,,129.0,93.0,,116.0,27.0,,,,209.0,36.0,32.0,,10.0,9.0,1.0,4.0524,21.0,11.0,3.0,6.0,32.0,44.0,9.0,,28.0,,23.0,6.0,29.0,4.0,112.0,17.0,,12.0,13.0,7.0,7.0,50.0,,207.0,6.0,4.0,,34.0,,2.7355,3.0,1.0,3.0,1.0,2.0,10.0,,,22.0,,11.0,11.0,70.0,0.7056,1.0,99.0,1.0,2.0,2.0,10.0,,,13.0,1.0,3.0,,
141020,Max Meyer,Midfielder,APOEL Nicosia,479,Germany,2019-20,47.0,,12.9355,,0.2425,2.0,11.0,0.0,46.0,,0.0,90.0,57.0,27.0,17.0,,39.0,17.0,91.0,6.0,9.0,44.0,201.0,,0.0,,201.0,,86.0,11.0,,,44.0,7.0,3.0,650.0,329.0,9.0,2.0,,67.0,154.0,,1.0,5.0,13.0,,19.0,1.0,,43.0,41.0,,38.0,16.0,,,,79.0,2.0,11.0,1.0,2.0,2.0,,0.1186,7.0,8.0,11.0,,1.0,14.0,17.0,,4.0,2.0,5.0,,8.0,7.0,8.0,22.0,2.0,5.0,4.0,6.0,1.0,6.0,,54.0,,5.0,,3.0,,0.5283,,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,9.0,,,,
55037,Cheikhou Kouyaté,Midfielder,Nottingham Forest,17,Senegal,2019-20,163.0,,41.6159,8.0,1.1302,55.0,36.0,0.0,185.0,,0.0,363.0,337.0,139.0,35.0,,182.0,35.0,297.0,29.0,32.0,222.0,851.0,,0.0,,844.0,,328.0,161.0,,,187.0,43.0,23.0,2535.0,1310.0,70.0,4.0,24.0,334.0,606.0,,4.0,40.0,71.0,,67.0,6.0,,200.0,109.0,,93.0,28.0,,,,202.0,91.0,32.0,2.0,4.0,4.0,5.0,1.1488,20.0,15.0,6.0,,2.0,41.0,57.0,,9.0,1.0,24.0,,35.0,14.0,15.0,39.0,1.0,16.0,8.0,16.0,11.0,33.0,,142.0,5.0,15.0,,22.0,,2.7121,1.0,,1.0,2.0,0.0,3.0,3.0,3.0,,,,,,,1.0,,1.0,,,3.0,,,8.0,,1.0,2.0,
60252,Andros Townsend,Midfielder,Luton Town U21,20354,England,2019-20,93.0,,23.031,2.0,2.0086,6.0,23.0,0.0,60.0,,0.0,195.0,124.0,97.0,24.0,,65.0,24.0,218.0,14.0,21.0,92.0,393.0,,0.0,,379.0,,231.0,16.0,,,107.0,15.0,11.0,1289.0,747.0,11.0,2.0,14.0,99.0,290.0,,0.0,27.0,29.0,,34.0,1.0,,102.0,97.0,,82.0,26.0,,,,179.0,5.0,21.0,15.0,4.0,5.0,3.0,1.1142,8.0,41.0,10.0,4.0,16.0,38.0,18.0,,12.0,1.0,18.0,4.0,13.0,15.0,51.0,51.0,1.0,3.0,10.0,38.0,,9.0,,102.0,11.0,6.0,,7.0,,0.411,1.0,,1.0,1.0,0.0,3.0,,,1.0,1.0,1.0,1.0,6.0,0.0655,1.0,9.0,1.0,,,3.0,,1.0,11.0,,,1.0,
86417,Jeffrey Schlupp,Midfielder,Crystal Palace,31,Ghana,2019-20,77.0,,12.9995,1.0,0.3519,10.0,16.0,0.0,67.0,,1.0,140.0,122.0,42.0,17.0,,55.0,17.0,153.0,11.0,16.0,76.0,314.0,,0.0,,311.0,,151.0,44.0,,,66.0,13.0,9.0,1034.0,532.0,24.0,,6.0,87.0,229.0,,2.0,21.0,12.0,,18.0,1.0,,63.0,43.0,,53.0,12.0,,,,96.0,20.0,9.0,2.0,6.0,10.0,6.0,1.6541,12.0,7.0,6.0,5.0,2.0,17.0,31.0,7.0,6.0,3.0,8.0,5.0,9.0,11.0,7.0,27.0,3.0,2.0,10.0,13.0,3.0,17.0,,59.0,11.0,6.0,,12.0,1.0,1.7385,1.0,,3.0,1.0,1.0,3.0,2.0,2.0,,2.0,,,,,1.0,,2.0,,,3.0,,,5.0,,1.0,,
50471,James McArthur,Midfielder,Crystal Palace,31,Scotland,2019-20,250.0,,48.3617,6.0,2.3729,47.0,38.0,0.0,282.0,,0.0,445.0,536.0,186.0,37.0,,232.0,37.0,631.0,37.0,34.0,308.0,1431.0,,0.0,,1386.0,,461.0,120.0,,,333.0,60.0,62.0,3104.0,2102.0,75.0,4.0,35.0,499.0,1061.0,,6.0,76.0,85.0,,88.0,7.0,,195.0,150.0,,175.0,35.0,,,,325.0,45.0,51.0,7.0,8.0,6.0,3.0,0.9288,20.0,37.0,,2.0,7.0,99.0,89.0,,31.0,6.0,50.0,2.0,37.0,15.0,37.0,54.0,6.0,14.0,17.0,29.0,19.0,57.0,1.0,280.0,38.0,15.0,,29.0,2.0,2.0501,4.0,,,4.0,,2.0,4.0,4.0,,,,,,,3.0,1.0,,,,2.0,,1.0,14.0,,,1.0,1.0
50472,James McCarthy,Midfielder,Celtic,61,Ireland,2019-20,98.0,,32.0793,5.0,1.0749,10.0,29.0,0.0,165.0,,0.0,220.0,249.0,134.0,33.0,,104.0,33.0,317.0,16.0,25.0,175.0,784.0,,0.0,,753.0,,235.0,34.0,,,217.0,24.0,52.0,1672.0,1088.0,19.0,4.0,33.0,303.0,557.0,,9.0,71.0,56.0,,82.0,2.0,,122.0,107.0,,79.0,18.0,,,,186.0,15.0,47.0,,3.0,3.0,1.0,0.2611,9.0,9.0,17.0,3.0,11.0,39.0,11.0,,17.0,,19.0,3.0,35.0,3.0,24.0,14.0,,6.0,2.0,7.0,5.0,31.0,,153.0,5.0,5.0,,22.0,2.0,0.5253,,,,,,3.0,,,11.0,,,,11.0,,,22.0,,,,3.0,,1.0,9.0,,,,
209043,Nya Kirby,Midfielder,Crystal Palace U21,18257,England,2019-20,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234720,Giovanni McGregor,Midfielder,Chelmsford City,657,England,2019-20,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173954,Jairo Riedewald,Midfielder,Sheffield United,49,Netherlands,2019-20,22.0,,14.716,2.0,0.3846,19.0,9.0,0.0,75.0,,0.0,49.0,161.0,47.0,17.0,,58.0,17.0,135.0,7.0,7.0,80.0,329.0,,0.0,,321.0,,129.0,8.0,,,35.0,17.0,16.0,764.0,505.0,5.0,2.0,6.0,115.0,233.0,,0.0,22.0,25.0,,14.0,,,27.0,24.0,,17.0,2.0,,,,41.0,3.0,10.0,1.0,2.0,,1.0,,1.0,3.0,10.0,,1.0,9.0,5.0,20.0,2.0,,5.0,,4.0,3.0,5.0,10.0,,1.0,,8.0,2.0,3.0,,58.0,43.0,3.0,,1.0,,0.078,1.0,,,,,2.0,,,,,,,,,,,,,,2.0,,,1.0,,,1.0,
