matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalDistance,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2562003,11,2025-11-08 12:30:00,1,Man Utd,Away,171.0,11.0,1.0,4.0,3.0,2.0,,138.0,6.0,1.0,,8.0,12.0,29.0,305.0,,2.0,20.0,14.0,18.0,3.0,,1.0,,0.0,,,,,,,,,,4.0,0.0,,,,,,,4.0,6.0,4.0,5.0,,69.0,48.0,2.0,1.0,1.0,4.0,6.0,1.0,12.0,,,3.0,6.0,2.0,1.0,16.0,1.0,59.0,52.0,4.0,23.0,12.0,,1.0,0.798906,0.6266,,1.2235,1.9822,40.0,8.0,10.0,1.0,,1.0,1.0,,166.0,2.0,1.0,2.0,1.0,1.0,,10.0,1.0,,,12.0,,6.0,6.0,,0.0,,81.0,73.0,46.0,5.0,0.0,2.0,3.0,2.0,371.0,2.0,2.0,0.0,71.0,37.0,19.0,,,,,151.0,151.0,5.0,23.0,17.0,45.1,,2.0,1.0,,26.0,0.0,80.0,2.0,,2.0,,,,2.0,,0.0,5.0,57.0,289.0,6.0,5.0,203.0,19.0,23.0,13.0,3.0,12.0,9.0,108060.83,,83.0,4.0,205.0,,1.0,28.0,14.0,59.0,3.0,396.0,,0.0,5.0,21.0,4.0,26.0,1.0,590.0,19.0,15.0,0.0,3.0,3.0,8.0,0.0
2562012,12,2025-11-24 20:00:00,1,Man Utd,Home,191.0,18.0,3.0,7.0,5.0,1.0,,374.0,6.0,1.0,3.0,2.0,13.0,18.0,558.0,1.0,4.0,19.0,28.0,19.0,18.0,2.0,3.0,,0.0,,,,,,,,,,22.0,0.0,,,,,,,6.0,2.0,1.0,17.0,8.0,93.0,51.0,3.0,3.0,,2.0,6.0,7.0,4.0,,,9.0,18.0,13.0,0.0,2.0,,49.0,45.0,2.0,19.0,10.0,,,2.10384,1.7078,,1.8465,0.4176,70.0,12.0,8.0,,1.0,1.0,,,174.0,,,,,,,6.0,0.0,1.0,1.0,10.0,,8.0,8.0,,0.0,3.0,187.0,54.0,42.0,1.0,0.0,10.0,10.0,6.0,614.0,1.0,,0.0,102.0,99.0,49.0,,,,,139.0,139.0,3.0,13.0,32.0,69.9,,,,,22.0,0.0,181.0,,,,,1.0,,12.0,,0.0,3.0,226.0,537.0,6.0,20.0,214.0,29.0,19.0,8.0,8.0,38.0,31.0,112791.77,,271.0,1.0,459.0,1.0,1.0,6.0,14.0,28.0,1.0,635.0,3.0,0.0,25.0,14.0,6.0,19.0,2.0,834.0,50.0,23.0,0.0,4.0,9.0,7.0,0.0
2562018,13,2025-11-30 12:00:00,1,Man Utd,Away,183.0,20.0,1.0,3.0,2.0,4.0,2.0,172.0,5.0,,1.0,9.0,13.0,27.0,352.0,,,15.0,23.0,27.0,5.0,2.0,2.0,1.0,0.0,,,,,,,,,,6.0,0.0,,,,,,4.0,7.0,11.0,3.0,8.0,6.0,70.0,46.0,,2.0,,1.0,5.0,,2.0,1.0,,4.0,6.0,4.0,0.0,6.0,1.0,53.0,61.0,1.0,31.0,21.0,,1.0,0.571004,1.1921,,1.3007,1.0652,70.0,14.0,13.0,2.0,,5.0,4.0,,155.0,2.0,2.0,2.0,,2.0,,8.0,0.0,,,21.0,,10.0,10.0,1.0,0.0,1.0,99.0,78.0,49.0,4.0,0.0,5.0,4.0,6.0,421.0,5.0,1.0,0.0,66.0,45.0,32.0,1.0,1.0,1.0,,153.0,153.0,5.0,16.0,22.0,56.1,,,3.0,,10.0,0.0,119.0,2.0,,2.0,,1.0,1.0,8.0,,0.0,4.0,73.0,335.0,5.0,9.0,205.0,38.0,31.0,13.0,4.0,18.0,14.0,107737.08,1.0,123.0,10.0,256.0,,,26.0,14.0,58.0,,443.0,,0.0,14.0,16.0,,23.0,2.0,642.0,18.0,24.0,0.0,5.0,4.0,6.0,0.0
2562032,14,2025-12-04 20:00:00,1,Man Utd,Home,181.0,13.0,1.0,5.0,4.0,1.0,,270.0,5.0,,3.0,6.0,10.0,22.0,446.0,1.0,,22.0,25.0,11.0,9.0,1.0,2.0,2.0,0.0,,,,,,,,1.0,,14.0,0.0,,,,1.0,,,11.0,10.0,1.0,13.0,4.0,95.0,52.0,1.0,2.0,1.0,1.0,9.0,8.0,11.0,1.0,,6.0,18.0,9.0,0.0,10.0,,64.0,47.0,1.0,17.0,8.0,,,1.08148,1.7978,,0.5831,1.0617,65.0,13.0,8.0,,,2.0,,,197.0,,,,,,,5.0,1.0,1.0,,8.0,1.0,5.0,5.0,1.0,0.0,3.0,110.0,62.0,40.0,6.0,1.0,2.0,8.0,4.0,528.0,6.0,,0.0,94.0,86.0,39.0,,,,,170.0,170.0,3.0,28.0,17.0,64.9,1.0,2.0,,1.0,25.0,0.0,145.0,2.0,,1.0,,1.0,2.0,5.0,,0.0,5.0,147.0,429.0,9.0,10.0,217.0,29.0,17.0,14.0,4.0,31.0,27.0,108481.44,2.0,186.0,9.0,361.0,1.0,,22.0,12.0,47.0,3.0,547.0,1.0,0.0,17.0,19.0,1.0,28.0,2.0,769.0,43.0,19.0,0.0,9.0,6.0,14.0,0.0
2562044,15,2025-12-08 20:00:00,1,Man Utd,Away,236.0,12.0,2.0,3.0,1.0,4.0,,225.0,5.0,,1.0,7.0,15.0,20.0,458.0,,5.0,19.0,20.0,22.0,12.0,6.0,5.0,3.0,0.0,,,1.0,,,,,,1.0,16.0,1.0,,,,,,1.0,9.0,4.0,4.0,20.0,7.0,100.0,49.0,6.0,4.0,4.0,4.0,8.0,14.0,13.0,,1.0,9.0,6.0,2.0,0.0,16.0,,71.0,63.0,4.0,27.0,13.0,,1.0,1.86034,4.2426,0.1609,3.3995,1.1705,50.0,12.0,16.0,2.0,,4.0,,1.0,161.0,3.0,,3.0,3.0,,1.0,6.0,3.0,1.0,,13.0,,7.0,7.0,1.0,0.0,1.0,140.0,65.0,39.0,1.0,2.0,2.0,19.0,10.0,512.0,2.0,,0.0,54.0,53.0,28.0,,,,1.0,133.0,133.0,4.0,22.0,19.0,63.3,,,,,14.0,0.0,140.0,1.0,,1.0,,1.0,3.0,3.0,1.0,0.0,5.0,117.0,431.0,8.0,21.0,262.0,25.0,27.0,20.0,6.0,14.0,8.0,112974.27,4.0,151.0,7.0,293.0,1.0,,21.0,15.0,48.0,3.0,541.0,2.0,0.0,27.0,16.0,12.0,23.0,2.0,757.0,42.0,6.0,0.0,10.0,9.0,9.0,0.0
2562051,16,2025-12-15 20:00:00,1,Man Utd,Home,139.0,19.0,2.0,6.0,4.0,3.0,1.0,177.0,2.0,,4.0,2.0,3.0,16.0,310.0,1.0,1.0,18.0,26.0,24.0,15.0,2.0,2.0,2.0,1.0,,,1.0,,,,,,1.0,21.0,0.0,,,,,,1.0,9.0,9.0,5.0,18.0,7.0,59.0,41.0,,,2.0,,7.0,10.0,9.0,,,5.0,8.0,6.0,0.0,4.0,1.0,63.0,57.0,,47.0,33.0,,,1.53438,3.398,0.0726,3.3598,3.2978,53.0,15.0,10.0,1.0,,3.0,2.0,1.0,145.0,1.0,1.0,1.0,,1.0,,4.0,2.0,,1.0,33.0,1.0,3.0,3.0,,0.0,4.0,94.0,55.0,26.0,4.0,3.0,4.0,14.0,9.0,374.0,,,0.0,41.0,36.0,41.0,,,,,128.0,128.0,5.0,9.0,20.0,56.6,,2.0,1.0,,13.0,0.0,95.0,4.0,1.0,5.0,,,2.0,6.0,2.0,0.0,5.0,100.0,294.0,7.0,18.0,160.0,33.0,47.0,17.0,5.0,21.0,16.0,110182.42,2.0,141.0,4.0,254.0,,,15.0,7.0,45.0,,393.0,1.0,0.0,25.0,16.0,2.0,19.0,2.0,613.0,49.0,15.0,0.0,7.0,5.0,8.0,0.0
2562056,17,2025-12-21 16:30:00,1,Man Utd,Away,196.0,16.0,,4.0,4.0,3.0,,204.0,3.0,1.0,4.0,4.0,13.0,22.0,396.0,,2.0,13.0,11.0,13.0,7.0,,1.0,,0.0,1.0,,1.0,,,,,,,13.0,0.0,,,,,,,8.0,8.0,4.0,5.0,10.0,65.0,54.0,3.0,2.0,1.0,1.0,5.0,3.0,3.0,,,5.0,11.0,9.0,0.0,8.0,1.0,45.0,58.0,1.0,21.0,14.0,,1.0,1.06254,1.3325,0.0404,0.8505,1.617,49.0,14.0,11.0,1.0,,3.0,1.0,1.0,132.0,1.0,,,1.0,,,3.0,1.0,1.0,1.0,14.0,,9.0,9.0,,0.0,4.0,125.0,55.0,40.0,5.0,0.0,2.0,6.0,6.0,442.0,5.0,2.0,0.0,52.0,61.0,39.0,,,,,127.0,127.0,8.0,15.0,27.0,57.4,,,,,17.0,0.0,138.0,1.0,1.0,2.0,,1.0,,6.0,1.0,0.0,4.0,101.0,381.0,5.0,8.0,206.0,28.0,21.0,18.0,5.0,26.0,21.0,108451.95,,131.0,7.0,280.0,1.0,1.0,12.0,13.0,41.0,1.0,460.0,,0.0,15.0,26.0,2.0,19.0,2.0,669.0,34.0,14.0,0.0,8.0,5.0,14.0,0.0
2562071,18,2025-12-26 20:00:00,1,Man Utd,Home,145.0,8.0,1.0,3.0,2.0,3.0,,110.0,3.0,,2.0,3.0,7.0,11.0,252.0,,,14.0,18.0,13.0,6.0,2.0,1.0,,0.0,,,,,,,,,1.0,7.0,0.0,,,1.0,,,1.0,5.0,14.0,2.0,8.0,2.0,67.0,48.0,1.0,1.0,,5.0,9.0,,11.0,,,2.0,5.0,1.0,0.0,9.0,1.0,52.0,45.0,5.0,45.0,30.0,,,0.459626,1.2705,,0.9647,0.9598,36.0,9.0,5.0,,,,,,123.0,,,,,,,8.0,0.0,2.0,,30.0,1.0,18.0,18.0,1.0,0.0,3.0,78.0,51.0,16.0,11.0,1.0,5.0,3.0,4.0,308.0,7.0,2.0,0.0,40.0,26.0,12.0,,,,,120.0,120.0,3.0,21.0,14.0,33.3,1.0,,,,23.0,0.0,60.0,3.0,,3.0,,2.0,,6.0,,0.0,5.0,44.0,244.0,9.0,8.0,171.0,18.0,45.0,12.0,2.0,8.0,6.0,112617.33,,63.0,9.0,165.0,3.0,,20.0,8.0,44.0,,328.0,,0.0,10.0,20.0,1.0,20.0,2.0,555.0,15.0,16.0,0.0,7.0,2.0,8.0,0.0
2562081,19,2025-12-30 20:15:00,1,Man Utd,Home,194.0,20.0,2.0,6.0,4.0,1.0,,262.0,5.0,,2.0,3.0,14.0,26.0,450.0,,,14.0,16.0,10.0,10.0,2.0,3.0,,0.0,,,,,,,,,,12.0,0.0,,,,1.0,,,6.0,8.0,3.0,10.0,5.0,73.0,41.0,2.0,2.0,,1.0,5.0,4.0,10.0,,,8.0,6.0,6.0,0.0,14.0,1.0,55.0,48.0,1.0,16.0,10.0,,,0.702095,0.8375,,0.7276,1.0204,58.0,9.0,12.0,,,4.0,2.0,,140.0,,,,,,,5.0,1.0,,,10.0,1.0,4.0,4.0,,0.0,2.0,158.0,53.0,42.0,4.0,1.0,4.0,8.0,6.0,488.0,1.0,1.0,0.0,88.0,60.0,35.0,,,,,111.0,111.0,4.0,18.0,17.0,56.1,1.0,2.0,,,15.0,0.0,135.0,2.0,1.0,3.0,,,,5.0,,0.0,3.0,89.0,432.0,5.0,12.0,212.0,31.0,16.0,11.0,8.0,22.0,14.0,109259.24,,116.0,2.0,316.0,,,12.0,14.0,44.0,3.0,506.0,,0.0,15.0,21.0,,19.0,0.0,687.0,21.0,11.0,0.0,5.0,8.0,14.0,0.0
2562090,20,2026-01-04 12:30:00,1,Man Utd,Away,248.0,19.0,1.0,2.0,1.0,5.0,,173.0,7.0,1.0,2.0,5.0,14.0,23.0,419.0,2.0,1.0,12.0,23.0,16.0,9.0,1.0,4.0,1.0,0.0,,,,,,,,,,10.0,0.0,,,,,1.0,,5.0,8.0,3.0,9.0,6.0,85.0,50.0,3.0,3.0,,2.0,15.0,5.0,4.0,,,4.0,3.0,3.0,0.0,11.0,2.0,54.0,55.0,2.0,38.0,21.0,,,0.861719,1.5849,,0.3914,1.5242,66.0,9.0,9.0,1.0,,,,,189.0,1.0,,1.0,1.0,,,11.0,1.0,,,21.0,1.0,8.0,8.0,1.0,0.0,2.0,119.0,86.0,39.0,6.0,0.0,6.0,5.0,2.0,505.0,2.0,1.0,0.0,30.0,56.0,25.0,,,,,162.0,162.0,3.0,21.0,22.0,54.6,1.0,,1.0,,21.0,0.0,136.0,2.0,,2.0,,1.0,1.0,8.0,1.0,0.0,1.0,69.0,401.0,15.0,11.0,272.0,42.0,38.0,12.0,4.0,10.0,6.0,107478.02,1.0,118.0,9.0,267.0,1.0,1.0,21.0,14.0,63.0,3.0,529.0,2.0,0.0,15.0,25.0,1.0,16.0,1.0,740.0,22.0,18.0,0.0,5.0,4.0,15.0,0.0
2562098,21,2026-01-07 20:15:00,1,Man Utd,Away,254.0,17.0,1.0,9.0,8.0,1.0,,274.0,3.0,,2.0,6.0,22.0,17.0,519.0,,2.0,15.0,9.0,22.0,18.0,1.0,4.0,1.0,0.0,,,,1.0,,1.0,,1.0,,25.0,0.0,,,1.0,,1.0,1.0,2.0,7.0,1.0,21.0,9.0,100.0,57.0,4.0,3.0,2.0,1.0,12.0,7.0,10.0,,,6.0,11.0,9.0,0.0,10.0,,42.0,65.0,1.0,13.0,8.0,,,1.91313,2.5466,,2.3985,0.8794,74.0,8.0,8.0,2.0,,1.0,,,171.0,2.0,,2.0,2.0,,,3.0,2.0,1.0,1.0,8.0,2.0,6.0,6.0,,0.0,2.0,154.0,55.0,35.0,2.0,0.0,7.0,14.0,10.0,575.0,5.0,,1.0,64.0,56.0,37.0,,,,,126.0,126.0,6.0,25.0,23.0,65.4,2.0,2.0,1.0,,22.0,0.0,168.0,,,,,1.0,1.0,13.0,1.0,0.0,5.0,131.0,502.0,12.0,21.0,273.0,33.0,13.0,22.0,6.0,26.0,20.0,113608.34,1.0,167.0,3.0,346.0,1.0,,11.0,26.0,32.0,,593.0,,0.0,30.0,19.0,2.0,16.0,0.0,798.0,43.0,18.0,0.0,16.0,6.0,16.0,0.0
2562110,22,2026-01-17 12:30:00,1,Man Utd,Home,106.0,15.0,1.0,4.0,3.0,1.0,,138.0,6.0,,2.0,2.0,3.0,26.0,240.0,,1.0,11.0,7.0,9.0,5.0,1.0,1.0,4.0,0.0,,,,,,,,,,10.0,0.0,,,1.0,,1.0,,9.0,5.0,2.0,10.0,1.0,50.0,48.0,5.0,4.0,2.0,3.0,5.0,1.0,6.0,,1.0,1.0,7.0,2.0,0.0,8.0,1.0,39.0,46.0,3.0,27.0,11.0,,1.0,0.85877,2.2682,,1.7467,0.3121,50.0,13.0,8.0,1.0,,,,,117.0,2.0,,2.0,2.0,,1.0,7.0,2.0,1.0,,11.0,2.0,12.0,12.0,3.0,0.0,3.0,66.0,46.0,23.0,6.0,1.0,3.0,5.0,7.0,284.0,3.0,1.0,0.0,51.0,35.0,22.0,,,,,109.0,109.0,3.0,22.0,19.0,31.8,2.0,,,,10.0,0.0,69.0,1.0,,1.0,,1.0,4.0,4.0,,0.0,4.0,77.0,229.0,5.0,8.0,121.0,26.0,27.0,10.0,1.0,10.0,9.0,110444.62,5.0,110.0,4.0,191.0,1.0,,10.0,4.0,46.0,6.0,302.0,,0.0,11.0,24.0,2.0,16.0,2.0,482.0,21.0,15.0,0.0,5.0,1.0,12.0,0.0
2562116,23,2026-01-25 16:30:00,1,Man Utd,Away,143.0,9.0,,1.0,1.0,,,147.0,7.0,1.0,3.0,5.0,2.0,15.0,289.0,,1.0,8.0,14.0,12.0,5.0,,,1.0,0.0,,,,1.0,1.0,,,,,10.0,0.0,,,,,,,4.0,10.0,6.0,3.0,7.0,66.0,40.0,,1.0,1.0,3.0,10.0,2.0,7.0,,,2.0,2.0,1.0,0.0,9.0,1.0,41.0,40.0,3.0,25.0,12.0,,2.0,0.356393,0.7142,,0.4411,1.9047,56.0,9.0,11.0,1.0,,,,,123.0,2.0,,,2.0,,,10.0,3.0,3.0,,12.0,,6.0,6.0,,0.0,3.0,75.0,77.0,38.0,9.0,1.0,3.0,4.0,3.0,333.0,5.0,,1.0,47.0,30.0,15.0,,,,,102.0,102.0,2.0,15.0,14.0,43.9,,,3.0,3.0,13.0,0.0,100.0,2.0,1.0,3.0,,1.0,1.0,5.0,,1.0,3.0,49.0,270.0,10.0,7.0,157.0,28.0,25.0,6.0,2.0,5.0,3.0,108718.74,1.0,86.0,3.0,212.0,3.0,1.0,23.0,4.0,56.0,,364.0,,0.0,10.0,14.0,4.0,12.0,0.0,522.0,9.0,8.0,0.0,4.0,2.0,9.0,0.0
2562130,24,2026-02-01 14:00:00,1,Man Utd,Home,153.0,20.0,2.0,6.0,4.0,1.0,1.0,225.0,4.0,,2.0,4.0,10.0,27.0,372.0,,3.0,11.0,10.0,14.0,7.0,2.0,2.0,,0.0,,,,,,,,,1.0,10.0,0.0,,,,1.0,,1.0,3.0,8.0,6.0,12.0,1.0,83.0,43.0,3.0,2.0,1.0,4.0,8.0,3.0,6.0,,1.0,3.0,4.0,3.0,0.0,7.0,3.0,39.0,50.0,4.0,30.0,11.0,,,1.46146,1.7939,,2.4425,3.3478,68.0,6.0,9.0,,,2.0,2.0,,138.0,3.0,1.0,3.0,2.0,1.0,,6.0,2.0,,,11.0,1.0,10.0,10.0,2.0,0.0,2.0,94.0,54.0,36.0,7.0,2.0,3.0,9.0,6.0,411.0,5.0,,0.0,43.0,74.0,20.0,1.0,1.0,1.0,1.0,90.0,90.0,3.0,18.0,18.0,42.1,1.0,,,2.0,17.0,0.0,113.0,2.0,2.0,4.0,,,,4.0,,1.0,4.0,102.0,361.0,8.0,12.0,168.0,35.0,30.0,15.0,3.0,12.0,9.0,113876.58,,132.0,3.0,272.0,,,11.0,10.0,48.0,1.0,428.0,,0.0,13.0,22.0,3.0,12.0,2.0,614.0,27.0,9.0,0.0,5.0,3.0,10.0,0.0
2562142,25,2026-02-07 12:30:00,1,Man Utd,Home,212.0,15.0,1.0,5.0,4.0,1.0,,375.0,4.0,1.0,1.0,2.0,10.0,12.0,582.0,,1.0,16.0,6.0,9.0,16.0,,5.0,1.0,0.0,,,,,,,,,,17.0,0.0,,,,,,1.0,7.0,4.0,3.0,10.0,13.0,93.0,42.0,2.0,2.0,1.0,1.0,6.0,6.0,6.0,,,7.0,11.0,5.0,0.0,7.0,1.0,40.0,47.0,1.0,11.0,3.0,,1.0,1.65733,1.776,,1.4886,0.1871,78.0,12.0,11.0,,,4.0,,,185.0,2.0,,2.0,1.0,1.0,,4.0,1.0,1.0,,3.0,,5.0,5.0,,0.0,1.0,174.0,64.0,48.0,,2.0,6.0,12.0,10.0,629.0,5.0,,0.0,83.0,68.0,41.0,,,,,119.0,119.0,5.0,16.0,18.0,65.2,,,,,11.0,0.0,197.0,1.0,,1.0,,,1.0,7.0,,0.0,5.0,205.0,565.0,6.0,18.0,224.0,29.0,11.0,18.0,5.0,20.0,16.0,106716.43,1.0,243.0,2.0,445.0,1.0,1.0,9.0,10.0,27.0,3.0,649.0,2.0,0.0,23.0,18.0,6.0,18.0,1.0,831.0,37.0,16.0,0.0,9.0,7.0,11.0,0.0
2562154,26,2026-02-10 20:15:00,1,Man Utd,Away,234.0,20.0,2.0,6.0,4.0,1.0,1.0,323.0,4.0,1.0,1.0,3.0,21.0,21.0,551.0,,,26.0,10.0,12.0,5.0,2.0,2.0,,0.0,,,,,,,,,,7.0,0.0,,,,,,,4.0,4.0,3.0,8.0,1.0,112.0,47.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,,1.0,3.0,8.0,8.0,0.0,7.0,1.0,33.0,50.0,1.0,12.0,5.0,,,0.675266,0.5747,,0.4811,1.4547,73.0,4.0,9.0,,1.0,2.0,1.0,,183.0,1.0,,1.0,1.0,,,4.0,1.0,,,5.0,,8.0,8.0,1.0,0.0,1.0,153.0,59.0,48.0,5.0,0.0,4.0,4.0,3.0,613.0,3.0,1.0,0.0,108.0,66.0,39.0,,,,,124.0,124.0,4.0,21.0,21.0,65.1,,,1.0,1.0,18.0,0.0,181.0,,2.0,2.0,,1.0,,4.0,,1.0,3.0,150.0,536.0,5.0,8.0,256.0,38.0,12.0,18.0,3.0,20.0,17.0,110764.35,,193.0,3.0,393.0,,1.0,9.0,21.0,40.0,3.0,629.0,,0.0,9.0,19.0,,28.0,1.0,804.0,22.0,10.0,0.0,10.0,3.0,12.0,0.0
2562159,27,2026-02-23 20:00:00,1,Man Utd,Away,207.0,19.0,,1.0,1.0,1.0,,182.0,3.0,,5.0,5.0,9.0,23.0,388.0,,,13.0,27.0,16.0,6.0,,,1.0,0.0,,,,,,,,,,9.0,0.0,,,,,,2.0,5.0,5.0,7.0,6.0,5.0,73.0,62.0,1.0,1.0,1.0,5.0,9.0,2.0,10.0,,,1.0,3.0,2.0,0.0,8.0,3.0,61.0,44.0,5.0,38.0,21.0,,,0.45971,1.2656,,1.0958,0.865,52.0,7.0,11.0,,,1.0,1.0,,169.0,1.0,,1.0,1.0,,1.0,7.0,1.0,2.0,,21.0,,8.0,8.0,,0.0,5.0,128.0,69.0,36.0,10.0,0.0,4.0,3.0,3.0,460.0,6.0,1.0,0.0,52.0,57.0,18.0,,,,,144.0,144.0,2.0,25.0,25.0,52.2,,,,4.0,19.0,0.0,113.0,1.0,3.0,4.0,,2.0,1.0,6.0,,1.0,3.0,89.0,374.0,9.0,7.0,239.0,37.0,38.0,15.0,,6.0,6.0,103359.67,2.0,125.0,2.0,250.0,2.0,,25.0,10.0,59.0,,483.0,1.0,0.0,11.0,12.0,1.0,14.0,3.0,683.0,16.0,24.0,0.0,5.0,1.0,8.0,0.0
2562172,28,2026-03-01 14:00:00,1,Man Utd,Home,186.0,16.0,2.0,11.0,9.0,3.0,1.0,352.0,4.0,1.0,4.0,2.0,19.0,22.0,527.0,1.0,1.0,10.0,13.0,24.0,13.0,2.0,3.0,1.0,0.0,,1.0,1.0,,,,,,,14.0,1.0,,,,,,1.0,7.0,5.0,3.0,11.0,9.0,92.0,50.0,2.0,1.0,2.0,,8.0,5.0,3.0,,1.0,7.0,9.0,8.0,0.0,8.0,,45.0,57.0,,16.0,13.0,,,1.31263,2.1613,0.06,2.3732,0.6893,58.0,13.0,12.0,1.0,,3.0,1.0,1.0,169.0,1.0,,1.0,1.0,,,8.0,1.0,1.0,,13.0,,4.0,4.0,,0.0,4.0,180.0,70.0,50.0,1.0,1.0,4.0,12.0,11.0,591.0,2.0,1.0,0.0,64.0,111.0,37.0,,,,1.0,129.0,129.0,5.0,13.0,28.0,61.0,,,3.0,,15.0,0.0,171.0,1.0,1.0,2.0,,3.0,1.0,4.0,1.0,0.0,4.0,138.0,510.0,8.0,16.0,208.0,28.0,16.0,15.0,7.0,25.0,18.0,110332.31,1.0,177.0,6.0,429.0,1.0,1.0,7.0,19.0,38.0,1.0,612.0,1.0,0.0,20.0,14.0,4.0,10.0,2.0,778.0,32.0,12.0,0.0,7.0,7.0,6.0,0.0
2562182,29,2026-03-04 20:15:00,1,Man Utd,Away,158.0,18.0,,2.0,2.0,1.0,1.0,228.0,7.0,,1.0,1.0,13.0,18.0,384.0,,2.0,15.0,22.0,20.0,10.0,,1.0,,0.0,,,,,,,,,,12.0,0.0,,,,,,1.0,7.0,8.0,4.0,8.0,6.0,74.0,49.0,3.0,3.0,1.0,1.0,8.0,5.0,4.0,,,4.0,4.0,5.0,0.0,9.0,,60.0,53.0,1.0,18.0,11.0,,2.0,1.64502,1.4815,,0.7237,2.5331,49.0,16.0,14.0,,,3.0,1.0,,157.0,1.0,1.0,1.0,,1.0,,8.0,0.0,2.0,,11.0,,9.0,9.0,1.0,0.0,1.0,117.0,75.0,40.0,2.0,1.0,3.0,8.0,5.0,444.0,1.0,,0.0,68.0,73.0,31.0,1.0,1.0,1.0,,129.0,129.0,3.0,16.0,23.0,54.9,,,,1.0,18.0,0.0,121.0,2.0,1.0,3.0,,1.0,,4.0,,0.0,5.0,110.0,364.0,8.0,11.0,176.0,36.0,18.0,16.0,4.0,14.0,10.0,112274.75,,148.0,6.0,307.0,2.0,,17.0,15.0,47.0,,469.0,,0.0,14.0,12.0,7.0,18.0,3.0,638.0,33.0,11.0,0.0,7.0,4.0,9.0,0.0
