matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918993,11.0,2017-11-05 16:30:00,1,Man Utd,Away,129.0,12.0,1.0,6.0,5.0,2.0,,178.0,3.0,,2.0,7.0,12.0,36.0,301.0,,,25.0,17.0,19.0,4.0,,,,,,,1.0,,,,8.0,,,,,,,9.0,12.0,6.0,3.0,7.0,,63.0,59.0,1.0,1.0,,2.0,16.0,5.0,10.0,,,7.0,6.0,8.0,,9.0,3.0,58.0,52.0,2.0,22.0,9.0,,1.0,74.0,20.0,16.0,,,1.0,1.0,1.0,133.0,,,,,,,13.0,,,,,,,,1.0,9.0,,14.0,14.0,,3.0,111.0,74.0,34.0,4.0,,1.0,3.0,2.0,358.0,,,4.0,4.0,,88.0,59.0,25.0,,,,,149.0,149.0,3.0,20.0,24.0,46.0,,,,1.0,16.0,0.0,,,,89.0,4.0,3.0,7.0,1.0,,3.0,,3.0,99.0,278.0,7.0,4.0,148.0,21.0,22.0,9.0,6.0,21.0,15.0,,147.0,9.0,269.0,,,24.0,12.0,79.0,,396.0,,0.0,10.0,13.0,,29.0,3.0,598.0,14.0,16.0,4.0,7.0,5.0,0.0
919010,12.0,2017-11-18 17:30:00,1,Man Utd,Home,247.0,31.0,2.0,7.0,5.0,2.0,,302.0,6.0,,3.0,5.0,17.0,45.0,542.0,,,25.0,13.0,14.0,8.0,1.0,,,,,,,,,1.0,10.0,,,,,,1.0,5.0,6.0,6.0,14.0,2.0,,103.0,55.0,4.0,1.0,3.0,1.0,19.0,3.0,12.0,,,11.0,23.0,7.0,1.0,6.0,2.0,53.0,50.0,1.0,20.0,14.0,,,68.0,10.0,9.0,1.0,,1.0,,,178.0,4.0,,4.0,3.0,1.0,,9.0,,,3.0,,,,,,14.0,,5.0,5.0,2.0,3.0,180.0,77.0,55.0,4.0,2.0,4.0,9.0,7.0,595.0,,,1.0,3.0,,103.0,108.0,45.0,,,,,140.0,140.0,6.0,18.0,28.0,64.7,,,3.0,,19.0,0.0,,,,159.0,1.0,3.0,4.0,1.0,,6.0,1.0,3.0,150.0,521.0,4.0,13.0,259.0,47.0,20.0,24.0,7.0,37.0,30.0,,197.0,8.0,398.0,,,15.0,17.0,72.0,1.0,620.0,,0.0,16.0,15.0,3.0,26.0,1.0,811.0,40.0,9.0,12.0,11.0,12.0,0.0
919017,13.0,2017-11-25 15:00:00,1,Man Utd,Home,198.0,16.0,1.0,5.0,4.0,1.0,,285.0,5.0,,3.0,4.0,19.0,30.0,478.0,,,18.0,14.0,14.0,11.0,1.0,,,,,,,,,,10.0,,,,,,,4.0,4.0,4.0,7.0,8.0,,67.0,75.0,1.0,2.0,,1.0,19.0,4.0,5.0,,,5.0,15.0,6.0,,12.0,,46.0,51.0,1.0,14.0,6.0,,,60.0,9.0,9.0,,,2.0,1.0,,170.0,,,,,,,7.0,,,,2.0,,,,,6.0,,14.0,14.0,,3.0,169.0,80.0,51.0,,,6.0,6.0,4.0,547.0,,,3.0,5.0,,49.0,130.0,31.0,,,,,151.0,151.0,6.0,30.0,35.0,58.3,,,,,19.0,0.0,,,,159.0,1.0,1.0,2.0,1.0,,7.0,,3.0,148.0,463.0,6.0,12.0,215.0,30.0,14.0,24.0,5.0,27.0,22.0,,194.0,3.0,377.0,2.0,,25.0,19.0,58.0,2.0,565.0,,0.0,15.0,10.0,2.0,22.0,0.0,754.0,25.0,13.0,18.0,5.0,7.0,0.0
919027,14.0,2017-11-28 20:00:00,1,Man Utd,Away,142.0,13.0,1.0,2.0,1.0,,1.0,117.0,4.0,,2.0,8.0,8.0,31.0,257.0,,,19.0,16.0,16.0,5.0,2.0,1.0,1.0,,,,2.0,,,,11.0,,,,,,1.0,6.0,8.0,4.0,8.0,7.0,,63.0,63.0,1.0,2.0,,3.0,16.0,5.0,14.0,,,5.0,4.0,1.0,,11.0,,55.0,54.0,3.0,38.0,15.0,,,48.0,10.0,12.0,2.0,,4.0,1.0,2.0,136.0,3.0,,,3.0,,1.0,10.0,,,3.0,,,,,1.0,15.0,,10.0,10.0,2.0,2.0,82.0,71.0,35.0,5.0,2.0,3.0,7.0,7.0,319.0,,,3.0,2.0,,41.0,51.0,17.0,1.0,1.0,1.0,,137.0,137.0,3.0,26.0,27.0,40.6,,,,,16.0,0.0,,,,65.0,1.0,,1.0,,1.0,3.0,,3.0,53.0,242.0,12.0,10.0,161.0,25.0,38.0,18.0,4.0,10.0,6.0,1.0,94.0,7.0,195.0,,,31.0,11.0,72.0,,346.0,1.0,0.0,15.0,14.0,,25.0,1.0,545.0,20.0,16.0,13.0,5.0,10.0,0.0
919034,15.0,2017-12-02 17:30:00,1,Man Utd,Away,69.0,2.0,1.0,2.0,1.0,2.0,,80.0,4.0,,2.0,8.0,8.0,18.0,147.0,,1.0,9.0,12.0,25.0,2.0,1.0,1.0,,,,,,,,1.0,7.0,,,,,,,8.0,19.0,14.0,7.0,1.0,,27.0,58.0,3.0,1.0,2.0,3.0,17.0,3.0,9.0,2.0,1.0,1.0,3.0,,,11.0,8.0,48.0,56.0,3.0,67.0,37.0,,,43.0,10.0,10.0,2.0,,1.0,,,106.0,3.0,,3.0,3.0,,1.0,10.0,,,3.0,,,,,,37.0,1.0,14.0,14.0,4.0,2.0,50.0,63.0,22.0,12.0,1.0,1.0,5.0,4.0,190.0,,,13.0,4.0,,32.0,37.0,17.0,,,,,111.0,111.0,3.0,38.0,9.0,24.9,,,,,17.0,0.0,,,,39.0,8.0,7.0,14.0,2.0,1.0,1.0,1.0,3.0,41.0,133.0,10.0,6.0,83.0,10.0,67.0,14.0,1.0,4.0,3.0,2.0,78.0,7.0,143.0,1.0,,34.0,10.0,62.0,,222.0,,1.0,8.0,15.0,1.0,12.0,2.0,450.0,18.0,9.0,7.0,1.0,7.0,0.0
919047,16.0,2017-12-10 16:30:00,1,Man Utd,Home,147.0,8.0,1.0,3.0,2.0,1.0,,81.0,5.0,,3.0,15.0,9.0,28.0,225.0,,,19.0,20.0,13.0,4.0,,,,1.0,,,1.0,,,,7.0,,,,,,,9.0,7.0,7.0,6.0,2.0,,51.0,61.0,1.0,2.0,1.0,2.0,14.0,1.0,17.0,,1.0,2.0,1.0,3.0,,10.0,1.0,68.0,59.0,2.0,17.0,2.0,1.0,,55.0,16.0,10.0,,,1.0,,1.0,140.0,,,,,,,10.0,,,1.0,,,,,,2.0,,19.0,19.0,1.0,4.0,68.0,75.0,28.0,8.0,1.0,1.0,3.0,5.0,306.0,,,3.0,1.0,,38.0,42.0,16.0,,,,,141.0,141.0,2.0,36.0,18.0,35.4,,,,,14.0,0.0,,,,70.0,4.0,1.0,5.0,,,2.0,,3.0,33.0,211.0,10.0,4.0,165.0,18.0,17.0,22.0,2.0,6.0,4.0,,84.0,10.0,170.0,,,49.0,11.0,77.0,4.0,329.0,,0.0,8.0,22.0,1.0,20.0,4.0,517.0,10.0,9.0,14.0,2.0,16.0,0.0
919056,17.0,2017-12-13 20:00:00,1,Man Utd,Home,258.0,15.0,,1.0,1.0,4.0,,225.0,2.0,,5.0,4.0,18.0,31.0,482.0,1.0,,19.0,12.0,10.0,5.0,,,,,,,,,,,9.0,,,1.0,,,,10.0,8.0,6.0,7.0,2.0,,87.0,69.0,,1.0,,5.0,22.0,4.0,8.0,,,4.0,10.0,3.0,,4.0,3.0,42.0,42.0,5.0,18.0,10.0,,1.0,48.0,14.0,12.0,1.0,,2.0,1.0,,168.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,1.0,10.0,1.0,16.0,16.0,2.0,5.0,165.0,77.0,45.0,9.0,,1.0,5.0,2.0,550.0,,,3.0,4.0,,75.0,91.0,28.0,,,,,131.0,131.0,10.0,26.0,27.0,56.4,1.0,,,,22.0,0.0,,,,150.0,3.0,4.0,7.0,,,3.0,,3.0,92.0,468.0,10.0,6.0,278.0,33.0,18.0,14.0,3.0,17.0,14.0,,139.0,5.0,309.0,,,20.0,20.0,70.0,2.0,570.0,1.0,0.0,9.0,13.0,1.0,21.0,1.0,750.0,26.0,9.0,8.0,4.0,10.0,0.0
919072,18.0,2017-12-17 14:15:00,1,Man Utd,Away,216.0,17.0,,2.0,2.0,4.0,,270.0,4.0,,7.0,9.0,25.0,34.0,484.0,,,20.0,9.0,13.0,5.0,,1.0,,,,,,,,,7.0,,,,,,,2.0,7.0,5.0,5.0,3.0,,86.0,61.0,1.0,,1.0,3.0,14.0,3.0,9.0,,,3.0,4.0,6.0,,10.0,1.0,39.0,48.0,3.0,20.0,11.0,,1.0,61.0,7.0,13.0,1.0,,2.0,,,184.0,2.0,,1.0,2.0,,,8.0,,,2.0,,,,,,11.0,,17.0,17.0,1.0,7.0,160.0,83.0,45.0,6.0,1.0,2.0,5.0,3.0,558.0,,,3.0,1.0,,112.0,71.0,22.0,,,,,141.0,141.0,5.0,24.0,18.0,56.9,,,,,14.0,0.0,,,,158.0,1.0,3.0,4.0,,1.0,2.0,,3.0,132.0,465.0,5.0,7.0,239.0,25.0,20.0,15.0,2.0,12.0,10.0,1.0,181.0,10.0,361.0,,,37.0,25.0,77.0,1.0,588.0,,0.0,8.0,12.0,2.0,20.0,3.0,762.0,15.0,10.0,10.0,3.0,7.0,0.0
919077,19.0,2017-12-23 19:45:00,1,Man Utd,Away,175.0,11.0,1.0,4.0,3.0,2.0,,200.0,3.0,,4.0,8.0,17.0,23.0,371.0,,2.0,15.0,7.0,14.0,13.0,,1.0,1.0,,,,1.0,,1.0,,17.0,,,,,1.0,,4.0,6.0,5.0,9.0,10.0,,56.0,65.0,2.0,2.0,,3.0,15.0,4.0,5.0,,1.0,6.0,9.0,6.0,,6.0,,28.0,61.0,3.0,29.0,17.0,,,51.0,8.0,18.0,,,2.0,,1.0,159.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,,17.0,1.0,13.0,13.0,,4.0,111.0,55.0,30.0,4.0,2.0,8.0,6.0,6.0,422.0,,,5.0,1.0,,69.0,52.0,30.0,,,,,123.0,123.0,5.0,25.0,29.0,50.3,1.0,2.0,1.0,1.0,15.0,0.0,,,,122.0,1.0,,1.0,,1.0,9.0,,3.0,110.0,351.0,4.0,14.0,191.0,21.0,29.0,14.0,6.0,21.0,15.0,1.0,147.0,6.0,278.0,,,19.0,17.0,43.0,5.0,448.0,,0.0,19.0,17.0,4.0,20.0,2.0,652.0,30.0,10.0,12.0,6.0,12.0,0.0
919088,20.0,2017-12-26 15:00:00,1,Man Utd,Home,211.0,15.0,3.0,13.0,10.0,1.0,,336.0,4.0,,7.0,3.0,25.0,32.0,534.0,,,23.0,21.0,33.0,14.0,4.0,,,1.0,,,1.0,,,,16.0,,,,,,2.0,5.0,2.0,1.0,15.0,9.0,,83.0,63.0,2.0,2.0,,,15.0,11.0,3.0,,,12.0,21.0,16.0,,11.0,,46.0,66.0,,18.0,12.0,,,69.0,10.0,13.0,,,8.0,3.0,1.0,200.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,,12.0,2.0,5.0,5.0,,7.0,164.0,75.0,46.0,2.0,,6.0,13.0,6.0,616.0,,,,2.0,,101.0,89.0,61.0,,,,,171.0,171.0,5.0,33.0,18.0,71.3,,,1.0,,15.0,0.0,,,,191.0,,,,,,7.0,,2.0,196.0,518.0,7.0,19.0,229.0,35.0,18.0,13.0,10.0,50.0,40.0,,264.0,5.0,459.0,1.0,,16.0,25.0,53.0,,638.0,,0.0,24.0,11.0,,24.0,3.0,858.0,45.0,13.0,10.0,12.0,11.0,0.0
919098,21.0,2017-12-30 17:30:00,1,Man Utd,Home,192.0,12.0,,7.0,7.0,2.0,,242.0,6.0,,1.0,5.0,11.0,30.0,427.0,,,16.0,13.0,23.0,13.0,,,,,,,1.0,,,,13.0,,,,,,1.0,8.0,7.0,1.0,8.0,7.0,,59.0,64.0,3.0,3.0,,2.0,24.0,7.0,11.0,,1.0,10.0,20.0,7.0,,8.0,2.0,55.0,60.0,2.0,29.0,18.0,,1.0,62.0,12.0,12.0,,,4.0,1.0,1.0,151.0,,,,,,,6.0,,,,1.0,,,,,18.0,,6.0,6.0,1.0,1.0,152.0,63.0,41.0,7.0,,5.0,8.0,3.0,475.0,,,1.0,1.0,,111.0,48.0,43.0,,,,,138.0,138.0,2.0,36.0,24.0,54.5,,,,,24.0,0.0,,,,138.0,2.0,1.0,3.0,1.0,,5.0,1.0,2.0,126.0,405.0,8.0,13.0,208.0,26.0,29.0,24.0,6.0,34.0,28.0,,163.0,5.0,326.0,1.0,,19.0,12.0,56.0,1.0,500.0,,0.0,15.0,14.0,1.0,18.0,2.0,706.0,31.0,15.0,13.0,10.0,12.0,0.0
919106,22.0,2018-01-01 17:30:00,1,Man Utd,Away,203.0,15.0,,,,3.0,,292.0,3.0,,2.0,1.0,15.0,14.0,495.0,,1.0,21.0,12.0,17.0,14.0,1.0,,,,,,,,1.0,,19.0,,,,1.0,,1.0,5.0,9.0,3.0,3.0,18.0,,87.0,61.0,1.0,1.0,,,12.0,7.0,12.0,,1.0,6.0,4.0,,,6.0,,46.0,48.0,,28.0,14.0,,2.0,57.0,10.0,10.0,2.0,,3.0,,,175.0,2.0,,,2.0,,,7.0,,,2.0,,,,,,14.0,1.0,5.0,5.0,,2.0,156.0,76.0,54.0,6.0,,5.0,12.0,6.0,559.0,,,6.0,,,90.0,77.0,26.0,,,,,134.0,134.0,1.0,26.0,29.0,60.2,1.0,,,,12.0,0.0,,,,167.0,,,,,,8.0,,3.0,164.0,477.0,6.0,17.0,220.0,28.0,28.0,15.0,3.0,7.0,4.0,,213.0,5.0,372.0,,,13.0,15.0,37.0,1.0,585.0,1.0,0.0,21.0,12.0,3.0,27.0,0.0,763.0,15.0,18.0,9.0,6.0,8.0,0.0
919118,23.0,2018-01-15 20:00:00,1,Man Utd,Home,281.0,20.0,,2.0,2.0,3.0,,263.0,7.0,,5.0,,22.0,32.0,542.0,,1.0,10.0,14.0,9.0,12.0,,,,1.0,,,2.0,,,,16.0,,,,,,1.0,11.0,9.0,2.0,12.0,8.0,,97.0,55.0,,1.0,,,12.0,5.0,6.0,1.0,1.0,6.0,5.0,5.0,1.0,9.0,1.0,50.0,43.0,,12.0,8.0,,1.0,47.0,14.0,10.0,1.0,,4.0,,2.0,157.0,3.0,,1.0,3.0,,,8.0,,,3.0,,,,,,8.0,,11.0,11.0,1.0,5.0,183.0,56.0,40.0,1.0,1.0,5.0,10.0,9.0,583.0,,,1.0,,,97.0,79.0,30.0,,,,,106.0,106.0,7.0,22.0,20.0,60.3,,,,1.0,12.0,0.0,,,,167.0,5.0,,4.0,1.0,,6.0,1.0,3.0,136.0,522.0,4.0,15.0,291.0,31.0,12.0,16.0,2.0,12.0,10.0,,174.0,7.0,325.0,,,9.0,23.0,49.0,4.0,604.0,,0.0,20.0,15.0,3.0,13.0,2.0,764.0,32.0,11.0,9.0,6.0,10.0,0.0
919125,24.0,2018-01-20 15:00:00,1,Man Utd,Away,144.0,20.0,,2.0,2.0,3.0,,221.0,4.0,,5.0,6.0,21.0,39.0,363.0,,1.0,24.0,12.0,34.0,10.0,,2.0,,,,,,,,,12.0,,,,,,,5.0,11.0,3.0,7.0,5.0,,76.0,73.0,,,,4.0,19.0,6.0,9.0,,,4.0,9.0,6.0,,15.0,1.0,58.0,66.0,4.0,37.0,24.0,,,52.0,13.0,6.0,1.0,,1.0,1.0,,162.0,1.0,,1.0,1.0,,,10.0,,,1.0,,,,,,24.0,,18.0,18.0,1.0,5.0,119.0,81.0,49.0,5.0,,4.0,7.0,2.0,440.0,,,3.0,6.0,,91.0,59.0,24.0,,,,,166.0,166.0,4.0,40.0,22.0,51.8,,,,,19.0,0.0,,,,104.0,2.0,1.0,3.0,,2.0,4.0,,3.0,114.0,351.0,8.0,11.0,172.0,29.0,37.0,22.0,2.0,18.0,16.0,2.0,150.0,7.0,307.0,,,34.0,21.0,83.0,2.0,461.0,,0.0,12.0,13.0,2.0,26.0,3.0,684.0,25.0,18.0,13.0,4.0,6.0,0.0
919142,25.0,2018-01-31 20:00:00,1,Man Utd,Away,218.0,24.0,2.0,3.0,1.0,2.0,,157.0,9.0,,10.0,5.0,10.0,41.0,372.0,,,14.0,11.0,15.0,4.0,,,,,,,,1.0,,1.0,5.0,,,,,,,7.0,13.0,10.0,5.0,1.0,,75.0,73.0,,1.0,,1.0,19.0,1.0,15.0,,2.0,3.0,4.0,5.0,,14.0,3.0,64.0,59.0,1.0,15.0,7.0,,2.0,40.0,13.0,10.0,,,,,,166.0,,,,,,,15.0,,,,,,,,,7.0,,15.0,15.0,2.0,10.0,118.0,74.0,37.0,6.0,,2.0,2.0,3.0,440.0,,,7.0,1.0,1.0,60.0,40.0,26.0,,,,,158.0,158.0,4.0,39.0,19.0,47.4,,,,,19.0,0.0,,,,111.0,4.0,1.0,5.0,,,2.0,,3.0,72.0,350.0,10.0,4.0,241.0,38.0,15.0,21.0,3.0,12.0,9.0,,113.0,11.0,241.0,,,22.0,11.0,76.0,9.0,470.0,,0.0,6.0,25.0,2.0,15.0,2.0,682.0,19.0,14.0,9.0,3.0,15.0,0.0
919150,26.0,2018-02-03 15:00:00,1,Man Utd,Home,315.0,17.0,3.0,7.0,4.0,3.0,1.0,389.0,4.0,,2.0,4.0,27.0,37.0,697.0,,2.0,22.0,18.0,14.0,8.0,1.0,,,,,,,,,,10.0,,1.0,,,,3.0,3.0,3.0,1.0,9.0,7.0,,104.0,60.0,,1.0,1.0,,17.0,5.0,4.0,,1.0,5.0,7.0,3.0,,16.0,,49.0,75.0,,17.0,15.0,,,81.0,5.0,19.0,1.0,,8.0,3.0,,206.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,,15.0,,10.0,10.0,1.0,2.0,233.0,77.0,64.0,2.0,1.0,3.0,7.0,7.0,765.0,,,3.0,3.0,,95.0,94.0,44.0,,,,1.0,140.0,140.0,2.0,28.0,28.0,74.3,,,,,17.0,0.0,,,,243.0,,,,1.0,,4.0,,3.0,181.0,678.0,4.0,10.0,329.0,36.0,17.0,33.0,4.0,17.0,13.0,,242.0,8.0,474.0,,,10.0,29.0,55.0,4.0,786.0,1.0,0.0,16.0,15.0,3.0,23.0,2.0,989.0,38.0,11.0,27.0,5.0,9.0,0.0
919157,27.0,2018-02-11 14:15:00,1,Man Utd,Away,239.0,24.0,1.0,5.0,4.0,8.0,,269.0,3.0,1.0,6.0,12.0,24.0,48.0,503.0,,2.0,32.0,24.0,19.0,7.0,,,,,,,,,,1.0,11.0,,,,,,,6.0,3.0,7.0,12.0,1.0,,89.0,67.0,2.0,3.0,,1.0,31.0,6.0,9.0,,1.0,10.0,9.0,4.0,,11.0,1.0,63.0,61.0,1.0,17.0,13.0,,,75.0,15.0,12.0,,,5.0,2.0,,205.0,,,,,,,7.0,,,,,,,,2.0,13.0,,11.0,11.0,,6.0,169.0,77.0,44.0,,,1.0,6.0,4.0,609.0,,,2.0,4.0,,71.0,96.0,40.0,,,,,191.0,191.0,2.0,34.0,23.0,64.1,,,,,31.0,0.0,,,,167.0,1.0,1.0,2.0,1.0,,3.0,3.0,3.0,157.0,489.0,12.0,7.0,274.0,44.0,17.0,27.0,10.0,25.0,15.0,,221.0,17.0,381.0,,1.0,38.0,26.0,89.0,2.0,630.0,,0.0,13.0,12.0,3.0,33.0,2.0,844.0,38.0,17.0,18.0,10.0,9.0,0.0
919170,28.0,2018-02-25 14:05:00,1,Man Utd,Home,143.0,10.0,,5.0,5.0,,1.0,214.0,3.0,,6.0,6.0,15.0,28.0,352.0,,,10.0,9.0,13.0,6.0,1.0,,,,,,,,,,8.0,,,,,,1.0,7.0,8.0,6.0,8.0,2.0,,51.0,70.0,2.0,,2.0,1.0,18.0,4.0,15.0,,,3.0,4.0,8.0,,14.0,2.0,59.0,58.0,1.0,18.0,7.0,,,53.0,13.0,12.0,1.0,,4.0,3.0,,141.0,2.0,,2.0,2.0,,,4.0,,,2.0,,,,,,7.0,,18.0,18.0,2.0,6.0,116.0,54.0,31.0,4.0,,1.0,8.0,5.0,408.0,,,3.0,5.0,,97.0,40.0,26.0,,,,,138.0,138.0,3.0,27.0,31.0,44.3,,,3.0,,18.0,0.0,,,,124.0,3.0,3.0,6.0,,,1.0,,2.0,121.0,334.0,8.0,9.0,163.0,23.0,18.0,21.0,3.0,18.0,15.0,,157.0,4.0,287.0,,,19.0,15.0,50.0,1.0,432.0,,0.0,10.0,20.0,,13.0,2.0,631.0,23.0,14.0,13.0,3.0,14.0,0.0
919175,29.0,2018-03-05 20:00:00,1,Man Utd,Away,250.0,16.0,,1.0,1.0,2.0,,305.0,6.0,,6.0,2.0,22.0,28.0,554.0,,3.0,22.0,24.0,22.0,10.0,,,,1.0,,,1.0,,,,14.0,,,,,,,3.0,6.0,4.0,8.0,9.0,,74.0,70.0,2.0,1.0,1.0,2.0,17.0,6.0,15.0,,,7.0,7.0,4.0,1.0,15.0,2.0,64.0,56.0,2.0,28.0,17.0,,1.0,70.0,8.0,10.0,1.0,,2.0,,1.0,194.0,1.0,,1.0,,1.0,,7.0,,,2.0,,,,,,17.0,1.0,5.0,5.0,,6.0,188.0,64.0,42.0,3.0,1.0,2.0,9.0,8.0,632.0,,,,2.0,,80.0,71.0,40.0,,,,,159.0,159.0,1.0,29.0,33.0,69.5,,,3.0,,17.0,0.0,,,,198.0,2.0,,2.0,,,3.0,,3.0,166.0,535.0,7.0,11.0,274.0,31.0,28.0,20.0,7.0,18.0,11.0,,213.0,6.0,398.0,,,20.0,25.0,58.0,2.0,654.0,,0.0,17.0,9.0,8.0,28.0,3.0,857.0,31.0,13.0,16.0,7.0,6.0,0.0
919188,30.0,2018-03-10 12:30:00,1,Man Utd,Home,96.0,8.0,,3.0,3.0,3.0,1.0,101.0,4.0,,4.0,5.0,3.0,18.0,194.0,,,11.0,13.0,22.0,2.0,1.0,,,,,,,1.0,,,3.0,,,,,,2.0,4.0,6.0,9.0,5.0,,,45.0,63.0,1.0,1.0,,7.0,9.0,2.0,15.0,,,1.0,3.0,1.0,,10.0,,50.0,67.0,7.0,40.0,18.0,,,45.0,10.0,16.0,,1.0,3.0,1.0,,121.0,1.0,,,1.0,,,10.0,,,2.0,,,,,1.0,18.0,,25.0,25.0,4.0,4.0,64.0,63.0,30.0,13.0,2.0,1.0,3.0,2.0,252.0,,,7.0,4.0,1.0,53.0,28.0,19.0,,,,,138.0,138.0,,31.0,21.0,32.1,,,,2.0,9.0,0.0,,,,53.0,1.0,1.0,2.0,1.0,,1.0,,3.0,43.0,179.0,1.0,4.0,124.0,25.0,40.0,10.0,1.0,6.0,5.0,,75.0,7.0,165.0,,,24.0,3.0,58.0,3.0,283.0,,0.0,5.0,22.0,2.0,18.0,2.0,495.0,11.0,18.0,7.0,1.0,15.0,0.0
919202,31.0,2018-05-10 19:45:00,1,Man Utd,Away,208.0,7.0,2.0,4.0,2.0,3.0,,315.0,5.0,,5.0,2.0,17.0,21.0,519.0,,,22.0,9.0,18.0,11.0,2.0,,,,,,,,1.0,,13.0,,,,,,1.0,8.0,5.0,4.0,7.0,9.0,,89.0,52.0,,,,1.0,16.0,3.0,14.0,,,6.0,8.0,,,10.0,,49.0,63.0,1.0,14.0,6.0,,1.0,63.0,12.0,12.0,,1.0,1.0,,,173.0,,,,,,,9.0,,,,,,,,1.0,6.0,1.0,7.0,7.0,2.0,5.0,174.0,63.0,41.0,1.0,,6.0,7.0,6.0,576.0,,,1.0,2.0,,71.0,95.0,23.0,,,,,129.0,129.0,3.0,21.0,20.0,55.8,,,,,16.0,0.0,,,,165.0,1.0,1.0,2.0,,,7.0,,3.0,153.0,502.0,5.0,13.0,233.0,11.0,14.0,22.0,6.0,14.0,8.0,,190.0,9.0,382.0,,,17.0,19.0,47.0,2.0,601.0,,0.0,16.0,16.0,1.0,25.0,1.0,780.0,20.0,14.0,17.0,6.0,11.0,0.0
919208,32.0,2018-03-31 15:00:00,1,Man Utd,Home,323.0,20.0,1.0,3.0,2.0,3.0,,355.0,3.0,,1.0,1.0,23.0,26.0,675.0,,2.0,16.0,4.0,11.0,9.0,,,,,,,,,,,11.0,,,,,,,1.0,3.0,,8.0,3.0,,125.0,55.0,3.0,3.0,,2.0,16.0,2.0,5.0,,,3.0,9.0,5.0,,8.0,2.0,30.0,51.0,2.0,13.0,7.0,,,57.0,5.0,13.0,1.0,,4.0,2.0,,204.0,1.0,,1.0,1.0,,,6.0,,,2.0,,,,,1.0,7.0,,13.0,13.0,1.0,1.0,203.0,63.0,49.0,3.0,1.0,4.0,6.0,5.0,728.0,,,1.0,3.0,,151.0,62.0,40.0,,,,,123.0,123.0,6.0,20.0,27.0,66.5,,,,,16.0,0.0,,,,214.0,2.0,,2.0,,,4.0,,3.0,154.0,661.0,5.0,10.0,336.0,36.0,13.0,19.0,3.0,19.0,16.0,,198.0,8.0,429.0,,,10.0,23.0,47.0,5.0,746.0,,0.0,11.0,17.0,3.0,16.0,0.0,913.0,30.0,11.0,10.0,3.0,12.0,0.0
