matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
918898,1.0,2017-08-13 16:00:00,1,Man Utd,Home,185.0,22.0,2.0,5.0,3.0,2.0,1.0,237.0,6.0,,3.0,2.0,10.0,26.0,417.0,,5.0,17.0,13.0,23.0,12.0,,1.0,,,,,,,,2.0,17.0,,,,,1.0,1.0,13.0,6.0,3.0,13.0,8.0,,50.0,61.0,3.0,,3.0,2.0,14.0,8.0,3.0,,,11.0,10.0,2.0,,13.0,,56.0,65.0,2.0,19.0,11.0,,,62.0,19.0,7.0,2.0,,2.0,1.0,,168.0,4.0,1.0,3.0,3.0,1.0,1.0,7.0,,,3.0,2.0,,,,,11.0,1.0,11.0,11.0,,3.0,133.0,74.0,50.0,1.0,1.0,6.0,10.0,5.0,469.0,,,1.0,4.0,,59.0,80.0,33.0,,,,,132.0,132.0,2.0,29.0,25.0,55.4,1.0,,,,14.0,0.0,,,,142.0,1.0,,1.0,,1.0,8.0,,3.0,115.0,400.0,5.0,16.0,201.0,34.0,19.0,31.0,7.0,20.0,13.0,2.0,154.0,9.0,312.0,2.0,,16.0,11.0,51.0,1.0,493.0,,0.0,21.0,14.0,9.0,21.0,2.0,693.0,36.0,11.0,23.0,11.0,8.0,0.0
918910,2.0,2017-08-19 12:30:00,1,Man Utd,Away,207.0,16.0,2.0,3.0,1.0,2.0,1.0,319.0,3.0,,3.0,4.0,9.0,31.0,523.0,,1.0,13.0,19.0,11.0,7.0,2.0,1.0,,1.0,,,1.0,,,2.0,13.0,,,1.0,,,1.0,8.0,3.0,2.0,10.0,7.0,,76.0,62.0,4.0,3.0,3.0,6.0,13.0,3.0,5.0,,,5.0,6.0,8.0,1.0,9.0,,56.0,52.0,6.0,26.0,13.0,,,54.0,11.0,12.0,1.0,,2.0,1.0,1.0,174.0,3.0,,2.0,3.0,,1.0,10.0,,,3.0,1.0,,,,,13.0,2.0,17.0,17.0,1.0,3.0,187.0,76.0,52.0,3.0,1.0,3.0,9.0,8.0,577.0,,,,1.0,,80.0,86.0,35.0,,,,,131.0,131.0,7.0,21.0,28.0,59.0,1.0,,,,13.0,0.0,,,,164.0,,,,1.0,1.0,6.0,,3.0,126.0,510.0,10.0,12.0,216.0,33.0,26.0,25.0,5.0,20.0,15.0,2.0,172.0,5.0,405.0,1.0,,15.0,9.0,58.0,,601.0,,0.0,17.0,16.0,2.0,13.0,1.0,800.0,22.0,14.0,13.0,5.0,11.0,0.0
918918,3.0,2017-08-26 17:30:00,1,Man Utd,Home,193.0,24.0,2.0,8.0,6.0,5.0,,391.0,2.0,1.0,3.0,3.0,16.0,25.0,576.0,,1.0,17.0,24.0,22.0,16.0,,,,,,,1.0,,,,19.0,,1.0,,,,,6.0,5.0,6.0,12.0,10.0,,83.0,65.0,2.0,2.0,1.0,2.0,18.0,8.0,10.0,,,9.0,22.0,9.0,,18.0,2.0,63.0,54.0,2.0,17.0,7.0,,,65.0,8.0,6.0,,,4.0,,1.0,202.0,2.0,1.0,1.0,1.0,1.0,,6.0,,,1.0,2.0,,,,,7.0,,8.0,8.0,,3.0,192.0,80.0,54.0,3.0,,7.0,11.0,7.0,643.0,,,2.0,1.0,,93.0,115.0,52.0,,,,1.0,154.0,154.0,4.0,32.0,23.0,69.1,,,,,18.0,0.0,,,,185.0,2.0,2.0,4.0,,,7.0,2.0,3.0,214.0,562.0,4.0,18.0,213.0,36.0,17.0,21.0,7.0,38.0,31.0,,261.0,10.0,487.0,2.0,1.0,19.0,19.0,50.0,2.0,662.0,,0.0,22.0,9.0,2.0,19.0,1.0,863.0,44.0,11.0,17.0,9.0,8.0,0.0
918930,4.0,2017-09-09 17:30:00,1,Man Utd,Away,226.0,18.0,3.0,6.0,3.0,3.0,,270.0,6.0,,6.0,1.0,12.0,25.0,490.0,,2.0,23.0,13.0,16.0,12.0,,,,,,,1.0,,,1.0,10.0,,,,,,1.0,7.0,6.0,4.0,11.0,7.0,,95.0,44.0,3.0,3.0,1.0,1.0,19.0,5.0,9.0,,,11.0,16.0,7.0,,15.0,3.0,51.0,44.0,1.0,15.0,9.0,,,63.0,10.0,9.0,2.0,,4.0,1.0,1.0,156.0,1.0,,,,1.0,,7.0,,,1.0,1.0,,,,,9.0,,8.0,8.0,1.0,6.0,154.0,72.0,47.0,5.0,,3.0,10.0,8.0,540.0,,,1.0,2.0,,66.0,114.0,35.0,,,,,129.0,129.0,3.0,17.0,17.0,63.2,,2.0,1.0,,19.0,0.0,,,,159.0,1.0,2.0,3.0,,,5.0,1.0,3.0,140.0,469.0,3.0,13.0,239.0,38.0,15.0,14.0,6.0,30.0,24.0,,185.0,4.0,355.0,2.0,,15.0,13.0,54.0,4.0,564.0,,0.0,18.0,9.0,5.0,24.0,0.0,750.0,35.0,5.0,10.0,11.0,7.0,0.0
918938,5.0,2017-09-17 16:00:00,1,Man Utd,Home,142.0,17.0,1.0,4.0,3.0,1.0,,265.0,4.0,1.0,1.0,7.0,20.0,27.0,403.0,,1.0,13.0,8.0,14.0,6.0,1.0,,,,1.0,,2.0,,,,10.0,1.0,,,1.0,,1.0,12.0,5.0,2.0,12.0,4.0,,77.0,68.0,3.0,1.0,3.0,,18.0,4.0,4.0,,,4.0,15.0,8.0,1.0,11.0,2.0,49.0,50.0,,13.0,6.0,,1.0,62.0,15.0,13.0,1.0,,6.0,1.0,2.0,163.0,3.0,,2.0,2.0,1.0,,6.0,,,2.0,,,,,,6.0,1.0,15.0,15.0,,1.0,124.0,64.0,34.0,1.0,1.0,4.0,6.0,7.0,456.0,,,2.0,3.0,,115.0,58.0,34.0,,,,1.0,136.0,136.0,8.0,29.0,29.0,49.2,1.0,,,,18.0,0.0,,,,112.0,2.0,1.0,3.0,,,5.0,1.0,3.0,130.0,389.0,11.0,10.0,156.0,35.0,13.0,20.0,4.0,28.0,24.0,,173.0,5.0,348.0,,1.0,20.0,21.0,55.0,2.0,476.0,1.0,0.0,16.0,14.0,1.0,18.0,1.0,665.0,29.0,7.0,9.0,4.0,10.0,0.0
918949,6.0,2017-09-23 15:00:00,1,Man Utd,Away,131.0,16.0,2.0,3.0,1.0,3.0,,160.0,4.0,,1.0,11.0,9.0,34.0,288.0,,,13.0,6.0,18.0,5.0,1.0,,,1.0,,,1.0,,,,7.0,,,,,,,6.0,8.0,6.0,6.0,3.0,,57.0,63.0,,,1.0,5.0,17.0,2.0,8.0,1.0,1.0,4.0,4.0,1.0,,12.0,2.0,41.0,50.0,5.0,40.0,18.0,,,54.0,9.0,12.0,1.0,,1.0,,1.0,148.0,,,,,,,9.0,,,1.0,1.0,,,,,18.0,,12.0,12.0,2.0,1.0,83.0,67.0,43.0,8.0,,2.0,4.0,4.0,334.0,,,5.0,2.0,,59.0,64.0,20.0,,,,,130.0,130.0,4.0,28.0,20.0,39.4,,,,,17.0,0.0,,,,80.0,2.0,2.0,3.0,1.0,,3.0,,3.0,72.0,268.0,7.0,6.0,150.0,25.0,40.0,11.0,4.0,9.0,5.0,,115.0,11.0,227.0,1.0,,25.0,11.0,66.0,2.0,368.0,1.0,0.0,9.0,16.0,2.0,18.0,4.0,564.0,17.0,17.0,5.0,4.0,9.0,0.0
918958,7.0,2017-09-30 15:00:00,1,Man Utd,Home,309.0,22.0,2.0,8.0,6.0,4.0,1.0,173.0,4.0,,3.0,9.0,11.0,41.0,474.0,,,20.0,8.0,17.0,9.0,3.0,,,,,,,,,,13.0,,,,,,1.0,3.0,4.0,2.0,14.0,4.0,,95.0,67.0,5.0,2.0,4.0,3.0,25.0,5.0,10.0,,,6.0,8.0,4.0,,10.0,1.0,44.0,53.0,3.0,18.0,8.0,,,51.0,6.0,8.0,1.0,,3.0,2.0,,164.0,4.0,1.0,4.0,3.0,1.0,,10.0,,,3.0,,,,,,8.0,,11.0,11.0,,3.0,157.0,81.0,53.0,5.0,3.0,5.0,11.0,7.0,545.0,,,1.0,1.0,,61.0,72.0,32.0,,,,,136.0,136.0,4.0,31.0,28.0,59.3,,,,1.0,25.0,0.0,,,,150.0,1.0,,1.0,,,6.0,1.0,3.0,68.0,460.0,11.0,16.0,335.0,33.0,18.0,22.0,5.0,19.0,14.0,,105.0,10.0,250.0,,,27.0,11.0,77.0,2.0,566.0,,0.0,18.0,17.0,1.0,21.0,0.0,750.0,28.0,9.0,12.0,6.0,7.0,0.0
918967,8.0,2017-10-14 12:30:00,1,Man Utd,Away,161.0,11.0,,,,2.0,,106.0,5.0,,2.0,4.0,10.0,25.0,267.0,,,18.0,11.0,11.0,2.0,,,,,,,,,,,5.0,,,,,,,8.0,11.0,8.0,2.0,4.0,,54.0,60.0,,,,3.0,15.0,3.0,22.0,,,3.0,10.0,,,10.0,1.0,63.0,49.0,3.0,28.0,14.0,,1.0,62.0,13.0,7.0,,1.0,1.0,1.0,,140.0,,,,,,,10.0,,,,,,,,,14.0,,12.0,12.0,2.0,2.0,84.0,73.0,28.0,7.0,,1.0,1.0,1.0,328.0,,,6.0,2.0,,32.0,74.0,20.0,,,,,140.0,140.0,1.0,23.0,25.0,37.8,,,,,15.0,0.0,,,,76.0,3.0,2.0,5.0,1.0,,2.0,,3.0,49.0,254.0,5.0,2.0,176.0,32.0,28.0,17.0,3.0,14.0,11.0,,99.0,6.0,192.0,,,25.0,11.0,69.0,1.0,354.0,1.0,0.0,6.0,21.0,,23.0,2.0,549.0,6.0,13.0,10.0,3.0,12.0,0.0
918975,9.0,2017-10-21 15:00:00,1,Man Utd,Away,268.0,13.0,1.0,5.0,4.0,2.0,,380.0,6.0,2.0,4.0,3.0,19.0,36.0,643.0,,,27.0,15.0,15.0,4.0,,,,,,,,,,,8.0,,,,,,,8.0,4.0,1.0,6.0,3.0,,88.0,61.0,1.0,,1.0,,20.0,3.0,11.0,,1.0,7.0,14.0,9.0,,12.0,,64.0,51.0,,17.0,6.0,2.0,,97.0,12.0,10.0,,,3.0,1.0,,208.0,1.0,,1.0,1.0,,,6.0,,,1.0,1.0,,,,,6.0,,10.0,10.0,2.0,4.0,228.0,85.0,66.0,4.0,,1.0,4.0,3.0,721.0,,,2.0,,,98.0,113.0,49.0,,,,,173.0,173.0,2.0,30.0,25.0,77.9,,,,,20.0,0.0,,,,217.0,1.0,,1.0,,,3.0,1.0,3.0,165.0,623.0,6.0,5.0,287.0,32.0,17.0,28.0,6.0,30.0,24.0,,231.0,5.0,484.0,1.0,2.0,11.0,21.0,55.0,3.0,741.0,,0.0,9.0,13.0,2.0,28.0,2.0,947.0,23.0,19.0,13.0,7.0,8.0,0.0
918990,10.0,2017-10-28 12:30:00,1,Man Utd,Home,132.0,8.0,,3.0,3.0,5.0,,154.0,2.0,,,13.0,13.0,33.0,283.0,,,25.0,13.0,16.0,5.0,,1.0,,,,1.0,1.0,,,,9.0,,,,,1.0,,7.0,6.0,7.0,8.0,3.0,,70.0,71.0,1.0,,1.0,2.0,26.0,3.0,8.0,,,6.0,14.0,2.0,,4.0,1.0,42.0,46.0,2.0,30.0,14.0,,1.0,72.0,12.0,14.0,,,3.0,2.0,1.0,157.0,1.0,,1.0,1.0,,,6.0,,,1.0,,,,,,14.0,1.0,15.0,15.0,1.0,,94.0,70.0,27.0,3.0,,3.0,3.0,3.0,382.0,,,3.0,3.0,,89.0,90.0,27.0,,,,,182.0,182.0,6.0,29.0,30.0,44.8,1.0,,,,26.0,0.0,,,,84.0,2.0,2.0,4.0,,1.0,5.0,,3.0,77.0,269.0,11.0,6.0,149.0,28.0,30.0,14.0,6.0,24.0,18.0,1.0,144.0,9.0,280.0,1.0,,34.0,15.0,74.0,2.0,405.0,,0.0,11.0,9.0,2.0,28.0,1.0,624.0,24.0,20.0,7.0,6.0,4.0,0.0
