matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755405,11,2014-11-08 15:00:00,1,Man Utd,Home,285.0,14.0,2.0,3.0,1.0,2.0,1.0,310.0,5.0,,4.0,4.0,21.0,39.0,592.0,,,15.0,19.0,20.0,12.0,2.0,,,,,,1.0,,,,,18.0,,,,1.0,1.0,2.0,3.0,3.0,94.0,61.0,,,,1.0,17.0,11.0,3.0,,,11.0,9.0,6.0,,11.0,,55.0,59.0,1.0,29.0,19.0,,1.0,75.0,8.0,11.0,,,6.0,3.0,1.0,165.0,1.0,,,1.0,,,6.0,1.0,,1.0,19.0,1.0,10.0,10.0,,4.0,205.0,71.0,48.0,4.0,,5.0,10.0,5.0,650.0,3.0,3.0,,83.0,95.0,17.0,,,,,,140.0,140.0,5.0,23.0,29.0,71.4,1.0,,17.0,0.0,203.0,,1.0,1.0,,,,7.0,,3.0,151.0,577.0,5.0,15.0,296.0,28.0,29.0,27.0,9.0,27.0,18.0,1.0,193.0,7.0,398.0,,,16.0,21.0,61.0,,667.0,,0.0,23.0,16.0,,17.0,1.0,870.0,10.0,12.0,11.0,13.0,0.0
755413,12,2014-11-22 17:30:00,1,Man Utd,Away,116.0,11.0,3.0,4.0,1.0,2.0,,118.0,4.0,,2.0,8.0,9.0,33.0,230.0,,,13.0,10.0,14.0,5.0,3.0,3.0,,1.0,,,1.0,,,,2.0,7.0,,,,,,2.0,13.0,10.0,55.0,61.0,2.0,1.0,1.0,6.0,23.0,4.0,11.0,,1.0,5.0,3.0,3.0,,10.0,7.0,47.0,61.0,6.0,45.0,19.0,,1.0,40.0,8.0,11.0,1.0,,2.0,1.0,1.0,119.0,1.0,,1.0,1.0,,1.0,10.0,1.0,1.0,1.0,19.0,,10.0,10.0,2.0,2.0,74.0,65.0,31.0,11.0,,3.0,6.0,2.0,287.0,6.0,2.0,,26.0,77.0,11.0,,,,,,127.0,127.0,,32.0,18.0,38.6,,1.0,23.0,0.0,69.0,4.0,4.0,8.0,,,3.0,6.0,1.0,3.0,57.0,214.0,7.0,9.0,147.0,22.0,45.0,19.0,5.0,12.0,7.0,4.0,86.0,6.0,182.0,1.0,1.0,36.0,10.0,81.0,4.0,317.0,,0.0,12.0,27.0,1.0,17.0,1.0,531.0,3.0,10.0,5.0,22.0,0.0
755425,13,2014-11-29 15:00:00,1,Man Utd,Home,358.0,25.0,1.0,4.0,3.0,1.0,,390.0,4.0,,3.0,3.0,22.0,53.0,744.0,,1.0,13.0,11.0,13.0,8.0,1.0,,,,,,,,,,,10.0,,,,,1.0,6.0,4.0,,128.0,56.0,1.0,2.0,,,6.0,4.0,7.0,,,7.0,10.0,6.0,1.0,9.0,1.0,47.0,47.0,,16.0,12.0,,,68.0,12.0,12.0,2.0,,3.0,3.0,,167.0,2.0,,1.0,2.0,,,5.0,2.0,,1.0,12.0,,13.0,13.0,,3.0,236.0,91.0,70.0,,,3.0,8.0,7.0,789.0,,1.0,,58.0,148.0,19.0,,,,,,113.0,113.0,6.0,23.0,23.0,76.4,,,6.0,0.0,276.0,2.0,,2.0,,,,4.0,,3.0,144.0,727.0,3.0,11.0,371.0,35.0,16.0,17.0,7.0,26.0,19.0,1.0,174.0,4.0,462.0,,,12.0,23.0,72.0,5.0,807.0,,0.0,15.0,14.0,3.0,14.0,2.0,970.0,3.0,8.0,7.0,10.0,0.0
755437,14,2014-12-02 19:45:00,1,Man Utd,Home,278.0,19.0,,7.0,7.0,4.0,,291.0,3.0,,2.0,13.0,16.0,47.0,562.0,,1.0,21.0,9.0,18.0,7.0,,,1.0,,,,1.0,,,,,7.0,,,,,2.0,4.0,3.0,2.0,100.0,52.0,3.0,3.0,1.0,2.0,12.0,2.0,9.0,1.0,,3.0,15.0,4.0,,13.0,1.0,51.0,60.0,2.0,19.0,9.0,,,69.0,8.0,12.0,,1.0,6.0,3.0,1.0,185.0,1.0,,1.0,1.0,,,5.0,1.0,,,9.0,,20.0,20.0,,2.0,173.0,79.0,61.0,2.0,2.0,5.0,3.0,3.0,614.0,1.0,1.0,,80.0,118.0,13.0,,,,,,126.0,126.0,7.0,23.0,19.0,64.0,,,12.0,0.0,173.0,3.0,,2.0,,,,5.0,,3.0,137.0,549.0,6.0,8.0,287.0,29.0,19.0,24.0,2.0,24.0,22.0,1.0,177.0,9.0,368.0,,,21.0,17.0,65.0,1.0,631.0,1.0,0.0,10.0,18.0,2.0,24.0,2.0,827.0,9.0,12.0,3.0,14.0,0.0
755449,15,2014-12-08 20:00:00,1,Man Utd,Away,197.0,21.0,,3.0,3.0,2.0,1.0,190.0,6.0,,4.0,6.0,21.0,38.0,384.0,,,16.0,18.0,13.0,1.0,,,,,,,,,,,1.0,2.0,,,,,1.0,3.0,12.0,3.0,88.0,58.0,1.0,,2.0,,13.0,,5.0,,,1.0,5.0,3.0,,21.0,2.0,59.0,61.0,,33.0,17.0,,2.0,67.0,9.0,11.0,2.0,,2.0,2.0,,157.0,1.0,1.0,1.0,,1.0,,12.0,1.0,1.0,1.0,17.0,,21.0,21.0,3.0,4.0,129.0,83.0,41.0,5.0,,1.0,1.0,2.0,446.0,3.0,2.0,,81.0,59.0,9.0,,,,,,142.0,142.0,1.0,29.0,20.0,48.1,,,13.0,0.0,104.0,3.0,,3.0,,,,1.0,,3.0,73.0,368.0,3.0,2.0,218.0,40.0,33.0,17.0,1.0,11.0,10.0,,112.0,9.0,271.0,1.0,,29.0,21.0,81.0,1.0,478.0,,0.0,3.0,27.0,,18.0,1.0,670.0,7.0,10.0,1.0,21.0,0.0
755459,16,2014-12-14 13:30:00,1,Man Utd,Home,243.0,14.0,,3.0,3.0,,,177.0,5.0,,2.0,5.0,19.0,42.0,417.0,1.0,1.0,14.0,8.0,6.0,5.0,,,,,,,1.0,,,,,9.0,,,,,1.0,9.0,10.0,9.0,91.0,66.0,3.0,1.0,2.0,4.0,19.0,2.0,17.0,1.0,,2.0,11.0,1.0,,13.0,6.0,55.0,63.0,4.0,20.0,11.0,,2.0,67.0,13.0,13.0,2.0,,3.0,2.0,1.0,168.0,3.0,,2.0,3.0,,,10.0,3.0,1.0,,11.0,,20.0,20.0,2.0,2.0,130.0,78.0,41.0,7.0,1.0,3.0,5.0,6.0,489.0,7.0,5.0,,57.0,95.0,12.0,,,,,,141.0,141.0,4.0,34.0,24.0,54.7,,,19.0,0.0,125.0,8.0,1.0,8.0,,1.0,,3.0,,3.0,77.0,404.0,9.0,8.0,264.0,27.0,20.0,15.0,1.0,15.0,14.0,,127.0,5.0,265.0,1.0,,29.0,19.0,87.0,1.0,514.0,1.0,0.0,11.0,35.0,1.0,17.0,4.0,721.0,5.0,10.0,2.0,28.0,0.0
755463,17,2014-12-20 15:00:00,1,Man Utd,Away,196.0,26.0,2.0,7.0,5.0,,1.0,339.0,2.0,,4.0,,24.0,66.0,528.0,,2.0,21.0,12.0,8.0,14.0,,,,,,,,,,,,15.0,,,,,,2.0,6.0,4.0,95.0,39.0,1.0,1.0,,2.0,9.0,4.0,6.0,,,9.0,16.0,8.0,,4.0,1.0,36.0,33.0,2.0,9.0,5.0,,,76.0,10.0,9.0,1.0,,2.0,1.0,,130.0,1.0,,1.0,1.0,,,5.0,1.0,1.0,,5.0,,14.0,14.0,,4.0,186.0,64.0,47.0,3.0,,2.0,13.0,9.0,568.0,4.0,1.0,,97.0,91.0,22.0,,,,,,110.0,110.0,1.0,7.0,24.0,64.7,,,9.0,0.0,177.0,1.0,2.0,3.0,,,,3.0,,3.0,147.0,513.0,3.0,15.0,202.0,44.0,9.0,11.0,8.0,33.0,25.0,,187.0,3.0,419.0,1.0,,2.0,25.0,81.0,2.0,588.0,,0.0,16.0,10.0,3.0,21.0,1.0,751.0,12.0,6.0,9.0,6.0,0.0
755479,18,2014-12-26 15:00:00,1,Man Utd,Home,248.0,23.0,,4.0,4.0,7.0,,262.0,2.0,,5.0,8.0,19.0,51.0,506.0,1.0,3.0,15.0,14.0,13.0,5.0,,1.0,,1.0,,,1.0,,,,1.0,8.0,,,,,,10.0,5.0,3.0,94.0,55.0,3.0,,3.0,,13.0,1.0,14.0,,,4.0,7.0,5.0,,7.0,1.0,57.0,54.0,,23.0,16.0,,1.0,59.0,16.0,9.0,1.0,,1.0,,1.0,151.0,3.0,,3.0,3.0,,1.0,5.0,3.0,,,16.0,,15.0,15.0,1.0,5.0,172.0,73.0,55.0,5.0,2.0,3.0,5.0,4.0,554.0,2.0,2.0,,86.0,69.0,19.0,1.0,1.0,1.0,,,109.0,109.0,5.0,29.0,15.0,61.9,,1.0,13.0,0.0,153.0,1.0,2.0,3.0,,,1.0,4.0,1.0,3.0,107.0,496.0,5.0,8.0,264.0,35.0,23.0,20.0,4.0,16.0,12.0,3.0,140.0,10.0,322.0,,,21.0,19.0,74.0,4.0,570.0,1.0,0.0,9.0,18.0,4.0,17.0,1.0,741.0,12.0,14.0,4.0,14.0,0.0
755491,19,2014-12-28 12:00:00,1,Man Utd,Away,124.0,21.0,2.0,6.0,4.0,2.0,,163.0,5.0,1.0,4.0,5.0,14.0,44.0,281.0,,2.0,23.0,21.0,19.0,6.0,1.0,,,,,,1.0,,,,1.0,7.0,,,,,,10.0,3.0,6.0,70.0,67.0,4.0,4.0,,,16.0,2.0,7.0,,,6.0,12.0,1.0,,19.0,4.0,70.0,60.0,,35.0,17.0,,,72.0,19.0,11.0,,2.0,2.0,2.0,1.0,172.0,,,,,,,10.0,,,1.0,17.0,1.0,22.0,22.0,4.0,4.0,82.0,94.0,41.0,3.0,,2.0,5.0,5.0,373.0,2.0,3.0,,67.0,85.0,11.0,,,,,,186.0,186.0,9.0,25.0,24.0,51.6,,1.0,16.0,0.0,73.0,1.0,3.0,4.0,,,,2.0,,3.0,73.0,268.0,8.0,7.0,150.0,37.0,35.0,11.0,6.0,21.0,15.0,,126.0,8.0,268.0,,1.0,40.0,14.0,102.0,6.0,397.0,,0.0,9.0,27.0,3.0,26.0,4.0,629.0,15.0,4.0,6.0,20.0,0.0
755500,20,2015-01-01 12:45:00,1,Man Utd,Away,204.0,22.0,3.0,6.0,3.0,1.0,1.0,228.0,4.0,1.0,8.0,4.0,11.0,38.0,426.0,,2.0,22.0,13.0,17.0,3.0,1.0,,,1.0,,,1.0,,,,,3.0,,,,,1.0,6.0,8.0,1.0,71.0,59.0,1.0,,1.0,3.0,13.0,,5.0,,,7.0,12.0,6.0,,14.0,,54.0,41.0,3.0,48.0,24.0,,1.0,69.0,12.0,8.0,1.0,,3.0,2.0,1.0,145.0,1.0,,1.0,,1.0,,10.0,,2.0,,24.0,,17.0,17.0,3.0,8.0,147.0,66.0,37.0,11.0,,3.0,2.0,2.0,488.0,3.0,2.0,,75.0,61.0,25.0,,,,,,143.0,143.0,3.0,22.0,26.0,65.9,,,13.0,0.0,144.0,1.0,,1.0,,,,4.0,,3.0,105.0,417.0,7.0,5.0,220.0,41.0,48.0,14.0,7.0,27.0,20.0,1.0,153.0,5.0,314.0,2.0,1.0,17.0,13.0,71.0,2.0,507.0,,0.0,6.0,12.0,5.0,22.0,0.0,726.0,13.0,4.0,7.0,10.0,0.0
