matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
755307,1,2014-08-16 12:45:00,1,Man Utd,Home,245.0,23.0,2.0,4.0,2.0,3.0,,241.0,1.0,,3.0,2.0,18.0,42.0,482.0,,,27.0,10.0,20.0,9.0,2.0,,,,1.0,1.0,2.0,,,1.0,,9.0,,,1.0,,,5.0,1.0,4.0,80.0,62.0,,,1.0,1.0,14.0,4.0,4.0,,,4.0,10.0,6.0,,11.0,1.0,44.0,65.0,1.0,12.0,10.0,,,61.0,14.0,20.0,1.0,1.0,11.0,8.0,2.0,171.0,,,,,,,2.0,,,3.0,10.0,1.0,17.0,17.0,1.0,3.0,157.0,90.0,65.0,,,4.0,7.0,5.0,542.0,1.0,2.0,,56.0,110.0,41.0,,,,,,133.0,133.0,4.0,20.0,34.0,59.6,1.0,,14.0,0.0,150.0,,2.0,2.0,,,,5.0,1.0,3.0,105.0,467.0,7.0,11.0,254.0,38.0,12.0,21.0,4.0,28.0,24.0,,150.0,7.0,332.0,,,11.0,18.0,65.0,1.0,558.0,,0.0,14.0,13.0,,29.0,2.0,752.0,8.0,13.0,4.0,13.0,0.0
755320,2,2014-08-24 16:00:00,1,Man Utd,Away,179.0,28.0,2.0,2.0,,1.0,,303.0,7.0,,2.0,2.0,22.0,43.0,480.0,,,7.0,10.0,12.0,4.0,1.0,,,1.0,,,1.0,,,,,8.0,,,,,,8.0,6.0,5.0,90.0,57.0,1.0,1.0,1.0,2.0,15.0,3.0,12.0,,,4.0,9.0,5.0,,8.0,1.0,53.0,58.0,2.0,24.0,12.0,,2.0,54.0,15.0,10.0,,,2.0,1.0,1.0,134.0,,,,,,,8.0,1.0,,,12.0,,18.0,18.0,2.0,2.0,174.0,59.0,39.0,4.0,1.0,2.0,3.0,3.0,524.0,2.0,3.0,,82.0,79.0,17.0,,,,,,111.0,111.0,4.0,20.0,30.0,55.3,,,15.0,0.0,146.0,1.0,1.0,2.0,,1.0,,4.0,,3.0,143.0,464.0,5.0,6.0,194.0,36.0,24.0,22.0,4.0,19.0,15.0,1.0,175.0,6.0,369.0,,,17.0,23.0,68.0,1.0,544.0,,0.0,10.0,23.0,1.0,8.0,2.0,719.0,8.0,13.0,4.0,18.0,0.0
755324,3,2014-08-30 12:45:00,1,Man Utd,Away,238.0,25.0,3.0,4.0,1.0,5.0,,217.0,7.0,2.0,7.0,3.0,8.0,57.0,451.0,,1.0,20.0,22.0,15.0,5.0,1.0,,,,,,,,,,,5.0,,,,,,7.0,4.0,5.0,92.0,65.0,,,,,17.0,2.0,4.0,,1.0,6.0,16.0,10.0,,9.0,,58.0,55.0,,30.0,17.0,,1.0,68.0,14.0,9.0,,,,,,171.0,,,,,,,11.0,,1.0,,17.0,,22.0,22.0,1.0,7.0,152.0,82.0,46.0,3.0,,3.0,3.0,2.0,528.0,2.0,,,64.0,92.0,17.0,,,,,,155.0,155.0,1.0,32.0,24.0,64.0,,,17.0,0.0,138.0,2.0,1.0,3.0,,1.0,,3.0,,3.0,110.0,433.0,9.0,6.0,272.0,46.0,30.0,22.0,5.0,31.0,26.0,1.0,149.0,7.0,312.0,1.0,2.0,32.0,9.0,104.0,1.0,553.0,,0.0,7.0,21.0,2.0,21.0,2.0,761.0,5.0,12.0,6.0,16.0,0.0
755338,4,2014-09-14 16:00:00,1,Man Utd,Home,375.0,29.0,,6.0,6.0,1.0,,385.0,2.0,1.0,3.0,2.0,29.0,41.0,754.0,,1.0,14.0,7.0,14.0,13.0,,,1.0,,,,1.0,,1.0,,,16.0,,,,,,9.0,2.0,7.0,128.0,62.0,3.0,3.0,1.0,1.0,8.0,2.0,7.0,1.0,,3.0,10.0,7.0,,8.0,1.0,36.0,45.0,1.0,12.0,6.0,,2.0,91.0,11.0,7.0,1.0,,1.0,,1.0,205.0,3.0,,2.0,3.0,,,4.0,3.0,,,6.0,1.0,14.0,14.0,,3.0,247.0,93.0,73.0,1.0,3.0,7.0,9.0,9.0,810.0,4.0,3.0,,105.0,114.0,24.0,,,,,,108.0,108.0,6.0,27.0,26.0,68.5,,,8.0,0.0,245.0,,2.0,1.0,,,,7.0,,3.0,148.0,741.0,6.0,16.0,386.0,57.0,12.0,9.0,2.0,19.0,17.0,,188.0,2.0,458.0,,2.0,9.0,30.0,69.0,,825.0,1.0,0.0,18.0,18.0,1.0,15.0,1.0,976.0,9.0,6.0,3.0,10.0,0.0
755346,5,2014-09-21 13:30:00,1,Man Utd,Away,195.0,25.0,1.0,5.0,4.0,3.0,,256.0,5.0,,2.0,3.0,14.0,41.0,446.0,,1.0,20.0,23.0,18.0,7.0,1.0,,,1.0,,,1.0,,,,,11.0,,,1.0,,,4.0,11.0,4.0,89.0,56.0,3.0,2.0,1.0,2.0,17.0,4.0,6.0,,2.0,4.0,6.0,12.0,,10.0,,53.0,55.0,2.0,44.0,25.0,1.0,1.0,56.0,9.0,11.0,1.0,,2.0,,1.0,168.0,3.0,,2.0,3.0,,,9.0,3.0,1.0,1.0,25.0,1.0,31.0,31.0,1.0,2.0,133.0,81.0,56.0,2.0,2.0,5.0,6.0,5.0,498.0,4.0,2.0,,76.0,69.0,25.0,2.0,2.0,2.0,,,139.0,139.0,2.0,24.0,27.0,57.4,1.0,,17.0,0.0,138.0,,,,,2.0,,7.0,,3.0,101.0,425.0,8.0,11.0,216.0,44.0,44.0,15.0,4.0,22.0,18.0,,142.0,7.0,334.0,1.0,,15.0,15.0,72.0,4.0,528.0,,1.0,16.0,18.0,2.0,23.0,1.0,762.0,15.0,9.0,4.0,14.0,0.0
755358,6,2014-09-27 15:00:00,1,Man Utd,Home,263.0,14.0,,1.0,1.0,2.0,,163.0,5.0,,4.0,7.0,4.0,31.0,425.0,1.0,,20.0,21.0,11.0,6.0,,,,,,,,,,,,8.0,,,,,,8.0,12.0,1.0,93.0,38.0,,,,10.0,9.0,2.0,5.0,,,7.0,11.0,2.0,,6.0,,46.0,49.0,10.0,51.0,27.0,,1.0,46.0,10.0,11.0,2.0,,2.0,1.0,,167.0,2.0,,1.0,2.0,,,12.0,2.0,2.0,,27.0,,12.0,12.0,2.0,4.0,127.0,77.0,38.0,10.0,,3.0,5.0,3.0,472.0,4.0,2.0,,52.0,61.0,8.0,,,,,,118.0,118.0,3.0,22.0,8.0,57.4,,,9.0,0.0,117.0,3.0,,3.0,,,,3.0,,3.0,76.0,406.0,5.0,8.0,287.0,31.0,51.0,12.0,5.0,19.0,14.0,,107.0,5.0,236.0,2.0,,25.0,4.0,72.0,2.0,504.0,1.0,1.0,8.0,20.0,1.0,20.0,1.0,709.0,7.0,8.0,7.0,15.0,0.0
755368,7,2014-10-05 12:00:00,1,Man Utd,Home,212.0,16.0,3.0,9.0,6.0,2.0,,173.0,1.0,,2.0,6.0,7.0,37.0,376.0,,,10.0,12.0,8.0,10.0,1.0,,,,,1.0,1.0,,,,,11.0,,,,,,12.0,9.0,1.0,67.0,54.0,3.0,2.0,1.0,2.0,19.0,3.0,6.0,1.0,1.0,11.0,8.0,13.0,,5.0,4.0,47.0,44.0,2.0,31.0,17.0,,,44.0,18.0,9.0,1.0,,2.0,1.0,1.0,116.0,2.0,,1.0,2.0,,,4.0,2.0,1.0,1.0,17.0,,24.0,24.0,1.0,2.0,134.0,59.0,37.0,6.0,1.0,7.0,6.0,4.0,420.0,3.0,3.0,,52.0,53.0,19.0,,1.0,1.0,1.0,,116.0,116.0,1.0,31.0,18.0,48.7,,,19.0,0.0,125.0,4.0,1.0,4.0,,,,8.0,,3.0,76.0,360.0,10.0,13.0,229.0,31.0,31.0,20.0,9.0,31.0,22.0,1.0,106.0,4.0,244.0,1.0,,19.0,7.0,66.0,1.0,442.0,,0.0,15.0,15.0,1.0,11.0,4.0,646.0,10.0,12.0,11.0,8.0,0.0
755382,8,2014-10-20 20:00:00,1,Man Utd,Away,186.0,20.0,5.0,7.0,2.0,2.0,,306.0,2.0,1.0,8.0,2.0,15.0,42.0,485.0,,1.0,26.0,3.0,14.0,12.0,1.0,,,1.0,,,1.0,,,,,16.0,,,,1.0,2.0,5.0,3.0,5.0,79.0,61.0,,,,1.0,14.0,7.0,4.0,,1.0,11.0,18.0,12.0,,9.0,,27.0,45.0,1.0,28.0,17.0,,,76.0,8.0,5.0,,,2.0,1.0,1.0,167.0,1.0,,,1.0,,,6.0,2.0,,1.0,17.0,1.0,14.0,14.0,2.0,8.0,168.0,81.0,51.0,,1.0,4.0,10.0,7.0,560.0,2.0,3.0,,98.0,112.0,36.0,,,,,,155.0,155.0,3.0,18.0,32.0,62.7,1.0,,14.0,0.0,160.0,,,,,,,8.0,1.0,3.0,130.0,477.0,6.0,14.0,198.0,48.0,28.0,11.0,10.0,41.0,31.0,1.0,182.0,7.0,417.0,,1.0,11.0,15.0,77.0,1.0,574.0,,0.0,22.0,19.0,2.0,28.0,2.0,790.0,13.0,7.0,11.0,12.0,0.0
755385,9,2014-10-26 16:00:00,1,Man Utd,Home,190.0,12.0,1.0,10.0,9.0,4.0,2.0,195.0,6.0,,6.0,3.0,7.0,38.0,375.0,,2.0,21.0,20.0,12.0,11.0,4.0,,,,,,,,,,1.0,13.0,,,,,4.0,4.0,7.0,2.0,61.0,53.0,1.0,1.0,1.0,,14.0,2.0,15.0,,,4.0,8.0,12.0,,6.0,3.0,67.0,46.0,,25.0,15.0,,2.0,60.0,13.0,13.0,1.0,,6.0,6.0,,139.0,,,,,,,7.0,,2.0,1.0,15.0,,12.0,12.0,1.0,7.0,120.0,70.0,46.0,7.0,,9.0,6.0,7.0,419.0,2.0,1.0,,85.0,48.0,25.0,,,,,,120.0,120.0,3.0,28.0,14.0,51.7,,,14.0,0.0,119.0,2.0,1.0,3.0,,,,10.0,,1.0,84.0,358.0,8.0,15.0,208.0,27.0,25.0,20.0,4.0,30.0,26.0,,112.0,5.0,261.0,2.0,,18.0,7.0,65.0,,439.0,,0.0,19.0,16.0,2.0,25.0,3.0,646.0,9.0,5.0,4.0,14.0,0.0
755400,10,2014-11-02 13:30:00,1,Man Utd,Away,203.0,16.0,1.0,3.0,2.0,3.0,1.0,160.0,8.0,1.0,,5.0,13.0,36.0,360.0,,1.0,24.0,15.0,11.0,5.0,3.0,,,1.0,,,1.0,,,,,5.0,,,,,1.0,6.0,12.0,5.0,71.0,52.0,1.0,1.0,,5.0,19.0,2.0,11.0,,,4.0,5.0,2.0,,11.0,1.0,54.0,63.0,5.0,29.0,13.0,,,59.0,9.0,13.0,,,3.0,3.0,1.0,162.0,,,,,,,11.0,,1.0,,13.0,,17.0,17.0,3.0,,112.0,83.0,49.0,7.0,,4.0,4.0,2.0,428.0,5.0,2.0,,38.0,74.0,14.0,,,,,,137.0,137.0,3.0,25.0,17.0,48.0,,,19.0,0.0,111.0,4.0,1.0,5.0,1.0,1.0,,5.0,,3.0,54.0,343.0,7.0,8.0,227.0,34.0,29.0,23.0,4.0,14.0,10.0,2.0,98.0,9.0,243.0,1.0,1.0,24.0,14.0,75.0,3.0,456.0,,1.0,9.0,24.0,5.0,24.0,1.0,660.0,6.0,15.0,4.0,17.0,0.0
