matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2128395,11.0,2020-12-05 17:30:00,1,Man Utd,Away,305.0,18.0,1.0,2.0,1.0,2.0,,241.0,6.0,1.0,8.0,2.0,9.0,32.0,544.0,1.0,2.0,15.0,14.0,16.0,11.0,,,1.0,,,,,,,1.0,15.0,,,1.0,,,6.0,14.0,5.0,10.0,5.0,,89.0,62.0,3.0,2.0,1.0,2.0,18.0,3.0,7.0,1.0,4.0,3.0,3.0,,6.0,1.0,42.0,43.0,2.0,18.0,11.0,,,33.0,51.0,10.0,9.0,,,1.0,1.0,,202.0,3.0,,2.0,3.0,,1.0,8.0,,,3.0,,,,,1.0,11.0,1.0,9.0,9.0,,,8.0,177.0,82.0,59.0,5.0,2.0,6.0,8.0,6.0,608.0,,,4.0,,,97.0,57.0,21.0,,,,,127.0,127.0,2.0,27.0,25.0,60.7,1.0,,3.0,,18.0,0.0,,,,163.0,1.0,4.0,5.0,,1.0,6.0,,,3.0,16.0,76.0,524.0,10.0,14.0,335.0,31.0,18.0,12.0,3.0,10.0,7.0,2.0,103.0,5.0,306.0,,1.0,12.0,11.0,57.0,3.0,631.0,1.0,0.0,15.0,12.0,2.0,15.0,0.0,805.0,16.0,17.0,,6.0,4.0,8.0,0.0
2128402,12.0,2020-12-12 17:30:00,1,Man Utd,Home,301.0,23.0,3.0,3.0,,1.0,,129.0,9.0,1.0,2.0,,5.0,19.0,427.0,,,12.0,8.0,10.0,7.0,3.0,3.0,,0.0,,,1.0,,,,7.0,0.0,,,,,7.0,6.0,3.0,7.0,4.0,,69.0,56.0,,,,1.0,9.0,3.0,14.0,1.0,4.0,1.0,1.0,0.0,2.0,1.0,40.0,49.0,1.0,13.0,7.0,,,29.0,41.0,13.0,6.0,,,1.0,,1.0,149.0,,,,,,,10.0,,,0.0,,,,,1.0,7.0,,11.0,11.0,1.0,0.0,2.0,149.0,56.0,34.0,3.0,0.0,6.0,4.0,2.0,483.0,,,4.0,1.0,0.0,43.0,43.0,12.0,,,,,101.0,101.0,3.0,33.0,17.0,46.1,,,,,9.0,0.0,,,,135.0,2.0,,2.0,1.0,,6.0,,0.0,1.0,16.0,44.0,410.0,7.0,10.0,329.0,38.0,13.0,14.0,4.0,6.0,2.0,,72.0,3.0,179.0,,1.0,16.0,5.0,47.0,2.0,502.0,1.0,0.0,11.0,23.0,,14.0,1.0,647.0,9.0,12.0,0.0,10.0,4.0,16.0,0.0
2128411,13.0,2020-12-17 20:00:00,1,Man Utd,Away,253.0,30.0,1.0,2.0,1.0,2.0,1.0,214.0,7.0,1.0,5.0,,4.0,30.0,465.0,,1.0,22.0,20.0,22.0,6.0,2.0,2.0,1.0,,,,1.0,,,1.0,11.0,,,,,1.0,4.0,9.0,3.0,9.0,6.0,,89.0,58.0,2.0,3.0,1.0,1.0,15.0,2.0,7.0,,3.0,,2.0,,10.0,1.0,53.0,65.0,1.0,22.0,12.0,1.0,,24.0,61.0,8.0,17.0,1.0,,5.0,3.0,1.0,165.0,2.0,,2.0,2.0,,,8.0,,,3.0,,,,,2.0,12.0,,5.0,5.0,1.0,,5.0,162.0,70.0,38.0,6.0,2.0,3.0,7.0,9.0,531.0,,,1.0,,,81.0,63.0,22.0,,,,,141.0,141.0,4.0,34.0,15.0,59.9,,,3.0,2.0,15.0,0.0,,,,141.0,3.0,1.0,4.0,2.0,1.0,4.0,,,3.0,12.0,97.0,445.0,8.0,10.0,286.0,52.0,22.0,18.0,3.0,8.0,5.0,1.0,133.0,5.0,279.0,,1.0,18.0,4.0,66.0,4.0,557.0,,0.0,15.0,18.0,1.0,23.0,2.0,759.0,16.0,18.0,,8.0,3.0,11.0,0.0
2128421,14.0,2020-12-20 16:30:00,1,Man Utd,Home,137.0,14.0,5.0,5.0,,,,141.0,5.0,,3.0,3.0,2.0,14.0,273.0,,1.0,11.0,18.0,17.0,10.0,5.0,8.0,2.0,,,,,,,,17.0,1.0,,,,,3.0,14.0,3.0,19.0,7.0,,46.0,68.0,5.0,3.0,4.0,6.0,19.0,6.0,4.0,,11.0,1.0,,1.0,9.0,1.0,43.0,61.0,6.0,30.0,18.0,,1.0,32.0,39.0,6.0,6.0,,,2.0,,,136.0,4.0,,2.0,3.0,1.0,1.0,10.0,,,4.0,1.0,,,,,18.0,,10.0,10.0,3.0,,3.0,85.0,42.0,24.0,13.0,5.0,5.0,14.0,14.0,331.0,,,7.0,4.0,,59.0,29.0,30.0,,,,1.0,124.0,124.0,6.0,38.0,20.0,41.5,,,,1.0,19.0,0.0,,,,87.0,2.0,,2.0,,2.0,6.0,,,3.0,15.0,83.0,257.0,10.0,19.0,161.0,29.0,30.0,26.0,11.0,12.0,1.0,2.0,118.0,4.0,205.0,1.0,,7.0,2.0,33.0,2.0,354.0,1.0,0.0,26.0,19.0,2.0,15.0,1.0,568.0,34.0,10.0,,19.0,11.0,12.0,0.0
2128430,15.0,2020-12-26 12:30:00,1,Man Utd,Away,231.0,12.0,,4.0,4.0,,2.0,124.0,5.0,1.0,3.0,3.0,4.0,17.0,351.0,,1.0,16.0,12.0,10.0,5.0,2.0,,,,,,,1.0,,,7.0,,,,,2.0,10.0,6.0,5.0,8.0,1.0,,56.0,67.0,5.0,3.0,2.0,1.0,22.0,1.0,10.0,1.0,,3.0,2.0,,11.0,,55.0,51.0,1.0,17.0,12.0,,,35.0,43.0,17.0,10.0,,,2.0,2.0,,143.0,2.0,,2.0,2.0,,,5.0,,,2.0,,,,,1.0,12.0,,9.0,9.0,1.0,,3.0,123.0,48.0,33.0,5.0,2.0,4.0,5.0,4.0,422.0,,,2.0,4.0,1.0,47.0,41.0,14.0,,,,,143.0,143.0,5.0,33.0,26.0,45.6,,2.0,,,22.0,0.0,,,,117.0,1.0,,1.0,1.0,,4.0,1.0,,3.0,14.0,51.0,334.0,10.0,9.0,264.0,24.0,17.0,17.0,,7.0,7.0,,85.0,1.0,182.0,,1.0,9.0,5.0,33.0,4.0,439.0,,0.0,9.0,20.0,2.0,24.0,1.0,623.0,16.0,19.0,,11.0,,11.0,0.0
2128441,16.0,2020-12-29 20:00:00,1,Man Utd,Home,199.0,24.0,1.0,4.0,3.0,1.0,,339.0,5.0,,5.0,,8.0,30.0,534.0,,,18.0,9.0,13.0,7.0,1.0,1.0,,,,,,,,,10.0,,,,,,8.0,7.0,2.0,6.0,5.0,,90.0,68.0,2.0,3.0,,1.0,18.0,3.0,7.0,,2.0,9.0,7.0,,7.0,2.0,43.0,46.0,1.0,5.0,3.0,,1.0,34.0,71.0,11.0,7.0,,,3.0,1.0,,200.0,1.0,,,1.0,,,5.0,,,1.0,,,,,,3.0,,15.0,15.0,,,5.0,171.0,67.0,55.0,2.0,1.0,4.0,5.0,3.0,596.0,,,2.0,5.0,,165.0,80.0,40.0,,,,,130.0,130.0,5.0,24.0,34.0,58.2,,,,,18.0,0.0,,,,150.0,3.0,2.0,5.0,,,5.0,,,3.0,23.0,202.0,520.0,10.0,9.0,210.0,45.0,5.0,20.0,1.0,18.0,17.0,,255.0,5.0,419.0,,,2.0,9.0,44.0,4.0,611.0,,0.0,11.0,15.0,,19.0,1.0,787.0,31.0,13.0,,11.0,2.0,4.0,0.0
2128451,17.0,2021-01-01 20:00:00,1,Man Utd,Home,156.0,19.0,2.0,3.0,1.0,2.0,,184.0,6.0,,1.0,3.0,,27.0,337.0,,,10.0,15.0,22.0,12.0,2.0,5.0,,,,,,,,,13.0,1.0,,,,,11.0,12.0,3.0,12.0,7.0,,54.0,62.0,2.0,1.0,2.0,,21.0,5.0,10.0,1.0,5.0,9.0,3.0,,11.0,3.0,65.0,51.0,,25.0,13.0,,,34.0,41.0,22.0,9.0,1.0,,1.0,,,162.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,13.0,1.0,15.0,15.0,,,1.0,91.0,58.0,36.0,10.0,1.0,4.0,11.0,9.0,387.0,,,4.0,2.0,,69.0,53.0,30.0,,,,1.0,119.0,119.0,6.0,34.0,21.0,48.4,,,,1.0,21.0,0.0,,,,100.0,3.0,1.0,4.0,,,5.0,1.0,,3.0,21.0,109.0,320.0,9.0,15.0,174.0,29.0,25.0,16.0,5.0,17.0,12.0,,141.0,4.0,250.0,,,7.0,,40.0,1.0,407.0,,0.0,19.0,11.0,,14.0,4.0,588.0,40.0,10.0,,9.0,5.0,6.0,0.0
2128458,18.0,2021-01-20 20:15:00,1,Man Utd,Away,222.0,23.0,2.0,5.0,3.0,2.0,,329.0,3.0,1.0,6.0,3.0,6.0,34.0,546.0,,,30.0,11.0,10.0,8.0,1.0,3.0,,,1.0,,1.0,,,,11.0,,,,1.0,,6.0,8.0,4.0,10.0,5.0,,102.0,62.0,2.0,2.0,1.0,,18.0,4.0,11.0,,8.0,17.0,4.0,,9.0,1.0,44.0,44.0,,15.0,9.0,,1.0,,63.0,10.0,6.0,1.0,,1.0,1.0,1.0,183.0,,,,,,,7.0,,,2.0,,,,,,9.0,1.0,11.0,11.0,1.0,,7.0,172.0,73.0,56.0,2.0,1.0,4.0,5.0,5.0,620.0,,,3.0,3.0,,113.0,126.0,39.0,,,,,148.0,148.0,4.0,25.0,26.0,61.6,1.0,,3.0,,18.0,0.0,,,,179.0,3.0,1.0,4.0,,,6.0,,,3.0,,154.0,535.0,7.0,9.0,244.0,43.0,15.0,13.0,6.0,28.0,22.0,,203.0,3.0,420.0,,1.0,12.0,6.0,61.0,2.0,636.0,,0.0,15.0,18.0,1.0,32.0,1.0,841.0,26.0,15.0,,10.0,8.0,11.0,0.0
2128471,19.0,2021-01-17 16:30:00,1,Man Utd,Away,165.0,23.0,2.0,4.0,2.0,,1.0,91.0,9.0,,6.0,4.0,4.0,23.0,252.0,1.0,,18.0,5.0,13.0,3.0,2.0,2.0,,,1.0,,2.0,,,,4.0,,,,,,3.0,9.0,8.0,5.0,3.0,,54.0,63.0,1.0,2.0,,1.0,14.0,3.0,15.0,,3.0,5.0,2.0,,12.0,1.0,42.0,61.0,1.0,33.0,13.0,,,25.0,35.0,6.0,15.0,,1.0,2.0,1.0,2.0,144.0,,,,,,,10.0,,,,,,,,,13.0,,8.0,8.0,1.0,,6.0,79.0,50.0,23.0,7.0,,,5.0,4.0,320.0,,,8.0,1.0,,51.0,22.0,22.0,,,,,137.0,137.0,4.0,35.0,17.0,34.3,,,,,14.0,0.0,,,,67.0,2.0,1.0,3.0,,,1.0,1.0,,2.0,8.0,42.0,234.0,4.0,5.0,191.0,44.0,33.0,17.0,3.0,11.0,8.0,,83.0,3.0,164.0,,,19.0,4.0,53.0,8.0,344.0,2.0,0.0,8.0,20.0,1.0,21.0,1.0,549.0,18.0,9.0,,13.0,3.0,10.0,0.0
2128479,20.0,2021-01-27 20:15:00,1,Man Utd,Home,317.0,30.0,3.0,4.0,1.0,,,398.0,2.0,1.0,2.0,1.0,10.0,64.0,711.0,,,23.0,5.0,23.0,8.0,1.0,4.0,,,,1.0,2.0,,,,10.0,,,,,,7.0,5.0,,10.0,6.0,,108.0,59.0,1.0,1.0,,1.0,17.0,7.0,3.0,,7.0,8.0,9.0,1.0,7.0,1.0,33.0,72.0,1.0,8.0,6.0,,,30.0,81.0,10.0,12.0,,,2.0,,2.0,206.0,1.0,1.0,1.0,,1.0,,2.0,,,,,,,,,6.0,1.0,4.0,4.0,,,2.0,247.0,76.0,57.0,2.0,,3.0,7.0,4.0,782.0,,,1.0,2.0,,153.0,114.0,42.0,,,,,143.0,143.0,4.0,29.0,24.0,75.8,,,,,17.0,0.0,,,,242.0,1.0,,1.0,,,5.0,,,3.0,12.0,195.0,690.0,8.0,10.0,336.0,42.0,8.0,25.0,6.0,23.0,17.0,,251.0,1.0,490.0,,1.0,6.0,10.0,80.0,,803.0,,0.0,16.0,21.0,,23.0,1.0,986.0,28.0,15.0,,17.0,7.0,11.0,0.0
2128486,21.0,2021-01-30 17:30:00,1,Man Utd,Away,219.0,21.0,1.0,6.0,5.0,2.0,,273.0,10.0,,3.0,3.0,6.0,21.0,486.0,,,25.0,10.0,12.0,9.0,1.0,3.0,,,,,1.0,,,,10.0,,,,,,12.0,8.0,9.0,8.0,6.0,,89.0,55.0,2.0,2.0,,,21.0,3.0,6.0,,7.0,9.0,9.0,,6.0,1.0,45.0,37.0,,13.0,7.0,,,32.0,54.0,16.0,9.0,,,1.0,,1.0,152.0,,,,,,,11.0,,,,,,,,,7.0,,16.0,16.0,,,3.0,157.0,45.0,32.0,4.0,,8.0,2.0,3.0,545.0,,,6.0,2.0,,86.0,76.0,34.0,,,,,126.0,126.0,7.0,20.0,25.0,56.7,,,,,21.0,0.0,,,,168.0,2.0,1.0,3.0,1.0,,8.0,,,2.0,18.0,116.0,468.0,6.0,10.0,248.0,31.0,13.0,13.0,6.0,24.0,18.0,,150.0,4.0,342.0,,,13.0,7.0,40.0,2.0,566.0,,0.0,14.0,10.0,,25.0,3.0,748.0,31.0,11.0,,6.0,7.0,4.0,0.0
2128500,22.0,2021-02-02 20:15:00,1,Man Utd,Home,132.0,20.0,1.0,4.0,3.0,1.0,,424.0,3.0,,1.0,3.0,8.0,26.0,552.0,,1.0,17.0,8.0,12.0,12.0,1.0,2.0,,,,,1.0,,,1.0,20.0,1.0,,,,,5.0,1.0,2.0,14.0,10.0,,80.0,52.0,6.0,1.0,7.0,,13.0,5.0,3.0,2.0,5.0,14.0,4.0,1.0,12.0,,40.0,38.0,,4.0,3.0,,,28.0,58.0,11.0,6.0,1.0,,3.0,,1.0,168.0,5.0,,5.0,5.0,,,3.0,,,7.0,,,,,1.0,3.0,,8.0,8.0,1.0,,1.0,198.0,56.0,42.0,3.0,3.0,5.0,13.0,14.0,616.0,,,,1.0,,133.0,86.0,47.0,,,,1.0,128.0,128.0,10.0,17.0,24.0,74.6,,,,1.0,13.0,0.0,,,,180.0,,1.0,1.0,1.0,,5.0,1.0,,3.0,12.0,266.0,542.0,7.0,18.0,144.0,33.0,4.0,15.0,4.0,22.0,18.0,,308.0,3.0,504.0,,,7.0,8.0,38.0,3.0,626.0,,0.0,24.0,13.0,1.0,18.0,2.0,784.0,55.0,11.0,,7.0,5.0,10.0,0.0
2128511,23.0,2021-02-06 20:00:00,1,Man Utd,Home,253.0,14.0,2.0,5.0,3.0,1.0,1.0,337.0,7.0,,3.0,2.0,12.0,25.0,585.0,,1.0,14.0,11.0,11.0,6.0,2.0,2.0,,,1.0,,1.0,,,,10.0,,,,,1.0,9.0,5.0,1.0,9.0,5.0,,97.0,47.0,3.0,2.0,1.0,2.0,22.0,3.0,5.0,,5.0,3.0,11.0,,10.0,,46.0,45.0,2.0,9.0,6.0,1.0,1.0,30.0,48.0,14.0,9.0,1.0,,4.0,3.0,1.0,182.0,3.0,1.0,2.0,2.0,1.0,,8.0,,,2.0,1.0,,,,,6.0,,8.0,8.0,,,3.0,191.0,68.0,51.0,1.0,2.0,5.0,6.0,5.0,631.0,,,,4.0,,116.0,84.0,28.0,,,,,114.0,114.0,5.0,18.0,20.0,62.0,,2.0,,,22.0,0.0,,,,183.0,,,,1.0,,6.0,,,2.0,15.0,145.0,567.0,12.0,11.0,265.0,22.0,9.0,17.0,5.0,22.0,17.0,,177.0,3.0,410.0,1.0,,9.0,13.0,38.0,,653.0,,0.0,14.0,14.0,1.0,14.0,2.0,820.0,22.0,9.0,,11.0,5.0,7.0,0.0
2128524,24.0,2021-02-14 14:00:00,1,Man Utd,Away,223.0,15.0,3.0,6.0,3.0,3.0,,392.0,8.0,1.0,2.0,,7.0,28.0,609.0,,,26.0,14.0,20.0,7.0,1.0,3.0,,,,,,,,,7.0,,,,,,5.0,6.0,1.0,6.0,4.0,,93.0,47.0,,,,1.0,26.0,3.0,6.0,1.0,5.0,14.0,6.0,,5.0,1.0,42.0,52.0,1.0,9.0,4.0,,1.0,28.0,73.0,10.0,12.0,,,4.0,1.0,,202.0,1.0,,1.0,1.0,,,8.0,,,1.0,,,,,,4.0,1.0,2.0,2.0,,,2.0,183.0,56.0,42.0,4.0,1.0,,9.0,7.0,684.0,,,,1.0,,106.0,108.0,48.0,,,,,153.0,153.0,4.0,19.0,22.0,73.1,,,1.0,,26.0,0.0,,,,229.0,2.0,,2.0,1.0,,,,,2.0,13.0,224.0,587.0,9.0,9.0,252.0,39.0,9.0,19.0,5.0,26.0,21.0,,280.0,6.0,481.0,,1.0,7.0,9.0,48.0,3.0,707.0,1.0,0.0,10.0,10.0,,28.0,0.0,873.0,38.0,15.0,,10.0,5.0,7.0,0.0
2128532,25.0,2021-02-21 19:00:00,1,Man Utd,Home,294.0,16.0,5.0,5.0,,1.0,,311.0,4.0,1.0,6.0,,15.0,20.0,600.0,,,16.0,9.0,18.0,9.0,3.0,3.0,,,,,,,,,11.0,1.0,,,,,6.0,3.0,7.0,9.0,6.0,,119.0,59.0,1.0,,2.0,,22.0,4.0,8.0,,6.0,5.0,4.0,,13.0,4.0,42.0,52.0,,12.0,7.0,,1.0,26.0,68.0,9.0,11.0,,,3.0,1.0,,186.0,2.0,,,2.0,,,5.0,,,2.0,,,,,,7.0,,5.0,5.0,,,7.0,186.0,68.0,47.0,4.0,3.0,4.0,10.0,7.0,675.0,,,1.0,2.0,,137.0,65.0,27.0,,,,1.0,134.0,134.0,3.0,29.0,20.0,71.6,,,,1.0,22.0,0.0,,,,201.0,1.0,4.0,5.0,,,4.0,2.0,,3.0,15.0,160.0,585.0,6.0,14.0,325.0,26.0,12.0,15.0,6.0,16.0,10.0,,197.0,3.0,383.0,,1.0,10.0,17.0,42.0,2.0,692.0,,0.0,15.0,11.0,1.0,16.0,1.0,861.0,26.0,10.0,,12.0,6.0,6.0,0.0
2128536,26.0,2021-02-28 16:30:00,1,Man Utd,Away,201.0,18.0,,,,1.0,,163.0,10.0,,7.0,,10.0,22.0,364.0,,,25.0,6.0,6.0,9.0,,,,,,1.0,1.0,,,,9.0,,,,,1.0,8.0,8.0,10.0,2.0,9.0,,76.0,53.0,,,,,9.0,5.0,16.0,1.0,4.0,4.0,4.0,,14.0,2.0,58.0,37.0,,17.0,8.0,,1.0,30.0,39.0,12.0,11.0,,,2.0,1.0,1.0,128.0,,,,,,,10.0,,,,,,,,,8.0,,6.0,6.0,1.0,,7.0,123.0,31.0,18.0,3.0,,2.0,7.0,4.0,422.0,,,5.0,2.0,,59.0,52.0,20.0,,,,,137.0,137.0,11.0,17.0,17.0,42.5,,,,,22.0,0.0,,,,116.0,2.0,4.0,6.0,2.0,,2.0,,,1.0,18.0,102.0,344.0,9.0,9.0,226.0,31.0,17.0,16.0,4.0,13.0,9.0,,139.0,2.0,230.0,,,8.0,11.0,39.0,3.0,443.0,1.0,0.0,11.0,14.0,1.0,26.0,2.0,634.0,10.0,15.0,,6.0,4.0,5.0,0.0
2128551,27.0,2021-03-07 16:30:00,1,Man Utd,Away,205.0,22.0,,,,,,88.0,11.0,1.0,5.0,2.0,1.0,17.0,293.0,,,11.0,10.0,3.0,4.0,,,,,,,,,,,7.0,1.0,,,,,3.0,13.0,10.0,7.0,1.0,,50.0,62.0,1.0,2.0,1.0,,22.0,2.0,12.0,,2.0,,1.0,1.0,9.0,1.0,49.0,36.0,,20.0,9.0,,1.0,25.0,25.0,12.0,9.0,,,1.0,1.0,,136.0,1.0,,1.0,1.0,,,17.0,,,1.0,1.0,,,,2.0,9.0,,17.0,17.0,4.0,,5.0,95.0,39.0,19.0,6.0,1.0,,5.0,6.0,350.0,,,7.0,1.0,,34.0,36.0,10.0,,,,1.0,117.0,117.0,4.0,33.0,17.0,34.1,,,,,22.0,0.0,,,,93.0,2.0,4.0,6.0,,,,,,3.0,13.0,52.0,276.0,6.0,5.0,243.0,41.0,20.0,19.0,2.0,4.0,2.0,,79.0,2.0,135.0,1.0,1.0,9.0,1.0,40.0,1.0,374.0,,0.0,8.0,13.0,,11.0,3.0,547.0,15.0,13.0,,11.0,2.0,8.0,0.0
2128562,28.0,2021-03-14 19:15:00,1,Man Utd,Home,221.0,24.0,1.0,2.0,1.0,,,398.0,7.0,1.0,3.0,1.0,3.0,18.0,617.0,1.0,,11.0,18.0,10.0,14.0,1.0,1.0,1.0,,,,,,,,14.0,,,1.0,,,6.0,6.0,1.0,9.0,6.0,,104.0,57.0,2.0,2.0,,1.0,8.0,7.0,7.0,,6.0,7.0,4.0,,6.0,,50.0,33.0,1.0,14.0,6.0,,,26.0,63.0,12.0,2.0,,,,,,191.0,,,,,,,10.0,,,,1.0,,,,,6.0,2.0,12.0,12.0,3.0,,3.0,191.0,60.0,42.0,3.0,,4.0,11.0,4.0,669.0,,,3.0,3.0,,107.0,92.0,32.0,,,,,111.0,111.0,3.0,27.0,24.0,61.8,1.0,,,1.0,8.0,0.0,,,,198.0,,,,,1.0,4.0,,,,7.0,241.0,606.0,4.0,15.0,241.0,35.0,14.0,15.0,6.0,17.0,11.0,1.0,273.0,,460.0,1.0,1.0,10.0,4.0,38.0,,684.0,3.0,0.0,15.0,13.0,,11.0,4.0,843.0,31.0,13.0,,8.0,6.0,8.0,0.0
2128568,29.0,2021-03-03 20:15:00,1,Man Utd,Away,235.0,27.0,2.0,9.0,7.0,2.0,,292.0,5.0,1.0,4.0,2.0,3.0,45.0,518.0,1.0,,27.0,14.0,18.0,9.0,1.0,2.0,,,,,,,,,9.0,,,,,,10.0,5.0,3.0,6.0,5.0,,88.0,51.0,,,,4.0,15.0,4.0,10.0,,6.0,11.0,8.0,,6.0,,56.0,39.0,4.0,11.0,5.0,,2.0,25.0,79.0,13.0,4.0,,,,,,177.0,,,,,,,5.0,,,,1.0,,,,,5.0,,10.0,10.0,1.0,,4.0,172.0,64.0,46.0,4.0,,6.0,4.0,1.0,589.0,,,3.0,3.0,,102.0,70.0,37.0,,,,,140.0,140.0,1.0,20.0,25.0,63.0,,,,,15.0,0.0,,,,163.0,2.0,,2.0,,,6.0,1.0,,2.0,14.0,155.0,507.0,6.0,10.0,256.0,53.0,11.0,24.0,6.0,25.0,19.0,,195.0,3.0,369.0,1.0,1.0,6.0,3.0,62.0,2.0,600.0,2.0,0.0,11.0,6.0,,29.0,0.0,781.0,24.0,16.0,,11.0,6.0,4.0,0.0
2128582,30.0,2021-04-04 19:30:00,1,Man Utd,Home,185.0,23.0,1.0,4.0,3.0,,,329.0,4.0,,4.0,2.0,3.0,20.0,510.0,,,16.0,7.0,18.0,9.0,2.0,1.0,,,,,,,,,13.0,,,,1.0,1.0,7.0,5.0,,9.0,6.0,,82.0,65.0,4.0,2.0,2.0,2.0,23.0,2.0,8.0,,5.0,11.0,5.0,,11.0,1.0,48.0,50.0,2.0,17.0,8.0,,,30.0,97.0,14.0,7.0,,,,,,183.0,2.0,,1.0,2.0,,,5.0,,,2.0,1.0,,,,1.0,8.0,1.0,13.0,13.0,3.0,,4.0,170.0,62.0,41.0,6.0,2.0,5.0,8.0,7.0,588.0,,,2.0,1.0,,91.0,75.0,39.0,,,,,148.0,148.0,7.0,22.0,32.0,57.7,1.0,,3.0,1.0,23.0,0.0,,,,169.0,2.0,,2.0,1.0,,6.0,,,3.0,18.0,190.0,498.0,11.0,13.0,213.0,48.0,17.0,21.0,5.0,21.0,16.0,,241.0,1.0,412.0,2.0,,7.0,4.0,39.0,,604.0,,0.0,15.0,13.0,,17.0,2.0,792.0,32.0,15.0,,12.0,5.0,7.0,0.0
2128593,31.0,2021-04-11 16:30:00,1,Man Utd,Away,180.0,14.0,1.0,5.0,4.0,1.0,,247.0,7.0,3.0,2.0,2.0,8.0,23.0,422.0,,1.0,18.0,7.0,17.0,7.0,1.0,1.0,,,,,,,,,11.0,,,,,,7.0,9.0,3.0,9.0,3.0,,65.0,63.0,2.0,1.0,2.0,3.0,27.0,3.0,10.0,1.0,5.0,11.0,6.0,,14.0,,53.0,61.0,3.0,16.0,12.0,1.0,,35.0,60.0,15.0,11.0,1.0,,1.0,,,164.0,2.0,,2.0,2.0,,,8.0,,,3.0,1.0,,,,,12.0,,14.0,14.0,,,2.0,140.0,61.0,40.0,7.0,1.0,2.0,8.0,7.0,477.0,,,3.0,1.0,,97.0,67.0,32.0,,,,,140.0,140.0,5.0,26.0,28.0,53.2,,,3.0,,27.0,0.0,,,,134.0,2.0,,2.0,,,2.0,1.0,,2.0,17.0,120.0,400.0,13.0,10.0,200.0,31.0,16.0,21.0,5.0,22.0,17.0,,154.0,6.0,325.0,1.0,3.0,9.0,9.0,50.0,1.0,503.0,,0.0,12.0,19.0,1.0,19.0,5.0,715.0,26.0,18.0,,14.0,5.0,11.0,0.0
