matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2292916,11,2022-10-16 14:00:00,1,Man Utd,Home,196.0,23.0,1.0,5.0,4.0,,,224.0,6.0,,7.0,1.0,5.0,23.0,415.0,1.0,1.0,13.0,13.0,7.0,12.0,,,,1.0,,1.0,,,,,,14.0,,,,,,7.0,6.0,3.0,7.0,8.0,79.0,61.0,2.0,2.0,,,22.0,5.0,,,1.0,4.0,5.0,11.0,,7.0,,38.0,39.0,,9.0,5.0,,,29.0,60.0,13.0,11.0,,,2.0,,1.0,164.0,,,,,,,8.0,,,1.0,5.0,,10.0,10.0,1.0,7.0,116.0,55.0,28.0,4.0,,6.0,6.0,2.0,492.0,2.0,,,64.0,47.0,29.0,,,,,,142.0,142.0,1.0,29.0,23.0,63.0,,,,,22.0,0.0,153.0,1.0,1.0,2.0,1.0,,8.0,,,1.0,16.0,140.0,399.0,9.0,12.0,234.0,48.0,9.0,10.0,4.0,20.0,16.0,,181.0,4.0,298.0,,,14.0,5.0,57.0,2.0,512.0,2.0,0.0,15.0,18.0,3.0,14.0,3.0,676.0,29.0,14.0,4.0,4.0,11.0,0.0
2292928,12,2022-10-19 20:15:00,1,Man Utd,Home,186.0,29.0,3.0,5.0,3.0,1.0,,317.0,6.0,1.0,3.0,3.0,14.0,38.0,498.0,,2.0,14.0,7.0,11.0,20.0,4.0,5.0,,,1.0,1.0,,,,,,22.0,,,1.0,,,4.0,7.0,2.0,13.0,15.0,129.0,63.0,2.0,2.0,,1.0,23.0,9.0,8.0,,,8.0,4.0,5.0,,6.0,,32.0,44.0,1.0,15.0,9.0,,,30.0,54.0,7.0,7.0,,,2.0,,1.0,151.0,1.0,,1.0,1.0,,,6.0,2.0,,,9.0,1.0,7.0,7.0,1.0,3.0,145.0,57.0,28.0,3.0,2.0,9.0,16.0,10.0,564.0,2.0,,,110.0,78.0,23.0,,,,,,125.0,125.0,6.0,26.0,26.0,51.9,1.0,,,,23.0,0.0,158.0,2.0,,2.0,,,9.0,,,3.0,13.0,187.0,480.0,13.0,25.0,205.0,48.0,15.0,13.0,4.0,12.0,9.0,,224.0,2.0,390.0,,1.0,12.0,15.0,65.0,4.0,583.0,,0.0,28.0,17.0,3.0,16.0,1.0,765.0,30.0,17.0,9.0,8.0,12.0,0.0
2292931,13,2022-10-22 17:30:00,1,Man Utd,Away,181.0,14.0,,4.0,4.0,,1.0,183.0,6.0,,4.0,3.0,4.0,29.0,360.0,,,22.0,14.0,16.0,11.0,,,1.0,,,1.0,,,,,1.0,12.0,,,,,,7.0,4.0,2.0,6.0,7.0,93.0,55.0,1.0,1.0,,1.0,7.0,1.0,7.0,,,4.0,2.0,5.0,,3.0,,41.0,48.0,1.0,16.0,8.0,,,22.0,53.0,10.0,8.0,,,1.0,1.0,1.0,166.0,1.0,,1.0,1.0,,,8.0,1.0,,,8.0,,12.0,12.0,2.0,4.0,100.0,57.0,33.0,6.0,1.0,6.0,6.0,6.0,443.0,1.0,1.0,,72.0,62.0,22.0,1.0,1.0,1.0,,,141.0,141.0,5.0,27.0,19.0,52.1,,,1.0,,14.0,0.0,105.0,,1.0,1.0,1.0,1.0,6.0,,,4.0,8.0,94.0,344.0,7.0,12.0,217.0,32.0,16.0,13.0,1.0,9.0,8.0,1.0,136.0,2.0,256.0,,,9.0,6.0,53.0,3.0,464.0,,0.0,13.0,18.0,,25.0,4.0,632.0,22.0,15.0,6.0,4.0,8.0,0.0
2292948,14,2022-10-30 16:15:00,1,Man Utd,Home,206.0,20.0,1.0,6.0,5.0,,1.0,205.0,7.0,1.0,,2.0,3.0,21.0,405.0,,1.0,11.0,14.0,16.0,12.0,1.0,1.0,,,,,,,,,,14.0,,,,1.0,1.0,4.0,4.0,9.0,11.0,5.0,78.0,58.0,3.0,2.0,1.0,2.0,15.0,6.0,4.0,1.0,,5.0,4.0,9.0,,8.0,3.0,43.0,50.0,2.0,32.0,23.0,,,18.0,54.0,12.0,10.0,,,3.0,2.0,,147.0,1.0,,1.0,1.0,,,8.0,1.0,,,23.0,1.0,7.0,7.0,2.0,,133.0,56.0,30.0,10.0,1.0,6.0,8.0,3.0,468.0,7.0,1.0,,77.0,29.0,32.0,,,,,,123.0,123.0,5.0,30.0,20.0,53.0,1.0,,,1.0,15.0,0.0,132.0,2.0,3.0,4.0,1.0,,7.0,,,2.0,12.0,114.0,386.0,7.0,14.0,227.0,52.0,32.0,11.0,3.0,18.0,15.0,,157.0,2.0,281.0,,1.0,9.0,3.0,49.0,1.0,490.0,1.0,0.0,16.0,18.0,2.0,12.0,1.0,671.0,24.0,10.0,6.0,5.0,15.0,0.0
2292950,15,2022-11-06 14:00:00,1,Man Utd,Away,200.0,33.0,1.0,4.0,3.0,,,267.0,8.0,,5.0,1.0,2.0,40.0,463.0,,1.0,22.0,8.0,8.0,4.0,,,,,,1.0,,,,,,7.0,,,,,,6.0,3.0,3.0,4.0,4.0,85.0,41.0,,1.0,,,8.0,3.0,4.0,,1.0,5.0,8.0,10.0,,7.0,,40.0,34.0,,5.0,1.0,,,29.0,75.0,12.0,3.0,,,1.0,,1.0,142.0,,,,,,,8.0,,2.0,,1.0,,9.0,9.0,1.0,5.0,157.0,55.0,38.0,3.0,,1.0,3.0,3.0,526.0,,,,103.0,52.0,33.0,,,,,,130.0,130.0,4.0,9.0,23.0,58.2,,,,,22.0,0.0,159.0,,1.0,1.0,1.0,,2.0,1.0,,3.0,13.0,146.0,447.0,8.0,4.0,220.0,63.0,5.0,17.0,5.0,23.0,18.0,,191.0,1.0,346.0,2.0,,2.0,2.0,58.0,3.0,543.0,,0.0,8.0,15.0,2.0,22.0,3.0,695.0,29.0,12.0,8.0,5.0,10.0,0.0
2292962,16,2022-11-13 16:30:00,1,Man Utd,Away,215.0,29.0,,5.0,5.0,2.0,,134.0,7.0,1.0,4.0,1.0,4.0,26.0,344.0,,3.0,14.0,11.0,17.0,10.0,,,2.0,,,,,1.0,,,,14.0,,,,,,4.0,10.0,4.0,10.0,4.0,55.0,64.0,6.0,5.0,2.0,1.0,12.0,2.0,4.0,,,3.0,5.0,7.0,,6.0,4.0,42.0,38.0,1.0,37.0,19.0,,,18.0,45.0,10.0,8.0,,1.0,,,,163.0,1.0,,1.0,1.0,,1.0,7.0,2.0,1.0,1.0,19.0,,8.0,8.0,3.0,5.0,106.0,54.0,24.0,10.0,1.0,3.0,8.0,9.0,412.0,2.0,,,57.0,35.0,24.0,,,,,,136.0,136.0,2.0,38.0,18.0,47.3,,,,,18.0,0.0,109.0,5.0,1.0,6.0,1.0,2.0,3.0,,,2.0,14.0,75.0,324.0,12.0,11.0,251.0,53.0,37.0,13.0,1.0,13.0,12.0,2.0,108.0,3.0,195.0,1.0,1.0,12.0,4.0,54.0,2.0,433.0,,0.0,14.0,12.0,7.0,15.0,1.0,621.0,25.0,16.0,1.0,3.0,7.0,0.0
2292978,17,2022-12-27 20:00:00,1,Man Utd,Home,236.0,21.0,1.0,2.0,1.0,,,315.0,5.0,,5.0,2.0,7.0,28.0,549.0,,2.0,14.0,6.0,7.0,9.0,1.0,4.0,2.0,,,,,1.0,,,2.0,13.0,,,,,,8.0,5.0,3.0,12.0,5.0,96.0,61.0,3.0,2.0,1.0,5.0,10.0,6.0,11.0,,,9.0,6.0,2.0,,5.0,1.0,47.0,31.0,5.0,20.0,15.0,,,17.0,67.0,13.0,4.0,1.0,,1.0,,,193.0,3.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,,,15.0,1.0,14.0,14.0,1.0,5.0,184.0,62.0,48.0,9.0,1.0,2.0,11.0,8.0,618.0,2.0,1.0,,96.0,70.0,39.0,,,,,,132.0,132.0,7.0,33.0,16.0,65.8,,,,,20.0,0.0,158.0,2.0,1.0,3.0,,2.0,3.0,2.0,1.0,5.0,6.0,162.0,536.0,10.0,13.0,257.0,40.0,20.0,15.0,8.0,16.0,8.0,3.0,207.0,2.0,390.0,,,9.0,7.0,46.0,1.0,631.0,1.0,0.0,17.0,17.0,3.0,15.0,3.0,811.0,39.0,16.0,3.0,9.0,9.0,0.0
2292989,18,2022-12-31 12:30:00,1,Man Utd,Away,177.0,18.0,1.0,4.0,3.0,,1.0,220.0,2.0,,5.0,,5.0,23.0,393.0,,1.0,17.0,7.0,10.0,7.0,1.0,2.0,1.0,1.0,,1.0,,,,,,13.0,,,,,,5.0,8.0,2.0,11.0,5.0,78.0,68.0,1.0,3.0,,1.0,5.0,5.0,13.0,,1.0,5.0,2.0,7.0,,4.0,1.0,46.0,42.0,1.0,21.0,12.0,,,25.0,53.0,11.0,11.0,,,2.0,1.0,1.0,169.0,1.0,,1.0,1.0,,,2.0,1.0,,1.0,12.0,,15.0,15.0,1.0,5.0,121.0,62.0,39.0,7.0,,1.0,8.0,6.0,469.0,6.0,,,91.0,63.0,27.0,,,,,,136.0,136.0,9.0,27.0,27.0,54.3,,,,,14.0,0.0,116.0,2.0,1.0,3.0,1.0,1.0,5.0,1.0,1.0,5.0,13.0,130.0,382.0,5.0,9.0,197.0,46.0,21.0,16.0,3.0,13.0,10.0,1.0,179.0,3.0,300.0,,,4.0,6.0,50.0,2.0,484.0,1.0,0.0,16.0,17.0,4.0,18.0,3.0,672.0,39.0,17.0,4.0,5.0,5.0,0.0
2292998,19,2023-01-03 20:00:00,1,Man Utd,Home,249.0,30.0,,3.0,3.0,,1.0,249.0,2.0,1.0,3.0,,5.0,35.0,495.0,,,11.0,9.0,6.0,12.0,,,,,,2.0,,,,,,15.0,,,,1.0,1.0,10.0,6.0,1.0,10.0,8.0,98.0,66.0,4.0,1.0,3.0,,9.0,6.0,5.0,,,6.0,3.0,10.0,1.0,12.0,4.0,45.0,26.0,,11.0,5.0,,1.0,19.0,58.0,13.0,7.0,,,3.0,1.0,2.0,173.0,3.0,1.0,3.0,2.0,1.0,,3.0,2.0,,,5.0,1.0,10.0,10.0,,3.0,157.0,75.0,57.0,5.0,2.0,6.0,9.0,6.0,567.0,1.0,1.0,,110.0,44.0,28.0,,,,,,129.0,129.0,9.0,27.0,27.0,58.5,1.0,,,,27.0,0.0,151.0,4.0,,4.0,,,6.0,,,5.0,13.0,122.0,485.0,9.0,15.0,269.0,46.0,11.0,10.0,4.0,18.0,14.0,,169.0,3.0,328.0,,1.0,4.0,5.0,53.0,,579.0,,0.0,18.0,9.0,,14.0,0.0,731.0,37.0,8.0,4.0,6.0,6.0,0.0
2293005,20,2023-01-14 12:30:00,1,Man Utd,Home,157.0,16.0,,,,1.0,,73.0,2.0,,4.0,2.0,3.0,26.0,230.0,,2.0,12.0,10.0,9.0,6.0,,,1.0,,,,,,,,1.0,8.0,,,,,,10.0,3.0,2.0,6.0,2.0,55.0,54.0,4.0,2.0,2.0,3.0,5.0,3.0,6.0,,1.0,1.0,,4.0,,5.0,,37.0,38.0,3.0,26.0,17.0,,,14.0,31.0,15.0,5.0,,,,,,128.0,2.0,,2.0,2.0,,,2.0,2.0,,,17.0,,6.0,6.0,1.0,4.0,66.0,50.0,20.0,2.0,2.0,1.0,7.0,4.0,295.0,2.0,2.0,,39.0,17.0,11.0,,,,,,107.0,107.0,2.0,36.0,8.0,29.4,,,3.0,,12.0,0.0,61.0,,,,,1.0,1.0,,,5.0,8.0,44.0,221.0,5.0,8.0,191.0,37.0,26.0,10.0,,4.0,4.0,1.0,70.0,3.0,123.0,,,13.0,3.0,54.0,6.0,310.0,,0.0,8.0,15.0,4.0,14.0,3.0,444.0,15.0,7.0,9.0,1.0,8.0,0.0
2293011,21,2023-01-22 16:30:00,1,Man Utd,Away,177.0,11.0,,,,1.0,,130.0,5.0,,1.0,1.0,8.0,16.0,307.0,,1.0,16.0,11.0,16.0,2.0,,1.0,,,,,,,,,,5.0,,,,,,4.0,20.0,5.0,3.0,3.0,71.0,60.0,,,,2.0,10.0,2.0,11.0,,,4.0,1.0,4.0,1.0,11.0,2.0,52.0,52.0,2.0,36.0,16.0,,,22.0,39.0,9.0,8.0,,,1.0,,,150.0,1.0,,,1.0,,,6.0,1.0,,,16.0,,16.0,16.0,6.0,1.0,91.0,56.0,17.0,12.0,1.0,,3.0,4.0,377.0,13.0,1.0,,56.0,35.0,16.0,,,,,,142.0,142.0,6.0,28.0,23.0,42.8,,3.0,,2.0,17.0,0.0,84.0,2.0,,2.0,1.0,,,,,2.0,12.0,55.0,291.0,10.0,3.0,201.0,48.0,36.0,17.0,4.0,9.0,5.0,,82.0,6.0,204.0,,,8.0,8.0,52.0,4.0,396.0,,0.0,6.0,21.0,1.0,17.0,2.0,605.0,12.0,17.0,7.0,4.0,11.0,0.0
2293025,22,2023-02-04 15:00:00,1,Man Utd,Home,189.0,20.0,2.0,3.0,1.0,3.0,,230.0,2.0,,4.0,,2.0,19.0,416.0,1.0,,16.0,8.0,11.0,7.0,2.0,7.0,,,,,,,,,,6.0,1.0,,,,,9.0,9.0,1.0,10.0,4.0,89.0,53.0,,,2.0,,20.0,4.0,6.0,,2.0,5.0,7.0,4.0,,6.0,2.0,39.0,42.0,,16.0,6.0,,,16.0,60.0,9.0,8.0,,,3.0,2.0,,156.0,,,,,,,4.0,1.0,,,6.0,,5.0,5.0,,4.0,121.0,57.0,35.0,5.0,2.0,3.0,6.0,5.0,470.0,2.0,,,71.0,89.0,29.0,,,,,1.0,124.0,124.0,12.0,21.0,16.0,53.1,,,,1.0,29.0,0.0,121.0,1.0,1.0,2.0,3.0,,5.0,1.0,,4.0,5.0,143.0,405.0,20.0,9.0,202.0,33.0,16.0,12.0,4.0,17.0,13.0,,184.0,7.0,302.0,,,10.0,3.0,38.0,1.0,487.0,4.0,1.0,14.0,21.0,,20.0,1.0,669.0,32.0,18.0,2.0,5.0,12.0,0.0
2293034,23,2023-02-12 14:00:00,1,Man Utd,Away,303.0,20.0,1.0,2.0,1.0,1.0,,143.0,11.0,1.0,4.0,2.0,1.0,24.0,444.0,,,16.0,16.0,12.0,7.0,1.0,2.0,1.0,,,,,,,,,9.0,,1.0,,,,8.0,13.0,3.0,8.0,3.0,78.0,71.0,2.0,1.0,2.0,2.0,6.0,2.0,9.0,,3.0,3.0,,5.0,,8.0,3.0,61.0,61.0,2.0,17.0,7.0,,1.0,24.0,49.0,13.0,10.0,,,,,,163.0,2.0,,1.0,2.0,,,11.0,2.0,,,7.0,1.0,6.0,6.0,1.0,4.0,132.0,77.0,39.0,7.0,1.0,4.0,6.0,5.0,519.0,6.0,2.0,,41.0,57.0,17.0,,,,,,148.0,148.0,6.0,34.0,27.0,67.0,1.0,,,,19.0,0.0,171.0,4.0,2.0,6.0,1.0,1.0,4.0,1.0,1.0,4.0,11.0,70.0,421.0,6.0,10.0,344.0,54.0,17.0,24.0,3.0,8.0,5.0,1.0,106.0,4.0,208.0,,1.0,16.0,1.0,63.0,3.0,544.0,,0.0,11.0,30.0,,19.0,1.0,738.0,18.0,11.0,9.0,3.0,21.0,0.0
2293045,24,2023-02-19 14:00:00,1,Man Utd,Home,258.0,34.0,2.0,8.0,6.0,2.0,1.0,234.0,7.0,,3.0,3.0,5.0,28.0,484.0,,4.0,16.0,7.0,16.0,17.0,3.0,1.0,3.0,1.0,,1.0,,,,1.0,2.0,21.0,,1.0,,,3.0,3.0,11.0,8.0,19.0,7.0,88.0,75.0,6.0,4.0,3.0,1.0,9.0,9.0,8.0,,1.0,6.0,8.0,3.0,,10.0,3.0,50.0,68.0,1.0,22.0,7.0,,,26.0,68.0,9.0,8.0,2.0,,4.0,2.0,1.0,185.0,3.0,,3.0,3.0,,1.0,7.0,3.0,,,7.0,1.0,10.0,10.0,,3.0,137.0,75.0,47.0,6.0,,6.0,17.0,8.0,555.0,6.0,2.0,,52.0,69.0,29.0,,,,,,142.0,142.0,6.0,23.0,41.0,56.9,1.0,,,1.0,25.0,0.0,162.0,2.0,1.0,3.0,1.0,3.0,9.0,,1.0,5.0,17.0,116.0,469.0,9.0,23.0,277.0,61.0,22.0,37.0,5.0,18.0,13.0,4.0,153.0,7.0,313.0,,,7.0,5.0,53.0,,572.0,,0.0,26.0,23.0,4.0,17.0,0.0,796.0,39.0,15.0,21.0,6.0,16.0,0.0
2293056,25,2023-04-05 20:00:00,1,Man Utd,Home,225.0,28.0,2.0,1.0,,3.0,,304.0,6.0,1.0,3.0,1.0,7.0,39.0,528.0,1.0,1.0,12.0,17.0,23.0,12.0,1.0,4.0,,,,1.0,,,,,,12.0,,,,,1.0,7.0,4.0,2.0,8.0,10.0,122.0,51.0,1.0,,1.0,,5.0,7.0,10.0,,,12.0,7.0,4.0,,7.0,,54.0,61.0,,14.0,7.0,,,17.0,71.0,9.0,13.0,1.0,,1.0,,1.0,189.0,1.0,,1.0,,1.0,,9.0,,1.0,,7.0,,8.0,8.0,,3.0,152.0,64.0,40.0,3.0,,7.0,7.0,3.0,587.0,1.0,1.0,,82.0,75.0,39.0,,,,,,131.0,131.0,4.0,16.0,27.0,64.7,,,,,17.0,0.0,153.0,1.0,,1.0,,,8.0,,,4.0,9.0,178.0,505.0,5.0,14.0,247.0,61.0,14.0,21.0,8.0,18.0,11.0,,221.0,10.0,387.0,1.0,1.0,2.0,7.0,63.0,2.0,616.0,1.0,0.0,18.0,15.0,7.0,12.0,3.0,774.0,35.0,5.0,10.0,12.0,11.0,0.0
2293065,26,2023-03-05 16:30:00,1,Man Utd,Away,123.0,20.0,,2.0,2.0,1.0,1.0,102.0,9.0,,4.0,1.0,1.0,17.0,223.0,,3.0,18.0,9.0,12.0,7.0,1.0,,1.0,,,,,,,,,7.0,,,1.0,,1.0,7.0,15.0,3.0,6.0,2.0,48.0,57.0,2.0,2.0,,3.0,8.0,1.0,9.0,,,3.0,9.0,5.0,,4.0,,48.0,49.0,3.0,25.0,13.0,1.0,,16.0,39.0,14.0,12.0,,,3.0,4.0,,127.0,,,,,,,12.0,,1.0,1.0,13.0,1.0,9.0,9.0,2.0,4.0,61.0,50.0,23.0,4.0,,3.0,5.0,4.0,283.0,5.0,,,49.0,31.0,23.0,,,,,,143.0,143.0,4.0,22.0,27.0,40.4,1.0,,,,22.0,0.0,78.0,,1.0,1.0,,1.0,3.0,,,5.0,6.0,60.0,197.0,8.0,8.0,163.0,38.0,25.0,23.0,,18.0,18.0,1.0,86.0,4.0,169.0,1.0,,12.0,2.0,42.0,4.0,314.0,,0.0,8.0,15.0,4.0,21.0,3.0,504.0,16.0,12.0,10.0,3.0,10.0,0.0
2293076,27,2023-03-12 14:00:00,1,Man Utd,Home,177.0,28.0,2.0,4.0,2.0,1.0,1.0,131.0,2.0,,4.0,,,25.0,304.0,,1.0,25.0,6.0,11.0,6.0,3.0,3.0,,,,,,,,,,6.0,,,,,1.0,6.0,8.0,9.0,6.0,4.0,71.0,59.0,2.0,2.0,,3.0,11.0,3.0,8.0,,1.0,7.0,9.0,3.0,,7.0,2.0,41.0,52.0,3.0,25.0,18.0,,,25.0,52.0,12.0,9.0,,,1.0,1.0,,146.0,,,,,,,7.0,,2.0,,18.0,1.0,3.0,3.0,1.0,4.0,89.0,67.0,36.0,8.0,,3.0,6.0,4.0,369.0,9.0,,,72.0,39.0,25.0,,,,,,131.0,131.0,2.0,29.0,23.0,46.7,,,,,22.0,0.0,83.0,3.0,1.0,4.0,,,3.0,1.0,,5.0,13.0,75.0,292.0,11.0,10.0,204.0,58.0,25.0,19.0,6.0,19.0,13.0,,115.0,3.0,204.0,2.0,,1.0,1.0,52.0,,389.0,,1.0,10.0,21.0,1.0,25.0,2.0,592.0,20.0,16.0,11.0,7.0,8.0,0.0
2293083,28,2023-05-04 20:00:00,1,Man Utd,Away,159.0,15.0,1.0,1.0,1.0,1.0,,133.0,10.0,,2.0,5.0,4.0,17.0,291.0,,3.0,12.0,12.0,7.0,13.0,1.0,3.0,1.0,,1.0,1.0,,,,,,12.0,,,,,,8.0,14.0,8.0,8.0,8.0,57.0,68.0,2.0,2.0,,,12.0,5.0,10.0,,,6.0,3.0,2.0,,6.0,2.0,50.0,47.0,,13.0,8.0,,1.0,23.0,46.0,14.0,9.0,,,,,1.0,154.0,,,,,,,14.0,,,1.0,8.0,,6.0,6.0,1.0,2.0,90.0,57.0,28.0,8.0,,5.0,9.0,5.0,351.0,5.0,1.0,,34.0,34.0,18.0,1.0,1.0,1.0,,,126.0,126.0,2.0,32.0,26.0,40.4,,,,,26.0,0.0,84.0,3.0,2.0,5.0,,1.0,6.0,1.0,,3.0,13.0,84.0,266.0,12.0,14.0,193.0,38.0,13.0,20.0,2.0,6.0,5.0,1.0,118.0,7.0,198.0,,,14.0,5.0,48.0,2.0,385.0,1.0,0.0,16.0,20.0,3.0,12.0,4.0,556.0,20.0,9.0,11.0,6.0,13.0,0.0
2293097,29,2023-04-02 16:30:00,1,Man Utd,Away,211.0,20.0,2.0,3.0,1.0,2.0,,130.0,10.0,1.0,3.0,1.0,3.0,23.0,338.0,,,17.0,14.0,8.0,4.0,2.0,2.0,,,,,,,,,,4.0,,,,,,8.0,16.0,6.0,5.0,1.0,64.0,62.0,,,,3.0,9.0,2.0,11.0,,,4.0,4.0,5.0,,7.0,3.0,59.0,43.0,3.0,22.0,8.0,,1.0,16.0,34.0,12.0,8.0,,,,,,158.0,,,,,,,13.0,,,,8.0,,9.0,9.0,,3.0,93.0,55.0,37.0,7.0,,3.0,3.0,1.0,391.0,6.0,1.0,,63.0,49.0,18.0,,,,,,124.0,124.0,5.0,28.0,26.0,54.3,,,,,19.0,0.0,102.0,3.0,1.0,4.0,,,3.0,,,5.0,8.0,63.0,317.0,9.0,6.0,241.0,33.0,22.0,24.0,3.0,12.0,9.0,,89.0,4.0,188.0,,1.0,8.0,5.0,41.0,,417.0,,0.0,6.0,18.0,,19.0,0.0,598.0,15.0,11.0,9.0,4.0,12.0,0.0
2293106,30,2023-04-08 12:30:00,1,Man Utd,Home,268.0,27.0,1.0,3.0,3.0,1.0,,270.0,5.0,,2.0,3.0,8.0,33.0,535.0,,6.0,20.0,14.0,14.0,19.0,3.0,9.0,2.0,,,,,,,,,20.0,,,1.0,,,6.0,9.0,6.0,20.0,9.0,130.0,71.0,5.0,6.0,1.0,1.0,7.0,8.0,8.0,,,10.0,3.0,5.0,,14.0,,62.0,46.0,1.0,22.0,9.0,,,22.0,57.0,10.0,9.0,,,,,,176.0,2.0,,2.0,2.0,,,5.0,2.0,,,9.0,1.0,7.0,7.0,,2.0,151.0,61.0,38.0,4.0,1.0,8.0,16.0,11.0,588.0,6.0,,,73.0,92.0,33.0,,,,,,131.0,131.0,5.0,31.0,32.0,63.8,1.0,,,,14.0,0.0,157.0,,1.0,1.0,1.0,2.0,10.0,1.0,1.0,4.0,12.0,156.0,510.0,7.0,24.0,292.0,45.0,22.0,29.0,2.0,9.0,8.0,2.0,194.0,4.0,331.0,,,13.0,8.0,61.0,3.0,614.0,3.0,0.0,29.0,10.0,7.0,20.0,0.0,816.0,56.0,13.0,13.0,10.0,6.0,0.0
2293115,31,2023-04-16 16:30:00,1,Man Utd,Away,222.0,15.0,1.0,4.0,4.0,2.0,,286.0,7.0,,3.0,1.0,4.0,21.0,504.0,,3.0,23.0,13.0,15.0,12.0,3.0,6.0,1.0,1.0,,1.0,,,,,1.0,13.0,,,,,2.0,3.0,4.0,2.0,16.0,6.0,100.0,66.0,4.0,4.0,2.0,1.0,17.0,5.0,3.0,,,9.0,8.0,5.0,1.0,11.0,,44.0,47.0,1.0,16.0,8.0,,1.0,23.0,65.0,9.0,8.0,,,3.0,1.0,1.0,206.0,1.0,,1.0,1.0,,,8.0,2.0,1.0,1.0,8.0,2.0,12.0,12.0,1.0,3.0,148.0,66.0,50.0,4.0,1.0,7.0,9.0,8.0,587.0,2.0,3.0,,80.0,105.0,45.0,,,,,,156.0,156.0,5.0,25.0,33.0,68.2,,,,1.0,38.0,0.0,154.0,,,,,1.0,9.0,1.0,,2.0,13.0,189.0,484.0,17.0,16.0,256.0,32.0,16.0,21.0,6.0,19.0,14.0,1.0,240.0,5.0,371.0,1.0,,13.0,4.0,43.0,3.0,608.0,,0.0,22.0,12.0,4.0,25.0,2.0,813.0,43.0,9.0,12.0,9.0,10.0,0.0
