matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgLeft,attOboxOwnGoal,attObxdLeft,attObxdRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenPost,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2210276,1.0,2021-08-14 12:30:00,1,Man Utd,Home,193.0,22.0,1.0,1.0,,1.0,,142.0,8.0,,3.0,,13.0,25.0,334.0,,5.0,25.0,9.0,11.0,8.0,1.0,2.0,1.0,,,,,,,,,,,,14.0,,,,,,,7.0,3.0,7.0,12.0,4.0,,63.0,54.0,3.0,1.0,2.0,1.0,20.0,3.0,9.0,,,5.0,6.0,,,11.0,1.0,51.0,38.0,1.0,15.0,11.0,,,,,,,,35.0,56.0,11.0,9.0,1.0,,,,,169.0,5.0,,4.0,5.0,,1.0,12.0,,,5.0,,,,,1.0,11.0,,8.0,8.0,,,3.0,99.0,49.0,31.0,4.0,4.0,4.0,10.0,8.0,397.0,,,1.0,2.0,,51.0,49.0,26.0,,,,,,147.0,147.0,5.0,22.0,24.0,48.6,,,,,20.0,0.0,,,,91.0,,2.0,2.0,,1.0,1.0,5.0,,,3.0,20.0,71.0,313.0,10.0,14.0,220.0,44.0,15.0,24.0,5.0,11.0,6.0,2.0,114.0,5.0,213.0,,,5.0,13.0,47.0,2.0,422.0,1.0,0.0,16.0,6.0,10.0,27.0,1.0,604.0,20.0,20.0,,12.0,5.0,4.0,0.0
2210288,2.0,2021-08-22 14:00:00,1,Man Utd,Away,203.0,22.0,1.0,6.0,5.0,,2.0,218.0,5.0,,3.0,1.0,7.0,19.0,415.0,,1.0,18.0,11.0,16.0,7.0,3.0,1.0,,,,,,1.0,,,1.0,,,,8.0,,,,1.0,,5.0,4.0,3.0,6.0,11.0,4.0,,63.0,64.0,2.0,3.0,,1.0,15.0,4.0,9.0,,,7.0,6.0,2.0,,19.0,2.0,53.0,57.0,1.0,12.0,7.0,,1.0,,,,,,33.0,43.0,10.0,12.0,,,4.0,4.0,1.0,174.0,1.0,,1.0,1.0,,,5.0,,,1.0,,,,,,7.0,1.0,6.0,6.0,1.0,,3.0,137.0,69.0,40.0,7.0,1.0,6.0,5.0,4.0,506.0,,,1.0,1.0,1.0,80.0,68.0,33.0,,,,,,156.0,156.0,4.0,30.0,27.0,63.6,1.0,,1.0,1.0,15.0,0.0,,,,146.0,1.0,2.0,3.0,,,,7.0,1.0,,3.0,17.0,105.0,401.0,6.0,11.0,238.0,44.0,12.0,15.0,7.0,19.0,12.0,,137.0,1.0,301.0,,,7.0,9.0,38.0,2.0,520.0,,0.0,15.0,19.0,1.0,18.0,3.0,706.0,28.0,12.0,,11.0,7.0,10.0,0.0
2210300,3.0,2021-08-29 16:30:00,1,Man Utd,Away,250.0,25.0,1.0,2.0,1.0,1.0,,230.0,7.0,1.0,4.0,,9.0,30.0,478.0,,2.0,14.0,15.0,11.0,5.0,1.0,2.0,,,,,,1.0,,,,,,,5.0,,,,,,2.0,5.0,10.0,5.0,7.0,3.0,,72.0,59.0,1.0,1.0,,4.0,14.0,2.0,14.0,1.0,,7.0,6.0,5.0,,13.0,4.0,54.0,30.0,4.0,14.0,9.0,,1.0,,,,,,22.0,59.0,9.0,7.0,1.0,,2.0,,1.0,152.0,1.0,,,1.0,,,8.0,,,1.0,,,,,,9.0,,13.0,13.0,1.0,,4.0,155.0,67.0,49.0,5.0,,4.0,3.0,3.0,531.0,,,4.0,1.0,,84.0,71.0,34.0,,,,,,122.0,122.0,4.0,21.0,29.0,55.9,,,,,14.0,0.0,,,,173.0,4.0,2.0,5.0,,,,5.0,,,3.0,11.0,97.0,462.0,7.0,7.0,263.0,53.0,14.0,7.0,7.0,18.0,11.0,,140.0,3.0,307.0,,1.0,5.0,10.0,51.0,4.0,552.0,,0.0,10.0,8.0,5.0,14.0,4.0,709.0,24.0,11.0,,4.0,7.0,5.0,0.0
2210308,4.0,2021-09-11 15:00:00,1,Man Utd,Home,170.0,16.0,4.0,4.0,,,,415.0,7.0,,2.0,1.0,8.0,28.0,581.0,,,15.0,6.0,7.0,10.0,4.0,4.0,2.0,,,,,,,1.0,,,,,17.0,,,,,,,7.0,5.0,7.0,12.0,9.0,,102.0,50.0,4.0,2.0,3.0,,18.0,5.0,12.0,,,7.0,12.0,4.0,,8.0,1.0,44.0,35.0,,11.0,5.0,,2.0,,,,,,20.0,69.0,9.0,2.0,2.0,,,,,142.0,3.0,,2.0,3.0,,,7.0,,,4.0,,,,,,5.0,,4.0,4.0,,,2.0,203.0,43.0,36.0,3.0,1.0,8.0,9.0,7.0,629.0,,,3.0,,,120.0,75.0,36.0,,,,,,116.0,116.0,7.0,19.0,21.0,64.1,,,,,18.0,0.0,,,,197.0,1.0,1.0,2.0,,,2.0,9.0,1.0,,3.0,5.0,231.0,566.0,9.0,17.0,182.0,25.0,11.0,16.0,7.0,23.0,16.0,2.0,272.0,2.0,485.0,,,3.0,9.0,35.0,1.0,644.0,1.0,0.0,21.0,19.0,1.0,16.0,1.0,820.0,41.0,15.0,,7.0,7.0,11.0,0.0
2210319,5.0,2021-09-19 14:00:00,1,Man Utd,Away,227.0,18.0,5.0,6.0,1.0,1.0,,341.0,7.0,1.0,6.0,2.0,8.0,19.0,562.0,,1.0,12.0,12.0,9.0,13.0,2.0,4.0,,,,,,,,,,,,1.0,13.0,,,,,,,3.0,6.0,7.0,12.0,5.0,,76.0,52.0,2.0,2.0,1.0,1.0,19.0,3.0,14.0,,1.0,11.0,11.0,11.0,,9.0,2.0,46.0,47.0,1.0,18.0,10.0,,1.0,,,,,,21.0,59.0,8.0,5.0,1.0,,,,,165.0,1.0,,,1.0,,,7.0,,,2.0,1.0,,,,2.0,10.0,1.0,2.0,2.0,,,6.0,195.0,47.0,40.0,2.0,,4.0,12.0,10.0,607.0,,,4.0,3.0,,84.0,100.0,43.0,,1.0,1.0,1.0,,125.0,125.0,3.0,19.0,23.0,60.1,,,3.0,,19.0,0.0,,,,188.0,2.0,1.0,3.0,,,,4.0,,,3.0,9.0,160.0,545.0,9.0,16.0,238.0,27.0,18.0,24.0,11.0,33.0,22.0,,198.0,3.0,419.0,1.0,1.0,3.0,8.0,25.0,,624.0,1.0,0.0,17.0,14.0,4.0,12.0,0.0,814.0,31.0,19.0,,19.0,11.0,9.0,0.0
2210328,6.0,2021-09-25 12:30:00,1,Man Utd,Home,164.0,34.0,2.0,9.0,7.0,1.0,1.0,158.0,5.0,,2.0,4.0,5.0,36.0,313.0,,4.0,22.0,11.0,19.0,19.0,2.0,4.0,2.0,,,,,2.0,,,,,,,19.0,,1.0,,,,2.0,8.0,4.0,3.0,17.0,11.0,,50.0,57.0,1.0,2.0,,,18.0,13.0,6.0,,,5.0,11.0,6.0,,5.0,1.0,35.0,58.0,,21.0,10.0,,1.0,,,,,,22.0,49.0,9.0,11.0,,,3.0,2.0,2.0,163.0,,,,,,,5.0,,,,,,,,,10.0,,9.0,9.0,1.0,,2.0,91.0,50.0,29.0,5.0,,10.0,11.0,4.0,387.0,,,1.0,1.0,,58.0,59.0,22.0,,,,,1.0,137.0,137.0,4.0,25.0,24.0,59.6,,,,,18.0,0.0,,,,105.0,1.0,1.0,2.0,,2.0,2.0,11.0,,,3.0,14.0,87.0,293.0,3.0,21.0,210.0,50.0,21.0,20.0,2.0,21.0,19.0,2.0,121.0,6.0,220.0,,,15.0,7.0,61.0,2.0,409.0,1.0,0.0,28.0,12.0,6.0,27.0,2.0,603.0,34.0,12.0,,16.0,5.0,8.0,0.0
2210337,7.0,2021-10-02 12:30:00,1,Man Utd,Home,228.0,16.0,4.0,8.0,4.0,1.0,,387.0,7.0,,1.0,1.0,2.0,28.0,607.0,,1.0,31.0,18.0,13.0,9.0,3.0,3.0,,,,,,,,,,,,,10.0,,,,,,,7.0,10.0,2.0,9.0,4.0,,77.0,48.0,3.0,3.0,,2.0,22.0,1.0,6.0,,,10.0,12.0,7.0,,7.0,1.0,54.0,40.0,2.0,13.0,6.0,,,,,,,,28.0,76.0,10.0,9.0,,,1.0,,,175.0,1.0,,1.0,1.0,,,7.0,,,1.0,,,,,,6.0,,6.0,6.0,,,1.0,210.0,60.0,50.0,1.0,1.0,6.0,7.0,6.0,679.0,,,4.0,,,132.0,124.0,40.0,,,,,,146.0,146.0,2.0,26.0,18.0,71.8,,2.0,,,22.0,0.0,,,,238.0,,1.0,1.0,,2.0,,6.0,,,3.0,11.0,215.0,587.0,6.0,13.0,248.0,26.0,13.0,24.0,9.0,28.0,19.0,,274.0,3.0,480.0,,,6.0,2.0,49.0,2.0,700.0,,0.0,13.0,7.0,1.0,32.0,1.0,893.0,28.0,10.0,,11.0,10.0,3.0,0.0
2210345,8.0,2021-10-16 15:00:00,1,Man Utd,Away,238.0,18.0,2.0,4.0,2.0,,,211.0,11.0,,6.0,1.0,10.0,23.0,445.0,,1.0,12.0,11.0,8.0,12.0,2.0,2.0,,,,,,,,,,,,,16.0,,,,,,,9.0,13.0,9.0,6.0,12.0,,80.0,65.0,1.0,,1.0,,19.0,3.0,6.0,,,3.0,5.0,9.0,,4.0,2.0,46.0,33.0,,12.0,5.0,1.0,,,,,,,22.0,52.0,17.0,5.0,,,1.0,,,156.0,2.0,,1.0,2.0,,,12.0,,,2.0,,,,,,5.0,,9.0,9.0,1.0,,6.0,132.0,51.0,35.0,4.0,1.0,7.0,9.0,6.0,493.0,,,5.0,,,70.0,49.0,24.0,,,,,,117.0,117.0,6.0,25.0,28.0,51.2,,3.0,,,19.0,0.0,,,,149.0,5.0,2.0,7.0,,,,9.0,,,3.0,6.0,125.0,422.0,8.0,16.0,269.0,34.0,12.0,14.0,3.0,17.0,14.0,,151.0,2.0,265.0,,,7.0,10.0,40.0,3.0,517.0,,0.0,18.0,14.0,3.0,12.0,3.0,688.0,19.0,17.0,,6.0,3.0,8.0,0.0
2210358,9.0,2021-10-24 16:30:00,1,Man Utd,Home,186.0,14.0,3.0,6.0,3.0,1.0,1.0,154.0,5.0,,3.0,3.0,5.0,20.0,334.0,,1.0,11.0,9.0,14.0,10.0,2.0,2.0,,,,,,,,,,,,,9.0,,,,,,1.0,7.0,12.0,7.0,10.0,2.0,,62.0,58.0,2.0,2.0,,,15.0,2.0,2.0,,2.0,6.0,7.0,8.0,,8.0,2.0,32.0,38.0,,13.0,6.0,,1.0,,,,,,23.0,36.0,10.0,8.0,,,1.0,1.0,,127.0,,,,,,,8.0,,,,1.0,,,,,6.0,1.0,11.0,11.0,1.0,,3.0,122.0,49.0,26.0,3.0,,6.0,6.0,4.0,384.0,,,6.0,2.0,,51.0,31.0,27.0,,,,,,120.0,120.0,1.0,27.0,25.0,36.8,,,,,15.0,0.0,,,,98.0,2.0,1.0,3.0,,,,6.0,,,3.0,15.0,77.0,314.0,3.0,12.0,215.0,32.0,13.0,15.0,5.0,21.0,16.0,,98.0,3.0,215.0,1.0,,11.0,6.0,46.0,7.0,409.0,1.0,1.0,12.0,5.0,1.0,13.0,6.0,563.0,23.0,8.0,,12.0,6.0,3.0,0.0
2210368,10.0,2021-10-30 17:30:00,1,Man Utd,Away,163.0,25.0,,3.0,3.0,1.0,,179.0,2.0,,3.0,1.0,4.0,24.0,339.0,,2.0,15.0,17.0,13.0,6.0,,,1.0,,,,,,,,,,,,10.0,,,,,,,10.0,4.0,5.0,8.0,2.0,,63.0,55.0,2.0,,2.0,6.0,23.0,4.0,19.0,,1.0,1.0,4.0,3.0,,15.0,,69.0,49.0,6.0,27.0,16.0,,,,,,,,25.0,47.0,14.0,12.0,2.0,,,,,135.0,3.0,,3.0,3.0,,1.0,6.0,,,3.0,1.0,,,,,16.0,,7.0,7.0,,,3.0,115.0,48.0,27.0,10.0,,2.0,7.0,4.0,398.0,,,3.0,2.0,,73.0,33.0,16.0,,,,,,125.0,125.0,5.0,23.0,24.0,41.8,,,,,23.0,0.0,,,,108.0,,,,,,1.0,2.0,,,3.0,11.0,75.0,323.0,13.0,9.0,190.0,51.0,27.0,12.0,1.0,8.0,7.0,2.0,109.0,1.0,239.0,1.0,,7.0,5.0,51.0,1.0,421.0,,0.0,10.0,17.0,2.0,17.0,3.0,610.0,20.0,14.0,,8.0,2.0,12.0,0.0
