matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTotal,attLgCentre,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistIntentional,goalAssistOpenplay,goalFastbreak,goalKicks,goalsOpenplay,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
2645198,1,2026-08-22 12:30:00,1,Man Utd,Away,197.0,26.0,2.0,9.0,7.0,3.0,,400.0,5.0,1.0,5.0,3.0,14.0,25.0,588.0,,1.0,24.0,22.0,17.0,18.0,1.0,2.0,1.0,0.0,,,,,17.0,0.0,,,4.0,5.0,3.0,15.0,6.0,106.0,49.0,2.0,2.0,,,2.0,8.0,3.0,6.0,18.0,16.0,0.0,4.0,1.0,50.0,36.0,,16.0,9.0,,,1.94239,1.8264,,0.5968,1.9266,87.0,9.0,9.0,,1.0,,186.0,,,,,5.0,0.0,9.0,,3.0,3.0,,0.0,5.0,192.0,59.0,37.0,1.0,0.0,7.0,12.0,5.0,650.0,1.0,,0.0,88.0,103.0,63.0,,151.0,151.0,2.0,17.0,25.0,71.7,,,,,13.0,0.0,185.0,2.0,,2.0,,1.0,8.0,,0.0,5.0,214.0,569.0,2.0,19.0,215.0,45.0,16.0,17.0,4.0,39.0,35.0,1.0,261.0,5.0,493.0,,1.0,11.0,16.0,48.0,3.0,669.0,,0.0,21.0,6.0,3.0,30.0,1.0,858.0,41.0,14.0,0.0,4.0,6.0,4.0,0.0
2645212,2,2026-08-30 16:30:00,1,Man Utd,Home,236.0,18.0,3.0,8.0,5.0,3.0,,274.0,2.0,1.0,4.0,,9.0,24.0,502.0,2.0,3.0,10.0,9.0,13.0,16.0,2.0,4.0,6.0,0.0,1.0,2.0,1.0,2.0,25.0,1.0,1.0,,2.0,6.0,3.0,19.0,14.0,100.0,54.0,4.0,5.0,4.0,2.0,10.0,12.0,8.0,8.0,8.0,10.0,0.0,3.0,1.0,34.0,55.0,2.0,9.0,7.0,1.0,,1.49014,4.7747,0.0621,4.6976,2.4931,77.0,7.0,12.0,3.0,,2.0,147.0,2.0,2.0,2.0,2.0,2.0,3.0,7.0,1.0,13.0,13.0,1.0,0.0,4.0,169.0,50.0,38.0,4.0,4.0,7.0,13.0,11.0,543.0,1.0,4.0,0.0,61.0,72.0,41.0,1.0,108.0,108.0,3.0,19.0,27.0,60.4,1.0,,3.0,1.0,22.0,0.0,145.0,3.0,,3.0,,6.0,10.0,1.0,0.0,5.0,140.0,485.0,10.0,20.0,253.0,35.0,9.0,16.0,6.0,24.0,18.0,8.0,174.0,5.0,332.0,,1.0,5.0,9.0,44.0,,561.0,2.0,0.0,33.0,22.0,4.0,11.0,1.0,759.0,44.0,18.0,0.0,9.0,8.0,11.0,0.0
2645218,3,2026-09-06 14:00:00,1,Man Utd,Away,233.0,12.0,1.0,4.0,4.0,2.0,1.0,229.0,5.0,,6.0,2.0,8.0,16.0,458.0,,,10.0,14.0,16.0,7.0,1.0,2.0,,0.0,,,,,11.0,0.0,1.0,1.0,6.0,14.0,4.0,6.0,8.0,93.0,49.0,1.0,,1.0,2.0,6.0,6.0,10.0,3.0,2.0,5.0,0.0,6.0,2.0,51.0,40.0,2.0,31.0,19.0,,1.0,0.637692,0.6877,,0.933,1.0855,47.0,11.0,7.0,2.0,2.0,,158.0,2.0,1.0,2.0,,5.0,2.0,19.0,1.0,9.0,9.0,4.0,0.0,6.0,136.0,52.0,33.0,4.0,1.0,4.0,6.0,3.0,509.0,7.0,,0.0,53.0,31.0,27.0,,106.0,106.0,1.0,28.0,11.0,54.9,1.0,2.0,,,14.0,0.0,140.0,3.0,1.0,4.0,1.0,,5.0,,1.0,5.0,83.0,441.0,6.0,10.0,258.0,30.0,31.0,16.0,3.0,11.0,9.0,,112.0,4.0,280.0,1.0,,12.0,9.0,38.0,1.0,527.0,1.0,0.0,14.0,11.0,2.0,13.0,3.0,702.0,26.0,10.0,0.0,6.0,3.0,7.0,0.0
