matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803169,1.0,2015-08-08 12:45:00,1,Man Utd,Home,199.0,20.0,,1.0,1.0,2.0,,203.0,1.0,2.0,6.0,6.0,13.0,37.0,401.0,,,19.0,11.0,8.0,5.0,,,,,1.0,,2.0,,,,6.0,,,,,1.0,8.0,8.0,1.0,,,,97.0,74.0,,,,,19.0,4.0,6.0,,,1.0,9.0,,,19.0,1.0,55.0,43.0,,24.0,15.0,,1.0,65.0,12.0,12.0,,,2.0,,2.0,156.0,,,,,,,4.0,,,,,,,,,16.0,,19.0,19.0,,6.0,132.0,81.0,45.0,2.0,,2.0,3.0,1.0,467.0,,,3.0,2.0,,87.0,71.0,17.0,,,,,143.0,137.0,6.0,22.0,36.0,50.0,,,19.0,0.0,,,,102.0,3.0,1.0,4.0,,,,4.0,1.0,3.0,106.0,389.0,11.0,5.0,224.0,34.0,30.0,9.0,1.0,10.0,9.0,,144.0,7.0,273.0,,2.0,28.0,14.0,78.0,1.0,487.0,,0.0,9.0,21.0,,25.0,2.0,675.0,,7.0,2.0,1.0,19.0,0.0
803177,2.0,2015-08-14 19:45:00,1,Man Utd,Away,224.0,12.0,,1.0,1.0,2.0,1.0,235.0,3.0,1.0,7.0,6.0,22.0,37.0,458.0,,2.0,13.0,12.0,12.0,6.0,1.0,,,,1.0,,1.0,,1.0,,6.0,,,,,1.0,7.0,4.0,1.0,,,,90.0,68.0,1.0,1.0,,1.0,12.0,3.0,12.0,,,5.0,4.0,,,15.0,,55.0,54.0,1.0,31.0,18.0,,1.0,62.0,10.0,13.0,,1.0,3.0,1.0,1.0,164.0,1.0,,1.0,1.0,,,4.0,,,1.0,2.0,,,,,19.0,,21.0,21.0,2.0,7.0,135.0,70.0,43.0,3.0,1.0,3.0,5.0,2.0,507.0,,,1.0,1.0,,95.0,54.0,22.0,,,,,134.0,128.0,3.0,12.0,41.0,54.4,,,12.0,0.0,,,,145.0,1.0,,1.0,,,,4.0,,3.0,106.0,436.0,5.0,8.0,241.0,22.0,37.0,12.0,3.0,8.0,5.0,,144.0,6.0,301.0,2.0,1.0,29.0,22.0,70.0,3.0,534.0,1.0,0.0,9.0,24.0,3.0,18.0,2.0,728.0,,13.0,5.0,5.0,15.0,0.0
803187,3.0,2015-08-22 12:45:00,1,Man Utd,Home,182.0,18.0,3.0,8.0,5.0,1.0,,393.0,2.0,,4.0,1.0,23.0,34.0,567.0,,1.0,19.0,14.0,13.0,14.0,1.0,,,,,1.0,2.0,,,1.0,17.0,,,,1.0,,8.0,5.0,2.0,,,,99.0,63.0,,1.0,,3.0,17.0,9.0,10.0,,1.0,11.0,17.0,11.0,,13.0,,58.0,54.0,3.0,19.0,12.0,,,84.0,15.0,11.0,,,3.0,,2.0,179.0,,,,,,,4.0,,,,2.0,,,,,14.0,1.0,15.0,15.0,,4.0,179.0,65.0,52.0,5.0,,3.0,12.0,8.0,618.0,,,3.0,3.0,,106.0,111.0,53.0,,,,,137.0,134.0,4.0,25.0,27.0,69.3,1.0,,17.0,0.0,,,,180.0,,,,,,,3.0,,3.0,205.0,553.0,11.0,15.0,191.0,27.0,22.0,21.0,10.0,38.0,28.0,,251.0,4.0,484.0,2.0,,6.0,23.0,51.0,4.0,637.0,,0.0,20.0,17.0,4.0,20.0,2.0,858.0,,6.0,14.0,11.0,11.0,0.0
803196,4.0,2015-08-30 16:00:00,1,Man Utd,Away,247.0,17.0,1.0,7.0,6.0,4.0,,302.0,2.0,,7.0,9.0,22.0,44.0,542.0,,3.0,17.0,17.0,28.0,9.0,,,,,,1.0,1.0,,,,10.0,,,,,,6.0,4.0,5.0,,,,127.0,77.0,1.0,,1.0,,18.0,1.0,7.0,,,1.0,11.0,10.0,,9.0,,52.0,58.0,,16.0,9.0,,1.0,77.0,15.0,6.0,,1.0,3.0,,1.0,194.0,1.0,,1.0,1.0,,,5.0,,,1.0,2.0,,,,1.0,11.0,,18.0,18.0,,7.0,173.0,93.0,61.0,,1.0,6.0,4.0,4.0,639.0,,,1.0,1.0,,115.0,81.0,41.0,,,,,162.0,158.0,4.0,24.0,38.0,64.5,,,18.0,0.0,,,,163.0,,2.0,2.0,,,,6.0,,3.0,142.0,530.0,7.0,10.0,280.0,33.0,20.0,14.0,1.0,22.0,21.0,,190.0,8.0,399.0,2.0,,35.0,26.0,85.0,1.0,657.0,,0.0,11.0,15.0,4.0,17.0,2.0,830.0,,11.0,9.0,1.0,12.0,0.0
803205,5.0,2015-09-12 17:30:00,1,Man Utd,Home,210.0,21.0,1.0,3.0,3.0,1.0,,263.0,2.0,,1.0,4.0,20.0,41.0,470.0,1.0,1.0,24.0,21.0,8.0,4.0,,,,,1.0,,1.0,,,,5.0,1.0,,,,2.0,3.0,6.0,2.0,,,,99.0,69.0,1.0,,2.0,1.0,24.0,3.0,10.0,1.0,,4.0,8.0,7.0,1.0,20.0,2.0,59.0,48.0,1.0,24.0,14.0,,,83.0,6.0,11.0,,,4.0,1.0,1.0,164.0,2.0,1.0,1.0,1.0,1.0,,5.0,,,1.0,,,,,,14.0,,27.0,27.0,2.0,1.0,153.0,73.0,41.0,4.0,1.0,2.0,4.0,3.0,537.0,,,1.0,3.0,,118.0,65.0,25.0,,,,1.0,153.0,152.0,4.0,24.0,37.0,55.7,,1.0,24.0,0.0,,,,143.0,3.0,,2.0,,,,3.0,,3.0,115.0,455.0,11.0,6.0,229.0,36.0,25.0,9.0,2.0,17.0,16.0,,160.0,3.0,347.0,,,25.0,20.0,81.0,2.0,559.0,1.0,0.0,9.0,23.0,3.0,27.0,1.0,775.0,,18.0,6.0,4.0,18.0,0.0
803216,6.0,2015-09-20 16:00:00,1,Man Utd,Away,245.0,11.0,,1.0,1.0,1.0,,251.0,6.0,,2.0,7.0,14.0,48.0,495.0,1.0,,14.0,17.0,15.0,4.0,,,,,1.0,,2.0,,,1.0,7.0,,,1.0,,,9.0,11.0,4.0,,,,112.0,59.0,1.0,1.0,3.0,1.0,15.0,2.0,11.0,,,5.0,4.0,3.0,,14.0,4.0,61.0,42.0,1.0,24.0,14.0,,,59.0,13.0,6.0,2.0,,2.0,,2.0,163.0,,,,,,,10.0,,,3.0,1.0,,,,,15.0,1.0,14.0,14.0,,2.0,153.0,107.0,63.0,5.0,1.0,3.0,1.0,3.0,549.0,,,1.0,1.0,,107.0,80.0,15.0,,,,,134.0,127.0,3.0,21.0,25.0,59.2,1.0,1.0,15.0,0.0,,,,147.0,4.0,2.0,6.0,,,,5.0,,3.0,89.0,477.0,6.0,4.0,260.0,21.0,31.0,13.0,1.0,8.0,7.0,,117.0,7.0,323.0,1.0,,32.0,14.0,87.0,3.0,575.0,1.0,0.0,10.0,15.0,,20.0,0.0,742.0,,9.0,6.0,5.0,10.0,0.0
803230,7.0,2015-09-26 15:00:00,1,Man Utd,Home,254.0,24.0,2.0,7.0,5.0,2.0,,278.0,1.0,2.0,4.0,2.0,19.0,44.0,525.0,,1.0,16.0,11.0,8.0,6.0,,,1.0,,,1.0,2.0,,,1.0,9.0,,,,,1.0,5.0,5.0,4.0,,,,94.0,74.0,3.0,1.0,3.0,,7.0,4.0,9.0,,,5.0,12.0,2.0,,18.0,,53.0,51.0,,14.0,8.0,,,72.0,12.0,15.0,,,4.0,1.0,2.0,188.0,2.0,,2.0,2.0,,,2.0,,,3.0,,,,,,8.0,,13.0,13.0,,4.0,161.0,81.0,60.0,2.0,3.0,1.0,7.0,7.0,586.0,,,3.0,3.0,,88.0,99.0,34.0,,,,,132.0,131.0,7.0,25.0,37.0,66.2,,1.0,7.0,0.0,,,,161.0,4.0,,4.0,,,1.0,1.0,,3.0,139.0,508.0,,8.0,268.0,35.0,15.0,16.0,5.0,20.0,15.0,1.0,189.0,7.0,356.0,,2.0,10.0,21.0,66.0,,604.0,1.0,0.0,12.0,18.0,3.0,18.0,0.0,782.0,,11.0,11.0,5.0,17.0,0.0
803234,8.0,2015-10-04 16:00:00,1,Man Utd,Away,209.0,14.0,,5.0,5.0,4.0,,344.0,5.0,,5.0,,14.0,28.0,548.0,,,18.0,12.0,11.0,8.0,,,,,,,,,,,8.0,,,,,,9.0,9.0,3.0,,,,90.0,69.0,2.0,2.0,,1.0,20.0,1.0,16.0,,,6.0,9.0,12.0,,18.0,,74.0,53.0,1.0,5.0,2.0,,,81.0,17.0,8.0,,,,,,184.0,,,,,,,9.0,,,,,,,,,2.0,,6.0,6.0,2.0,5.0,188.0,76.0,53.0,3.0,,2.0,6.0,5.0,605.0,,,2.0,2.0,,100.0,84.0,38.0,,,,,143.0,143.0,10.0,14.0,39.0,62.2,,1.0,20.0,0.0,,,,170.0,2.0,,2.0,,,,3.0,,3.0,174.0,526.0,8.0,8.0,223.0,42.0,5.0,23.0,3.0,24.0,21.0,,233.0,5.0,433.0,,,5.0,14.0,58.0,3.0,632.0,1.0,0.0,9.0,22.0,,18.0,3.0,797.0,,6.0,12.0,6.0,20.0,0.0
803247,9.0,2015-10-17 15:00:00,1,Man Utd,Away,212.0,19.0,1.0,3.0,3.0,2.0,,239.0,3.0,1.0,3.0,4.0,15.0,28.0,448.0,1.0,,16.0,15.0,11.0,6.0,,2.0,,,,,,,,1.0,8.0,,,,,,6.0,7.0,5.0,7.0,3.0,,101.0,60.0,4.0,1.0,3.0,3.0,22.0,1.0,13.0,,,3.0,9.0,3.0,,12.0,3.0,66.0,58.0,3.0,17.0,10.0,,,59.0,14.0,12.0,1.0,,1.0,1.0,,165.0,3.0,,3.0,2.0,1.0,,5.0,,,2.0,,,,,,11.0,,16.0,16.0,4.0,3.0,134.0,75.0,43.0,5.0,2.0,1.0,8.0,7.0,503.0,,,3.0,2.0,,90.0,79.0,24.0,,,,,138.0,130.0,1.0,33.0,22.0,52.8,,,22.0,0.0,,,,124.0,2.0,1.0,3.0,,1.0,,2.0,,3.0,124.0,431.0,12.0,9.0,233.0,27.0,25.0,25.0,1.0,13.0,13.0,,153.0,4.0,304.0,,1.0,25.0,17.0,59.0,1.0,524.0,1.0,0.0,10.0,23.0,,20.0,2.0,728.0,24.0,12.0,12.0,3.0,11.0,0.0
803255,10.0,2015-10-25 14:05:00,1,Man Utd,Home,208.0,22.0,2.0,2.0,,3.0,,240.0,5.0,,2.0,7.0,12.0,46.0,446.0,,1.0,24.0,15.0,23.0,4.0,1.0,,,,,,,,,,3.0,,1.0,,,1.0,8.0,3.0,3.0,,,,81.0,59.0,,,,2.0,20.0,3.0,8.0,,1.0,6.0,7.0,7.0,,16.0,,66.0,67.0,2.0,17.0,10.0,,,79.0,17.0,13.0,,,6.0,4.0,,176.0,,,,,,,6.0,,,,,,,,,14.0,1.0,14.0,14.0,,2.0,152.0,88.0,54.0,4.0,,2.0,3.0,1.0,525.0,,,3.0,2.0,,102.0,84.0,33.0,,,,,170.0,163.0,4.0,21.0,31.0,58.7,1.0,,20.0,0.0,,,,134.0,,1.0,1.0,,1.0,,2.0,,3.0,97.0,429.0,9.0,5.0,227.0,35.0,24.0,25.0,4.0,22.0,18.0,,150.0,7.0,338.0,,,22.0,13.0,74.0,,543.0,,0.0,6.0,19.0,1.0,28.0,2.0,746.0,,12.0,13.0,6.0,14.0,0.0
