matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,putThrough,redCard,redCardsAgainst,redCardsFor,result,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
803267,11.0,2015-10-31 15:00:00,1,Man Utd,Away,172.0,11.0,1.0,3.0,2.0,2.0,,206.0,6.0,2.0,4.0,6.0,15.0,28.0,375.0,2.0,,9.0,15.0,15.0,3.0,,,,,,1.0,1.0,,,,3.0,,,,,1.0,9.0,10.0,,,,,81.0,60.0,,,,1.0,10.0,2.0,10.0,,1.0,3.0,7.0,2.0,,13.0,2.0,59.0,54.0,1.0,21.0,16.0,,1.0,55.0,15.0,12.0,,,5.0,3.0,1.0,158.0,,,,,,,9.0,,,,,,,,1.0,17.0,,15.0,15.0,,4.0,92.0,72.0,40.0,7.0,,2.0,1.0,1.0,435.0,,,2.0,1.0,,82.0,44.0,34.0,,,,,142.0,135.0,5.0,24.0,25.0,55.4,,,10.0,0.0,,,,125.0,5.0,,5.0,,,,2.0,,3.0,88.0,360.0,5.0,3.0,196.0,26.0,28.0,12.0,2.0,14.0,12.0,,122.0,7.0,274.0,,2.0,20.0,17.0,58.0,1.0,456.0,2.0,0.0,5.0,23.0,1.0,14.0,3.0,638.0,,16.0,5.0,3.0,22.0,0.0
803281,12.0,2015-11-07 15:00:00,1,Man Utd,Home,185.0,21.0,,3.0,3.0,3.0,,358.0,3.0,,2.0,5.0,16.0,39.0,540.0,,,16.0,22.0,21.0,9.0,,,,,,,,,,,9.0,1.0,,,,1.0,7.0,3.0,1.0,,,,93.0,77.0,,,1.0,1.0,18.0,5.0,10.0,,1.0,5.0,14.0,6.0,,10.0,,64.0,53.0,1.0,9.0,5.0,,,73.0,11.0,10.0,,,3.0,1.0,,212.0,,,,,,,3.0,,,1.0,,,,,,6.0,,15.0,15.0,3.0,2.0,164.0,79.0,39.0,2.0,2.0,5.0,4.0,3.0,633.0,,,1.0,3.0,,89.0,93.0,31.0,,,,1.0,175.0,172.0,5.0,42.0,27.0,67.7,,1.0,18.0,0.0,,,,179.0,,,,,,,5.0,,3.0,200.0,527.0,10.0,9.0,213.0,45.0,12.0,18.0,2.0,23.0,21.0,,248.0,5.0,458.0,,,28.0,17.0,80.0,1.0,648.0,1.0,0.0,13.0,15.0,,25.0,1.0,824.0,,10.0,7.0,5.0,12.0,0.0
803287,13.0,2015-11-21 12:45:00,1,Man Utd,Away,154.0,22.0,4.0,7.0,4.0,8.0,,234.0,2.0,,1.0,5.0,7.0,32.0,381.0,,,24.0,12.0,13.0,8.0,1.0,,,,,,,,,,9.0,,,,,1.0,10.0,8.0,2.0,,,,82.0,79.0,2.0,1.0,1.0,2.0,25.0,2.0,8.0,,,10.0,8.0,9.0,,21.0,2.0,60.0,41.0,2.0,12.0,8.0,,2.0,63.0,12.0,6.0,1.0,1.0,2.0,,,184.0,1.0,,1.0,1.0,,,4.0,,,1.0,2.0,,,,,10.0,,22.0,22.0,1.0,1.0,115.0,85.0,44.0,4.0,,3.0,7.0,6.0,477.0,,,3.0,1.0,,102.0,79.0,27.0,1.0,1.0,1.0,,200.0,193.0,7.0,32.0,34.0,56.4,,2.0,25.0,0.0,,,,118.0,4.0,,4.0,,,,5.0,,3.0,124.0,366.0,12.0,10.0,191.0,34.0,19.0,11.0,6.0,22.0,17.0,,173.0,15.0,330.0,2.0,,35.0,9.0,85.0,5.0,499.0,1.0,0.0,13.0,18.0,1.0,30.0,2.0,718.0,,19.0,4.0,10.0,10.0,0.0
803295,14.0,2015-11-28 17:30:00,1,Man Utd,Away,216.0,22.0,3.0,5.0,2.0,6.0,1.0,283.0,6.0,,4.0,3.0,16.0,29.0,494.0,1.0,,27.0,17.0,16.0,4.0,2.0,,,,,,,,,,6.0,,,,,1.0,1.0,3.0,4.0,,,,85.0,65.0,1.0,,1.0,1.0,15.0,2.0,11.0,,,8.0,17.0,4.0,,16.0,1.0,61.0,49.0,1.0,18.0,11.0,,1.0,55.0,7.0,5.0,,,2.0,1.0,,197.0,1.0,1.0,1.0,,1.0,,8.0,,,,1.0,,,,,13.0,,11.0,11.0,,4.0,162.0,82.0,55.0,1.0,1.0,3.0,4.0,2.0,574.0,,,2.0,1.0,,69.0,99.0,34.0,,,,,174.0,169.0,3.0,30.0,27.0,68.9,,,15.0,0.0,,,,149.0,2.0,,2.0,,,,6.0,,1.0,125.0,480.0,5.0,7.0,249.0,33.0,23.0,19.0,7.0,29.0,22.0,,163.0,17.0,373.0,1.0,,24.0,16.0,64.0,1.0,593.0,1.0,0.0,10.0,20.0,2.0,31.0,1.0,791.0,,13.0,8.0,8.0,10.0,0.0
803311,15.0,2015-12-05 15:00:00,1,Man Utd,Home,171.0,6.0,4.0,8.0,4.0,3.0,,249.0,4.0,,4.0,9.0,6.0,30.0,412.0,2.0,,26.0,23.0,12.0,12.0,2.0,,1.0,,,,,,,,13.0,,,,,3.0,5.0,5.0,4.0,,,,60.0,71.0,1.0,1.0,,1.0,15.0,10.0,8.0,,,6.0,19.0,5.0,,12.0,1.0,67.0,54.0,1.0,9.0,2.0,,3.0,65.0,10.0,13.0,,,6.0,5.0,,188.0,,,,,,,6.0,,,,1.0,,,,,3.0,,11.0,11.0,1.0,4.0,133.0,75.0,42.0,2.0,,6.0,8.0,1.0,480.0,,,2.0,3.0,,75.0,61.0,46.0,,,,,164.0,162.0,3.0,31.0,33.0,62.6,,2.0,15.0,0.0,,,,115.0,1.0,1.0,2.0,,2.0,1.0,10.0,2.0,3.0,133.0,400.0,6.0,14.0,191.0,21.0,11.0,27.0,6.0,35.0,29.0,1.0,172.0,8.0,340.0,2.0,,25.0,8.0,61.0,2.0,496.0,2.0,0.0,21.0,18.0,,30.0,1.0,718.0,,15.0,12.0,6.0,16.0,0.0
803315,16.0,2015-12-12 17:30:00,1,Man Utd,Away,187.0,21.0,1.0,5.0,4.0,1.0,,207.0,5.0,1.0,3.0,6.0,8.0,38.0,389.0,,,24.0,23.0,9.0,1.0,1.0,,,,,,,,,,6.0,,,,,3.0,7.0,6.0,5.0,,,,70.0,55.0,1.0,3.0,1.0,4.0,13.0,3.0,14.0,,,7.0,8.0,10.0,,13.0,1.0,76.0,62.0,4.0,13.0,3.0,1.0,,62.0,12.0,11.0,,,1.0,1.0,,158.0,,,,,,,10.0,,,1.0,,,,,,4.0,,10.0,10.0,2.0,3.0,125.0,76.0,46.0,5.0,1.0,1.0,1.0,5.0,448.0,,,,1.0,,87.0,68.0,31.0,,,,,155.0,151.0,2.0,21.0,26.0,56.5,,,13.0,0.0,,,,121.0,1.0,2.0,3.0,,1.0,,3.0,,3.0,96.0,369.0,4.0,2.0,210.0,37.0,17.0,32.0,7.0,26.0,19.0,,134.0,5.0,290.0,,1.0,30.0,9.0,78.0,2.0,474.0,,0.0,11.0,23.0,1.0,28.0,1.0,681.0,,11.0,18.0,7.0,18.0,0.0
803328,17.0,2015-12-19 15:00:00,1,Man Utd,Home,172.0,30.0,2.0,11.0,9.0,3.0,,338.0,2.0,1.0,2.0,2.0,15.0,44.0,499.0,,1.0,33.0,15.0,13.0,4.0,1.0,,,,,1.0,1.0,,,,8.0,,,,,1.0,3.0,2.0,4.0,,,,92.0,68.0,2.0,1.0,1.0,1.0,21.0,3.0,10.0,,,11.0,28.0,13.0,,12.0,1.0,43.0,49.0,1.0,4.0,3.0,,,88.0,4.0,10.0,,,4.0,1.0,1.0,184.0,1.0,,1.0,1.0,,,3.0,,,1.0,1.0,,,,,3.0,,17.0,17.0,,2.0,163.0,81.0,54.0,,1.0,4.0,2.0,2.0,588.0,,,,1.0,,101.0,122.0,63.0,,,,,179.0,177.0,7.0,21.0,37.0,69.2,,,21.0,0.0,,,,166.0,,2.0,2.0,,,,6.0,,1.0,186.0,485.0,9.0,6.0,189.0,49.0,6.0,12.0,10.0,52.0,42.0,,250.0,9.0,468.0,1.0,1.0,17.0,18.0,73.0,2.0,605.0,2.0,0.0,11.0,17.0,2.0,33.0,0.0,818.0,,12.0,9.0,11.0,14.0,0.0
803336,18.0,2015-12-26 12:45:00,1,Man Utd,Away,129.0,12.0,1.0,4.0,3.0,7.0,,225.0,4.0,2.0,5.0,7.0,8.0,23.0,350.0,1.0,,23.0,19.0,12.0,6.0,,,,,,1.0,1.0,,,,8.0,,,,,2.0,7.0,3.0,10.0,,,,60.0,53.0,1.0,2.0,,3.0,14.0,2.0,12.0,,,12.0,10.0,7.0,,15.0,1.0,66.0,45.0,3.0,6.0,2.0,1.0,,60.0,16.0,10.0,,,6.0,1.0,1.0,170.0,,,,,,,11.0,,,,,,,,4.0,3.0,,11.0,11.0,4.0,5.0,101.0,82.0,41.0,1.0,,,6.0,6.0,420.0,,,1.0,3.0,,91.0,59.0,42.0,,,,,174.0,170.0,4.0,14.0,28.0,58.5,,,14.0,0.0,,,,122.0,,1.0,1.0,,,,3.0,,2.0,93.0,329.0,7.0,6.0,146.0,28.0,10.0,16.0,8.0,26.0,18.0,,139.0,12.0,333.0,,2.0,26.0,8.0,65.0,1.0,453.0,2.0,0.0,11.0,16.0,,27.0,2.0,635.0,,13.0,7.0,12.0,11.0,0.0
803344,19.0,2015-12-28 17:30:00,1,Man Utd,Home,263.0,21.0,,4.0,4.0,,,290.0,5.0,,4.0,5.0,15.0,40.0,549.0,,,16.0,10.0,6.0,10.0,,,,,,,,,,,11.0,,1.0,1.0,,1.0,14.0,6.0,2.0,,,,101.0,71.0,2.0,2.0,,2.0,13.0,5.0,10.0,,2.0,5.0,17.0,7.0,,13.0,3.0,61.0,38.0,2.0,8.0,4.0,,,64.0,16.0,6.0,,1.0,1.0,1.0,,192.0,,,,,,,6.0,,,,,,,,,5.0,2.0,15.0,15.0,1.0,4.0,164.0,83.0,63.0,3.0,,4.0,6.0,2.0,603.0,,,,7.0,,100.0,80.0,30.0,,,,,147.0,145.0,8.0,20.0,38.0,66.8,2.0,1.0,13.0,0.0,,,,160.0,3.0,,3.0,,1.0,,5.0,,3.0,147.0,536.0,6.0,10.0,278.0,31.0,10.0,18.0,4.0,29.0,25.0,,176.0,2.0,368.0,,,12.0,16.0,58.0,2.0,617.0,,0.0,12.0,21.0,,18.0,4.0,802.0,,14.0,5.0,5.0,18.0,0.0
803360,20.0,2016-01-02 15:00:00,1,Man Utd,Home,161.0,8.0,1.0,4.0,3.0,2.0,,273.0,4.0,,3.0,16.0,21.0,39.0,430.0,2.0,,23.0,8.0,13.0,11.0,1.0,,,,,,2.0,,,,15.0,,,,,2.0,9.0,8.0,1.0,,,,94.0,65.0,1.0,,1.0,,18.0,8.0,6.0,,,4.0,13.0,3.0,,8.0,2.0,43.0,55.0,,5.0,4.0,,,54.0,14.0,9.0,1.0,,4.0,1.0,2.0,172.0,2.0,,2.0,2.0,,,7.0,,,2.0,1.0,,,,1.0,6.0,,16.0,16.0,3.0,3.0,114.0,81.0,54.0,2.0,1.0,3.0,11.0,6.0,497.0,,,2.0,3.0,,93.0,88.0,34.0,,,,,135.0,133.0,5.0,27.0,29.0,54.7,,,18.0,0.0,,,,135.0,2.0,1.0,3.0,,1.0,,5.0,1.0,3.0,151.0,415.0,12.0,14.0,178.0,18.0,7.0,23.0,4.0,21.0,17.0,,192.0,7.0,358.0,1.0,,38.0,23.0,67.0,1.0,515.0,2.0,0.0,19.0,19.0,,24.0,2.0,708.0,,10.0,15.0,4.0,15.0,0.0
803368,21.0,2016-01-12 19:45:00,1,Man Utd,Away,130.0,11.0,3.0,4.0,1.0,5.0,,224.0,6.0,1.0,5.0,6.0,19.0,28.0,350.0,,2.0,17.0,8.0,8.0,7.0,2.0,,2.0,,,,,,,,8.0,1.0,,,,,7.0,10.0,4.0,,,,83.0,68.0,3.0,3.0,1.0,5.0,22.0,4.0,7.0,,,3.0,9.0,2.0,,15.0,1.0,53.0,49.0,5.0,20.0,10.0,,,45.0,12.0,9.0,2.0,,3.0,2.0,,160.0,1.0,,1.0,1.0,,1.0,9.0,,,2.0,2.0,,,,,12.0,,13.0,13.0,3.0,5.0,91.0,71.0,39.0,5.0,1.0,4.0,6.0,4.0,407.0,,,3.0,3.0,,70.0,95.0,18.0,1.0,1.0,1.0,1.0,157.0,150.0,5.0,19.0,35.0,45.8,,1.0,22.0,0.0,,,,98.0,2.0,1.0,3.0,,,2.0,4.0,1.0,2.0,113.0,334.0,6.0,10.0,150.0,17.0,27.0,22.0,3.0,16.0,13.0,3.0,139.0,9.0,298.0,2.0,1.0,25.0,19.0,59.0,1.0,432.0,1.0,0.0,12.0,22.0,2.0,23.0,3.0,647.0,,19.0,10.0,3.0,21.0,0.0
803376,22.0,2016-01-17 14:05:00,1,Man Utd,Away,170.0,27.0,,3.0,3.0,3.0,,148.0,13.0,1.0,5.0,4.0,10.0,39.0,315.0,,,25.0,16.0,18.0,5.0,,,,,,,,,,,4.0,,1.0,,,,4.0,7.0,12.0,,,,69.0,62.0,,,1.0,4.0,14.0,1.0,12.0,,,4.0,9.0,,,23.0,2.0,76.0,62.0,4.0,31.0,16.0,,,64.0,18.0,6.0,1.0,,1.0,1.0,,168.0,,,,,,,19.0,,,,,,,,4.0,17.0,1.0,23.0,23.0,1.0,5.0,96.0,92.0,42.0,5.0,,4.0,1.0,1.0,398.0,,,4.0,1.0,,76.0,56.0,20.0,,,,,177.0,175.0,2.0,22.0,29.0,46.7,1.0,,14.0,0.0,,,,98.0,1.0,3.0,4.0,,,,5.0,,3.0,74.0,293.0,7.0,5.0,196.0,48.0,33.0,26.0,3.0,13.0,10.0,,127.0,9.0,248.0,,1.0,31.0,11.0,92.0,,431.0,1.0,0.0,7.0,26.0,,27.0,2.0,666.0,,10.0,13.0,4.0,14.0,0.0
803388,23.0,2016-01-23 15:00:00,1,Man Utd,Home,146.0,23.0,,,,4.0,,185.0,5.0,,1.0,8.0,18.0,27.0,331.0,,,27.0,33.0,18.0,6.0,1.0,,,,,,,,,,6.0,,,,,2.0,6.0,5.0,2.0,,,,76.0,80.0,,,,2.0,26.0,2.0,6.0,,,4.0,7.0,7.0,,7.0,1.0,68.0,41.0,2.0,16.0,12.0,,,53.0,11.0,7.0,,,1.0,,,192.0,,,,,,,9.0,,,,2.0,,,,,15.0,,21.0,21.0,2.0,1.0,104.0,93.0,48.0,4.0,,4.0,3.0,1.0,429.0,,,,3.0,,76.0,62.0,29.0,,,,,196.0,190.0,5.0,37.0,29.0,55.4,,,26.0,0.0,,,,85.0,1.0,,1.0,,,,5.0,,3.0,93.0,316.0,12.0,7.0,181.0,47.0,22.0,18.0,2.0,16.0,14.0,,138.0,12.0,292.0,2.0,,37.0,20.0,82.0,2.0,457.0,,0.0,8.0,9.0,2.0,35.0,0.0,651.0,,17.0,7.0,4.0,8.0,0.0
803398,24.0,2016-02-02 20:00:00,1,Man Utd,Home,135.0,16.0,,5.0,5.0,5.0,,249.0,2.0,1.0,1.0,5.0,20.0,28.0,379.0,1.0,1.0,18.0,18.0,20.0,12.0,,,1.0,,,,,,,,15.0,,,,,,5.0,2.0,8.0,,,,73.0,65.0,3.0,1.0,2.0,3.0,15.0,5.0,7.0,,1.0,2.0,9.0,2.0,,9.0,,50.0,61.0,3.0,22.0,14.0,,,50.0,13.0,13.0,1.0,,2.0,1.0,,167.0,3.0,,3.0,3.0,,1.0,7.0,,,3.0,1.0,,,,,15.0,,19.0,19.0,1.0,1.0,118.0,74.0,44.0,5.0,2.0,5.0,10.0,5.0,437.0,,,3.0,,,84.0,93.0,24.0,,,,,119.0,114.0,4.0,26.0,29.0,46.9,,1.0,15.0,0.0,,,,103.0,,,,,,1.0,5.0,,3.0,125.0,364.0,9.0,15.0,154.0,29.0,27.0,10.0,2.0,14.0,12.0,2.0,162.0,7.0,321.0,1.0,1.0,22.0,22.0,61.0,3.0,461.0,2.0,0.0,15.0,21.0,1.0,19.0,2.0,642.0,,7.0,7.0,2.0,15.0,0.0
803406,25.0,2016-02-07 16:00:00,1,Man Utd,Away,120.0,15.0,3.0,6.0,4.0,7.0,,236.0,11.0,,4.0,1.0,9.0,26.0,350.0,,,27.0,18.0,16.0,9.0,3.0,,,,,,,,,,11.0,,,,,,5.0,12.0,4.0,,,,71.0,51.0,,,,7.0,17.0,4.0,11.0,,,11.0,14.0,4.0,,16.0,3.0,60.0,53.0,7.0,21.0,10.0,,,53.0,9.0,6.0,,,,,,157.0,1.0,,1.0,1.0,,,16.0,,,1.0,1.0,,,,1.0,14.0,,13.0,13.0,1.0,4.0,114.0,82.0,46.0,10.0,1.0,4.0,9.0,7.0,406.0,,,5.0,,,88.0,82.0,27.0,,,,,148.0,139.0,4.0,22.0,20.0,50.7,,,17.0,0.0,,,,93.0,4.0,,4.0,,,,6.0,,3.0,120.0,328.0,8.0,13.0,131.0,32.0,30.0,18.0,9.0,26.0,18.0,,156.0,16.0,330.0,1.0,,11.0,10.0,53.0,1.0,435.0,,0.0,17.0,20.0,1.0,29.0,3.0,662.0,,8.0,11.0,11.0,13.0,0.0
803414,26.0,2016-02-13 12:45:00,1,Man Utd,Away,153.0,25.0,1.0,1.0,1.0,2.0,,259.0,9.0,,5.0,3.0,17.0,39.0,411.0,1.0,,15.0,11.0,10.0,9.0,,,,,,,,1.0,,,12.0,,,,,,8.0,13.0,9.0,,,,75.0,62.0,,,1.0,,13.0,5.0,7.0,1.0,,8.0,11.0,5.0,,9.0,2.0,49.0,38.0,,16.0,11.0,,,69.0,15.0,6.0,,,1.0,,,176.0,,,,,,,14.0,,,1.0,,,,,,13.0,,14.0,14.0,1.0,5.0,130.0,78.0,49.0,6.0,1.0,1.0,8.0,6.0,471.0,,,7.0,5.0,1.0,113.0,49.0,30.0,,,,,163.0,158.0,1.0,28.0,25.0,66.3,,,13.0,0.0,,,,120.0,3.0,1.0,3.0,,,,1.0,,3.0,141.0,387.0,6.0,9.0,174.0,37.0,21.0,12.0,7.0,22.0,16.0,,179.0,7.0,349.0,,,13.0,18.0,64.0,6.0,501.0,1.0,0.0,12.0,17.0,,20.0,3.0,694.0,,15.0,5.0,8.0,14.0,0.0
803422,27.0,2016-02-28 14:05:00,1,Man Utd,Home,127.0,20.0,,1.0,1.0,1.0,,141.0,2.0,1.0,2.0,3.0,5.0,25.0,267.0,,,9.0,12.0,5.0,1.0,,,,,,1.0,1.0,,1.0,,5.0,,,,,1.0,12.0,10.0,3.0,,,,64.0,67.0,1.0,,2.0,,11.0,1.0,9.0,,,2.0,10.0,1.0,,10.0,1.0,56.0,50.0,,22.0,13.0,,,39.0,21.0,15.0,2.0,,3.0,1.0,1.0,148.0,2.0,,2.0,2.0,,,7.0,,,3.0,,,,,,13.0,,17.0,17.0,1.0,2.0,74.0,75.0,36.0,3.0,1.0,,3.0,5.0,321.0,,,3.0,3.0,,82.0,48.0,14.0,,,,,144.0,139.0,2.0,38.0,22.0,39.2,,,11.0,0.0,,,,63.0,3.0,,3.0,,,,1.0,,3.0,81.0,250.0,6.0,3.0,150.0,34.0,27.0,10.0,,12.0,12.0,,108.0,4.0,211.0,,1.0,32.0,5.0,70.0,2.0,349.0,1.0,0.0,7.0,24.0,,18.0,4.0,534.0,,18.0,6.0,2.0,18.0,0.0
803439,28.0,2016-03-02 20:00:00,1,Man Utd,Home,199.0,15.0,1.0,5.0,4.0,7.0,,201.0,6.0,,1.0,5.0,22.0,32.0,395.0,1.0,,23.0,18.0,4.0,9.0,1.0,,,1.0,,,2.0,,,,9.0,,,,,1.0,3.0,9.0,4.0,,,,87.0,65.0,1.0,1.0,,2.0,12.0,5.0,9.0,1.0,,9.0,7.0,7.0,,15.0,2.0,60.0,58.0,2.0,6.0,2.0,,3.0,53.0,7.0,16.0,,,7.0,2.0,2.0,195.0,,,,,,,12.0,,,,,,,,,3.0,,21.0,21.0,1.0,1.0,131.0,67.0,29.0,7.0,1.0,5.0,5.0,3.0,469.0,,,4.0,4.0,,100.0,62.0,30.0,,,,,174.0,172.0,3.0,28.0,29.0,61.3,,,12.0,0.0,,,,91.0,3.0,1.0,3.0,,,,6.0,,3.0,115.0,370.0,5.0,10.0,238.0,31.0,8.0,28.0,3.0,19.0,16.0,,153.0,11.0,285.0,,,32.0,23.0,80.0,2.0,504.0,4.0,0.0,14.0,21.0,,26.0,1.0,717.0,,14.0,17.0,9.0,18.0,0.0
803447,29.0,2016-03-06 16:00:00,1,Man Utd,Away,163.0,23.0,,1.0,1.0,2.0,,202.0,3.0,,2.0,7.0,12.0,37.0,364.0,,,15.0,20.0,16.0,4.0,,,,,,,1.0,,,,6.0,,,,,,3.0,6.0,3.0,,,,79.0,65.0,,,,3.0,19.0,4.0,7.0,,,5.0,8.0,7.0,,9.0,1.0,53.0,66.0,3.0,11.0,6.0,,,55.0,7.0,8.0,,1.0,3.0,1.0,1.0,204.0,,,,,,,11.0,,,,1.0,,,,,8.0,,17.0,17.0,,2.0,119.0,91.0,42.0,4.0,,1.0,3.0,1.0,475.0,,,3.0,2.0,,89.0,89.0,18.0,,,,,206.0,199.0,4.0,26.0,28.0,53.4,,,19.0,0.0,,,,101.0,,1.0,1.0,1.0,2.0,,2.0,,3.0,98.0,348.0,7.0,4.0,208.0,45.0,18.0,24.0,4.0,20.0,16.0,,144.0,11.0,315.0,1.0,,39.0,14.0,89.0,1.0,503.0,2.0,1.0,7.0,28.0,,19.0,0.0,701.0,,14.0,14.0,5.0,21.0,0.0
803453,30.0,2016-04-20 20:00:00,1,Man Utd,Home,184.0,21.0,,3.0,3.0,,,382.0,2.0,,2.0,4.0,28.0,36.0,563.0,1.0,1.0,15.0,9.0,9.0,9.0,,,,,,,,,,,12.0,,,,,,7.0,2.0,3.0,,,,109.0,71.0,1.0,2.0,,2.0,19.0,3.0,14.0,,1.0,10.0,12.0,3.0,1.0,15.0,,56.0,56.0,2.0,10.0,2.0,,,61.0,13.0,7.0,,1.0,3.0,,,180.0,,,,,,,2.0,,,,1.0,,,,1.0,3.0,,10.0,10.0,1.0,2.0,181.0,58.0,44.0,2.0,,1.0,8.0,10.0,615.0,,,3.0,1.0,,92.0,122.0,32.0,,,,,134.0,130.0,5.0,27.0,37.0,66.3,,,19.0,0.0,,,,163.0,,,,,,,3.0,1.0,3.0,200.0,546.0,11.0,9.0,201.0,33.0,14.0,19.0,3.0,18.0,15.0,,234.0,2.0,450.0,1.0,1.0,12.0,29.0,54.0,3.0,633.0,6.0,0.0,16.0,29.0,2.0,20.0,1.0,826.0,,12.0,11.0,10.0,26.0,0.0
803467,31.0,2016-03-20 16:00:00,1,Man Utd,Away,137.0,19.0,1.0,2.0,1.0,1.0,1.0,164.0,11.0,,1.0,1.0,11.0,27.0,299.0,1.0,,20.0,24.0,10.0,4.0,,,,,,,,,,1.0,5.0,,,,,,6.0,21.0,5.0,,,,47.0,52.0,2.0,1.0,1.0,2.0,22.0,1.0,20.0,,1.0,5.0,6.0,1.0,,8.0,1.0,76.0,58.0,2.0,16.0,10.0,,,51.0,12.0,8.0,1.0,,3.0,1.0,,173.0,1.0,,,1.0,,,18.0,,,1.0,,,,,1.0,11.0,,17.0,17.0,4.0,1.0,90.0,74.0,31.0,11.0,,,5.0,4.0,367.0,,,5.0,3.0,,94.0,55.0,15.0,,,,,156.0,149.0,4.0,23.0,22.0,45.5,,,22.0,0.0,,,,88.0,3.0,,3.0,,1.0,,,1.0,3.0,69.0,280.0,12.0,5.0,159.0,36.0,23.0,27.0,4.0,12.0,8.0,,107.0,11.0,251.0,,,23.0,11.0,64.0,1.0,398.0,1.0,0.0,5.0,26.0,1.0,27.0,1.0,590.0,13.0,8.0,14.0,5.0,22.0,0.0
803474,32.0,2016-04-03 16:00:00,1,Man Utd,Home,170.0,20.0,2.0,3.0,1.0,3.0,,255.0,1.0,3.0,7.0,5.0,14.0,35.0,422.0,,,21.0,9.0,10.0,7.0,1.0,,,,,,,,,,8.0,,,,,,11.0,6.0,1.0,,,,78.0,72.0,1.0,,1.0,3.0,13.0,5.0,9.0,,,5.0,10.0,4.0,,18.0,,62.0,36.0,3.0,17.0,4.0,,,50.0,15.0,5.0,,,,,,179.0,1.0,,1.0,1.0,,,2.0,,,1.0,1.0,,,,1.0,6.0,,21.0,21.0,4.0,7.0,126.0,77.0,48.0,5.0,1.0,2.0,7.0,2.0,499.0,,,5.0,2.0,,102.0,95.0,27.0,,,,,162.0,156.0,3.0,25.0,34.0,54.4,,,13.0,0.0,,,,131.0,1.0,,1.0,,,,3.0,,3.0,141.0,412.0,5.0,9.0,196.0,35.0,23.0,20.0,4.0,18.0,14.0,,179.0,9.0,336.0,2.0,3.0,26.0,14.0,67.0,2.0,514.0,1.0,0.0,10.0,13.0,1.0,27.0,2.0,718.0,,9.0,8.0,5.0,8.0,0.0
