matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
442100,11,2012-11-10 17:30:00,1,Man Utd,Away,226.0,16.0,5.0,11.0,6.0,1.0,1.0,383.0,3.0,,6.0,4.0,28.0,52.0,598.0,,,26.0,16.0,13.0,9.0,5.0,,,,,,,,,,1.0,,14.0,,,,2.0,,,1.0,5.0,3.0,,,92.0,55.0,2.0,1.0,1.0,1.0,6.0,3.0,,,6.0,20.0,14.0,,12.0,1.0,44.0,46.0,1.0,27.0,16.0,,,83.0,8.0,14.0,2.0,1.0,2.0,2.0,,152.0,2.0,1.0,2.0,1.0,1.0,,4.0,1.0,,,23.0,2.0,8.0,6.0,2.0,,6.0,215.0,79.0,59.0,5.0,,7.0,9.0,5.0,,2.0,2.0,,79.0,122.0,28.0,,146.0,136.0,,24.0,25.0,69.5,2.0,,,3.0,0.0,211.0,1.0,,,,,9.0,,,3.0,172.0,,16.0,237.0,29.0,37.0,10.0,6.0,42.0,36.0,,218.0,6.0,475.0,,,14.0,31.0,69.0,3.0,670.0,1.0,0.0,20.0,14.0,,27.0,1.0,875.0,,8.0,,5.0,6.0,11.0,0.0
442114,12,2012-11-17 17:30:00,1,Man Utd,Away,212.0,18.0,1.0,8.0,7.0,4.0,,300.0,7.0,,6.0,3.0,19.0,38.0,504.0,,,16.0,11.0,6.0,10.0,2.0,,,,,,1.0,1.0,,,,,7.0,,,,,,,1.0,5.0,6.0,,,66.0,54.0,1.0,1.0,,,5.0,1.0,,,12.0,21.0,7.0,,10.0,1.0,30.0,46.0,,15.0,11.0,,1.0,83.0,7.0,10.0,,,3.0,1.0,1.0,170.0,,,,,,,8.0,,2.0,,22.0,,13.0,12.0,1.0,,6.0,171.0,63.0,47.0,,,3.0,9.0,6.0,,2.0,,,73.0,100.0,24.0,,150.0,135.0,2.0,23.0,23.0,62.3,,,,1.0,0.0,174.0,,3.0,,,,3.0,,,3.0,157.0,,12.0,228.0,33.0,30.0,14.0,12.0,41.0,29.0,,206.0,4.0,394.0,2.0,,12.0,21.0,51.0,1.0,581.0,,0.0,14.0,17.0,1.0,18.0,1.0,776.0,,10.0,,13.0,12.0,11.0,0.0
442122,13,2012-11-24 15:00:00,1,Man Utd,Home,246.0,19.0,2.0,7.0,5.0,1.0,,342.0,4.0,2.0,4.0,3.0,24.0,43.0,581.0,2.0,1.0,15.0,4.0,12.0,12.0,1.0,,1.0,,,,,,,,,,14.0,,,,,,,,4.0,7.0,,,66.0,58.0,3.0,1.0,2.0,2.0,5.0,6.0,1.0,,9.0,12.0,9.0,1.0,11.0,,38.0,49.0,2.0,8.0,7.0,1.0,,78.0,6.0,9.0,1.0,,2.0,2.0,,175.0,3.0,1.0,2.0,1.0,2.0,,5.0,1.0,1.0,,11.0,,14.0,11.0,,,4.0,209.0,77.0,65.0,7.0,1.0,5.0,11.0,7.0,,6.0,1.0,,85.0,81.0,28.0,,137.0,127.0,1.0,21.0,32.0,62.5,,,,,0.0,201.0,1.0,1.0,,,1.0,5.0,1.0,,3.0,148.0,,16.0,249.0,31.0,18.0,17.0,9.0,32.0,23.0,1.0,198.0,2.0,434.0,1.0,2.0,4.0,26.0,52.0,2.0,651.0,2.0,0.0,17.0,22.0,1.0,15.0,1.0,832.0,,6.0,,6.0,9.0,16.0,0.0
442130,14,2012-11-28 20:00:00,1,Man Utd,Home,207.0,14.0,2.0,6.0,4.0,3.0,,368.0,7.0,,3.0,5.0,38.0,40.0,569.0,1.0,1.0,10.0,16.0,20.0,17.0,1.0,,,,,,1.0,2.0,,,,,18.0,,,,,,,,8.0,2.0,,,94.0,63.0,,,,,6.0,5.0,,,5.0,17.0,5.0,,7.0,1.0,42.0,48.0,,26.0,13.0,,2.0,74.0,9.0,9.0,1.0,1.0,6.0,,2.0,179.0,1.0,,,1.0,,,11.0,1.0,,2.0,32.0,,13.0,13.0,1.0,,3.0,196.0,71.0,56.0,5.0,,7.0,12.0,7.0,,2.0,2.0,,77.0,79.0,19.0,,161.0,134.0,,34.0,26.0,66.1,,,,2.0,0.0,177.0,1.0,,,,,9.0,,,3.0,167.0,,19.0,230.0,22.0,53.0,14.0,3.0,25.0,22.0,,209.0,5.0,441.0,,,17.0,40.0,50.0,2.0,646.0,1.0,0.0,22.0,12.0,2.0,12.0,1.0,847.0,,13.0,,7.0,5.0,8.0,0.0
442146,15,2012-12-01 17:30:00,1,Man Utd,Away,263.0,20.0,1.0,4.0,3.0,2.0,,250.0,3.0,,5.0,4.0,24.0,35.0,509.0,1.0,1.0,9.0,13.0,15.0,5.0,,,,,,,,,,,,1.0,10.0,1.0,,,,,,,8.0,4.0,,,78.0,63.0,3.0,3.0,3.0,5.0,,5.0,,1.0,1.0,8.0,6.0,,11.0,1.0,49.0,50.0,5.0,23.0,19.0,1.0,,64.0,12.0,10.0,3.0,,2.0,1.0,,184.0,3.0,,3.0,3.0,,,8.0,3.0,2.0,,33.0,,20.0,16.0,1.0,,5.0,156.0,92.0,66.0,6.0,1.0,4.0,4.0,6.0,,1.0,1.0,,83.0,65.0,16.0,1.0,150.0,132.0,1.0,35.0,21.0,58.3,,,,,0.0,168.0,3.0,1.0,,,,5.0,,,3.0,92.0,,8.0,286.0,29.0,41.0,14.0,1.0,16.0,15.0,,122.0,9.0,316.0,3.0,,16.0,25.0,51.0,2.0,586.0,2.0,0.0,11.0,19.0,3.0,12.0,1.0,778.0,,13.0,,6.0,1.0,14.0,0.0
442153,16,2012-12-09 13:30:00,1,Man Utd,Away,112.0,13.0,1.0,3.0,2.0,3.0,,161.0,1.0,1.0,6.0,9.0,14.0,28.0,270.0,,,15.0,14.0,18.0,3.0,1.0,,,1.0,,,,1.0,,,,,7.0,,,,,,1.0,,12.0,6.0,,,44.0,59.0,2.0,1.0,1.0,3.0,2.0,17.0,,1.0,2.0,11.0,1.0,,12.0,6.0,56.0,65.0,3.0,23.0,13.0,,1.0,64.0,9.0,12.0,3.0,,1.0,,1.0,170.0,2.0,,2.0,2.0,,,7.0,2.0,1.0,,21.0,1.0,15.0,12.0,2.0,,6.0,72.0,87.0,44.0,8.0,,3.0,3.0,3.0,,3.0,3.0,,45.0,97.0,8.0,,167.0,153.0,5.0,24.0,18.0,43.8,1.0,,,2.0,0.0,86.0,5.0,2.0,,1.0,,5.0,,,3.0,81.0,,6.0,131.0,26.0,37.0,11.0,2.0,14.0,12.0,3.0,131.0,8.0,255.0,1.0,1.0,32.0,15.0,50.0,4.0,372.0,,0.0,10.0,28.0,2.0,15.0,3.0,575.0,,11.0,,7.0,2.0,24.0,0.0
442161,17,2012-12-15 15:00:00,1,Man Utd,Home,216.0,16.0,3.0,9.0,6.0,1.0,,239.0,5.0,,6.0,3.0,21.0,27.0,446.0,,2.0,16.0,10.0,13.0,9.0,2.0,,,,,,,,,,,,12.0,,,,,,,,9.0,6.0,,,75.0,58.0,7.0,7.0,3.0,5.0,2.0,2.0,,,9.0,16.0,2.0,,11.0,3.0,48.0,44.0,5.0,25.0,14.0,,1.0,55.0,13.0,10.0,2.0,,2.0,1.0,,179.0,2.0,,2.0,2.0,,,8.0,3.0,1.0,,24.0,1.0,6.0,5.0,,,6.0,141.0,76.0,51.0,9.0,1.0,7.0,6.0,5.0,,4.0,3.0,,56.0,92.0,21.0,,151.0,134.0,2.0,30.0,18.0,61.5,,,,3.0,0.0,125.0,4.0,2.0,,,,9.0,1.0,,3.0,119.0,,13.0,232.0,22.0,42.0,18.0,7.0,26.0,19.0,2.0,159.0,4.0,314.0,1.0,,19.0,21.0,47.0,2.0,520.0,2.0,0.0,16.0,15.0,3.0,19.0,0.0,727.0,,9.0,,6.0,9.0,12.0,0.0
442174,18,2012-12-23 13:30:00,1,Man Utd,Away,175.0,19.0,3.0,5.0,2.0,2.0,,317.0,4.0,,7.0,5.0,15.0,33.0,487.0,2.0,1.0,16.0,16.0,26.0,13.0,2.0,,1.0,,,,1.0,2.0,,,,,14.0,,,,,,,,8.0,6.0,,,89.0,55.0,1.0,1.0,,1.0,8.0,2.0,,,6.0,14.0,7.0,1.0,11.0,2.0,50.0,56.0,1.0,10.0,7.0,,,90.0,16.0,11.0,,,3.0,,2.0,202.0,1.0,1.0,1.0,,1.0,,8.0,,1.0,,13.0,2.0,9.0,5.0,,,7.0,136.0,92.0,64.0,3.0,,4.0,12.0,7.0,,1.0,2.0,,98.0,85.0,32.0,,149.0,141.0,4.0,19.0,23.0,59.7,,,,,0.0,147.0,5.0,3.0,,1.0,1.0,5.0,1.0,,3.0,163.0,,16.0,188.0,33.0,18.0,10.0,6.0,27.0,21.0,1.0,209.0,5.0,413.0,1.0,,15.0,15.0,51.0,,574.0,4.0,0.0,20.0,14.0,3.0,19.0,4.0,752.0,,7.0,,5.0,6.0,10.0,0.0
442183,19,2012-12-26 15:00:00,1,Man Utd,Home,184.0,18.0,,5.0,5.0,3.0,1.0,212.0,4.0,2.0,9.0,7.0,19.0,44.0,391.0,,3.0,11.0,11.0,20.0,7.0,,,,,1.0,,,1.0,1.0,,,1.0,11.0,,,,,,,2.0,7.0,9.0,,,51.0,68.0,6.0,5.0,3.0,1.0,3.0,11.0,,2.0,2.0,19.0,5.0,2.0,13.0,1.0,54.0,51.0,1.0,20.0,8.0,1.0,1.0,67.0,13.0,17.0,2.0,,4.0,4.0,1.0,160.0,2.0,,2.0,2.0,,,6.0,2.0,2.0,1.0,22.0,,17.0,13.0,,,9.0,123.0,73.0,48.0,2.0,,4.0,5.0,7.0,,4.0,2.0,1.0,60.0,72.0,33.0,,160.0,138.0,7.0,21.0,30.0,60.7,,,,3.0,0.0,133.0,1.0,4.0,,,,5.0,,,2.0,104.0,,9.0,191.0,33.0,42.0,11.0,2.0,30.0,28.0,1.0,148.0,5.0,306.0,2.0,2.0,14.0,20.0,60.0,3.0,467.0,1.0,0.0,15.0,10.0,9.0,12.0,3.0,666.0,,9.0,,4.0,2.0,8.0,0.0
442193,20,2012-12-29 15:00:00,1,Man Utd,Home,203.0,9.0,4.0,7.0,3.0,1.0,,226.0,2.0,,2.0,6.0,19.0,28.0,422.0,,,22.0,6.0,22.0,9.0,3.0,,,,,,,,,,,,9.0,,,,,,,,4.0,10.0,,,79.0,52.0,1.0,1.0,,1.0,6.0,5.0,,,9.0,21.0,2.0,,7.0,,35.0,53.0,1.0,26.0,17.0,,,45.0,10.0,8.0,1.0,,,,,136.0,1.0,,,,1.0,,7.0,,,1.0,30.0,1.0,18.0,14.0,1.0,,2.0,142.0,77.0,38.0,6.0,,3.0,10.0,7.0,,9.0,2.0,,72.0,106.0,12.0,,158.0,135.0,3.0,29.0,17.0,58.0,,,,,0.0,135.0,,1.0,,1.0,,4.0,,,2.0,114.0,,13.0,218.0,21.0,49.0,14.0,8.0,31.0,23.0,,141.0,6.0,305.0,,,29.0,19.0,53.0,1.0,492.0,,0.0,17.0,17.0,4.0,27.0,1.0,719.0,,13.0,,6.0,9.0,12.0,0.0
