matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attLgRight,attOneOnOne,attOpenplay,attPenGoal,attPenMiss,attPenTarget,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard
442000,1,2012-08-20 20:00:00,1,Man Utd,Away,231.0,9.0,,6.0,6.0,3.0,,346.0,6.0,,1.0,9.0,32.0,44.0,571.0,,2.0,21.0,28.0,18.0,9.0,,,1.0,,,,1.0,1.0,,,,,11.0,,,,,,,,13.0,5.0,,,80.0,51.0,2.0,2.0,,3.0,4.0,7.0,,,8.0,17.0,10.0,,14.0,3.0,65.0,53.0,3.0,20.0,11.0,,,71.0,11.0,13.0,,,1.0,,1.0,164.0,,,,,,,9.0,,,,22.0,,8.0,7.0,2.0,,2.0,213.0,71.0,49.0,6.0,,5.0,4.0,4.0,,2.0,1.0,,105.0,83.0,17.0,,149.0,136.0,,26.0,20.0,69.2,,,,2.0,0.0,189.0,4.0,2.0,,,1.0,6.0,,,3.0,174.0,,9.0,250.0,16.0,33.0,12.0,7.0,34.0,27.0,1.0,210.0,9.0,430.0,,,21.0,33.0,57.0,1.0,646.0,1.0,0.0,14.0,15.0,5.0,23.0,2.0,850.0,,6.0,,7.0,8.0,13.0,0.0
442012,2,2012-08-25 15:00:00,1,Man Utd,Home,234.0,15.0,,5.0,5.0,2.0,,347.0,5.0,1.0,,1.0,25.0,42.0,576.0,1.0,1.0,20.0,5.0,5.0,11.0,2.0,3.0,2.0,0.0,,,,1.0,1.0,,,,13.0,0.0,,,,1.0,,2.0,9.0,8.0,11.0,9.0,94.0,44.0,1.0,1.0,1.0,1.0,4.0,12.0,,,8.0,24.0,8.0,1.0,19.0,1.0,52.0,45.0,1.0,9.0,4.0,,,57.0,12.0,7.0,1.0,,3.0,1.0,1.0,159.0,2.0,,2.0,2.0,,,6.0,2.0,,1.0,8.0,1.0,8.0,6.0,1.0,0.0,,163.0,62.0,57.0,8.0,1.0,8.0,7.0,7.0,605.0,7.0,,1.0,88.0,123.0,44.0,,106.0,106.0,5.0,19.0,20.0,59.9,1.0,,3.0,1.0,0.0,204.0,4.0,1.0,5.0,,2.0,9.0,,0.0,3.0,205.0,562.0,15.0,238.0,19.0,20.0,13.0,4.0,37.0,33.0,2.0,230.0,4.0,419.0,,1.0,4.0,25.0,49.0,1.0,620.0,1.0,0.0,20.0,25.0,3.0,20.0,0.0,811.0,24.0,5.0,0.0,8.0,8.0,22.0,0.0
442023,3,2012-09-02 16:00:00,1,Man Utd,Away,229.0,24.0,2.0,5.0,3.0,1.0,,294.0,5.0,1.0,8.0,,21.0,29.0,518.0,,,13.0,7.0,11.0,13.0,,,,,1.0,,,1.0,,,,,16.0,,,1.0,,1.0,,1.0,6.0,9.0,,,79.0,64.0,1.0,2.0,1.0,2.0,4.0,3.0,,,7.0,14.0,4.0,,19.0,1.0,35.0,39.0,2.0,21.0,15.0,1.0,2.0,76.0,4.0,8.0,3.0,,3.0,1.0,1.0,157.0,2.0,1.0,2.0,1.0,1.0,,8.0,2.0,1.0,,25.0,1.0,14.0,12.0,1.0,,8.0,178.0,90.0,66.0,4.0,,8.0,7.0,7.0,,4.0,1.0,,55.0,79.0,14.0,1.0,143.0,131.0,5.0,22.0,29.0,54.9,1.0,,,1.0,0.0,173.0,1.0,1.0,,,,9.0,,,3.0,124.0,,15.0,241.0,38.0,33.0,6.0,5.0,24.0,19.0,,159.0,4.0,370.0,1.0,1.0,8.0,23.0,38.0,2.0,587.0,,0.0,20.0,16.0,2.0,17.0,0.0,782.0,,12.0,,4.0,7.0,14.0,0.0
442033,4,2012-09-15 15:00:00,1,Man Utd,Home,164.0,23.0,,7.0,7.0,1.0,1.0,206.0,7.0,,5.0,1.0,15.0,26.0,363.0,,,25.0,6.0,3.0,10.0,1.0,,,,,,,,,,,,15.0,,,1.0,,,,,7.0,,,,64.0,45.0,2.0,2.0,2.0,4.0,7.0,9.0,,,5.0,16.0,8.0,1.0,17.0,1.0,44.0,46.0,4.0,9.0,5.0,,,46.0,10.0,14.0,2.0,,7.0,2.0,,119.0,2.0,,1.0,2.0,,,8.0,3.0,2.0,,12.0,,10.0,8.0,1.0,,5.0,121.0,55.0,32.0,5.0,1.0,7.0,6.0,5.0,,2.0,2.0,,56.0,72.0,24.0,1.0,135.0,124.0,2.0,18.0,19.0,52.2,,,,,0.0,120.0,1.0,,,,,8.0,1.0,,3.0,114.0,,13.0,173.0,38.0,20.0,11.0,4.0,30.0,26.0,1.0,150.0,5.0,281.0,2.0,,11.0,16.0,44.0,1.0,424.0,,0.0,20.0,20.0,2.0,29.0,2.0,627.0,,13.0,,9.0,5.0,15.0,0.0
442040,5,2012-09-23 13:30:00,1,Man Utd,Away,147.0,18.0,1.0,6.0,5.0,1.0,,216.0,6.0,1.0,10.0,1.0,18.0,31.0,357.0,,,12.0,10.0,8.0,5.0,,,1.0,,1.0,,,1.0,,,,,6.0,1.0,,,,,,,10.0,4.0,,,61.0,57.0,,,1.0,5.0,2.0,11.0,,,3.0,13.0,3.0,1.0,19.0,3.0,51.0,58.0,5.0,25.0,14.0,,1.0,66.0,7.0,14.0,1.0,,5.0,,1.0,138.0,1.0,,,1.0,,,11.0,1.0,,,27.0,,16.0,10.0,1.0,,11.0,108.0,67.0,37.0,7.0,,2.0,4.0,3.0,,2.0,1.0,,86.0,50.0,10.0,1.0,139.0,120.0,3.0,19.0,23.0,48.0,,,,,0.0,113.0,2.0,3.0,,,1.0,3.0,,,3.0,87.0,,6.0,159.0,25.0,44.0,11.0,2.0,18.0,16.0,1.0,120.0,5.0,279.0,,1.0,20.0,19.0,49.0,1.0,420.0,,0.0,8.0,29.0,2.0,15.0,2.0,636.0,,11.0,,7.0,3.0,21.0,0.0
442053,6,2012-09-29 17:30:00,1,Man Utd,Home,241.0,28.0,1.0,4.0,3.0,,,390.0,6.0,,1.0,2.0,23.0,55.0,627.0,,,20.0,14.0,18.0,9.0,1.0,,,,,1.0,,1.0,1.0,,,,14.0,,,,1.0,1.0,,,8.0,3.0,,,84.0,47.0,3.0,1.0,2.0,2.0,2.0,6.0,,1.0,9.0,23.0,12.0,,21.0,1.0,53.0,51.0,2.0,10.0,7.0,,1.0,109.0,7.0,7.0,,,2.0,,1.0,190.0,2.0,,2.0,2.0,,,6.0,2.0,,2.0,15.0,2.0,10.0,8.0,,,1.0,209.0,83.0,64.0,5.0,2.0,6.0,6.0,7.0,,3.0,,1.0,88.0,113.0,34.0,,164.0,154.0,3.0,17.0,25.0,74.1,2.0,,,,0.0,218.0,1.0,,,1.0,,7.0,,,3.0,168.0,,12.0,245.0,51.0,20.0,9.0,8.0,43.0,35.0,,222.0,1.0,499.0,,,4.0,23.0,72.0,2.0,701.0,,0.0,16.0,24.0,1.0,20.0,0.0,897.0,,11.0,,2.0,9.0,20.0,0.0
442062,7,2012-10-07 16:00:00,1,Man Utd,Away,277.0,18.0,3.0,3.0,,1.0,,183.0,7.0,,3.0,4.0,24.0,34.0,457.0,,1.0,10.0,13.0,8.0,7.0,,,1.0,,,,1.0,1.0,,,,,9.0,,,,,,,,7.0,8.0,,,95.0,48.0,,1.0,,5.0,2.0,12.0,,,6.0,7.0,2.0,2.0,7.0,2.0,48.0,58.0,5.0,29.0,20.0,,,50.0,12.0,15.0,,,1.0,,1.0,151.0,3.0,2.0,2.0,1.0,2.0,,14.0,1.0,,,34.0,,9.0,8.0,,,3.0,145.0,75.0,41.0,8.0,1.0,2.0,8.0,8.0,,3.0,2.0,,42.0,70.0,12.0,,146.0,122.0,3.0,16.0,25.0,54.5,,,,2.0,0.0,138.0,1.0,1.0,,1.0,1.0,3.0,,,3.0,65.0,,10.0,293.0,30.0,53.0,7.0,5.0,14.0,9.0,1.0,97.0,5.0,250.0,,,25.0,25.0,53.0,2.0,529.0,,0.0,13.0,32.0,4.0,11.0,4.0,729.0,,16.0,,3.0,6.0,29.0,0.0
442071,8,2012-10-20 15:00:00,1,Man Utd,Home,263.0,23.0,,10.0,10.0,1.0,,312.0,8.0,,7.0,2.0,33.0,50.0,565.0,,1.0,11.0,20.0,9.0,10.0,,,,,,,,,1.0,,,,14.0,,,,1.0,,,,6.0,4.0,,,86.0,57.0,6.0,2.0,4.0,3.0,1.0,2.0,,,3.0,16.0,2.0,,8.0,1.0,48.0,34.0,3.0,17.0,10.0,,,62.0,9.0,10.0,4.0,,2.0,1.0,,173.0,4.0,,3.0,3.0,1.0,,9.0,3.0,4.0,,23.0,1.0,7.0,4.0,1.0,,7.0,177.0,63.0,45.0,4.0,,7.0,7.0,7.0,,4.0,2.0,1.0,65.0,82.0,25.0,,131.0,109.0,2.0,34.0,14.0,64.0,1.0,,,1.0,0.0,189.0,2.0,,,,,8.0,,,3.0,141.0,,14.0,270.0,34.0,39.0,13.0,2.0,21.0,19.0,,176.0,3.0,376.0,4.0,,15.0,34.0,64.0,3.0,625.0,,0.0,16.0,11.0,5.0,12.0,1.0,803.0,,14.0,,4.0,3.0,9.0,0.0
442081,9,2012-10-28 16:00:00,1,Man Utd,Away,194.0,8.0,,3.0,3.0,2.0,1.0,203.0,4.0,1.0,7.0,6.0,20.0,28.0,394.0,1.0,1.0,15.0,10.0,9.0,9.0,1.0,,,,1.0,,,1.0,,,,,13.0,,,,,,1.0,1.0,7.0,8.0,,,69.0,48.0,3.0,1.0,2.0,3.0,2.0,4.0,,,6.0,8.0,3.0,,8.0,1.0,46.0,55.0,3.0,31.0,21.0,,1.0,63.0,12.0,13.0,2.0,,2.0,1.0,1.0,149.0,2.0,,1.0,2.0,,,6.0,2.0,,,29.0,2.0,10.0,7.0,,,7.0,107.0,66.0,47.0,8.0,,6.0,6.0,5.0,,3.0,1.0,,53.0,72.0,13.0,,128.0,114.0,1.0,26.0,12.0,51.3,1.0,,,,0.0,132.0,4.0,2.0,,1.0,,8.0,,,2.0,94.0,,12.0,214.0,13.0,45.0,20.0,5.0,17.0,12.0,,124.0,3.0,260.0,,1.0,27.0,21.0,43.0,4.0,457.0,1.0,0.0,15.0,26.0,2.0,18.0,2.0,665.0,,6.0,,7.0,6.0,21.0,0.0
442091,10,2012-11-03 12:45:00,1,Man Utd,Home,256.0,24.0,1.0,4.0,3.0,3.0,,213.0,5.0,,3.0,3.0,17.0,45.0,465.0,1.0,1.0,11.0,10.0,14.0,9.0,1.0,2.0,1.0,,,,,,,,,1.0,11.0,,1.0,,,,,,5.0,2.0,10.0,4.0,83.0,61.0,4.0,4.0,1.0,1.0,2.0,2.0,,,6.0,16.0,5.0,1.0,4.0,,35.0,57.0,1.0,16.0,9.0,,1.0,55.0,15.0,14.0,1.0,,1.0,1.0,,156.0,1.0,,1.0,,1.0,,6.0,1.0,1.0,2.0,13.0,,19.0,16.0,,,3.0,143.0,70.0,44.0,1.0,,4.0,7.0,6.0,517.0,2.0,,,62.0,80.0,33.0,1.0,123.0,123.0,4.0,22.0,31.0,47.7,,,,,0.0,156.0,1.0,,1.0,,1.0,6.0,,,2.0,76.0,447.0,11.0,276.0,45.0,26.0,13.0,4.0,26.0,22.0,1.0,113.0,5.0,288.0,1.0,,14.0,18.0,68.0,5.0,538.0,2.0,0.0,14.0,22.0,5.0,15.0,5.0,718.0,27.0,9.0,,7.0,6.0,17.0,0.0
