matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367641,11,2023-11-04 12:30:00,1,Man Utd,Away,200.0,22.0,,4.0,4.0,1.0,,161.0,5.0,,2.0,3.0,5.0,29.0,357.0,,,10.0,19.0,20.0,7.0,,3.0,,,,1.0,1.0,,,,,8.0,,,,,,10.0,9.0,9.0,6.0,6.0,77.0,59.0,,,,2.0,13.0,2.0,10.0,1.0,1.0,4.0,7.0,3.0,,7.0,2.0,58.0,49.0,2.0,27.0,15.0,,,,,,,62.0,15.0,9.0,,3.0,1.0,1.0,164.0,1.0,,,1.0,,,10.0,1.0,,,15.0,,6.0,6.0,1.0,2.0,110.0,74.0,37.0,9.0,1.0,2.0,6.0,5.0,435.0,8.0,,,54.0,47.0,21.0,,,,,141.0,141.0,4.0,21.0,30.0,55.0,,,,,22.0,0.0,103.0,2.0,1.0,2.0,,1.0,,5.0,,,4.0,80.0,344.0,13.0,8.0,227.0,49.0,27.0,14.0,3.0,14.0,11.0,,130.0,3.0,241.0,,,11.0,7.0,64.0,2.0,454.0,,0.0,12.0,13.0,,14.0,2.0,645.0,35.0,14.0,7.0,4.0,9.0,0.0
2367655,12,2023-11-11 15:00:00,1,Man Utd,Home,186.0,20.0,1.0,7.0,6.0,3.0,1.0,322.0,3.0,1.0,3.0,1.0,5.0,27.0,501.0,,,20.0,9.0,13.0,9.0,1.0,3.0,1.0,1.0,,,1.0,,,,,10.0,,,,,1.0,4.0,4.0,6.0,11.0,4.0,87.0,54.0,3.0,4.0,,3.0,4.0,3.0,7.0,,,11.0,12.0,11.0,1.0,5.0,3.0,38.0,43.0,3.0,12.0,6.0,,1.0,,,,,90.0,9.0,9.0,,3.0,1.0,1.0,163.0,,,,,,,4.0,,,,6.0,,3.0,3.0,,3.0,174.0,58.0,35.0,3.0,,5.0,5.0,4.0,559.0,4.0,,,152.0,61.0,46.0,,,,,136.0,136.0,5.0,22.0,21.0,64.5,,,,,16.0,0.0,152.0,1.0,3.0,4.0,,1.0,1.0,8.0,1.0,,4.0,184.0,488.0,4.0,10.0,201.0,38.0,12.0,14.0,10.0,34.0,24.0,1.0,220.0,4.0,409.0,,1.0,7.0,5.0,49.0,1.0,576.0,1.0,0.0,15.0,17.0,1.0,21.0,0.0,764.0,37.0,18.0,5.0,11.0,10.0,0.0
2367660,13,2023-11-26 16:30:00,1,Man Utd,Away,227.0,17.0,1.0,4.0,4.0,,,115.0,9.0,,6.0,4.0,13.0,28.0,338.0,,1.0,15.0,17.0,22.0,5.0,1.0,3.0,1.0,,,,,,,,1.0,5.0,1.0,,,,,5.0,14.0,10.0,7.0,2.0,62.0,56.0,2.0,1.0,2.0,4.0,7.0,,2.0,,1.0,5.0,6.0,3.0,,6.0,3.0,42.0,59.0,4.0,36.0,22.0,,,,,,,40.0,8.0,10.0,1.0,4.0,2.0,,178.0,2.0,,2.0,2.0,,1.0,14.0,2.0,2.0,,22.0,,11.0,11.0,2.0,6.0,99.0,60.0,31.0,6.0,2.0,5.0,3.0,4.0,417.0,6.0,,,47.0,56.0,18.0,,,,1.0,146.0,146.0,6.0,29.0,11.0,49.4,,,,1.0,12.0,0.0,105.0,5.0,1.0,6.0,,1.0,1.0,5.0,,,4.0,63.0,319.0,7.0,8.0,275.0,43.0,36.0,15.0,3.0,13.0,11.0,2.0,92.0,5.0,182.0,2.0,,23.0,13.0,71.0,2.0,444.0,1.0,0.0,9.0,21.0,2.0,16.0,0.0,644.0,17.0,13.0,6.0,5.0,9.0,0.0
2367675,14,2023-12-02 20:00:00,1,Man Utd,Away,137.0,13.0,,1.0,1.0,2.0,1.0,141.0,3.0,,7.0,3.0,3.0,14.0,277.0,,1.0,12.0,20.0,10.0,3.0,1.0,3.0,,,,,,,,,,3.0,,,,,1.0,5.0,13.0,9.0,4.0,4.0,62.0,59.0,,,,2.0,11.0,5.0,11.0,,,3.0,7.0,1.0,,8.0,1.0,62.0,36.0,2.0,28.0,9.0,,1.0,0.329117,0.4836,0.1989,2.0817,31.0,14.0,6.0,,2.0,3.0,,134.0,,,,,,,11.0,,1.0,,9.0,,7.0,7.0,2.0,7.0,87.0,47.0,14.0,7.0,,2.0,2.0,1.0,349.0,6.0,1.0,,40.0,53.0,19.0,,,,,139.0,139.0,3.0,33.0,13.0,41.7,,,,3.0,21.0,0.0,83.0,2.0,1.0,3.0,,1.0,,2.0,2.0,,4.0,74.0,270.0,11.0,4.0,176.0,24.0,28.0,14.0,3.0,14.0,11.0,,94.0,3.0,204.0,1.0,,25.0,4.0,51.0,1.0,366.0,,0.0,8.0,15.0,1.0,20.0,2.0,545.0,12.0,10.0,5.0,3.0,9.0,0.0
2367687,15,2023-12-06 20:15:00,1,Man Utd,Home,164.0,13.0,3.0,6.0,3.0,1.0,,181.0,4.0,,2.0,1.0,5.0,16.0,339.0,2.0,1.0,14.0,9.0,5.0,18.0,2.0,4.0,,,,,1.0,,,,,21.0,,1.0,,,1.0,11.0,10.0,3.0,20.0,8.0,66.0,53.0,3.0,4.0,1.0,1.0,11.0,8.0,9.0,,1.0,12.0,18.0,4.0,,2.0,,42.0,42.0,1.0,9.0,5.0,,1.0,,,,,38.0,12.0,12.0,,2.0,,1.0,121.0,1.0,,1.0,1.0,,,8.0,2.0,,,5.0,,6.0,6.0,,2.0,105.0,46.0,27.0,4.0,2.0,9.0,12.0,9.0,371.0,3.0,2.0,,91.0,42.0,33.0,,,,1.0,114.0,114.0,7.0,15.0,27.0,44.8,,,,,25.0,0.0,105.0,1.0,1.0,2.0,,1.0,,11.0,2.0,,3.0,98.0,320.0,11.0,21.0,178.0,26.0,9.0,19.0,8.0,30.0,22.0,,126.0,3.0,249.0,,,10.0,5.0,38.0,3.0,397.0,3.0,0.0,28.0,16.0,1.0,15.0,4.0,598.0,41.0,14.0,9.0,12.0,13.0,0.0
2367694,16,2023-12-09 15:00:00,1,Man Utd,Home,273.0,21.0,3.0,5.0,2.0,1.0,,293.0,6.0,,4.0,6.0,12.0,40.0,561.0,,1.0,21.0,14.0,22.0,12.0,3.0,3.0,,,,,,,,,,16.0,,,,,1.0,7.0,9.0,1.0,15.0,5.0,124.0,55.0,,,,,11.0,12.0,14.0,,,10.0,15.0,4.0,,11.0,,54.0,65.0,,12.0,4.0,,,,,,,81.0,7.0,9.0,,,,,225.0,,,,,,,6.0,,1.0,,4.0,,7.0,7.0,1.0,4.0,163.0,70.0,49.0,4.0,,4.0,11.0,3.0,636.0,1.0,3.0,,112.0,82.0,46.0,,,,,161.0,161.0,6.0,20.0,25.0,69.0,,,,,24.0,0.0,148.0,1.0,,1.0,,2.0,,5.0,1.0,,4.0,186.0,538.0,11.0,15.0,301.0,36.0,12.0,20.0,8.0,27.0,19.0,,241.0,7.0,386.0,1.0,,17.0,12.0,62.0,1.0,660.0,2.0,0.0,20.0,23.0,1.0,21.0,3.0,863.0,47.0,17.0,12.0,10.0,15.0,0.0
2367703,17,2023-12-17 16:30:00,1,Man Utd,Away,141.0,20.0,,,,,,68.0,15.0,1.0,4.0,2.0,5.0,28.0,209.0,,1.0,11.0,11.0,15.0,4.0,,,1.0,,,,,,,,,6.0,,,,,,7.0,19.0,15.0,4.0,2.0,41.0,50.0,1.0,1.0,,3.0,11.0,1.0,8.0,,,,2.0,1.0,,15.0,3.0,51.0,49.0,3.0,45.0,22.0,,1.0,,,,,32.0,8.0,13.0,,1.0,,,132.0,,,,,,,19.0,,,,22.0,,7.0,7.0,2.0,4.0,58.0,60.0,29.0,12.0,,2.0,2.0,1.0,255.0,13.0,,,25.0,44.0,9.0,,,,,136.0,136.0,1.0,30.0,10.0,31.7,,,,,19.0,0.0,62.0,5.0,3.0,8.0,1.0,1.0,1.0,4.0,,,3.0,29.0,181.0,11.0,4.0,173.0,37.0,45.0,13.0,,3.0,3.0,1.0,51.0,5.0,123.0,1.0,1.0,21.0,6.0,63.0,2.0,293.0,,1.0,6.0,17.0,2.0,19.0,4.0,512.0,13.0,15.0,4.0,,10.0,0.0
2367716,18,2023-12-23 12:30:00,1,Man Utd,Away,297.0,14.0,1.0,3.0,2.0,2.0,,242.0,5.0,,2.0,3.0,18.0,20.0,536.0,,1.0,28.0,10.0,18.0,6.0,1.0,3.0,,,,,,,,,,8.0,,,,,,8.0,10.0,2.0,7.0,4.0,111.0,42.0,1.0,1.0,,1.0,7.0,2.0,9.0,,,4.0,12.0,3.0,,8.0,2.0,52.0,52.0,1.0,21.0,12.0,1.0,,,,,,59.0,15.0,12.0,,2.0,1.0,,183.0,,,,,,,6.0,,,1.0,12.0,,3.0,3.0,,2.0,179.0,74.0,47.0,4.0,,5.0,2.0,3.0,603.0,3.0,1.0,,70.0,68.0,30.0,,,,,142.0,142.0,5.0,16.0,19.0,65.5,,,,,18.0,0.0,153.0,3.0,,3.0,,,,6.0,,,4.0,104.0,517.0,7.0,7.0,323.0,35.0,21.0,15.0,3.0,19.0,16.0,,142.0,2.0,322.0,,,14.0,19.0,42.0,1.0,626.0,1.0,0.0,11.0,20.0,1.0,28.0,3.0,806.0,31.0,15.0,4.0,4.0,11.0,0.0
2367725,19,2023-12-26 20:00:00,1,Man Utd,Home,169.0,11.0,,2.0,2.0,,,146.0,2.0,,1.0,5.0,6.0,20.0,313.0,,2.0,14.0,14.0,15.0,8.0,,1.0,2.0,,,,1.0,,,,,11.0,,,,,,10.0,7.0,3.0,8.0,5.0,66.0,63.0,1.0,,1.0,3.0,8.0,3.0,11.0,1.0,1.0,3.0,7.0,5.0,,5.0,1.0,49.0,50.0,3.0,26.0,9.0,,,,,,,57.0,10.0,10.0,1.0,2.0,1.0,1.0,145.0,1.0,,1.0,1.0,,,3.0,2.0,1.0,,9.0,,20.0,20.0,2.0,1.0,96.0,51.0,28.0,6.0,2.0,3.0,6.0,7.0,378.0,5.0,1.0,,81.0,31.0,22.0,,,,,131.0,131.0,7.0,23.0,29.0,45.7,,,3.0,2.0,20.0,0.0,86.0,2.0,,1.0,,,2.0,3.0,1.0,,5.0,79.0,301.0,8.0,9.0,189.0,25.0,26.0,13.0,3.0,16.0,13.0,2.0,126.0,4.0,220.0,1.0,,25.0,6.0,53.0,9.0,393.0,,0.0,13.0,21.0,10.0,18.0,1.0,588.0,19.0,9.0,4.0,3.0,16.0,0.0
2367734,20,2023-12-30 17:30:00,1,Man Utd,Away,172.0,19.0,3.0,4.0,3.0,,,227.0,8.0,,1.0,3.0,7.0,23.0,395.0,,,30.0,10.0,9.0,7.0,2.0,3.0,1.0,,,,,,,,,7.0,,,,,,11.0,4.0,4.0,6.0,4.0,68.0,48.0,,,,1.0,7.0,3.0,4.0,,,5.0,10.0,4.0,,16.0,,51.0,42.0,1.0,23.0,11.0,,,,,,,64.0,11.0,9.0,1.0,,,,170.0,1.0,,1.0,1.0,,,8.0,1.0,,,11.0,1.0,8.0,8.0,,1.0,130.0,58.0,40.0,4.0,,2.0,8.0,5.0,466.0,3.0,,,59.0,97.0,30.0,,,,,147.0,147.0,8.0,22.0,17.0,54.8,,,,1.0,23.0,0.0,121.0,,,,,1.0,1.0,2.0,,,3.0,132.0,373.0,7.0,10.0,208.0,39.0,23.0,21.0,5.0,17.0,14.0,1.0,179.0,3.0,298.0,,,19.0,8.0,47.0,2.0,489.0,,0.0,10.0,14.0,1.0,30.0,4.0,683.0,28.0,12.0,11.0,5.0,8.0,0.0
2367745,21,2024-01-14 16:30:00,1,Man Utd,Home,136.0,14.0,4.0,5.0,1.0,,,106.0,5.0,,9.0,1.0,1.0,21.0,237.0,,1.0,16.0,9.0,7.0,2.0,3.0,4.0,,,,,1.0,,,1.0,,4.0,,,,,,8.0,12.0,4.0,6.0,3.0,50.0,62.0,1.0,1.0,,5.0,7.0,3.0,6.0,1.0,,8.0,7.0,5.0,,10.0,2.0,44.0,48.0,5.0,27.0,12.0,,,,,,,47.0,8.0,5.0,1.0,1.0,,1.0,100.0,1.0,,1.0,1.0,,,5.0,2.0,2.0,,12.0,1.0,9.0,9.0,,9.0,90.0,41.0,23.0,13.0,1.0,3.0,3.0,2.0,298.0,5.0,1.0,,41.0,33.0,30.0,,,,,132.0,132.0,6.0,24.0,21.0,36.3,,2.0,,,23.0,0.0,73.0,3.0,1.0,3.0,,1.0,,4.0,2.0,,3.0,52.0,223.0,7.0,6.0,164.0,30.0,27.0,27.0,8.0,20.0,12.0,,91.0,1.0,169.0,2.0,,15.0,1.0,49.0,3.0,313.0,1.0,0.0,9.0,21.0,1.0,20.0,2.0,526.0,29.0,11.0,15.0,8.0,15.0,0.0
2367755,22,2024-02-01 20:15:00,1,Man Utd,Away,223.0,11.0,1.0,5.0,4.0,2.0,1.0,168.0,4.0,,4.0,3.0,7.0,21.0,386.0,1.0,,17.0,11.0,6.0,9.0,1.0,4.0,1.0,1.0,,,2.0,,,,,13.0,,,,,2.0,10.0,12.0,4.0,12.0,9.0,80.0,53.0,4.0,3.0,2.0,1.0,10.0,6.0,13.0,1.0,,5.0,5.0,3.0,,13.0,,58.0,45.0,1.0,20.0,10.0,,,,,,,33.0,10.0,9.0,1.0,4.0,2.0,2.0,146.0,3.0,1.0,2.0,2.0,1.0,,8.0,3.0,3.0,1.0,10.0,,13.0,13.0,2.0,4.0,120.0,52.0,31.0,4.0,2.0,4.0,9.0,8.0,433.0,5.0,,,53.0,48.0,19.0,1.0,1.0,1.0,,109.0,109.0,5.0,22.0,19.0,46.9,,,,,18.0,0.0,108.0,2.0,2.0,3.0,,,1.0,7.0,,1.0,5.0,80.0,370.0,10.0,13.0,241.0,21.0,20.0,22.0,2.0,12.0,10.0,1.0,109.0,3.0,225.0,3.0,,11.0,8.0,39.0,2.0,454.0,2.0,0.0,21.0,20.0,,19.0,5.0,654.0,38.0,5.0,10.0,5.0,12.0,0.0
2367765,23,2024-02-04 14:00:00,1,Man Utd,Home,240.0,27.0,,2.0,2.0,2.0,,214.0,7.0,,2.0,1.0,1.0,28.0,452.0,,,13.0,8.0,12.0,8.0,,3.0,1.0,,,,,,,,,9.0,,,,,,9.0,13.0,9.0,7.0,5.0,94.0,52.0,1.0,,1.0,5.0,9.0,2.0,14.0,,,5.0,5.0,3.0,,7.0,2.0,48.0,44.0,5.0,22.0,15.0,,,,,,,51.0,10.0,5.0,1.0,1.0,,,161.0,3.0,,1.0,3.0,,1.0,10.0,3.0,1.0,,15.0,,5.0,5.0,,3.0,126.0,62.0,40.0,8.0,2.0,4.0,7.0,5.0,507.0,7.0,2.0,,112.0,38.0,14.0,,,,,112.0,112.0,3.0,22.0,23.0,51.1,,,,1.0,17.0,0.0,147.0,2.0,1.0,4.0,,1.0,1.0,5.0,,,4.0,108.0,435.0,9.0,11.0,258.0,43.0,22.0,18.0,1.0,9.0,8.0,2.0,143.0,7.0,279.0,1.0,,10.0,1.0,51.0,1.0,528.0,,0.0,12.0,18.0,,13.0,0.0,687.0,30.0,9.0,9.0,5.0,10.0,0.0
2367768,24,2024-02-11 16:30:00,1,Man Utd,Away,209.0,15.0,6.0,8.0,3.0,1.0,1.0,111.0,8.0,4.0,4.0,1.0,1.0,16.0,312.0,,1.0,5.0,6.0,15.0,11.0,4.0,4.0,1.0,,,,,,,,,12.0,,,,,1.0,6.0,18.0,5.0,13.0,4.0,57.0,57.0,3.0,1.0,2.0,2.0,3.0,7.0,15.0,1.0,,8.0,6.0,2.0,,6.0,3.0,38.0,55.0,2.0,28.0,14.0,,,,,,,38.0,7.0,9.0,1.0,2.0,2.0,,133.0,2.0,,2.0,1.0,1.0,,10.0,1.0,,,14.0,,8.0,8.0,2.0,4.0,102.0,48.0,19.0,10.0,,5.0,12.0,5.0,363.0,8.0,,,43.0,27.0,23.0,,,,,108.0,108.0,1.0,28.0,16.0,44.1,,,,,8.0,0.0,96.0,6.0,3.0,8.0,,,1.0,5.0,,1.0,4.0,53.0,296.0,3.0,17.0,236.0,30.0,28.0,10.0,7.0,16.0,10.0,1.0,85.0,4.0,168.0,,4.0,18.0,1.0,53.0,6.0,388.0,,0.0,17.0,25.0,2.0,7.0,2.0,565.0,26.0,6.0,6.0,8.0,14.0,0.0
2367782,25,2024-02-18 16:30:00,1,Man Utd,Away,161.0,13.0,1.0,1.0,,1.0,,139.0,7.0,,2.0,11.0,2.0,33.0,299.0,,2.0,11.0,13.0,8.0,13.0,1.0,3.0,5.0,1.0,,1.0,2.0,,1.0,,,16.0,,,,,,17.0,13.0,9.0,13.0,8.0,68.0,58.0,2.0,3.0,1.0,2.0,14.0,7.0,18.0,,,6.0,5.0,2.0,,6.0,,65.0,40.0,2.0,26.0,18.0,,1.0,,,,,36.0,21.0,7.0,2.0,1.0,,2.0,153.0,1.0,,,,1.0,,10.0,1.0,,1.0,18.0,,13.0,13.0,7.0,2.0,86.0,67.0,34.0,8.0,,2.0,13.0,9.0,365.0,8.0,,,32.0,41.0,24.0,,,,,127.0,127.0,5.0,26.0,17.0,41.5,,,,,24.0,0.0,84.0,1.0,2.0,3.0,,,5.0,5.0,,,4.0,71.0,284.0,14.0,15.0,182.0,29.0,26.0,19.0,5.0,12.0,7.0,5.0,108.0,4.0,221.0,,,30.0,5.0,71.0,1.0,391.0,,0.0,21.0,14.0,3.0,12.0,5.0,587.0,36.0,8.0,11.0,6.0,7.0,0.0
2367795,26,2024-02-24 15:00:00,1,Man Utd,Home,201.0,21.0,2.0,2.0,1.0,2.0,,265.0,11.0,1.0,3.0,2.0,9.0,25.0,464.0,,1.0,13.0,11.0,9.0,15.0,3.0,5.0,,,,,,,,,,13.0,,,,1.0,3.0,6.0,11.0,6.0,11.0,10.0,81.0,39.0,2.0,2.0,1.0,1.0,8.0,6.0,9.0,,,10.0,5.0,3.0,1.0,8.0,2.0,43.0,43.0,1.0,18.0,12.0,,,,,,,62.0,6.0,10.0,,2.0,1.0,,150.0,,,,,,,12.0,1.0,1.0,,12.0,1.0,9.0,9.0,3.0,3.0,163.0,58.0,44.0,9.0,,6.0,12.0,9.0,508.0,3.0,3.0,,81.0,73.0,29.0,,,,,124.0,124.0,3.0,14.0,19.0,56.8,1.0,,,,21.0,0.0,143.0,1.0,2.0,3.0,,,,6.0,,,4.0,125.0,437.0,8.0,18.0,217.0,34.0,18.0,20.0,6.0,14.0,9.0,,170.0,2.0,334.0,1.0,1.0,13.0,10.0,44.0,2.0,537.0,2.0,0.0,21.0,14.0,2.0,16.0,2.0,721.0,35.0,13.0,10.0,10.0,9.0,0.0
2367803,27,2024-03-03 15:30:00,1,Man Utd,Away,161.0,18.0,,,,,,79.0,5.0,,4.0,1.0,1.0,14.0,240.0,,,3.0,9.0,10.0,1.0,1.0,,1.0,,,,,,,,,2.0,,,,,1.0,9.0,17.0,10.0,2.0,1.0,56.0,51.0,1.0,1.0,,1.0,10.0,,10.0,,,2.0,1.0,1.0,,3.0,1.0,34.0,40.0,1.0,41.0,21.0,1.0,,,,,,26.0,10.0,5.0,,1.0,,,117.0,1.0,,1.0,1.0,,,10.0,1.0,8.0,,21.0,,10.0,10.0,2.0,4.0,68.0,39.0,19.0,15.0,1.0,2.0,1.0,1.0,281.0,11.0,1.0,,21.0,35.0,9.0,,,,,94.0,94.0,1.0,30.0,6.0,27.1,,3.0,,2.0,15.0,0.0,64.0,4.0,1.0,5.0,,,1.0,2.0,,,4.0,40.0,225.0,10.0,3.0,191.0,29.0,41.0,8.0,2.0,4.0,2.0,1.0,58.0,,118.0,8.0,,9.0,1.0,33.0,1.0,305.0,1.0,0.0,3.0,19.0,3.0,4.0,1.0,478.0,9.0,17.0,6.0,2.0,12.0,0.0
2367815,28,2024-03-09 12:30:00,1,Man Utd,Home,277.0,17.0,2.0,3.0,1.0,2.0,,124.0,14.0,,6.0,2.0,7.0,27.0,398.0,,1.0,12.0,16.0,8.0,10.0,1.0,3.0,1.0,,,1.0,1.0,,,,,9.0,2.0,,,,,11.0,16.0,7.0,11.0,4.0,92.0,55.0,,,2.0,5.0,8.0,4.0,4.0,,,5.0,4.0,,,8.0,3.0,44.0,38.0,5.0,19.0,9.0,,,,,,,37.0,13.0,10.0,,4.0,,1.0,180.0,,,,,,,17.0,,2.0,,9.0,,5.0,5.0,2.0,6.0,105.0,62.0,30.0,8.0,2.0,3.0,8.0,8.0,458.0,10.0,,,45.0,29.0,17.0,,,,2.0,123.0,123.0,3.0,33.0,11.0,51.1,,,,,15.0,0.0,111.0,4.0,2.0,6.0,,,1.0,3.0,,,3.0,61.0,374.0,8.0,11.0,312.0,33.0,19.0,10.0,2.0,6.0,4.0,1.0,90.0,3.0,182.0,2.0,,19.0,7.0,63.0,6.0,488.0,1.0,0.0,15.0,15.0,2.0,12.0,1.0,658.0,37.0,11.0,5.0,5.0,11.0,0.0
2367825,29,2024-04-24 20:00:00,1,Man Utd,Home,283.0,28.0,3.0,6.0,3.0,1.0,,377.0,5.0,1.0,4.0,2.0,7.0,30.0,654.0,,2.0,20.0,11.0,13.0,13.0,4.0,5.0,,,,,,,,,,16.0,1.0,,,,3.0,6.0,6.0,4.0,18.0,7.0,144.0,41.0,4.0,3.0,2.0,,3.0,6.0,8.0,,,8.0,10.0,4.0,1.0,15.0,1.0,48.0,46.0,,5.0,4.0,1.0,,,,,,58.0,7.0,8.0,1.0,4.0,1.0,,202.0,3.0,,2.0,2.0,1.0,,6.0,2.0,,,4.0,,4.0,4.0,,4.0,214.0,80.0,54.0,4.0,2.0,5.0,15.0,13.0,712.0,3.0,,,121.0,108.0,37.0,,,,1.0,133.0,133.0,1.0,15.0,20.0,71.5,,,3.0,,8.0,0.0,170.0,2.0,,2.0,,1.0,,6.0,2.0,,4.0,188.0,637.0,3.0,20.0,300.0,45.0,5.0,15.0,8.0,23.0,15.0,,226.0,1.0,453.0,,1.0,15.0,7.0,55.0,3.0,730.0,1.0,0.0,25.0,17.0,2.0,20.0,0.0,914.0,52.0,15.0,8.0,9.0,9.0,0.0
2367830,30,2024-03-30 20:00:00,1,Man Utd,Away,141.0,16.0,2.0,3.0,1.0,2.0,,221.0,12.0,,4.0,5.0,9.0,19.0,359.0,,,15.0,28.0,17.0,9.0,1.0,1.0,,,,,,,,,,10.0,,,,,,14.0,24.0,7.0,3.0,8.0,72.0,49.0,2.0,1.0,1.0,3.0,16.0,2.0,8.0,,,4.0,2.0,5.0,,7.0,2.0,66.0,43.0,3.0,44.0,19.0,,,,,,,44.0,14.0,7.0,,1.0,,,171.0,1.0,,1.0,1.0,,,17.0,1.0,2.0,,19.0,,13.0,13.0,3.0,4.0,98.0,60.0,29.0,14.0,,4.0,7.0,5.0,421.0,9.0,3.0,,73.0,36.0,15.0,,,,,138.0,138.0,1.0,16.0,26.0,52.7,,2.0,,,28.0,0.0,109.0,3.0,1.0,4.0,,,,4.0,1.0,1.0,5.0,102.0,339.0,16.0,11.0,174.0,27.0,44.0,14.0,3.0,10.0,7.0,,129.0,5.0,286.0,3.0,,29.0,9.0,53.0,2.0,450.0,,0.0,11.0,14.0,2.0,15.0,2.0,673.0,15.0,19.0,5.0,4.0,7.0,0.0
2367844,31,2024-04-04 20:15:00,1,Man Utd,Away,179.0,27.0,1.0,6.0,5.0,5.0,1.0,168.0,7.0,,4.0,4.0,10.0,28.0,341.0,,,11.0,9.0,7.0,9.0,3.0,1.0,1.0,,,,,,,,,15.0,,,,,3.0,14.0,19.0,9.0,13.0,6.0,86.0,62.0,2.0,,3.0,1.0,11.0,7.0,6.0,,,3.0,4.0,3.0,,6.0,2.0,39.0,41.0,1.0,16.0,8.0,,,,,,,46.0,15.0,7.0,,1.0,2.0,,158.0,2.0,,2.0,2.0,,,7.0,3.0,1.0,3.0,8.0,,18.0,18.0,2.0,4.0,94.0,56.0,29.0,12.0,3.0,6.0,8.0,5.0,404.0,9.0,,,73.0,37.0,22.0,2.0,2.0,2.0,,113.0,113.0,9.0,23.0,23.0,43.4,,3.0,,1.0,23.0,0.0,88.0,5.0,1.0,6.0,,,1.0,7.0,,,5.0,86.0,323.0,11.0,14.0,205.0,44.0,16.0,15.0,2.0,11.0,9.0,1.0,122.0,7.0,232.0,1.0,,20.0,11.0,58.0,,426.0,1.0,0.0,19.0,18.0,1.0,13.0,1.0,610.0,32.0,9.0,9.0,3.0,10.0,0.0
