matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attOneOnOne,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,wonContest,wonCorners,wonTackle,yellowCard
2367547,1,2023-08-14 20:00:00,1,Man Utd,Home,193.0,22.0,1.0,3.0,2.0,2.0,,193.0,6.0,1.0,5.0,2.0,2.0,17.0,383.0,,,11.0,17.0,7.0,11.0,1.0,2.0,,,,,,,,,,13.0,,,,,,10.0,17.0,6.0,12.0,3.0,72.0,73.0,2.0,1.0,1.0,1.0,11.0,8.0,22.0,,,8.0,7.0,4.0,1.0,14.0,1.0,76.0,46.0,1.0,20.0,10.0,,,,,,,50.0,15.0,10.0,,2.0,1.0,,150.0,1.0,,1.0,1.0,,,8.0,1.0,,1.0,10.0,,8.0,8.0,2.0,5.0,110.0,46.0,28.0,7.0,,3.0,10.0,3.0,441.0,10.0,4.0,,66.0,48.0,38.0,,,,,148.0,148.0,15.0,24.0,27.0,51.0,,,,,19.0,0.0,133.0,5.0,1.0,6.0,,,,4.0,1.0,,5.0,113.0,364.0,11.0,13.0,213.0,45.0,20.0,20.0,5.0,17.0,12.0,,162.0,3.0,269.0,1.0,1.0,10.0,2.0,42.0,1.0,465.0,1.0,0.0,15.0,18.0,1.0,14.0,2.0,686.0,36.0,21.0,11.0,8.0,11.0,0.0
2367555,2,2023-08-19 17:30:00,1,Man Utd,Away,151.0,30.0,4.0,5.0,1.0,,1.0,186.0,6.0,,6.0,,1.0,20.0,332.0,2.0,3.0,17.0,3.0,10.0,13.0,6.0,4.0,,1.0,,,1.0,1.0,,,1.0,15.0,,,,1.0,2.0,6.0,14.0,4.0,16.0,6.0,61.0,65.0,4.0,4.0,,1.0,15.0,9.0,14.0,,,6.0,3.0,5.0,,5.0,2.0,40.0,51.0,1.0,17.0,7.0,,,,,,,48.0,8.0,9.0,,2.0,1.0,1.0,129.0,,,,,,,7.0,,1.0,,7.0,1.0,8.0,8.0,2.0,6.0,101.0,46.0,26.0,5.0,,5.0,14.0,6.0,382.0,3.0,1.0,1.0,54.0,56.0,33.0,,,,,114.0,114.0,9.0,21.0,27.0,44.3,1.0,,,,24.0,0.0,110.0,4.0,1.0,5.0,,,,7.0,,,5.0,117.0,316.0,15.0,19.0,174.0,53.0,17.0,20.0,5.0,14.0,9.0,,149.0,3.0,241.0,1.0,,1.0,2.0,40.0,4.0,401.0,2.0,0.0,22.0,22.0,6.0,18.0,3.0,613.0,35.0,15.0,10.0,6.0,11.0,0.0
2367565,3,2023-08-26 15:00:00,1,Man Utd,Home,172.0,20.0,1.0,1.0,,2.0,,377.0,2.0,,3.0,,8.0,20.0,548.0,1.0,1.0,15.0,21.0,11.0,12.0,1.0,2.0,,,,,,,,,,14.0,1.0,,,,1.0,8.0,7.0,2.0,7.0,11.0,94.0,69.0,4.0,2.0,3.0,,6.0,4.0,10.0,,,11.0,10.0,5.0,,13.0,1.0,63.0,44.0,,25.0,16.0,,,,,,,82.0,13.0,11.0,,4.0,,,194.0,2.0,,2.0,1.0,1.0,,3.0,1.0,,,16.0,,7.0,7.0,1.0,3.0,158.0,50.0,33.0,3.0,3.0,4.0,11.0,9.0,616.0,1.0,,,95.0,96.0,41.0,,,,1.0,147.0,147.0,5.0,30.0,31.0,66.3,,,3.0,,13.0,0.0,191.0,1.0,1.0,2.0,,1.0,,5.0,,,3.0,201.0,529.0,6.0,15.0,191.0,43.0,25.0,13.0,8.0,23.0,15.0,,256.0,3.0,469.0,,,6.0,8.0,46.0,3.0,637.0,1.0,0.0,18.0,15.0,3.0,15.0,4.0,812.0,31.0,14.0,7.0,11.0,9.0,0.0
2367568,4,2023-09-03 16:30:00,1,Man Utd,Away,261.0,23.0,,1.0,1.0,2.0,,132.0,7.0,,1.0,1.0,4.0,20.0,392.0,1.0,,12.0,13.0,13.0,7.0,,2.0,2.0,,,,,,,,,8.0,,,,,,5.0,12.0,5.0,7.0,3.0,74.0,43.0,,1.0,,2.0,13.0,7.0,12.0,,1.0,3.0,,1.0,,5.0,,43.0,40.0,2.0,27.0,11.0,,,,,,,39.0,7.0,8.0,,,,,140.0,1.0,,,1.0,,1.0,8.0,1.0,1.0,,11.0,,8.0,8.0,1.0,1.0,117.0,53.0,32.0,12.0,1.0,1.0,7.0,2.0,439.0,8.0,1.0,,32.0,47.0,14.0,,,,,99.0,99.0,2.0,25.0,14.0,45.2,,3.0,,1.0,21.0,0.0,131.0,2.0,,2.0,,,2.0,1.0,2.0,,4.0,47.0,372.0,13.0,8.0,285.0,47.0,27.0,10.0,2.0,3.0,1.0,3.0,73.0,4.0,180.0,1.0,,6.0,4.0,44.0,1.0,462.0,1.0,0.0,10.0,15.0,,14.0,3.0,616.0,19.0,12.0,4.0,3.0,6.0,0.0
2367582,5,2023-09-16 15:00:00,1,Man Utd,Home,223.0,21.0,1.0,2.0,1.0,,,204.0,4.0,,5.0,1.0,3.0,23.0,425.0,,,13.0,5.0,1.0,10.0,,1.0,,,,1.0,1.0,,,,,11.0,,,,,1.0,7.0,7.0,3.0,8.0,6.0,83.0,63.0,1.0,1.0,,,7.0,6.0,6.0,,1.0,8.0,7.0,7.0,,10.0,2.0,38.0,48.0,,2.0,,,,,,,,64.0,8.0,9.0,,2.0,,1.0,159.0,1.0,,,1.0,,,4.0,1.0,,,,1.0,4.0,4.0,,5.0,130.0,64.0,36.0,1.0,,4.0,7.0,4.0,477.0,,1.0,,77.0,45.0,24.0,,,,,122.0,122.0,7.0,23.0,26.0,43.9,,,,,16.0,0.0,125.0,4.0,1.0,5.0,,,,4.0,,1.0,5.0,98.0,406.0,7.0,12.0,236.0,49.0,2.0,31.0,5.0,19.0,14.0,,135.0,,280.0,,,6.0,3.0,53.0,4.0,497.0,3.0,0.0,14.0,16.0,,14.0,2.0,659.0,23.0,8.0,22.0,8.0,10.0,0.0
2367591,6,2023-09-23 20:00:00,1,Man Utd,Away,178.0,18.0,3.0,5.0,2.0,1.0,,149.0,5.0,,3.0,2.0,3.0,20.0,322.0,1.0,2.0,12.0,12.0,11.0,8.0,1.0,1.0,2.0,,,,,,,,,10.0,,,,,,8.0,8.0,4.0,8.0,3.0,59.0,56.0,1.0,1.0,,1.0,8.0,5.0,10.0,,1.0,5.0,5.0,3.0,,6.0,2.0,47.0,32.0,1.0,26.0,11.0,,,,,,,45.0,12.0,6.0,,,,,117.0,1.0,,1.0,1.0,,,6.0,1.0,1.0,,11.0,,7.0,7.0,,3.0,117.0,48.0,24.0,9.0,1.0,2.0,8.0,4.0,388.0,3.0,2.0,,50.0,44.0,28.0,,,,,122.0,122.0,9.0,20.0,21.0,38.2,,,,,18.0,0.0,110.0,3.0,1.0,4.0,,,2.0,2.0,,,2.0,69.0,310.0,8.0,11.0,199.0,45.0,26.0,9.0,4.0,12.0,8.0,2.0,106.0,4.0,216.0,1.0,,11.0,4.0,45.0,3.0,403.0,1.0,0.0,11.0,13.0,3.0,16.0,2.0,559.0,22.0,12.0,2.0,5.0,10.0,0.0
2367602,7,2023-09-30 15:00:00,1,Man Utd,Home,261.0,36.0,2.0,4.0,2.0,1.0,,396.0,7.0,,3.0,1.0,7.0,31.0,653.0,,1.0,28.0,13.0,10.0,12.0,2.0,4.0,,,,,,,,,1.0,15.0,,,,,,8.0,5.0,3.0,15.0,4.0,103.0,65.0,2.0,2.0,,2.0,6.0,7.0,10.0,,,10.0,17.0,6.0,,18.0,1.0,58.0,63.0,2.0,11.0,3.0,,1.0,,,,,81.0,10.0,8.0,,1.0,1.0,,208.0,,,,,,,7.0,,,1.0,3.0,,4.0,4.0,,3.0,212.0,65.0,51.0,4.0,,7.0,7.0,4.0,725.0,2.0,1.0,,99.0,118.0,50.0,,,,,160.0,160.0,9.0,23.0,30.0,77.1,,,,,22.0,0.0,218.0,,1.0,1.0,,1.0,,8.0,1.0,,5.0,186.0,637.0,6.0,14.0,278.0,55.0,11.0,21.0,9.0,33.0,24.0,,241.0,1.0,496.0,,,6.0,8.0,46.0,2.0,741.0,3.0,0.0,19.0,32.0,3.0,31.0,3.0,967.0,47.0,11.0,13.0,10.0,21.0,0.0
2367615,8,2023-10-07 15:00:00,1,Man Utd,Home,136.0,42.0,,9.0,9.0,1.0,,361.0,9.0,,3.0,2.0,5.0,41.0,488.0,,,28.0,10.0,13.0,17.0,,,,,,1.0,1.0,,,,,19.0,,,,,1.0,6.0,6.0,5.0,14.0,7.0,90.0,49.0,1.0,,1.0,,7.0,4.0,5.0,,,7.0,16.0,12.0,,11.0,1.0,42.0,41.0,,9.0,3.0,,,,,,,74.0,10.0,16.0,,3.0,1.0,1.0,152.0,1.0,,1.0,,1.0,,10.0,1.0,,,3.0,,10.0,10.0,,3.0,151.0,52.0,37.0,5.0,,9.0,9.0,8.0,531.0,1.0,,,102.0,92.0,60.0,,,,,134.0,134.0,6.0,14.0,26.0,63.9,,,3.0,,18.0,0.0,164.0,1.0,1.0,2.0,,,,9.0,,2.0,5.0,226.0,465.0,7.0,18.0,152.0,67.0,9.0,15.0,7.0,36.0,29.0,,263.0,1.0,441.0,,,7.0,7.0,57.0,4.0,557.0,2.0,0.0,21.0,4.0,,33.0,0.0,755.0,46.0,11.0,8.0,7.0,2.0,0.0
2367626,9,2023-10-21 20:00:00,1,Man Utd,Away,240.0,21.0,,3.0,3.0,,,212.0,2.0,,5.0,1.0,9.0,31.0,449.0,,,14.0,18.0,16.0,6.0,,3.0,1.0,,1.0,,1.0,,,,,10.0,,,2.0,,,4.0,6.0,6.0,5.0,9.0,88.0,79.0,2.0,3.0,,,5.0,3.0,7.0,,,4.0,11.0,7.0,1.0,11.0,3.0,46.0,53.0,,18.0,13.0,,,,,,,76.0,10.0,12.0,,2.0,,1.0,179.0,2.0,,1.0,2.0,,,2.0,2.0,2.0,2.0,13.0,2.0,6.0,6.0,,5.0,146.0,83.0,42.0,5.0,1.0,3.0,5.0,5.0,537.0,3.0,,,82.0,71.0,28.0,1.0,1.0,1.0,,162.0,162.0,9.0,34.0,30.0,62.5,2.0,,,,15.0,0.0,143.0,2.0,3.0,5.0,,1.0,1.0,6.0,,,5.0,112.0,432.0,5.0,9.0,269.0,50.0,18.0,12.0,3.0,21.0,18.0,1.0,160.0,2.0,308.0,2.0,,9.0,9.0,63.0,4.0,556.0,1.0,0.0,14.0,16.0,2.0,17.0,1.0,747.0,21.0,16.0,9.0,4.0,8.0,0.0
2367635,10,2023-10-29 15:30:00,1,Man Utd,Home,200.0,18.0,2.0,3.0,1.0,,,119.0,10.0,1.0,2.0,2.0,2.0,20.0,316.0,,1.0,14.0,11.0,7.0,4.0,3.0,3.0,1.0,,,,,,,,,4.0,,,,,,6.0,12.0,9.0,6.0,1.0,58.0,41.0,1.0,1.0,,1.0,3.0,1.0,12.0,,,7.0,5.0,6.0,,8.0,5.0,43.0,30.0,1.0,24.0,15.0,,,,,,,24.0,9.0,5.0,,1.0,,,115.0,,,,,,,10.0,,,,15.0,,6.0,6.0,,2.0,106.0,48.0,29.0,12.0,,3.0,4.0,3.0,370.0,5.0,,,38.0,36.0,17.0,1.0,1.0,1.0,,117.0,117.0,5.0,19.0,15.0,39.5,,,,,12.0,0.0,112.0,4.0,3.0,7.0,,,1.0,3.0,,,5.0,54.0,295.0,3.0,7.0,238.0,38.0,24.0,8.0,5.0,16.0,11.0,1.0,74.0,2.0,169.0,,1.0,5.0,2.0,36.0,4.0,391.0,,0.0,7.0,14.0,1.0,16.0,4.0,541.0,16.0,11.0,4.0,7.0,8.0,0.0
